Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 -1phi 7"
280,"323"
281,"326"
282,"357"
283,"342"
284,"334"
285,"345"
286,"303"
287,"341"
288,"328"
289,"392"
290,"421"
291,"405"
292,"448"
293,"431"
294,"479"
295,"494"
296,"562"
297,"577"
298,"596"
299,"614"
300,"632"
301,"615"
302,"575"
303,"628"
304,"540"
305,"568"
306,"549"
307,"513"
308,"545"
309,"524"
310,"597"
311,"773"
312,"911"
313,"1190"
314,"1625"
315,"2004"
316,"2368"
317,"2479"
318,"2468"
319,"2319"
320,"2089"
321,"1630"
322,"1229"
323,"1003"
324,"758"
325,"591"
326,"499"
327,"426"
328,"402"
329,"401"
330,"415"
331,"410"
332,"423"
333,"416"
334,"387"
335,"423"
336,"406"
337,"430"
338,"422"
339,"412"
340,"453"
341,"408"
342,"451"
343,"478"
344,"459"
345,"526"
346,"596"
347,"679"
348,"689"
349,"801"
350,"796"
351,"804"
352,"757"
353,"782"
354,"714"
355,"735"
356,"687"
357,"712"
358,"790"
359,"780"
360,"786"
361,"807"
362,"916"
363,"922"
364,"998"
365,"1069"
366,"1185"
367,"1199"
368,"1278"
369,"1361"
370,"1369"
371,"1390"
372,"1306"
373,"1180"
374,"996"
375,"836"
376,"675"
377,"584"
378,"499"
379,"441"
380,"451"
381,"390"
382,"395"
383,"366"
384,"398"
385,"335"
386,"339"
387,"370"
388,"377"
389,"376"
390,"407"
391,"412"
392,"430"
393,"497"
394,"519"
395,"533"
396,"601"
397,"597"
398,"623"
399,"683"
400,"636"
401,"679"
402,"575"
403,"602"
404,"514"
405,"559"
406,"499"
407,"543"
408,"506"
409,"530"
410,"506"
411,"525"
412,"445"
413,"470"
414,"472"
415,"442"
416,"416"
417,"396"
418,"403"
419,"402"
420,"397"
421,"405"
422,"389"
423,"376"
424,"405"
425,"442"
426,"454"
427,"463"
428,"434"
429,"445"
430,"438"
431,"451"
432,"417"
433,"475"
434,"448"
435,"415"
436,"426"
437,"432"
438,"403"
439,"398"
440,"448"
441,"433"
442,"419"
443,"441"
444,"454"
445,"414"
446,"449"
447,"437"
448,"422"
449,"437"
450,"408"
451,"419"
452,"372"
453,"401"
454,"466"
455,"390"
456,"408"
457,"428"
458,"427"
459,"408"
460,"441"
461,"421"
462,"461"
463,"466"
464,"453"
465,"427"
466,"514"
467,"462"
468,"495"
469,"512"
470,"465"
471,"470"
472,"478"
473,"440"
474,"470"
475,"458"
476,"446"
477,"437"
478,"424"
479,"425"
480,"436"
481,"386"
482,"422"
483,"418"
484,"402"
485,"426"
486,"423"
487,"429"
488,"442"
489,"397"
490,"427"
491,"398"
492,"449"
493,"426"
494,"437"
495,"411"
496,"453"
497,"466"
498,"453"
499,"435"
500,"438"
501,"455"
502,"446"
503,"447"
504,"466"
505,"395"
506,"451"
507,"397"
508,"386"
509,"394"
510,"417"
511,"431"
512,"421"
513,"469"
514,"429"
515,"436"
516,"418"
517,"427"
518,"457"
519,"482"
520,"418"
521,"479"
522,"458"
523,"458"
524,"477"
525,"491"
526,"505"
527,"501"
528,"518"
529,"485"
530,"559"
531,"605"
532,"535"
533,"546"
534,"549"
535,"569"
536,"527"
537,"526"
538,"518"
539,"532"
540,"471"
541,"493"
542,"482"
543,"449"
544,"449"
545,"480"
546,"439"
547,"430"
548,"413"
549,"423"
550,"411"
551,"415"
552,"380"
553,"377"
554,"453"
555,"388"
556,"412"
557,"407"
558,"397"
559,"430"
560,"400"
561,"439"
562,"429"
563,"383"
564,"438"
565,"363"
566,"440"
567,"404"
568,"452"
569,"384"
570,"418"
571,"387"
572,"399"
573,"428"
574,"420"
575,"385"
576,"434"
577,"373"
578,"403"
579,"373"
580,"401"
581,"414"
582,"381"
583,"410"
584,"440"
585,"432"
586,"434"
587,"464"
588,"472"
589,"444"
590,"476"
591,"466"
592,"445"
593,"431"
594,"438"
595,"455"
596,"460"
597,"482"
598,"473"
599,"460"
600,"486"
601,"491"
602,"464"
603,"412"
604,"446"
605,"417"
606,"428"
607,"415"
608,"459"
609,"455"
610,"421"
611,"433"
612,"417"
613,"401"
614,"395"
615,"413"
616,"408"
617,"397"
618,"396"
619,"418"
620,"386"
621,"437"
622,"454"
623,"399"
624,"414"
625,"425"
626,"425"
627,"432"
628,"424"
629,"466"
630,"402"
631,"464"
632,"384"
633,"439"
634,"381"
635,"356"
636,"441"
637,"420"
638,"392"
639,"399"
640,"416"
641,"415"
642,"400"
643,"398"
644,"394"
645,"435"
646,"418"
647,"403"
648,"416"
649,"449"
650,"449"
651,"436"
652,"405"
653,"447"
654,"451"
655,"448"
656,"443"
657,"456"
658,"466"
659,"448"
660,"510"
661,"499"
662,"469"
663,"533"
664,"484"
665,"497"
666,"458"
667,"496"
668,"467"
669,"517"
670,"504"
671,"393"
672,"422"
673,"426"
674,"427"
675,"443"
676,"421"
677,"419"
678,"426"
679,"422"
680,"408"
681,"425"
682,"385"
683,"409"
684,"393"
685,"386"
686,"385"
687,"394"
688,"397"
689,"416"
690,"389"
691,"437"
692,"422"
693,"450"
694,"438"
695,"534"
696,"486"
697,"541"
698,"598"
699,"624"
700,"664"
701,"638"
702,"622"
703,"674"
704,"610"
705,"579"
706,"535"
707,"535"
708,"515"
709,"462"
710,"415"
711,"393"
712,"413"
713,"364"
714,"375"
715,"382"
716,"367"
717,"377"
718,"387"
719,"354"
720,"374"
721,"374"
722,"376"
723,"402"
724,"402"
725,"394"
726,"411"
727,"396"
728,"366"
729,"397"
730,"360"
731,"360"
732,"373"
733,"376"
734,"368"
735,"394"
736,"402"
737,"371"
738,"364"
739,"364"
740,"411"
741,"388"
742,"407"
743,"436"
744,"390"
745,"421"
746,"380"
747,"410"
748,"413"
749,"388"
750,"430"
751,"362"
752,"379"
753,"409"
754,"396"
755,"397"
756,"384"
757,"384"
758,"389"
759,"396"
760,"362"
761,"384"
762,"373"
763,"372"
764,"375"
765,"400"
766,"400"
767,"385"
768,"415"
769,"410"
770,"408"
771,"395"
772,"409"
773,"395"
774,"394"
775,"396"
776,"389"
777,"410"
778,"413"
779,"420"
780,"418"
781,"401"
782,"452"
783,"425"
784,"429"
785,"441"
786,"458"
787,"438"
788,"450"
789,"408"
790,"387"
791,"383"
792,"406"
793,"391"
794,"392"
795,"382"
796,"359"
797,"403"
798,"387"
799,"360"
800,"366"
801,"361"
802,"375"
803,"373"
804,"395"
805,"375"
806,"360"
807,"324"
808,"354"
809,"368"
810,"369"
811,"335"
812,"368"
813,"361"
814,"365"
815,"349"
816,"388"
817,"323"
818,"366"
819,"310"
820,"366"
821,"375"
822,"347"
823,"347"
824,"330"
825,"393"
826,"348"
827,"370"
828,"357"
829,"376"
830,"403"
831,"355"
832,"328"
833,"366"
834,"363"
835,"357"
836,"385"
837,"322"
838,"368"
839,"341"
840,"357"
841,"355"
842,"324"
843,"399"
844,"329"
845,"364"
846,"345"
847,"358"
848,"372"
849,"341"
850,"341"
851,"416"
852,"339"
853,"369"
854,"393"
855,"332"
856,"330"
857,"374"
858,"368"
859,"426"
860,"362"
861,"377"
862,"359"
863,"374"
864,"340"
865,"392"
866,"375"
867,"359"
868,"380"
869,"398"
870,"415"
871,"429"
872,"407"
873,"424"
874,"379"
875,"389"
876,"393"
877,"351"
878,"410"
879,"393"
880,"413"
881,"431"
882,"357"
883,"392"
884,"411"
885,"399"
886,"409"
887,"450"
888,"420"
889,"424"
890,"415"
891,"472"
892,"458"
893,"417"
894,"419"
895,"467"
896,"475"
897,"423"
898,"441"
899,"453"
900,"502"
901,"474"
902,"488"
903,"480"
904,"447"
905,"523"
906,"532"
907,"549"
908,"521"
909,"554"
910,"556"
911,"531"
912,"632"
913,"624"
914,"642"
915,"640"
916,"702"
917,"698"
918,"745"
919,"754"
920,"791"
921,"833"
922,"852"
923,"891"
924,"939"
925,"1001"
926,"985"
927,"983"
928,"1031"
929,"1113"
930,"1168"
931,"1213"
932,"1219"
933,"1234"
934,"1282"
935,"1292"
936,"1272"
937,"1376"
938,"1326"
939,"1302"
940,"1263"
941,"1233"
942,"1285"
943,"1280"
944,"1234"
945,"1194"
946,"1134"
947,"1154"
948,"1109"
949,"1100"
950,"1033"
951,"1027"
952,"917"
953,"953"
954,"877"
955,"852"
956,"837"
957,"783"
958,"797"
959,"660"
960,"681"
961,"693"
962,"664"
963,"623"
964,"621"
965,"616"
966,"606"
967,"550"
968,"603"
969,"518"
970,"448"
971,"491"
972,"502"
973,"466"
974,"410"
975,"427"
976,"433"
977,"410"
978,"391"
979,"388"
980,"404"
981,"377"
982,"425"
983,"384"
984,"406"
985,"390"
986,"381"
987,"394"
988,"384"
989,"404"
990,"455"
991,"514"
992,"527"
993,"574"
994,"630"
995,"599"
996,"688"
997,"693"
998,"771"
999,"826"
1000,"858"
1001,"846"
1002,"851"
1003,"809"
1004,"793"
1005,"714"
1006,"718"
1007,"662"
1008,"621"
1009,"546"
1010,"465"
1011,"429"
1012,"363"
1013,"383"
1014,"366"
1015,"315"
1016,"315"
1017,"362"
1018,"354"
1019,"305"
1020,"312"
1021,"315"
1022,"367"
1023,"319"
1024,"349"
1025,"354"
1026,"345"
1027,"350"
1028,"355"
1029,"352"
1030,"383"
1031,"380"
1032,"384"
1033,"410"
1034,"394"
1035,"382"
1036,"439"
1037,"479"
1038,"457"
1039,"490"
1040,"495"
1041,"495"
1042,"521"
1043,"561"
1044,"551"
1045,"581"
1046,"579"
1047,"611"
1048,"587"
1049,"633"
1050,"656"
1051,"534"
1052,"600"
1053,"638"
1054,"593"
1055,"502"
1056,"526"
1057,"474"
1058,"471"
1059,"416"
1060,"443"
1061,"391"
1062,"427"
1063,"403"
1064,"367"
1065,"342"
1066,"380"
1067,"358"
1068,"347"
1069,"349"
1070,"340"
1071,"336"
1072,"330"
1073,"333"
1074,"320"
1075,"321"
1076,"308"
1077,"310"
1078,"278"
1079,"301"
1080,"311"
1081,"298"
1082,"274"
1083,"285"
1084,"312"
1085,"275"
1086,"256"
1087,"273"
1088,"294"
1089,"269"
1090,"285"
1091,"257"
1092,"251"
1093,"227"
1094,"234"
1095,"271"
1096,"213"
1097,"252"
1098,"240"
1099,"229"
1100,"227"
1101,"223"
1102,"226"
1103,"239"
1104,"254"
1105,"221"
1106,"214"
1107,"249"
1108,"203"
1109,"247"
1110,"239"
1111,"236"
1112,"224"
1113,"225"
1114,"208"
1115,"231"
1116,"236"
1117,"203"
1118,"204"
1119,"230"
1120,"236"
1121,"254"
1122,"243"
1123,"242"
1124,"251"
1125,"312"
1126,"281"
1127,"314"
1128,"279"
1129,"243"
1130,"264"
1131,"254"
1132,"273"
1133,"263"
1134,"237"
1135,"233"
1136,"224"
1137,"237"
1138,"223"
1139,"228"
1140,"236"
1141,"199"
1142,"203"
1143,"226"
1144,"200"
1145,"219"
1146,"201"
1147,"207"
1148,"201"
1149,"199"
1150,"235"
1151,"189"
1152,"222"
1153,"197"
1154,"211"
1155,"184"
1156,"213"
1157,"207"
1158,"206"
1159,"204"
1160,"214"
1161,"216"
1162,"202"
1163,"175"
1164,"182"
1165,"198"
1166,"187"
1167,"186"
1168,"200"
1169,"185"
1170,"221"
1171,"214"
1172,"197"
1173,"188"
1174,"196"
1175,"202"
1176,"205"
1177,"196"
1178,"211"
1179,"198"
1180,"207"
1181,"220"
1182,"242"
1183,"208"
1184,"197"
1185,"205"
1186,"190"
1187,"220"
1188,"208"
1189,"187"
1190,"213"
1191,"187"
1192,"182"
1193,"181"
1194,"165"
1195,"210"
1196,"175"
1197,"192"
1198,"186"
1199,"161"
1200,"158"
1201,"188"
1202,"182"
1203,"190"
1204,"204"
1205,"200"
1206,"171"
1207,"154"
1208,"174"
1209,"191"
1210,"172"
1211,"191"
1212,"175"
1213,"171"
1214,"165"
1215,"189"
1216,"166"
1217,"152"
1218,"184"
1219,"168"
1220,"169"
1221,"183"
1222,"158"
1223,"169"
1224,"167"
1225,"187"
1226,"168"
1227,"150"
1228,"171"
1229,"154"
1230,"145"
1231,"173"
1232,"166"
1233,"151"
1234,"174"
1235,"165"
1236,"156"
1237,"167"
1238,"162"
1239,"152"
1240,"174"
1241,"152"
1242,"162"
1243,"140"
1244,"161"
1245,"152"
1246,"144"
1247,"164"
1248,"163"
1249,"169"
1250,"190"
1251,"178"
1252,"158"
1253,"172"
1254,"150"
1255,"187"
1256,"150"
1257,"147"
1258,"151"
1259,"144"
1260,"157"
1261,"145"
1262,"163"
1263,"150"
1264,"158"
1265,"142"
1266,"146"
1267,"131"
1268,"149"
1269,"156"
1270,"137"
1271,"145"
1272,"169"
1273,"149"
1274,"130"
1275,"132"
1276,"169"
1277,"135"
1278,"154"
1279,"147"
1280,"132"
1281,"137"
1282,"154"
1283,"131"
1284,"151"
1285,"143"
1286,"142"
1287,"145"
1288,"130"
1289,"149"
1290,"138"
1291,"159"
1292,"157"
1293,"148"
1294,"136"
1295,"133"
1296,"145"
1297,"177"
1298,"122"
1299,"132"
1300,"122"
1301,"132"
1302,"115"
1303,"136"
1304,"123"
1305,"117"
1306,"112"
1307,"147"
1308,"134"
1309,"144"
1310,"143"
1311,"133"
1312,"131"
1313,"117"
1314,"132"
1315,"132"
1316,"115"
1317,"136"
1318,"128"
1319,"130"
1320,"125"
1321,"136"
1322,"144"
1323,"106"
1324,"104"
1325,"147"
1326,"113"
1327,"114"
1328,"123"
1329,"150"
1330,"113"
1331,"133"
1332,"117"
1333,"115"
1334,"130"
1335,"145"
1336,"125"
1337,"136"
1338,"119"
1339,"104"
1340,"127"
1341,"122"
1342,"113"
1343,"116"
1344,"115"
1345,"109"
1346,"121"
1347,"127"
1348,"104"
1349,"108"
1350,"117"
1351,"112"
1352,"123"
1353,"110"
1354,"110"
1355,"123"
1356,"119"
1357,"86"
1358,"116"
1359,"122"
1360,"117"
1361,"113"
1362,"103"
1363,"129"
1364,"113"
1365,"118"
1366,"100"
1367,"120"
1368,"106"
1369,"92"
1370,"111"
1371,"117"
1372,"111"
1373,"97"
1374,"127"
1375,"111"
1376,"102"
1377,"108"
1378,"105"
1379,"103"
1380,"97"
1381,"95"
1382,"108"
1383,"107"
1384,"113"
1385,"99"
1386,"111"
1387,"111"
1388,"104"
1389,"88"
1390,"108"
1391,"131"
1392,"110"
1393,"99"
1394,"102"
1395,"103"
1396,"93"
1397,"82"
1398,"107"
1399,"95"
1400,"95"
1401,"117"
1402,"88"
1403,"94"
1404,"81"
1405,"109"
1406,"95"
1407,"101"
1408,"87"
1409,"87"
1410,"101"
1411,"104"
1412,"97"
1413,"106"
1414,"87"
1415,"104"
1416,"103"
1417,"96"
1418,"92"
1419,"106"
1420,"92"
1421,"103"
1422,"95"
1423,"97"
1424,"82"
1425,"92"
1426,"81"
1427,"88"
1428,"88"
1429,"107"
1430,"93"
1431,"96"
1432,"95"
1433,"89"
1434,"84"
1435,"97"
1436,"92"
1437,"101"
1438,"83"
1439,"88"
1440,"87"
1441,"64"
1442,"89"
1443,"76"
1444,"82"
1445,"77"
1446,"88"
1447,"92"
1448,"105"
1449,"96"
1450,"73"
1451,"84"
1452,"91"
1453,"74"
1454,"79"
1455,"78"
1456,"76"
1457,"90"
1458,"71"
1459,"80"
1460,"82"
1461,"68"
1462,"74"
1463,"69"
1464,"80"
1465,"78"
1466,"78"
1467,"81"
1468,"75"
1469,"69"
1470,"69"
1471,"64"
1472,"57"
1473,"79"
1474,"65"
1475,"72"
1476,"69"
1477,"82"
1478,"68"
1479,"77"
1480,"58"
1481,"83"
1482,"80"
1483,"78"
1484,"81"
1485,"79"
1486,"85"
1487,"69"
1488,"82"
1489,"68"
1490,"66"
1491,"78"
1492,"67"
1493,"58"
1494,"87"
1495,"67"
1496,"60"
1497,"76"
1498,"73"
1499,"65"
1500,"50"
1501,"72"
1502,"86"
1503,"65"
1504,"63"
1505,"60"
1506,"60"
1507,"71"
1508,"68"
1509,"53"
1510,"68"
1511,"63"
1512,"74"
1513,"59"
1514,"55"
1515,"71"
1516,"65"
1517,"66"
1518,"64"
1519,"50"
1520,"61"
1521,"64"
1522,"67"
1523,"58"
1524,"51"
1525,"59"
1526,"53"
1527,"57"
1528,"61"
1529,"63"
1530,"46"
1531,"41"
1532,"60"
1533,"64"
1534,"55"
1535,"56"
1536,"51"
1537,"66"
1538,"56"
1539,"60"
1540,"48"
1541,"52"
1542,"54"
1543,"51"
1544,"48"
1545,"48"
1546,"35"
1547,"66"
1548,"64"
1549,"50"
1550,"63"
1551,"48"
1552,"50"
1553,"56"
1554,"54"
1555,"47"
1556,"59"
1557,"48"
1558,"61"
1559,"42"
1560,"57"
1561,"56"
1562,"51"
1563,"44"
1564,"57"
1565,"47"
1566,"43"
1567,"38"
1568,"37"
1569,"52"
1570,"52"
1571,"62"
1572,"29"
1573,"53"
1574,"56"
1575,"40"
1576,"50"
1577,"44"
1578,"39"
1579,"41"
1580,"43"
1581,"44"
1582,"48"
1583,"46"
1584,"38"
1585,"33"
1586,"38"
1587,"49"
1588,"37"
1589,"38"
1590,"53"
1591,"41"
1592,"47"
1593,"34"
1594,"38"
1595,"34"
1596,"42"
1597,"49"
1598,"30"
1599,"35"
1600,"42"
1601,"44"
1602,"28"
1603,"37"
1604,"36"
1605,"48"
1606,"28"
1607,"41"
1608,"37"
1609,"28"
1610,"38"
1611,"28"
1612,"26"
1613,"38"
1614,"38"
1615,"31"
1616,"27"
1617,"31"
1618,"34"
1619,"34"
1620,"37"
1621,"31"
1622,"27"
1623,"22"
1624,"31"
1625,"35"
1626,"33"
1627,"22"
1628,"43"
1629,"28"
1630,"27"
1631,"30"
1632,"20"
1633,"28"
1634,"34"
1635,"34"
1636,"21"
1637,"23"
1638,"32"
1639,"26"
1640,"36"
1641,"24"
1642,"35"
1643,"29"
1644,"18"
1645,"23"
1646,"25"
1647,"27"
1648,"19"
1649,"28"
1650,"14"
1651,"29"
1652,"24"
1653,"16"
1654,"20"
1655,"18"
1656,"20"
1657,"22"
1658,"20"
1659,"16"
1660,"13"
1661,"18"
1662,"15"
1663,"17"
1664,"19"
1665,"20"
1666,"18"
1667,"23"
1668,"15"
1669,"20"
1670,"21"
1671,"17"
1672,"19"
1673,"17"
1674,"14"
1675,"26"
1676,"14"
1677,"17"
1678,"18"
1679,"13"
1680,"14"
1681,"15"
1682,"12"
1683,"13"
1684,"16"
1685,"8"
1686,"16"
1687,"11"
1688,"11"
1689,"15"
1690,"16"
1691,"8"
1692,"10"
1693,"18"
1694,"15"
1695,"14"
1696,"6"
1697,"10"
1698,"7"
1699,"16"
1700,"12"
1701,"5"
1702,"12"
1703,"6"
1704,"11"
1705,"11"
1706,"11"
1707,"8"
1708,"6"
1709,"7"
1710,"4"
1711,"4"
1712,"7"
1713,"8"
1714,"10"
1715,"7"
1716,"11"
1717,"10"
1718,"11"
1719,"4"
1720,"6"
1721,"4"
1722,"3"
1723,"6"
1724,"4"
1725,"5"
1726,"5"
1727,"3"
1728,"5"
1729,"6"
1730,"7"
1731,"5"
1732,"6"
1733,"9"
1734,"7"
1735,"2"
1736,"3"
1737,"1"
1738,"3"
1739,"3"
1740,"3"
1741,"5"
1742,"7"
1743,"8"
1744,"2"
1745,"5"
1746,"3"
1747,"2"
1748,"7"
1749,"4"
1750,"1"
1751,"1"
1752,"3"
1753,"4"
1754,"7"
1755,"5"
1756,"5"
1757,"4"
1758,"0"
1759,"2"
1760,"3"
1761,"0"
1762,"9"
1763,"3"
1764,"2"
1765,"4"
1766,"2"
1767,"1"
1768,"2"
1769,"1"
1770,"2"
1771,"2"
1772,"2"
1773,"1"
1774,"1"
1775,"3"
1776,"3"
1777,"3"
1778,"3"
1779,"2"
1780,"4"
1781,"0"
1782,"1"
1783,"2"
1784,"2"
1785,"2"
1786,"3"
1787,"1"
1788,"3"
1789,"3"
1790,"2"
1791,"3"
1792,"1"
1793,"3"
1794,"0"
1795,"2"
1796,"0"
1797,"1"
1798,"1"
1799,"2"
1800,"2"
1801,"0"
1802,"1"
1803,"0"
1804,"2"
1805,"4"
1806,"1"
1807,"2"
1808,"3"
1809,"3"
1810,"2"
1811,"0"
1812,"0"
1813,"1"
1814,"0"
1815,"3"
1816,"2"
1817,"2"
1818,"4"
1819,"1"
1820,"1"
1821,"0"
1822,"0"
1823,"1"
1824,"0"
1825,"3"
1826,"2"
1827,"2"
1828,"0"
1829,"1"
1830,"0"
1831,"0"
1832,"3"
1833,"2"
1834,"2"
1835,"1"
1836,"3"
1837,"1"
1838,"0"
1839,"0"
1840,"1"
1841,"1"
1842,"0"
1843,"1"
1844,"0"
1845,"1"
1846,"3"
1847,"3"
1848,"1"
1849,"1"
1850,"1"
1851,"1"
1852,"2"
1853,"4"
1854,"4"
1855,"0"
1856,"1"
1857,"1"
1858,"0"
1859,"2"
1860,"1"
1861,"0"
1862,"3"
1863,"0"
1864,"3"
1865,"1"
1866,"0"
1867,"1"
1868,"1"
1869,"0"
1870,"0"
1871,"2"
1872,"1"
1873,"1"
1874,"2"
1875,"1"
1876,"0"
1877,"0"
1878,"1"
1879,"2"
1880,"0"
1881,"1"
1882,"2"
1883,"1"
1884,"0"
1885,"0"
1886,"0"
1887,"1"
1888,"0"
1889,"0"
1890,"1"
1891,"1"
1892,"1"
1893,"2"
1894,"0"
1895,"0"
1896,"1"
1897,"0"
1898,"1"
1899,"0"
1900,"0"
1901,"1"
1902,"0"
1903,"0"
1904,"0"
1905,"1"
1906,"1"
1907,"0"
1908,"0"
1909,"2"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"1"
1926,"0"
1927,"1"
1928,"0"
1929,"1"
1930,"1"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"2"
1938,"0"
1939,"1"
1940,"1"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"1"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"2"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"1"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"1"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


