Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 -1phi 0"
543,"466"
544,"445"
545,"454"
546,"453"
547,"434"
548,"457"
549,"445"
550,"452"
551,"440"
552,"463"
553,"469"
554,"428"
555,"487"
556,"420"
557,"410"
558,"414"
559,"406"
560,"434"
561,"435"
562,"400"
563,"463"
564,"416"
565,"441"
566,"427"
567,"456"
568,"410"
569,"458"
570,"484"
571,"443"
572,"421"
573,"464"
574,"497"
575,"444"
576,"478"
577,"445"
578,"446"
579,"455"
580,"482"
581,"436"
582,"505"
583,"467"
584,"418"
585,"448"
586,"451"
587,"448"
588,"437"
589,"460"
590,"430"
591,"446"
592,"434"
593,"441"
594,"441"
595,"433"
596,"448"
597,"474"
598,"450"
599,"503"
600,"418"
601,"457"
602,"427"
603,"415"
604,"434"
605,"468"
606,"422"
607,"377"
608,"464"
609,"455"
610,"448"
611,"455"
612,"457"
613,"414"
614,"422"
615,"451"
616,"459"
617,"442"
618,"466"
619,"462"
620,"451"
621,"472"
622,"406"
623,"443"
624,"489"
625,"470"
626,"493"
627,"485"
628,"449"
629,"435"
630,"466"
631,"484"
632,"445"
633,"447"
634,"448"
635,"412"
636,"450"
637,"463"
638,"404"
639,"425"
640,"426"
641,"464"
642,"468"
643,"486"
644,"426"
645,"439"
646,"446"
647,"471"
648,"444"
649,"449"
650,"421"
651,"426"
652,"488"
653,"446"
654,"481"
655,"485"
656,"489"
657,"556"
658,"568"
659,"583"
660,"629"
661,"623"
662,"674"
663,"702"
664,"727"
665,"668"
666,"675"
667,"604"
668,"596"
669,"563"
670,"583"
671,"508"
672,"485"
673,"490"
674,"478"
675,"450"
676,"434"
677,"410"
678,"443"
679,"421"
680,"438"
681,"453"
682,"405"
683,"464"
684,"432"
685,"441"
686,"408"
687,"437"
688,"469"
689,"437"
690,"425"
691,"451"
692,"460"
693,"544"
694,"562"
695,"624"
696,"652"
697,"747"
698,"828"
699,"905"
700,"983"
701,"946"
702,"1018"
703,"969"
704,"979"
705,"859"
706,"741"
707,"706"
708,"651"
709,"561"
710,"485"
711,"520"
712,"413"
713,"464"
714,"436"
715,"481"
716,"442"
717,"409"
718,"436"
719,"448"
720,"436"
721,"443"
722,"379"
723,"400"
724,"411"
725,"391"
726,"377"
727,"414"
728,"420"
729,"446"
730,"439"
731,"458"
732,"400"
733,"409"
734,"443"
735,"468"
736,"446"
737,"438"
738,"449"
739,"459"
740,"474"
741,"455"
742,"468"
743,"472"
744,"445"
745,"458"
746,"446"
747,"408"
748,"434"
749,"457"
750,"395"
751,"436"
752,"411"
753,"384"
754,"432"
755,"416"
756,"392"
757,"407"
758,"396"
759,"421"
760,"405"
761,"374"
762,"387"
763,"412"
764,"412"
765,"397"
766,"404"
767,"404"
768,"402"
769,"376"
770,"396"
771,"442"
772,"400"
773,"422"
774,"470"
775,"407"
776,"497"
777,"534"
778,"542"
779,"574"
780,"605"
781,"595"
782,"627"
783,"570"
784,"606"
785,"648"
786,"605"
787,"556"
788,"562"
789,"547"
790,"485"
791,"427"
792,"452"
793,"411"
794,"409"
795,"426"
796,"397"
797,"383"
798,"419"
799,"407"
800,"393"
801,"368"
802,"415"
803,"399"
804,"387"
805,"393"
806,"415"
807,"386"
808,"368"
809,"423"
810,"399"
811,"406"
812,"395"
813,"378"
814,"370"
815,"380"
816,"384"
817,"371"
818,"408"
819,"372"
820,"411"
821,"411"
822,"416"
823,"391"
824,"417"
825,"376"
826,"398"
827,"395"
828,"353"
829,"418"
830,"391"
831,"328"
832,"374"
833,"375"
834,"349"
835,"363"
836,"371"
837,"413"
838,"369"
839,"402"
840,"371"
841,"395"
842,"354"
843,"390"
844,"377"
845,"360"
846,"409"
847,"386"
848,"364"
849,"364"
850,"388"
851,"385"
852,"372"
853,"408"
854,"347"
855,"368"
856,"402"
857,"354"
858,"372"
859,"389"
860,"417"
861,"389"
862,"365"
863,"394"
864,"403"
865,"365"
866,"398"
867,"375"
868,"397"
869,"387"
870,"424"
871,"397"
872,"388"
873,"438"
874,"380"
875,"441"
876,"430"
877,"412"
878,"418"
879,"394"
880,"461"
881,"417"
882,"448"
883,"447"
884,"402"
885,"449"
886,"437"
887,"419"
888,"440"
889,"481"
890,"446"
891,"437"
892,"466"
893,"436"
894,"459"
895,"470"
896,"471"
897,"473"
898,"506"
899,"486"
900,"520"
901,"511"
902,"520"
903,"488"
904,"537"
905,"541"
906,"538"
907,"557"
908,"544"
909,"548"
910,"535"
911,"608"
912,"571"
913,"597"
914,"612"
915,"646"
916,"682"
917,"709"
918,"717"
919,"800"
920,"835"
921,"797"
922,"792"
923,"931"
924,"963"
925,"959"
926,"979"
927,"1009"
928,"1028"
929,"1156"
930,"1129"
931,"1198"
932,"1244"
933,"1272"
934,"1266"
935,"1358"
936,"1277"
937,"1392"
938,"1356"
939,"1394"
940,"1362"
941,"1326"
942,"1249"
943,"1369"
944,"1267"
945,"1251"
946,"1228"
947,"1206"
948,"1203"
949,"1177"
950,"1155"
951,"1021"
952,"962"
953,"1000"
954,"944"
955,"870"
956,"831"
957,"866"
958,"831"
959,"767"
960,"783"
961,"670"
962,"648"
963,"616"
964,"624"
965,"641"
966,"607"
967,"598"
968,"480"
969,"506"
970,"511"
971,"499"
972,"435"
973,"502"
974,"425"
975,"444"
976,"440"
977,"434"
978,"419"
979,"396"
980,"432"
981,"388"
982,"414"
983,"384"
984,"418"
985,"402"
986,"410"
987,"446"
988,"430"
989,"429"
990,"507"
991,"486"
992,"555"
993,"602"
994,"666"
995,"709"
996,"736"
997,"826"
998,"793"
999,"910"
1000,"876"
1001,"936"
1002,"889"
1003,"880"
1004,"882"
1005,"809"
1006,"783"
1007,"704"
1008,"555"
1009,"539"
1010,"505"
1011,"446"
1012,"386"
1013,"404"
1014,"425"
1015,"344"
1016,"363"
1017,"341"
1018,"345"
1019,"323"
1020,"348"
1021,"322"
1022,"359"
1023,"377"
1024,"337"
1025,"345"
1026,"323"
1027,"357"
1028,"346"
1029,"384"
1030,"382"
1031,"383"
1032,"398"
1033,"397"
1034,"377"
1035,"443"
1036,"420"
1037,"478"
1038,"469"
1039,"467"
1040,"492"
1041,"541"
1042,"532"
1043,"615"
1044,"530"
1045,"621"
1046,"638"
1047,"679"
1048,"614"
1049,"631"
1050,"655"
1051,"597"
1052,"653"
1053,"584"
1054,"579"
1055,"607"
1056,"507"
1057,"513"
1058,"432"
1059,"501"
1060,"435"
1061,"416"
1062,"437"
1063,"407"
1064,"396"
1065,"417"
1066,"405"
1067,"394"
1068,"372"
1069,"341"
1070,"354"
1071,"368"
1072,"347"
1073,"318"
1074,"332"
1075,"346"
1076,"347"
1077,"288"
1078,"314"
1079,"316"
1080,"294"
1081,"296"
1082,"317"
1083,"331"
1084,"265"
1085,"295"
1086,"248"
1087,"291"
1088,"269"
1089,"247"
1090,"277"
1091,"235"
1092,"240"
1093,"264"
1094,"266"
1095,"280"
1096,"288"
1097,"261"
1098,"260"
1099,"269"
1100,"258"
1101,"264"
1102,"252"
1103,"269"
1104,"240"
1105,"248"
1106,"219"
1107,"253"
1108,"247"
1109,"237"
1110,"222"
1111,"226"
1112,"227"
1113,"226"
1114,"232"
1115,"243"
1116,"237"
1117,"229"
1118,"263"
1119,"239"
1120,"256"
1121,"307"
1122,"286"
1123,"304"
1124,"292"
1125,"284"
1126,"326"
1127,"304"
1128,"317"
1129,"338"
1130,"286"
1131,"325"
1132,"280"
1133,"274"
1134,"243"
1135,"257"
1136,"269"
1137,"246"
1138,"219"
1139,"241"
1140,"254"
1141,"210"
1142,"223"
1143,"220"
1144,"249"
1145,"201"
1146,"223"
1147,"229"
1148,"211"
1149,"233"
1150,"234"
1151,"223"
1152,"214"
1153,"226"
1154,"209"
1155,"227"
1156,"217"
1157,"208"
1158,"197"
1159,"200"
1160,"192"
1161,"204"
1162,"183"
1163,"203"
1164,"226"
1165,"208"
1166,"218"
1167,"238"
1168,"207"
1169,"202"
1170,"196"
1171,"230"
1172,"221"
1173,"206"
1174,"201"
1175,"211"
1176,"196"
1177,"198"
1178,"200"
1179,"231"
1180,"222"
1181,"217"
1182,"269"
1183,"238"
1184,"242"
1185,"241"
1186,"210"
1187,"190"
1188,"231"
1189,"219"
1190,"203"
1191,"220"
1192,"215"
1193,"178"
1194,"203"
1195,"187"
1196,"174"
1197,"205"
1198,"205"
1199,"201"
1200,"204"
1201,"188"
1202,"192"
1203,"188"
1204,"178"
1205,"186"
1206,"181"
1207,"195"
1208,"186"
1209,"210"
1210,"195"
1211,"192"
1212,"215"
1213,"200"
1214,"158"
1215,"197"
1216,"189"
1217,"186"
1218,"182"
1219,"171"
1220,"163"
1221,"179"
1222,"195"
1223,"184"
1224,"169"
1225,"170"
1226,"175"
1227,"190"
1228,"162"
1229,"166"
1230,"192"
1231,"174"
1232,"185"
1233,"167"
1234,"166"
1235,"191"
1236,"179"
1237,"182"
1238,"156"
1239,"168"
1240,"208"
1241,"181"
1242,"163"
1243,"200"
1244,"189"
1245,"199"
1246,"184"
1247,"181"
1248,"183"
1249,"210"
1250,"182"
1251,"158"
1252,"182"
1253,"197"
1254,"167"
1255,"195"
1256,"150"
1257,"168"
1258,"165"
1259,"182"
1260,"160"
1261,"172"
1262,"188"
1263,"187"
1264,"147"
1265,"143"
1266,"171"
1267,"156"
1268,"164"
1269,"153"
1270,"171"
1271,"135"
1272,"155"
1273,"172"
1274,"160"
1275,"145"
1276,"181"
1277,"168"
1278,"153"
1279,"146"
1280,"153"
1281,"147"
1282,"150"
1283,"134"
1284,"151"
1285,"162"
1286,"161"
1287,"161"
1288,"154"
1289,"162"
1290,"167"
1291,"147"
1292,"149"
1293,"144"
1294,"139"
1295,"142"
1296,"117"
1297,"152"
1298,"171"
1299,"144"
1300,"173"
1301,"165"
1302,"130"
1303,"160"
1304,"156"
1305,"151"
1306,"152"
1307,"148"
1308,"154"
1309,"152"
1310,"140"
1311,"163"
1312,"136"
1313,"146"
1314,"154"
1315,"151"
1316,"144"
1317,"132"
1318,"159"
1319,"169"
1320,"146"
1321,"133"
1322,"137"
1323,"165"
1324,"129"
1325,"134"
1326,"128"
1327,"168"
1328,"151"
1329,"144"
1330,"117"
1331,"144"
1332,"150"
1333,"135"
1334,"138"
1335,"115"
1336,"133"
1337,"125"
1338,"143"
1339,"139"
1340,"126"
1341,"128"
1342,"135"
1343,"135"
1344,"117"
1345,"131"
1346,"151"
1347,"145"
1348,"113"
1349,"135"
1350,"113"
1351,"129"
1352,"146"
1353,"112"
1354,"109"
1355,"119"
1356,"136"
1357,"138"
1358,"143"
1359,"137"
1360,"157"
1361,"132"
1362,"128"
1363,"132"
1364,"88"
1365,"129"
1366,"134"
1367,"105"
1368,"118"
1369,"133"
1370,"125"
1371,"125"
1372,"111"
1373,"126"
1374,"111"
1375,"119"
1376,"114"
1377,"128"
1378,"119"
1379,"106"
1380,"123"
1381,"116"
1382,"133"
1383,"110"
1384,"136"
1385,"104"
1386,"109"
1387,"102"
1388,"120"
1389,"113"
1390,"112"
1391,"110"
1392,"101"
1393,"93"
1394,"106"
1395,"95"
1396,"110"
1397,"135"
1398,"115"
1399,"111"
1400,"108"
1401,"104"
1402,"117"
1403,"98"
1404,"105"
1405,"107"
1406,"100"
1407,"114"
1408,"111"
1409,"118"
1410,"106"
1411,"114"
1412,"89"
1413,"105"
1414,"103"
1415,"118"
1416,"98"
1417,"102"
1418,"105"
1419,"104"
1420,"120"
1421,"101"
1422,"103"
1423,"116"
1424,"126"
1425,"103"
1426,"112"
1427,"71"
1428,"92"
1429,"104"
1430,"97"
1431,"95"
1432,"106"
1433,"103"
1434,"90"
1435,"97"
1436,"123"
1437,"85"
1438,"99"
1439,"82"
1440,"120"
1441,"89"
1442,"105"
1443,"97"
1444,"106"
1445,"94"
1446,"98"
1447,"108"
1448,"97"
1449,"83"
1450,"87"
1451,"94"
1452,"95"
1453,"89"
1454,"88"
1455,"97"
1456,"81"
1457,"73"
1458,"89"
1459,"97"
1460,"89"
1461,"76"
1462,"81"
1463,"79"
1464,"84"
1465,"93"
1466,"83"
1467,"86"
1468,"87"
1469,"89"
1470,"95"
1471,"71"
1472,"87"
1473,"84"
1474,"85"
1475,"91"
1476,"99"
1477,"77"
1478,"101"
1479,"84"
1480,"89"
1481,"72"
1482,"78"
1483,"89"
1484,"82"
1485,"72"
1486,"82"
1487,"71"
1488,"87"
1489,"73"
1490,"78"
1491,"68"
1492,"70"
1493,"81"
1494,"64"
1495,"67"
1496,"75"
1497,"72"
1498,"88"
1499,"64"
1500,"85"
1501,"64"
1502,"82"
1503,"82"
1504,"74"
1505,"53"
1506,"84"
1507,"78"
1508,"66"
1509,"66"
1510,"69"
1511,"71"
1512,"69"
1513,"82"
1514,"78"
1515,"76"
1516,"79"
1517,"71"
1518,"72"
1519,"64"
1520,"68"
1521,"60"
1522,"80"
1523,"66"
1524,"59"
1525,"89"
1526,"65"
1527,"71"
1528,"67"
1529,"74"
1530,"71"
1531,"60"
1532,"67"
1533,"66"
1534,"44"
1535,"65"
1536,"64"
1537,"55"
1538,"65"
1539,"53"
1540,"66"
1541,"67"
1542,"69"
1543,"70"
1544,"51"
1545,"57"
1546,"52"
1547,"47"
1548,"59"
1549,"60"
1550,"56"
1551,"59"
1552,"52"
1553,"54"
1554,"56"
1555,"55"
1556,"65"
1557,"52"
1558,"60"
1559,"69"
1560,"46"
1561,"69"
1562,"54"
1563,"46"
1564,"51"
1565,"53"
1566,"60"
1567,"54"
1568,"54"
1569,"51"
1570,"49"
1571,"59"
1572,"48"
1573,"59"
1574,"53"
1575,"60"
1576,"58"
1577,"50"
1578,"58"
1579,"53"
1580,"54"
1581,"59"
1582,"40"
1583,"45"
1584,"50"
1585,"49"
1586,"52"
1587,"61"
1588,"44"
1589,"47"
1590,"47"
1591,"50"
1592,"56"
1593,"38"
1594,"57"
1595,"49"
1596,"54"
1597,"39"
1598,"54"
1599,"39"
1600,"55"
1601,"44"
1602,"47"
1603,"43"
1604,"41"
1605,"48"
1606,"43"
1607,"32"
1608,"45"
1609,"45"
1610,"34"
1611,"46"
1612,"35"
1613,"41"
1614,"33"
1615,"29"
1616,"37"
1617,"27"
1618,"28"
1619,"36"
1620,"35"
1621,"38"
1622,"29"
1623,"35"
1624,"29"
1625,"34"
1626,"37"
1627,"43"
1628,"41"
1629,"36"
1630,"34"
1631,"38"
1632,"36"
1633,"33"
1634,"33"
1635,"32"
1636,"25"
1637,"36"
1638,"33"
1639,"33"
1640,"31"
1641,"32"
1642,"33"
1643,"32"
1644,"20"
1645,"27"
1646,"30"
1647,"22"
1648,"28"
1649,"22"
1650,"28"
1651,"25"
1652,"32"
1653,"28"
1654,"33"
1655,"30"
1656,"32"
1657,"23"
1658,"24"
1659,"30"
1660,"20"
1661,"22"
1662,"19"
1663,"23"
1664,"30"
1665,"27"
1666,"19"
1667,"13"
1668,"27"
1669,"25"
1670,"30"
1671,"14"
1672,"22"
1673,"20"
1674,"22"
1675,"27"
1676,"18"
1677,"13"
1678,"21"
1679,"19"
1680,"18"
1681,"12"
1682,"20"
1683,"18"
1684,"18"
1685,"23"
1686,"14"
1687,"17"
1688,"19"
1689,"13"
1690,"16"
1691,"18"
1692,"15"
1693,"16"
1694,"16"
1695,"16"
1696,"17"
1697,"15"
1698,"12"
1699,"14"
1700,"11"
1701,"17"
1702,"16"
1703,"10"
1704,"4"
1705,"13"
1706,"11"
1707,"7"
1708,"16"
1709,"11"
1710,"5"
1711,"14"
1712,"7"
1713,"9"
1714,"8"
1715,"12"
1716,"6"
1717,"8"
1718,"7"
1719,"6"
1720,"8"
1721,"6"
1722,"6"
1723,"5"
1724,"9"
1725,"4"
1726,"11"
1727,"7"
1728,"9"
1729,"5"
1730,"8"
1731,"6"
1732,"7"
1733,"5"
1734,"2"
1735,"8"
1736,"3"
1737,"5"
1738,"6"
1739,"11"
1740,"6"
1741,"4"
1742,"5"
1743,"5"
1744,"7"
1745,"9"
1746,"6"
1747,"2"
1748,"5"
1749,"5"
1750,"7"
1751,"10"
1752,"3"
1753,"3"
1754,"4"
1755,"5"
1756,"4"
1757,"4"
1758,"1"
1759,"4"
1760,"4"
1761,"4"
1762,"4"
1763,"3"
1764,"2"
1765,"2"
1766,"4"
1767,"0"
1768,"5"
1769,"2"
1770,"4"
1771,"1"
1772,"5"
1773,"2"
1774,"2"
1775,"1"
1776,"2"
1777,"5"
1778,"0"
1779,"1"
1780,"7"
1781,"2"
1782,"2"
1783,"5"
1784,"2"
1785,"3"
1786,"3"
1787,"1"
1788,"1"
1789,"1"
1790,"2"
1791,"3"
1792,"4"
1793,"4"
1794,"4"
1795,"5"
1796,"4"
1797,"4"
1798,"2"
1799,"0"
1800,"1"
1801,"5"
1802,"2"
1803,"3"
1804,"2"
1805,"1"
1806,"2"
1807,"1"
1808,"3"
1809,"3"
1810,"3"
1811,"3"
1812,"4"
1813,"2"
1814,"2"
1815,"4"
1816,"4"
1817,"1"
1818,"0"
1819,"3"
1820,"2"
1821,"2"
1822,"2"
1823,"1"
1824,"2"
1825,"0"
1826,"1"
1827,"1"
1828,"2"
1829,"2"
1830,"0"
1831,"1"
1832,"1"
1833,"2"
1834,"1"
1835,"1"
1836,"0"
1837,"2"
1838,"1"
1839,"0"
1840,"1"
1841,"2"
1842,"2"
1843,"2"
1844,"1"
1845,"3"
1846,"4"
1847,"0"
1848,"1"
1849,"0"
1850,"1"
1851,"1"
1852,"1"
1853,"1"
1854,"1"
1855,"1"
1856,"5"
1857,"2"
1858,"2"
1859,"0"
1860,"1"
1861,"0"
1862,"3"
1863,"1"
1864,"1"
1865,"0"
1866,"1"
1867,"0"
1868,"3"
1869,"0"
1870,"1"
1871,"1"
1872,"1"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"1"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"1"
1883,"0"
1884,"1"
1885,"0"
1886,"0"
1887,"1"
1888,"0"
1889,"2"
1890,"0"
1891,"0"
1892,"1"
1893,"0"
1894,"0"
1895,"1"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"1"
1902,"0"
1903,"0"
1904,"0"
1905,"1"
1906,"0"
1907,"1"
1908,"0"
1909,"1"
1910,"0"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"2"
1917,"0"
1918,"0"
1919,"1"
1920,"1"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"1"
1929,"0"
1930,"1"
1931,"0"
1932,"1"
1933,"1"
1934,"0"
1935,"1"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"1"
1972,"0"
1973,"0"
1974,"1"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"1"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"1"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"1"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


