Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 -1phi 3"
509,"421"
510,"441"
511,"403"
512,"429"
513,"435"
514,"432"
515,"424"
516,"413"
517,"427"
518,"437"
519,"408"
520,"430"
521,"405"
522,"429"
523,"437"
524,"441"
525,"406"
526,"389"
527,"392"
528,"394"
529,"387"
530,"382"
531,"398"
532,"414"
533,"393"
534,"378"
535,"357"
536,"365"
537,"434"
538,"414"
539,"374"
540,"415"
541,"408"
542,"405"
543,"420"
544,"374"
545,"394"
546,"417"
547,"403"
548,"415"
549,"414"
550,"436"
551,"391"
552,"420"
553,"439"
554,"419"
555,"453"
556,"404"
557,"460"
558,"474"
559,"409"
560,"421"
561,"434"
562,"434"
563,"448"
564,"439"
565,"428"
566,"427"
567,"420"
568,"428"
569,"448"
570,"446"
571,"385"
572,"401"
573,"448"
574,"435"
575,"402"
576,"378"
577,"409"
578,"421"
579,"410"
580,"432"
581,"455"
582,"415"
583,"385"
584,"414"
585,"431"
586,"396"
587,"422"
588,"406"
589,"387"
590,"393"
591,"439"
592,"403"
593,"429"
594,"407"
595,"433"
596,"394"
597,"406"
598,"382"
599,"373"
600,"418"
601,"426"
602,"395"
603,"407"
604,"387"
605,"417"
606,"419"
607,"414"
608,"392"
609,"384"
610,"433"
611,"404"
612,"380"
613,"393"
614,"350"
615,"433"
616,"446"
617,"434"
618,"412"
619,"397"
620,"432"
621,"397"
622,"393"
623,"409"
624,"397"
625,"391"
626,"376"
627,"408"
628,"420"
629,"428"
630,"391"
631,"412"
632,"394"
633,"433"
634,"421"
635,"377"
636,"421"
637,"395"
638,"389"
639,"400"
640,"396"
641,"422"
642,"426"
643,"443"
644,"430"
645,"426"
646,"385"
647,"415"
648,"396"
649,"457"
650,"358"
651,"399"
652,"439"
653,"448"
654,"414"
655,"403"
656,"460"
657,"491"
658,"498"
659,"506"
660,"493"
661,"543"
662,"576"
663,"544"
664,"586"
665,"560"
666,"531"
667,"566"
668,"512"
669,"496"
670,"452"
671,"429"
672,"397"
673,"402"
674,"425"
675,"414"
676,"383"
677,"393"
678,"398"
679,"383"
680,"344"
681,"424"
682,"397"
683,"424"
684,"397"
685,"400"
686,"387"
687,"363"
688,"363"
689,"358"
690,"396"
691,"382"
692,"427"
693,"504"
694,"475"
695,"516"
696,"541"
697,"622"
698,"635"
699,"748"
700,"773"
701,"752"
702,"780"
703,"773"
704,"711"
705,"696"
706,"671"
707,"613"
708,"563"
709,"478"
710,"465"
711,"453"
712,"434"
713,"422"
714,"382"
715,"374"
716,"385"
717,"371"
718,"354"
719,"357"
720,"387"
721,"359"
722,"416"
723,"360"
724,"372"
725,"335"
726,"329"
727,"399"
728,"349"
729,"322"
730,"393"
731,"368"
732,"365"
733,"386"
734,"341"
735,"343"
736,"406"
737,"355"
738,"411"
739,"360"
740,"372"
741,"387"
742,"400"
743,"395"
744,"369"
745,"369"
746,"389"
747,"381"
748,"372"
749,"353"
750,"379"
751,"361"
752,"360"
753,"375"
754,"344"
755,"347"
756,"350"
757,"343"
758,"324"
759,"354"
760,"313"
761,"332"
762,"386"
763,"344"
764,"364"
765,"346"
766,"345"
767,"355"
768,"324"
769,"343"
770,"331"
771,"330"
772,"348"
773,"354"
774,"391"
775,"381"
776,"346"
777,"411"
778,"401"
779,"409"
780,"454"
781,"422"
782,"440"
783,"463"
784,"429"
785,"464"
786,"497"
787,"431"
788,"442"
789,"360"
790,"400"
791,"385"
792,"385"
793,"347"
794,"373"
795,"389"
796,"351"
797,"340"
798,"336"
799,"361"
800,"328"
801,"303"
802,"359"
803,"311"
804,"339"
805,"325"
806,"316"
807,"294"
808,"340"
809,"354"
810,"349"
811,"341"
812,"350"
813,"339"
814,"325"
815,"336"
816,"360"
817,"315"
818,"341"
819,"336"
820,"335"
821,"342"
822,"313"
823,"354"
824,"335"
825,"301"
826,"336"
827,"333"
828,"331"
829,"348"
830,"326"
831,"336"
832,"356"
833,"331"
834,"306"
835,"330"
836,"332"
837,"320"
838,"341"
839,"309"
840,"356"
841,"364"
842,"336"
843,"369"
844,"326"
845,"342"
846,"348"
847,"335"
848,"350"
849,"353"
850,"329"
851,"346"
852,"340"
853,"334"
854,"335"
855,"306"
856,"309"
857,"328"
858,"362"
859,"337"
860,"346"
861,"315"
862,"375"
863,"354"
864,"316"
865,"370"
866,"359"
867,"346"
868,"328"
869,"351"
870,"371"
871,"376"
872,"341"
873,"348"
874,"371"
875,"375"
876,"368"
877,"387"
878,"394"
879,"378"
880,"373"
881,"374"
882,"361"
883,"343"
884,"365"
885,"398"
886,"351"
887,"368"
888,"405"
889,"381"
890,"392"
891,"384"
892,"393"
893,"416"
894,"405"
895,"434"
896,"394"
897,"367"
898,"418"
899,"408"
900,"420"
901,"413"
902,"434"
903,"492"
904,"460"
905,"497"
906,"479"
907,"486"
908,"543"
909,"474"
910,"521"
911,"559"
912,"545"
913,"564"
914,"594"
915,"588"
916,"654"
917,"661"
918,"654"
919,"702"
920,"707"
921,"755"
922,"782"
923,"854"
924,"873"
925,"825"
926,"964"
927,"1020"
928,"1008"
929,"1044"
930,"1104"
931,"1059"
932,"1089"
933,"1104"
934,"1175"
935,"1183"
936,"1158"
937,"1239"
938,"1127"
939,"1173"
940,"1178"
941,"1201"
942,"1089"
943,"1108"
944,"1096"
945,"1093"
946,"1070"
947,"1048"
948,"953"
949,"901"
950,"883"
951,"920"
952,"860"
953,"838"
954,"764"
955,"699"
956,"695"
957,"692"
958,"661"
959,"637"
960,"641"
961,"562"
962,"604"
963,"527"
964,"509"
965,"558"
966,"477"
967,"433"
968,"441"
969,"421"
970,"426"
971,"416"
972,"433"
973,"401"
974,"378"
975,"397"
976,"368"
977,"369"
978,"384"
979,"336"
980,"331"
981,"350"
982,"330"
983,"314"
984,"338"
985,"357"
986,"334"
987,"342"
988,"375"
989,"368"
990,"432"
991,"414"
992,"495"
993,"490"
994,"521"
995,"567"
996,"653"
997,"618"
998,"702"
999,"670"
1000,"730"
1001,"712"
1002,"721"
1003,"714"
1004,"690"
1005,"631"
1006,"635"
1007,"549"
1008,"529"
1009,"466"
1010,"421"
1011,"414"
1012,"369"
1013,"353"
1014,"271"
1015,"314"
1016,"303"
1017,"279"
1018,"309"
1019,"283"
1020,"297"
1021,"320"
1022,"275"
1023,"298"
1024,"300"
1025,"296"
1026,"306"
1027,"341"
1028,"320"
1029,"317"
1030,"323"
1031,"365"
1032,"333"
1033,"366"
1034,"368"
1035,"373"
1036,"384"
1037,"404"
1038,"419"
1039,"422"
1040,"421"
1041,"458"
1042,"492"
1043,"486"
1044,"486"
1045,"536"
1046,"527"
1047,"580"
1048,"550"
1049,"566"
1050,"574"
1051,"551"
1052,"539"
1053,"500"
1054,"506"
1055,"483"
1056,"450"
1057,"469"
1058,"428"
1059,"414"
1060,"388"
1061,"348"
1062,"330"
1063,"380"
1064,"313"
1065,"320"
1066,"314"
1067,"345"
1068,"291"
1069,"305"
1070,"305"
1071,"287"
1072,"287"
1073,"284"
1074,"276"
1075,"277"
1076,"274"
1077,"264"
1078,"273"
1079,"265"
1080,"268"
1081,"251"
1082,"258"
1083,"264"
1084,"229"
1085,"252"
1086,"239"
1087,"235"
1088,"249"
1089,"234"
1090,"211"
1091,"225"
1092,"236"
1093,"240"
1094,"241"
1095,"220"
1096,"213"
1097,"220"
1098,"220"
1099,"237"
1100,"232"
1101,"194"
1102,"201"
1103,"228"
1104,"209"
1105,"202"
1106,"221"
1107,"224"
1108,"188"
1109,"201"
1110,"223"
1111,"187"
1112,"207"
1113,"194"
1114,"214"
1115,"179"
1116,"221"
1117,"213"
1118,"235"
1119,"222"
1120,"204"
1121,"250"
1122,"224"
1123,"248"
1124,"240"
1125,"271"
1126,"261"
1127,"256"
1128,"266"
1129,"267"
1130,"248"
1131,"215"
1132,"244"
1133,"222"
1134,"238"
1135,"237"
1136,"203"
1137,"182"
1138,"194"
1139,"195"
1140,"186"
1141,"221"
1142,"175"
1143,"200"
1144,"163"
1145,"154"
1146,"206"
1147,"198"
1148,"195"
1149,"188"
1150,"202"
1151,"205"
1152,"210"
1153,"198"
1154,"202"
1155,"176"
1156,"155"
1157,"175"
1158,"213"
1159,"193"
1160,"165"
1161,"177"
1162,"183"
1163,"158"
1164,"172"
1165,"165"
1166,"193"
1167,"170"
1168,"171"
1169,"154"
1170,"179"
1171,"174"
1172,"168"
1173,"161"
1174,"197"
1175,"175"
1176,"186"
1177,"208"
1178,"181"
1179,"170"
1180,"158"
1181,"225"
1182,"173"
1183,"188"
1184,"216"
1185,"195"
1186,"183"
1187,"197"
1188,"189"
1189,"173"
1190,"193"
1191,"179"
1192,"166"
1193,"152"
1194,"152"
1195,"172"
1196,"158"
1197,"149"
1198,"156"
1199,"137"
1200,"149"
1201,"172"
1202,"175"
1203,"173"
1204,"158"
1205,"161"
1206,"166"
1207,"171"
1208,"150"
1209,"149"
1210,"140"
1211,"161"
1212,"152"
1213,"168"
1214,"154"
1215,"166"
1216,"142"
1217,"143"
1218,"151"
1219,"137"
1220,"161"
1221,"152"
1222,"132"
1223,"158"
1224,"144"
1225,"150"
1226,"147"
1227,"142"
1228,"153"
1229,"151"
1230,"155"
1231,"147"
1232,"139"
1233,"125"
1234,"148"
1235,"146"
1236,"145"
1237,"163"
1238,"150"
1239,"136"
1240,"148"
1241,"142"
1242,"138"
1243,"169"
1244,"168"
1245,"154"
1246,"138"
1247,"133"
1248,"145"
1249,"157"
1250,"135"
1251,"133"
1252,"172"
1253,"162"
1254,"136"
1255,"134"
1256,"155"
1257,"136"
1258,"140"
1259,"132"
1260,"169"
1261,"128"
1262,"135"
1263,"144"
1264,"129"
1265,"140"
1266,"135"
1267,"135"
1268,"141"
1269,"123"
1270,"131"
1271,"135"
1272,"128"
1273,"134"
1274,"114"
1275,"148"
1276,"135"
1277,"121"
1278,"132"
1279,"140"
1280,"143"
1281,"114"
1282,"126"
1283,"160"
1284,"112"
1285,"127"
1286,"140"
1287,"131"
1288,"129"
1289,"127"
1290,"96"
1291,"124"
1292,"134"
1293,"111"
1294,"138"
1295,"130"
1296,"126"
1297,"117"
1298,"122"
1299,"115"
1300,"126"
1301,"115"
1302,"130"
1303,"115"
1304,"125"
1305,"123"
1306,"139"
1307,"123"
1308,"116"
1309,"128"
1310,"120"
1311,"117"
1312,"125"
1313,"112"
1314,"121"
1315,"119"
1316,"125"
1317,"99"
1318,"128"
1319,"117"
1320,"95"
1321,"134"
1322,"104"
1323,"127"
1324,"120"
1325,"112"
1326,"116"
1327,"130"
1328,"121"
1329,"111"
1330,"113"
1331,"128"
1332,"115"
1333,"112"
1334,"112"
1335,"119"
1336,"106"
1337,"119"
1338,"98"
1339,"102"
1340,"115"
1341,"96"
1342,"95"
1343,"124"
1344,"93"
1345,"121"
1346,"111"
1347,"103"
1348,"97"
1349,"100"
1350,"121"
1351,"106"
1352,"127"
1353,"90"
1354,"101"
1355,"104"
1356,"87"
1357,"104"
1358,"97"
1359,"103"
1360,"97"
1361,"100"
1362,"124"
1363,"100"
1364,"117"
1365,"113"
1366,"102"
1367,"96"
1368,"105"
1369,"104"
1370,"107"
1371,"110"
1372,"86"
1373,"89"
1374,"102"
1375,"89"
1376,"118"
1377,"114"
1378,"98"
1379,"93"
1380,"111"
1381,"96"
1382,"105"
1383,"91"
1384,"101"
1385,"89"
1386,"77"
1387,"100"
1388,"92"
1389,"98"
1390,"99"
1391,"99"
1392,"88"
1393,"92"
1394,"90"
1395,"86"
1396,"79"
1397,"72"
1398,"98"
1399,"91"
1400,"90"
1401,"103"
1402,"92"
1403,"111"
1404,"91"
1405,"77"
1406,"82"
1407,"99"
1408,"101"
1409,"86"
1410,"88"
1411,"90"
1412,"92"
1413,"85"
1414,"103"
1415,"80"
1416,"95"
1417,"74"
1418,"87"
1419,"83"
1420,"88"
1421,"89"
1422,"74"
1423,"91"
1424,"83"
1425,"82"
1426,"92"
1427,"78"
1428,"83"
1429,"90"
1430,"75"
1431,"79"
1432,"62"
1433,"75"
1434,"82"
1435,"69"
1436,"70"
1437,"90"
1438,"95"
1439,"71"
1440,"81"
1441,"77"
1442,"87"
1443,"84"
1444,"69"
1445,"76"
1446,"74"
1447,"72"
1448,"84"
1449,"73"
1450,"78"
1451,"88"
1452,"72"
1453,"77"
1454,"73"
1455,"63"
1456,"76"
1457,"69"
1458,"80"
1459,"71"
1460,"76"
1461,"71"
1462,"77"
1463,"73"
1464,"77"
1465,"70"
1466,"73"
1467,"79"
1468,"71"
1469,"82"
1470,"47"
1471,"61"
1472,"68"
1473,"68"
1474,"68"
1475,"74"
1476,"63"
1477,"76"
1478,"75"
1479,"79"
1480,"67"
1481,"79"
1482,"60"
1483,"64"
1484,"61"
1485,"70"
1486,"66"
1487,"65"
1488,"70"
1489,"66"
1490,"72"
1491,"59"
1492,"71"
1493,"54"
1494,"71"
1495,"61"
1496,"73"
1497,"49"
1498,"61"
1499,"68"
1500,"53"
1501,"69"
1502,"43"
1503,"57"
1504,"59"
1505,"74"
1506,"51"
1507,"53"
1508,"61"
1509,"59"
1510,"57"
1511,"62"
1512,"55"
1513,"71"
1514,"61"
1515,"55"
1516,"60"
1517,"60"
1518,"48"
1519,"50"
1520,"54"
1521,"52"
1522,"65"
1523,"45"
1524,"53"
1525,"56"
1526,"49"
1527,"55"
1528,"55"
1529,"57"
1530,"62"
1531,"60"
1532,"55"
1533,"47"
1534,"55"
1535,"50"
1536,"53"
1537,"52"
1538,"47"
1539,"64"
1540,"70"
1541,"42"
1542,"45"
1543,"40"
1544,"42"
1545,"50"
1546,"52"
1547,"44"
1548,"45"
1549,"55"
1550,"44"
1551,"39"
1552,"50"
1553,"48"
1554,"53"
1555,"42"
1556,"35"
1557,"51"
1558,"49"
1559,"49"
1560,"50"
1561,"52"
1562,"48"
1563,"41"
1564,"47"
1565,"36"
1566,"37"
1567,"44"
1568,"42"
1569,"35"
1570,"43"
1571,"34"
1572,"56"
1573,"39"
1574,"39"
1575,"43"
1576,"43"
1577,"45"
1578,"39"
1579,"46"
1580,"42"
1581,"43"
1582,"40"
1583,"42"
1584,"41"
1585,"33"
1586,"44"
1587,"38"
1588,"27"
1589,"35"
1590,"28"
1591,"40"
1592,"33"
1593,"27"
1594,"37"
1595,"45"
1596,"30"
1597,"35"
1598,"33"
1599,"35"
1600,"39"
1601,"33"
1602,"21"
1603,"42"
1604,"37"
1605,"31"
1606,"44"
1607,"35"
1608,"31"
1609,"35"
1610,"28"
1611,"30"
1612,"28"
1613,"34"
1614,"33"
1615,"31"
1616,"31"
1617,"36"
1618,"21"
1619,"23"
1620,"28"
1621,"33"
1622,"25"
1623,"31"
1624,"32"
1625,"36"
1626,"30"
1627,"23"
1628,"30"
1629,"24"
1630,"21"
1631,"26"
1632,"28"
1633,"22"
1634,"20"
1635,"27"
1636,"19"
1637,"26"
1638,"24"
1639,"25"
1640,"22"
1641,"14"
1642,"19"
1643,"23"
1644,"34"
1645,"21"
1646,"23"
1647,"21"
1648,"24"
1649,"21"
1650,"24"
1651,"21"
1652,"22"
1653,"14"
1654,"20"
1655,"20"
1656,"22"
1657,"12"
1658,"21"
1659,"22"
1660,"15"
1661,"15"
1662,"19"
1663,"19"
1664,"18"
1665,"19"
1666,"20"
1667,"16"
1668,"18"
1669,"11"
1670,"14"
1671,"11"
1672,"19"
1673,"16"
1674,"12"
1675,"18"
1676,"7"
1677,"23"
1678,"13"
1679,"16"
1680,"12"
1681,"7"
1682,"10"
1683,"15"
1684,"22"
1685,"17"
1686,"15"
1687,"15"
1688,"9"
1689,"11"
1690,"7"
1691,"14"
1692,"14"
1693,"11"
1694,"7"
1695,"9"
1696,"7"
1697,"8"
1698,"9"
1699,"7"
1700,"11"
1701,"8"
1702,"10"
1703,"10"
1704,"10"
1705,"7"
1706,"12"
1707,"9"
1708,"6"
1709,"4"
1710,"2"
1711,"5"
1712,"9"
1713,"5"
1714,"7"
1715,"4"
1716,"4"
1717,"3"
1718,"5"
1719,"3"
1720,"13"
1721,"5"
1722,"5"
1723,"7"
1724,"7"
1725,"8"
1726,"6"
1727,"4"
1728,"2"
1729,"5"
1730,"10"
1731,"4"
1732,"3"
1733,"3"
1734,"5"
1735,"5"
1736,"2"
1737,"3"
1738,"8"
1739,"3"
1740,"5"
1741,"7"
1742,"4"
1743,"5"
1744,"1"
1745,"2"
1746,"4"
1747,"4"
1748,"4"
1749,"3"
1750,"5"
1751,"3"
1752,"2"
1753,"1"
1754,"2"
1755,"5"
1756,"5"
1757,"1"
1758,"4"
1759,"2"
1760,"4"
1761,"3"
1762,"2"
1763,"2"
1764,"2"
1765,"2"
1766,"1"
1767,"1"
1768,"3"
1769,"5"
1770,"3"
1771,"2"
1772,"1"
1773,"1"
1774,"2"
1775,"2"
1776,"3"
1777,"1"
1778,"1"
1779,"2"
1780,"1"
1781,"2"
1782,"2"
1783,"1"
1784,"2"
1785,"2"
1786,"3"
1787,"3"
1788,"2"
1789,"2"
1790,"2"
1791,"1"
1792,"2"
1793,"1"
1794,"1"
1795,"3"
1796,"1"
1797,"5"
1798,"4"
1799,"1"
1800,"0"
1801,"1"
1802,"5"
1803,"1"
1804,"1"
1805,"3"
1806,"4"
1807,"2"
1808,"1"
1809,"0"
1810,"3"
1811,"2"
1812,"3"
1813,"1"
1814,"1"
1815,"0"
1816,"1"
1817,"5"
1818,"3"
1819,"0"
1820,"1"
1821,"1"
1822,"1"
1823,"2"
1824,"1"
1825,"0"
1826,"3"
1827,"1"
1828,"1"
1829,"0"
1830,"1"
1831,"0"
1832,"1"
1833,"0"
1834,"2"
1835,"1"
1836,"1"
1837,"1"
1838,"1"
1839,"0"
1840,"0"
1841,"0"
1842,"1"
1843,"1"
1844,"0"
1845,"3"
1846,"0"
1847,"0"
1848,"0"
1849,"0"
1850,"1"
1851,"1"
1852,"0"
1853,"0"
1854,"3"
1855,"1"
1856,"0"
1857,"1"
1858,"0"
1859,"1"
1860,"1"
1861,"0"
1862,"0"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"0"
1869,"0"
1870,"4"
1871,"0"
1872,"2"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"0"
1878,"1"
1879,"0"
1880,"1"
1881,"0"
1882,"1"
1883,"2"
1884,"0"
1885,"2"
1886,"1"
1887,"0"
1888,"2"
1889,"0"
1890,"1"
1891,"0"
1892,"1"
1893,"0"
1894,"1"
1895,"0"
1896,"0"
1897,"0"
1898,"2"
1899,"1"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"1"
1907,"0"
1908,"0"
1909,"0"
1910,"2"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"2"
1921,"1"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"1"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"3"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"1"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"1"
2003,"0"
2004,"0"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"0"
2029,"0"
2030,"0"
2031,"1"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"1"
2047,"0"


