Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AL-0102 -1phi 4"
994,"623"
995,"659"
996,"708"
997,"755"
998,"735"
999,"783"
1000,"916"
1001,"776"
1002,"831"
1003,"804"
1004,"746"
1005,"745"
1006,"650"
1007,"659"
1008,"548"
1009,"568"
1010,"478"
1011,"446"
1012,"433"
1013,"387"
1014,"344"
1015,"349"
1016,"303"
1017,"345"
1018,"296"
1019,"325"
1020,"327"
1021,"336"
1022,"322"
1023,"337"
1024,"292"
1025,"330"
1026,"343"
1027,"348"
1028,"359"
1029,"391"
1030,"377"
1031,"379"
1032,"382"
1033,"384"
1034,"428"
1035,"370"
1036,"378"
1037,"435"
1038,"470"
1039,"456"
1040,"514"
1041,"483"
1042,"547"
1043,"540"
1044,"507"
1045,"586"
1046,"633"
1047,"584"
1048,"594"
1049,"643"
1050,"615"
1051,"577"
1052,"602"
1053,"537"
1054,"575"
1055,"542"
1056,"502"
1057,"517"
1058,"496"
1059,"429"
1060,"382"
1061,"409"
1062,"409"
1063,"400"
1064,"370"
1065,"362"
1066,"357"
1067,"385"
1068,"357"
1069,"319"
1070,"307"
1071,"324"
1072,"326"
1073,"306"
1074,"300"
1075,"297"
1076,"281"
1077,"296"
1078,"301"
1079,"308"
1080,"310"
1081,"276"
1082,"284"
1083,"283"
1084,"274"
1085,"263"
1086,"290"
1087,"278"
1088,"268"
1089,"252"
1090,"281"
1091,"252"
1092,"265"
1093,"282"
1094,"255"
1095,"264"
1096,"219"
1097,"244"
1098,"238"
1099,"269"
1100,"236"
1101,"219"
1102,"247"
1103,"205"
1104,"222"
1105,"239"
1106,"256"
1107,"232"
1108,"211"
1109,"218"
1110,"248"
1111,"226"
1112,"202"
1113,"237"
1114,"224"
1115,"214"
1116,"209"
1117,"232"
1118,"241"
1119,"239"
1120,"248"
1121,"283"
1122,"293"
1123,"309"
1124,"309"
1125,"275"
1126,"288"
1127,"296"
1128,"300"
1129,"280"
1130,"299"
1131,"257"
1132,"259"
1133,"267"
1134,"256"
1135,"264"
1136,"218"
1137,"237"
1138,"240"
1139,"221"
1140,"228"
1141,"234"
1142,"215"
1143,"210"
1144,"200"
1145,"200"
1146,"193"
1147,"234"
1148,"241"
1149,"211"
1150,"223"
1151,"214"
1152,"178"
1153,"197"
1154,"196"
1155,"201"
1156,"208"
1157,"209"
1158,"200"
1159,"206"
1160,"202"
1161,"221"
1162,"200"
1163,"204"
1164,"202"
1165,"221"
1166,"192"
1167,"172"
1168,"204"
1169,"215"
1170,"192"
1171,"218"
1172,"211"
1173,"184"
1174,"197"
1175,"223"
1176,"210"
1177,"195"
1178,"221"
1179,"237"
1180,"203"
1181,"209"
1182,"235"
1183,"236"
1184,"234"
1185,"222"
1186,"208"
1187,"217"
1188,"188"
1189,"182"
1190,"215"
1191,"192"
1192,"177"
1193,"185"
1194,"163"
1195,"187"
1196,"201"
1197,"172"
1198,"188"
1199,"201"
1200,"188"
1201,"176"
1202,"156"
1203,"178"
1204,"187"
1205,"176"
1206,"163"
1207,"202"
1208,"190"
1209,"182"
1210,"192"
1211,"153"
1212,"158"
1213,"143"
1214,"169"
1215,"163"
1216,"190"
1217,"168"
1218,"177"
1219,"165"
1220,"171"
1221,"160"
1222,"153"
1223,"159"
1224,"177"
1225,"163"
1226,"160"
1227,"150"
1228,"178"
1229,"183"
1230,"168"
1231,"145"
1232,"171"
1233,"161"
1234,"189"
1235,"185"
1236,"140"
1237,"152"
1238,"173"
1239,"145"
1240,"172"
1241,"146"
1242,"145"
1243,"151"
1244,"199"
1245,"155"
1246,"174"
1247,"166"
1248,"160"
1249,"167"
1250,"165"
1251,"174"
1252,"178"
1253,"174"
1254,"173"
1255,"183"
1256,"149"
1257,"171"
1258,"141"
1259,"166"
1260,"138"
1261,"162"
1262,"151"
1263,"155"
1264,"134"
1265,"155"
1266,"168"
1267,"132"
1268,"168"
1269,"155"
1270,"174"
1271,"145"
1272,"196"
1273,"165"
1274,"149"
1275,"144"
1276,"161"
1277,"154"
1278,"159"
1279,"162"
1280,"158"
1281,"168"
1282,"143"
1283,"159"
1284,"158"
1285,"162"
1286,"138"
1287,"155"
1288,"151"
1289,"156"
1290,"161"
1291,"134"
1292,"145"
1293,"152"
1294,"153"
1295,"148"
1296,"126"
1297,"161"
1298,"135"
1299,"124"
1300,"151"
1301,"143"
1302,"152"
1303,"157"
1304,"175"
1305,"172"
1306,"145"
1307,"125"
1308,"129"
1309,"122"
1310,"154"
1311,"132"
1312,"123"
1313,"150"
1314,"131"
1315,"142"
1316,"142"
1317,"123"
1318,"154"
1319,"138"
1320,"135"
1321,"128"
1322,"133"
1323,"115"
1324,"133"
1325,"133"
1326,"134"
1327,"132"
1328,"127"
1329,"135"
1330,"123"
1331,"147"
1332,"121"
1333,"131"
1334,"130"
1335,"125"
1336,"146"
1337,"131"
1338,"130"
1339,"112"
1340,"143"
1341,"140"
1342,"152"
1343,"126"
1344,"108"
1345,"109"
1346,"141"
1347,"127"
1348,"122"
1349,"130"
1350,"121"
1351,"116"
1352,"122"
1353,"137"
1354,"129"
1355,"106"
1356,"135"
1357,"122"
1358,"107"
1359,"112"
1360,"118"
1361,"131"
1362,"117"
1363,"98"
1364,"118"
1365,"126"
1366,"128"
1367,"136"
1368,"114"
1369,"106"
1370,"106"
1371,"114"
1372,"131"
1373,"122"
1374,"132"
1375,"134"
1376,"102"
1377,"131"
1378,"111"
1379,"107"
1380,"121"
1381,"119"
1382,"114"
1383,"111"
1384,"102"
1385,"119"
1386,"119"
1387,"123"
1388,"123"
1389,"113"
1390,"119"
1391,"104"
1392,"109"
1393,"102"
1394,"114"
1395,"109"
1396,"124"
1397,"126"
1398,"103"
1399,"118"
1400,"93"
1401,"107"
1402,"109"
1403,"115"
1404,"117"
1405,"130"
1406,"115"
1407,"91"
1408,"107"
1409,"112"
1410,"93"
1411,"97"
1412,"96"
1413,"105"
1414,"103"
1415,"112"
1416,"109"
1417,"110"
1418,"87"
1419,"84"
1420,"117"
1421,"99"
1422,"111"
1423,"97"
1424,"115"
1425,"96"
1426,"91"
1427,"93"
1428,"107"
1429,"89"
1430,"95"
1431,"103"
1432,"88"
1433,"67"
1434,"96"
1435,"93"
1436,"102"
1437,"100"
1438,"88"
1439,"94"
1440,"70"
1441,"92"
1442,"75"
1443,"104"
1444,"97"
1445,"85"
1446,"91"
1447,"93"
1448,"82"
1449,"98"
1450,"97"
1451,"102"
1452,"88"
1453,"100"
1454,"101"
1455,"91"
1456,"82"
1457,"85"
1458,"103"
1459,"95"
1460,"89"
1461,"91"
1462,"83"
1463,"76"
1464,"88"
1465,"85"
1466,"80"
1467,"103"
1468,"86"
1469,"74"
1470,"91"
1471,"82"
1472,"69"
1473,"90"
1474,"81"
1475,"82"
1476,"89"
1477,"85"
1478,"80"
1479,"84"
1480,"86"
1481,"87"
1482,"85"
1483,"77"
1484,"75"
1485,"90"
1486,"84"
1487,"72"
1488,"79"
1489,"79"
1490,"84"
1491,"87"
1492,"77"
1493,"63"
1494,"75"
1495,"79"
1496,"66"
1497,"80"
1498,"56"
1499,"69"
1500,"76"
1501,"85"
1502,"77"
1503,"76"
1504,"71"
1505,"85"
1506,"67"
1507,"70"
1508,"66"
1509,"83"
1510,"76"
1511,"85"
1512,"73"
1513,"69"
1514,"62"
1515,"66"
1516,"67"
1517,"70"
1518,"74"
1519,"58"
1520,"63"
1521,"66"
1522,"67"
1523,"55"
1524,"77"
1525,"58"
1526,"67"
1527,"51"
1528,"57"
1529,"64"
1530,"61"
1531,"59"
1532,"65"
1533,"65"
1534,"51"
1535,"49"
1536,"73"
1537,"75"
1538,"56"
1539,"55"
1540,"67"
1541,"63"
1542,"50"
1543,"65"
1544,"48"
1545,"60"
1546,"72"
1547,"64"
1548,"54"
1549,"61"
1550,"55"
1551,"44"
1552,"54"
1553,"63"
1554,"40"
1555,"61"
1556,"62"
1557,"47"
1558,"35"
1559,"47"
1560,"53"
1561,"67"
1562,"54"
1563,"50"
1564,"47"
1565,"56"
1566,"47"
1567,"39"
1568,"45"
1569,"42"
1570,"52"
1571,"53"
1572,"59"
1573,"56"
1574,"52"
1575,"40"
1576,"52"
1577,"60"
1578,"55"
1579,"47"
1580,"34"
1581,"39"
1582,"40"
1583,"36"
1584,"46"
1585,"50"
1586,"33"
1587,"54"
1588,"49"
1589,"40"
1590,"44"
1591,"54"
1592,"41"
1593,"50"
1594,"46"
1595,"42"
1596,"40"
1597,"57"
1598,"46"
1599,"51"
1600,"26"
1601,"43"
1602,"52"
1603,"34"
1604,"33"
1605,"37"
1606,"38"
1607,"42"
1608,"36"
1609,"36"
1610,"40"
1611,"48"
1612,"45"
1613,"33"
1614,"43"
1615,"36"
1616,"33"
1617,"42"
1618,"39"
1619,"38"
1620,"32"
1621,"39"
1622,"14"
1623,"28"
1624,"39"
1625,"37"
1626,"31"
1627,"32"
1628,"43"
1629,"32"
1630,"32"
1631,"22"
1632,"29"
1633,"35"
1634,"26"
1635,"30"
1636,"31"
1637,"30"
1638,"20"
1639,"23"
1640,"26"
1641,"24"
1642,"24"
1643,"23"
1644,"30"
1645,"19"
1646,"35"
1647,"20"
1648,"23"
1649,"24"
1650,"22"
1651,"31"
1652,"19"
1653,"31"
1654,"30"
1655,"25"
1656,"23"
1657,"14"
1658,"22"
1659,"18"
1660,"32"
1661,"22"
1662,"33"
1663,"22"
1664,"25"
1665,"24"
1666,"20"
1667,"24"
1668,"21"
1669,"17"
1670,"26"
1671,"23"
1672,"24"
1673,"25"
1674,"25"
1675,"17"
1676,"21"
1677,"19"
1678,"9"
1679,"20"
1680,"21"
1681,"15"
1682,"11"
1683,"20"
1684,"24"
1685,"15"
1686,"18"
1687,"23"
1688,"19"
1689,"7"
1690,"22"
1691,"17"
1692,"14"
1693,"9"
1694,"16"
1695,"23"
1696,"17"
1697,"17"
1698,"21"
1699,"15"
1700,"10"
1701,"11"
1702,"11"
1703,"13"
1704,"16"
1705,"11"
1706,"9"
1707,"7"
1708,"7"
1709,"10"
1710,"10"
1711,"12"
1712,"10"
1713,"10"
1714,"13"
1715,"9"
1716,"10"
1717,"10"
1718,"12"
1719,"7"
1720,"9"
1721,"18"
1722,"7"
1723,"7"
1724,"15"
1725,"6"
1726,"6"
1727,"6"
1728,"8"
1729,"13"
1730,"9"
1731,"5"
1732,"7"
1733,"5"
1734,"7"
1735,"6"
1736,"9"
1737,"5"
1738,"6"
1739,"6"
1740,"3"
1741,"4"
1742,"6"
1743,"4"
1744,"4"
1745,"7"
1746,"5"
1747,"7"
1748,"4"
1749,"8"
1750,"4"
1751,"1"
1752,"5"
1753,"3"
1754,"3"
1755,"3"
1756,"7"
1757,"6"
1758,"4"
1759,"7"
1760,"3"
1761,"1"
1762,"5"
1763,"5"
1764,"3"
1765,"4"
1766,"2"
1767,"5"
1768,"3"
1769,"4"
1770,"6"
1771,"5"
1772,"5"
1773,"6"
1774,"2"
1775,"0"
1776,"2"
1777,"1"
1778,"4"
1779,"4"
1780,"1"
1781,"2"
1782,"2"
1783,"3"
1784,"2"
1785,"3"
1786,"5"
1787,"3"
1788,"4"
1789,"2"
1790,"5"
1791,"2"
1792,"2"
1793,"2"
1794,"2"
1795,"1"
1796,"6"
1797,"6"
1798,"2"
1799,"2"
1800,"2"
1801,"2"
1802,"4"
1803,"4"
1804,"1"
1805,"2"
1806,"3"
1807,"4"
1808,"4"
1809,"3"
1810,"0"
1811,"0"
1812,"3"
1813,"9"
1814,"1"
1815,"1"
1816,"3"
1817,"2"
1818,"2"
1819,"2"
1820,"2"
1821,"0"
1822,"4"
1823,"2"
1824,"3"
1825,"0"
1826,"0"
1827,"2"
1828,"0"
1829,"2"
1830,"0"
1831,"1"
1832,"0"
1833,"1"
1834,"1"
1835,"0"
1836,"0"
1837,"0"
1838,"2"
1839,"2"
1840,"0"
1841,"2"
1842,"1"
1843,"2"
1844,"1"
1845,"1"
1846,"1"
1847,"0"
1848,"0"
1849,"2"
1850,"0"
1851,"1"
1852,"2"
1853,"3"
1854,"1"
1855,"0"
1856,"1"
1857,"0"
1858,"1"
1859,"2"
1860,"1"
1861,"0"
1862,"1"
1863,"1"
1864,"2"
1865,"1"
1866,"1"
1867,"1"
1868,"0"
1869,"2"
1870,"5"
1871,"1"
1872,"1"
1873,"1"
1874,"1"
1875,"0"
1876,"0"
1877,"1"
1878,"0"
1879,"0"
1880,"1"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"1"
1890,"0"
1891,"1"
1892,"2"
1893,"0"
1894,"1"
1895,"3"
1896,"1"
1897,"0"
1898,"0"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"1"
1905,"1"
1906,"0"
1907,"0"
1908,"2"
1909,"0"
1910,"2"
1911,"1"
1912,"0"
1913,"1"
1914,"0"
1915,"1"
1916,"1"
1917,"0"
1918,"0"
1919,"0"
1920,"1"
1921,"0"
1922,"0"
1923,"1"
1924,"0"
1925,"1"
1926,"0"
1927,"1"
1928,"1"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"1"
1948,"0"
1949,"1"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"1"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"1"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"2"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


