Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3D -1phi 3"
441,"420"
442,"389"
443,"433"
444,"426"
445,"436"
446,"443"
447,"414"
448,"407"
449,"452"
450,"423"
451,"454"
452,"443"
453,"395"
454,"444"
455,"435"
456,"433"
457,"433"
458,"441"
459,"409"
460,"457"
461,"454"
462,"425"
463,"403"
464,"390"
465,"386"
466,"392"
467,"399"
468,"396"
469,"420"
470,"425"
471,"419"
472,"421"
473,"401"
474,"457"
475,"510"
476,"458"
477,"505"
478,"502"
479,"517"
480,"505"
481,"501"
482,"486"
483,"487"
484,"500"
485,"502"
486,"499"
487,"461"
488,"454"
489,"482"
490,"449"
491,"443"
492,"454"
493,"445"
494,"426"
495,"449"
496,"445"
497,"443"
498,"475"
499,"466"
500,"477"
501,"416"
502,"468"
503,"506"
504,"471"
505,"497"
506,"515"
507,"514"
508,"506"
509,"479"
510,"503"
511,"488"
512,"477"
513,"473"
514,"450"
515,"449"
516,"434"
517,"467"
518,"461"
519,"410"
520,"456"
521,"436"
522,"449"
523,"457"
524,"447"
525,"443"
526,"464"
527,"404"
528,"428"
529,"429"
530,"462"
531,"433"
532,"404"
533,"479"
534,"441"
535,"434"
536,"460"
537,"476"
538,"387"
539,"423"
540,"407"
541,"399"
542,"404"
543,"407"
544,"414"
545,"417"
546,"448"
547,"393"
548,"403"
549,"429"
550,"456"
551,"447"
552,"422"
553,"446"
554,"438"
555,"432"
556,"420"
557,"471"
558,"469"
559,"483"
560,"505"
561,"486"
562,"472"
563,"480"
564,"464"
565,"482"
566,"456"
567,"505"
568,"499"
569,"496"
570,"497"
571,"529"
572,"479"
573,"465"
574,"519"
575,"518"
576,"493"
577,"512"
578,"470"
579,"506"
580,"474"
581,"437"
582,"463"
583,"510"
584,"481"
585,"463"
586,"499"
587,"498"
588,"434"
589,"459"
590,"458"
591,"496"
592,"476"
593,"497"
594,"438"
595,"409"
596,"403"
597,"422"
598,"438"
599,"413"
600,"423"
601,"418"
602,"405"
603,"454"
604,"420"
605,"385"
606,"392"
607,"402"
608,"422"
609,"392"
610,"426"
611,"434"
612,"432"
613,"408"
614,"412"
615,"427"
616,"400"
617,"397"
618,"388"
619,"420"
620,"417"
621,"396"
622,"400"
623,"418"
624,"430"
625,"419"
626,"404"
627,"457"
628,"437"
629,"391"
630,"420"
631,"473"
632,"434"
633,"423"
634,"451"
635,"430"
636,"444"
637,"427"
638,"438"
639,"434"
640,"423"
641,"416"
642,"466"
643,"439"
644,"412"
645,"427"
646,"409"
647,"426"
648,"407"
649,"439"
650,"416"
651,"438"
652,"417"
653,"407"
654,"462"
655,"433"
656,"437"
657,"462"
658,"543"
659,"588"
660,"593"
661,"644"
662,"646"
663,"696"
664,"700"
665,"762"
666,"758"
667,"718"
668,"667"
669,"617"
670,"550"
671,"578"
672,"502"
673,"469"
674,"462"
675,"430"
676,"399"
677,"427"
678,"397"
679,"437"
680,"443"
681,"394"
682,"399"
683,"423"
684,"432"
685,"364"
686,"370"
687,"411"
688,"374"
689,"374"
690,"395"
691,"388"
692,"416"
693,"405"
694,"403"
695,"388"
696,"412"
697,"433"
698,"457"
699,"458"
700,"458"
701,"494"
702,"514"
703,"485"
704,"466"
705,"455"
706,"514"
707,"436"
708,"438"
709,"434"
710,"427"
711,"390"
712,"408"
713,"386"
714,"354"
715,"392"
716,"391"
717,"403"
718,"390"
719,"390"
720,"383"
721,"399"
722,"386"
723,"404"
724,"360"
725,"378"
726,"365"
727,"356"
728,"361"
729,"372"
730,"385"
731,"380"
732,"402"
733,"432"
734,"401"
735,"434"
736,"373"
737,"416"
738,"419"
739,"434"
740,"443"
741,"409"
742,"447"
743,"480"
744,"438"
745,"460"
746,"472"
747,"446"
748,"400"
749,"395"
750,"428"
751,"392"
752,"349"
753,"385"
754,"417"
755,"426"
756,"360"
757,"388"
758,"401"
759,"392"
760,"374"
761,"386"
762,"353"
763,"339"
764,"374"
765,"370"
766,"384"
767,"335"
768,"377"
769,"394"
770,"359"
771,"409"
772,"382"
773,"343"
774,"368"
775,"416"
776,"405"
777,"400"
778,"398"
779,"414"
780,"427"
781,"443"
782,"448"
783,"469"
784,"462"
785,"435"
786,"428"
787,"450"
788,"422"
789,"398"
790,"421"
791,"386"
792,"368"
793,"386"
794,"384"
795,"379"
796,"399"
797,"341"
798,"367"
799,"321"
800,"348"
801,"372"
802,"338"
803,"321"
804,"362"
805,"379"
806,"331"
807,"356"
808,"353"
809,"387"
810,"385"
811,"350"
812,"379"
813,"368"
814,"351"
815,"350"
816,"376"
817,"372"
818,"370"
819,"368"
820,"372"
821,"361"
822,"357"
823,"357"
824,"357"
825,"338"
826,"394"
827,"361"
828,"387"
829,"380"
830,"362"
831,"374"
832,"373"
833,"369"
834,"364"
835,"351"
836,"355"
837,"356"
838,"349"
839,"336"
840,"423"
841,"362"
842,"349"
843,"340"
844,"364"
845,"353"
846,"383"
847,"347"
848,"360"
849,"355"
850,"371"
851,"358"
852,"341"
853,"359"
854,"390"
855,"402"
856,"371"
857,"362"
858,"340"
859,"335"
860,"352"
861,"341"
862,"377"
863,"340"
864,"364"
865,"381"
866,"359"
867,"354"
868,"383"
869,"371"
870,"372"
871,"384"
872,"349"
873,"370"
874,"407"
875,"374"
876,"381"
877,"391"
878,"399"
879,"382"
880,"440"
881,"422"
882,"397"
883,"421"
884,"412"
885,"377"
886,"393"
887,"430"
888,"427"
889,"408"
890,"439"
891,"417"
892,"382"
893,"440"
894,"407"
895,"462"
896,"442"
897,"435"
898,"461"
899,"447"
900,"459"
901,"465"
902,"489"
903,"493"
904,"462"
905,"469"
906,"479"
907,"474"
908,"543"
909,"512"
910,"500"
911,"529"
912,"569"
913,"564"
914,"542"
915,"623"
916,"576"
917,"662"
918,"675"
919,"689"
920,"687"
921,"817"
922,"810"
923,"834"
924,"887"
925,"893"
926,"878"
927,"954"
928,"1031"
929,"968"
930,"1062"
931,"1085"
932,"1161"
933,"1132"
934,"1204"
935,"1240"
936,"1268"
937,"1257"
938,"1261"
939,"1302"
940,"1274"
941,"1251"
942,"1307"
943,"1240"
944,"1183"
945,"1156"
946,"1167"
947,"1150"
948,"1087"
949,"1085"
950,"1094"
951,"1034"
952,"1001"
953,"982"
954,"891"
955,"875"
956,"844"
957,"821"
958,"775"
959,"753"
960,"726"
961,"679"
962,"641"
963,"621"
964,"583"
965,"554"
966,"602"
967,"533"
968,"514"
969,"509"
970,"488"
971,"477"
972,"456"
973,"471"
974,"432"
975,"433"
976,"449"
977,"417"
978,"403"
979,"396"
980,"368"
981,"414"
982,"378"
983,"334"
984,"332"
985,"420"
986,"372"
987,"347"
988,"377"
989,"364"
990,"421"
991,"428"
992,"438"
993,"455"
994,"529"
995,"520"
996,"628"
997,"639"
998,"657"
999,"728"
1000,"751"
1001,"756"
1002,"713"
1003,"753"
1004,"774"
1005,"727"
1006,"738"
1007,"640"
1008,"622"
1009,"598"
1010,"564"
1011,"505"
1012,"438"
1013,"390"
1014,"366"
1015,"356"
1016,"324"
1017,"325"
1018,"335"
1019,"299"
1020,"296"
1021,"309"
1022,"333"
1023,"342"
1024,"326"
1025,"344"
1026,"349"
1027,"368"
1028,"338"
1029,"317"
1030,"363"
1031,"325"
1032,"340"
1033,"375"
1034,"344"
1035,"365"
1036,"392"
1037,"407"
1038,"431"
1039,"460"
1040,"481"
1041,"461"
1042,"545"
1043,"529"
1044,"524"
1045,"495"
1046,"531"
1047,"545"
1048,"575"
1049,"622"
1050,"603"
1051,"590"
1052,"590"
1053,"617"
1054,"543"
1055,"538"
1056,"546"
1057,"502"
1058,"508"
1059,"485"
1060,"460"
1061,"415"
1062,"423"
1063,"389"
1064,"385"
1065,"380"
1066,"364"
1067,"360"
1068,"338"
1069,"327"
1070,"298"
1071,"299"
1072,"307"
1073,"306"
1074,"305"
1075,"300"
1076,"258"
1077,"265"
1078,"291"
1079,"274"
1080,"290"
1081,"255"
1082,"291"
1083,"242"
1084,"272"
1085,"264"
1086,"246"
1087,"262"
1088,"257"
1089,"269"
1090,"252"
1091,"242"
1092,"259"
1093,"271"
1094,"240"
1095,"231"
1096,"224"
1097,"220"
1098,"223"
1099,"244"
1100,"217"
1101,"242"
1102,"254"
1103,"214"
1104,"226"
1105,"207"
1106,"206"
1107,"233"
1108,"228"
1109,"215"
1110,"222"
1111,"223"
1112,"208"
1113,"205"
1114,"216"
1115,"203"
1116,"201"
1117,"224"
1118,"234"
1119,"206"
1120,"240"
1121,"245"
1122,"239"
1123,"258"
1124,"234"
1125,"240"
1126,"260"
1127,"268"
1128,"257"
1129,"298"
1130,"260"
1131,"288"
1132,"263"
1133,"265"
1134,"260"
1135,"258"
1136,"230"
1137,"232"
1138,"220"
1139,"213"
1140,"182"
1141,"209"
1142,"198"
1143,"201"
1144,"196"
1145,"181"
1146,"229"
1147,"220"
1148,"203"
1149,"199"
1150,"198"
1151,"223"
1152,"195"
1153,"202"
1154,"195"
1155,"228"
1156,"220"
1157,"202"
1158,"193"
1159,"173"
1160,"186"
1161,"176"
1162,"208"
1163,"173"
1164,"181"
1165,"218"
1166,"179"
1167,"209"
1168,"206"
1169,"178"
1170,"172"
1171,"205"
1172,"165"
1173,"177"
1174,"201"
1175,"176"
1176,"198"
1177,"173"
1178,"194"
1179,"222"
1180,"229"
1181,"208"
1182,"191"
1183,"192"
1184,"214"
1185,"224"
1186,"229"
1187,"209"
1188,"211"
1189,"226"
1190,"179"
1191,"183"
1192,"188"
1193,"186"
1194,"174"
1195,"174"
1196,"164"
1197,"168"
1198,"184"
1199,"163"
1200,"183"
1201,"163"
1202,"157"
1203,"156"
1204,"209"
1205,"175"
1206,"151"
1207,"165"
1208,"171"
1209,"139"
1210,"178"
1211,"184"
1212,"181"
1213,"169"
1214,"138"
1215,"170"
1216,"165"
1217,"161"
1218,"181"
1219,"158"
1220,"141"
1221,"171"
1222,"167"
1223,"151"
1224,"180"
1225,"164"
1226,"152"
1227,"140"
1228,"131"
1229,"164"
1230,"146"
1231,"171"
1232,"159"
1233,"171"
1234,"145"
1235,"183"
1236,"153"
1237,"152"
1238,"133"
1239,"154"
1240,"183"
1241,"149"
1242,"165"
1243,"170"
1244,"164"
1245,"150"
1246,"176"
1247,"165"
1248,"160"
1249,"156"
1250,"148"
1251,"162"
1252,"152"
1253,"159"
1254,"173"
1255,"160"
1256,"162"
1257,"174"
1258,"139"
1259,"176"
1260,"186"
1261,"131"
1262,"141"
1263,"167"
1264,"136"
1265,"142"
1266,"174"
1267,"135"
1268,"139"
1269,"148"
1270,"118"
1271,"142"
1272,"142"
1273,"151"
1274,"146"
1275,"139"
1276,"148"
1277,"144"
1278,"116"
1279,"135"
1280,"129"
1281,"135"
1282,"141"
1283,"142"
1284,"138"
1285,"122"
1286,"126"
1287,"134"
1288,"146"
1289,"123"
1290,"135"
1291,"131"
1292,"120"
1293,"122"
1294,"142"
1295,"149"
1296,"150"
1297,"122"
1298,"153"
1299,"134"
1300,"143"
1301,"109"
1302,"134"
1303,"129"
1304,"134"
1305,"100"
1306,"122"
1307,"147"
1308,"113"
1309,"118"
1310,"138"
1311,"141"
1312,"114"
1313,"128"
1314,"107"
1315,"129"
1316,"133"
1317,"134"
1318,"125"
1319,"121"
1320,"111"
1321,"129"
1322,"139"
1323,"131"
1324,"115"
1325,"142"
1326,"105"
1327,"116"
1328,"125"
1329,"119"
1330,"129"
1331,"124"
1332,"131"
1333,"122"
1334,"145"
1335,"121"
1336,"124"
1337,"124"
1338,"114"
1339,"95"
1340,"116"
1341,"111"
1342,"112"
1343,"118"
1344,"124"
1345,"104"
1346,"105"
1347,"122"
1348,"110"
1349,"123"
1350,"106"
1351,"113"
1352,"106"
1353,"102"
1354,"107"
1355,"106"
1356,"107"
1357,"97"
1358,"115"
1359,"119"
1360,"132"
1361,"111"
1362,"117"
1363,"116"
1364,"121"
1365,"110"
1366,"115"
1367,"90"
1368,"103"
1369,"114"
1370,"115"
1371,"107"
1372,"119"
1373,"103"
1374,"104"
1375,"116"
1376,"113"
1377,"97"
1378,"120"
1379,"89"
1380,"92"
1381,"108"
1382,"108"
1383,"81"
1384,"90"
1385,"104"
1386,"97"
1387,"90"
1388,"88"
1389,"91"
1390,"88"
1391,"104"
1392,"93"
1393,"93"
1394,"85"
1395,"121"
1396,"89"
1397,"86"
1398,"92"
1399,"104"
1400,"102"
1401,"114"
1402,"108"
1403,"90"
1404,"81"
1405,"90"
1406,"84"
1407,"92"
1408,"99"
1409,"101"
1410,"106"
1411,"88"
1412,"86"
1413,"97"
1414,"93"
1415,"96"
1416,"77"
1417,"76"
1418,"88"
1419,"72"
1420,"68"
1421,"99"
1422,"99"
1423,"98"
1424,"73"
1425,"95"
1426,"81"
1427,"104"
1428,"86"
1429,"83"
1430,"86"
1431,"72"
1432,"87"
1433,"68"
1434,"75"
1435,"86"
1436,"87"
1437,"90"
1438,"100"
1439,"83"
1440,"84"
1441,"73"
1442,"73"
1443,"91"
1444,"86"
1445,"71"
1446,"76"
1447,"75"
1448,"72"
1449,"72"
1450,"88"
1451,"75"
1452,"69"
1453,"77"
1454,"84"
1455,"79"
1456,"87"
1457,"61"
1458,"87"
1459,"63"
1460,"79"
1461,"82"
1462,"75"
1463,"77"
1464,"84"
1465,"65"
1466,"79"
1467,"80"
1468,"69"
1469,"71"
1470,"68"
1471,"70"
1472,"63"
1473,"70"
1474,"87"
1475,"83"
1476,"66"
1477,"84"
1478,"74"
1479,"61"
1480,"53"
1481,"65"
1482,"63"
1483,"65"
1484,"62"
1485,"54"
1486,"83"
1487,"63"
1488,"69"
1489,"71"
1490,"93"
1491,"68"
1492,"69"
1493,"73"
1494,"64"
1495,"64"
1496,"60"
1497,"78"
1498,"65"
1499,"68"
1500,"72"
1501,"72"
1502,"61"
1503,"64"
1504,"60"
1505,"54"
1506,"57"
1507,"56"
1508,"60"
1509,"57"
1510,"57"
1511,"67"
1512,"58"
1513,"79"
1514,"54"
1515,"77"
1516,"63"
1517,"65"
1518,"50"
1519,"62"
1520,"42"
1521,"50"
1522,"44"
1523,"56"
1524,"54"
1525,"59"
1526,"61"
1527,"71"
1528,"57"
1529,"53"
1530,"59"
1531,"71"
1532,"47"
1533,"48"
1534,"56"
1535,"49"
1536,"49"
1537,"52"
1538,"50"
1539,"59"
1540,"62"
1541,"48"
1542,"52"
1543,"55"
1544,"47"
1545,"53"
1546,"56"
1547,"44"
1548,"52"
1549,"52"
1550,"51"
1551,"41"
1552,"50"
1553,"48"
1554,"54"
1555,"61"
1556,"45"
1557,"54"
1558,"54"
1559,"44"
1560,"58"
1561,"49"
1562,"50"
1563,"41"
1564,"52"
1565,"49"
1566,"58"
1567,"50"
1568,"44"
1569,"50"
1570,"34"
1571,"50"
1572,"37"
1573,"56"
1574,"40"
1575,"57"
1576,"36"
1577,"34"
1578,"48"
1579,"48"
1580,"44"
1581,"47"
1582,"41"
1583,"44"
1584,"38"
1585,"39"
1586,"45"
1587,"38"
1588,"40"
1589,"45"
1590,"40"
1591,"41"
1592,"37"
1593,"38"
1594,"43"
1595,"28"
1596,"42"
1597,"33"
1598,"40"
1599,"50"
1600,"32"
1601,"37"
1602,"47"
1603,"36"
1604,"42"
1605,"25"
1606,"40"
1607,"24"
1608,"36"
1609,"33"
1610,"37"
1611,"27"
1612,"39"
1613,"23"
1614,"29"
1615,"35"
1616,"26"
1617,"29"
1618,"41"
1619,"36"
1620,"41"
1621,"39"
1622,"20"
1623,"33"
1624,"28"
1625,"30"
1626,"42"
1627,"30"
1628,"28"
1629,"31"
1630,"18"
1631,"29"
1632,"29"
1633,"40"
1634,"32"
1635,"29"
1636,"23"
1637,"27"
1638,"22"
1639,"37"
1640,"29"
1641,"22"
1642,"24"
1643,"26"
1644,"23"
1645,"19"
1646,"20"
1647,"25"
1648,"18"
1649,"23"
1650,"21"
1651,"28"
1652,"21"
1653,"23"
1654,"17"
1655,"16"
1656,"18"
1657,"26"
1658,"23"
1659,"19"
1660,"28"
1661,"18"
1662,"22"
1663,"14"
1664,"20"
1665,"27"
1666,"12"
1667,"13"
1668,"19"
1669,"19"
1670,"16"
1671,"19"
1672,"16"
1673,"13"
1674,"18"
1675,"16"
1676,"21"
1677,"21"
1678,"20"
1679,"20"
1680,"9"
1681,"9"
1682,"14"
1683,"13"
1684,"18"
1685,"13"
1686,"11"
1687,"13"
1688,"10"
1689,"10"
1690,"12"
1691,"9"
1692,"9"
1693,"16"
1694,"8"
1695,"11"
1696,"12"
1697,"10"
1698,"6"
1699,"16"
1700,"10"
1701,"15"
1702,"14"
1703,"11"
1704,"11"
1705,"8"
1706,"12"
1707,"11"
1708,"15"
1709,"10"
1710,"5"
1711,"6"
1712,"10"
1713,"8"
1714,"6"
1715,"6"
1716,"5"
1717,"4"
1718,"5"
1719,"5"
1720,"7"
1721,"4"
1722,"10"
1723,"6"
1724,"5"
1725,"3"
1726,"6"
1727,"7"
1728,"1"
1729,"5"
1730,"5"
1731,"5"
1732,"3"
1733,"5"
1734,"8"
1735,"2"
1736,"6"
1737,"4"
1738,"8"
1739,"7"
1740,"4"
1741,"3"
1742,"3"
1743,"1"
1744,"3"
1745,"3"
1746,"4"
1747,"2"
1748,"6"
1749,"2"
1750,"3"
1751,"2"
1752,"2"
1753,"6"
1754,"4"
1755,"4"
1756,"6"
1757,"1"
1758,"4"
1759,"4"
1760,"2"
1761,"3"
1762,"5"
1763,"5"
1764,"4"
1765,"3"
1766,"2"
1767,"4"
1768,"0"
1769,"1"
1770,"2"
1771,"1"
1772,"5"
1773,"4"
1774,"2"
1775,"2"
1776,"2"
1777,"3"
1778,"3"
1779,"4"
1780,"3"
1781,"1"
1782,"3"
1783,"1"
1784,"5"
1785,"3"
1786,"3"
1787,"1"
1788,"1"
1789,"0"
1790,"1"
1791,"1"
1792,"3"
1793,"4"
1794,"4"
1795,"1"
1796,"1"
1797,"4"
1798,"0"
1799,"4"
1800,"3"
1801,"1"
1802,"1"
1803,"4"
1804,"1"
1805,"1"
1806,"4"
1807,"0"
1808,"1"
1809,"3"
1810,"1"
1811,"1"
1812,"1"
1813,"4"
1814,"2"
1815,"2"
1816,"1"
1817,"3"
1818,"3"
1819,"1"
1820,"1"
1821,"3"
1822,"1"
1823,"1"
1824,"2"
1825,"1"
1826,"2"
1827,"3"
1828,"2"
1829,"2"
1830,"0"
1831,"3"
1832,"1"
1833,"1"
1834,"1"
1835,"2"
1836,"1"
1837,"0"
1838,"0"
1839,"1"
1840,"0"
1841,"0"
1842,"3"
1843,"2"
1844,"1"
1845,"0"
1846,"0"
1847,"1"
1848,"2"
1849,"0"
1850,"2"
1851,"4"
1852,"1"
1853,"3"
1854,"0"
1855,"0"
1856,"2"
1857,"0"
1858,"0"
1859,"2"
1860,"3"
1861,"1"
1862,"1"
1863,"2"
1864,"0"
1865,"0"
1866,"0"
1867,"2"
1868,"0"
1869,"1"
1870,"1"
1871,"1"
1872,"0"
1873,"2"
1874,"2"
1875,"1"
1876,"1"
1877,"3"
1878,"0"
1879,"0"
1880,"1"
1881,"0"
1882,"0"
1883,"1"
1884,"1"
1885,"1"
1886,"0"
1887,"0"
1888,"0"
1889,"1"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"1"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"2"
1903,"0"
1904,"0"
1905,"1"
1906,"0"
1907,"1"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"1"
1913,"0"
1914,"2"
1915,"1"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"1"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"1"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"1"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"1"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"1"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"1"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


