Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4E -1phi 4"
543,"463"
544,"456"
545,"470"
546,"452"
547,"469"
548,"482"
549,"468"
550,"487"
551,"464"
552,"458"
553,"439"
554,"440"
555,"476"
556,"446"
557,"487"
558,"432"
559,"463"
560,"456"
561,"505"
562,"435"
563,"430"
564,"474"
565,"447"
566,"455"
567,"437"
568,"473"
569,"453"
570,"482"
571,"429"
572,"454"
573,"471"
574,"435"
575,"451"
576,"438"
577,"482"
578,"520"
579,"466"
580,"443"
581,"468"
582,"501"
583,"500"
584,"505"
585,"444"
586,"467"
587,"479"
588,"485"
589,"509"
590,"479"
591,"457"
592,"505"
593,"467"
594,"498"
595,"455"
596,"475"
597,"537"
598,"531"
599,"487"
600,"455"
601,"487"
602,"520"
603,"452"
604,"535"
605,"484"
606,"449"
607,"446"
608,"468"
609,"468"
610,"500"
611,"463"
612,"515"
613,"473"
614,"445"
615,"476"
616,"500"
617,"521"
618,"468"
619,"526"
620,"514"
621,"524"
622,"498"
623,"516"
624,"484"
625,"483"
626,"519"
627,"521"
628,"484"
629,"508"
630,"526"
631,"488"
632,"489"
633,"493"
634,"451"
635,"475"
636,"491"
637,"477"
638,"454"
639,"436"
640,"498"
641,"438"
642,"476"
643,"490"
644,"504"
645,"493"
646,"485"
647,"520"
648,"470"
649,"472"
650,"449"
651,"459"
652,"486"
653,"468"
654,"496"
655,"577"
656,"552"
657,"602"
658,"641"
659,"663"
660,"756"
661,"756"
662,"910"
663,"946"
664,"931"
665,"922"
666,"854"
667,"826"
668,"805"
669,"721"
670,"685"
671,"624"
672,"578"
673,"527"
674,"493"
675,"504"
676,"470"
677,"475"
678,"473"
679,"460"
680,"443"
681,"471"
682,"456"
683,"489"
684,"447"
685,"465"
686,"443"
687,"470"
688,"475"
689,"444"
690,"487"
691,"492"
692,"523"
693,"498"
694,"582"
695,"584"
696,"630"
697,"677"
698,"717"
699,"778"
700,"826"
701,"838"
702,"873"
703,"814"
704,"876"
705,"873"
706,"781"
707,"711"
708,"687"
709,"643"
710,"591"
711,"533"
712,"521"
713,"480"
714,"457"
715,"448"
716,"440"
717,"443"
718,"454"
719,"468"
720,"418"
721,"492"
722,"423"
723,"448"
724,"438"
725,"439"
726,"443"
727,"433"
728,"428"
729,"448"
730,"467"
731,"463"
732,"440"
733,"418"
734,"459"
735,"477"
736,"455"
737,"472"
738,"454"
739,"466"
740,"481"
741,"521"
742,"528"
743,"494"
744,"476"
745,"487"
746,"486"
747,"501"
748,"454"
749,"473"
750,"461"
751,"460"
752,"434"
753,"435"
754,"443"
755,"471"
756,"434"
757,"441"
758,"433"
759,"478"
760,"418"
761,"437"
762,"477"
763,"441"
764,"456"
765,"413"
766,"442"
767,"419"
768,"437"
769,"450"
770,"408"
771,"431"
772,"414"
773,"450"
774,"467"
775,"459"
776,"442"
777,"455"
778,"469"
779,"521"
780,"524"
781,"501"
782,"532"
783,"555"
784,"537"
785,"543"
786,"577"
787,"569"
788,"517"
789,"510"
790,"481"
791,"473"
792,"458"
793,"439"
794,"432"
795,"418"
796,"452"
797,"391"
798,"386"
799,"431"
800,"458"
801,"394"
802,"413"
803,"411"
804,"393"
805,"426"
806,"412"
807,"394"
808,"360"
809,"413"
810,"395"
811,"412"
812,"386"
813,"396"
814,"448"
815,"361"
816,"397"
817,"373"
818,"374"
819,"425"
820,"413"
821,"410"
822,"383"
823,"420"
824,"402"
825,"391"
826,"389"
827,"382"
828,"365"
829,"413"
830,"399"
831,"406"
832,"389"
833,"408"
834,"418"
835,"375"
836,"421"
837,"417"
838,"403"
839,"395"
840,"397"
841,"419"
842,"432"
843,"402"
844,"405"
845,"410"
846,"436"
847,"377"
848,"431"
849,"429"
850,"451"
851,"429"
852,"413"
853,"393"
854,"405"
855,"387"
856,"394"
857,"445"
858,"370"
859,"410"
860,"399"
861,"391"
862,"405"
863,"418"
864,"393"
865,"454"
866,"387"
867,"423"
868,"426"
869,"400"
870,"378"
871,"443"
872,"458"
873,"498"
874,"429"
875,"448"
876,"457"
877,"440"
878,"441"
879,"457"
880,"462"
881,"439"
882,"456"
883,"444"
884,"438"
885,"419"
886,"428"
887,"467"
888,"460"
889,"463"
890,"478"
891,"499"
892,"480"
893,"504"
894,"505"
895,"456"
896,"487"
897,"508"
898,"520"
899,"502"
900,"490"
901,"511"
902,"538"
903,"575"
904,"541"
905,"569"
906,"545"
907,"571"
908,"594"
909,"585"
910,"610"
911,"616"
912,"631"
913,"649"
914,"652"
915,"686"
916,"720"
917,"722"
918,"750"
919,"796"
920,"780"
921,"905"
922,"856"
923,"909"
924,"938"
925,"1014"
926,"1028"
927,"1120"
928,"1119"
929,"1250"
930,"1188"
931,"1292"
932,"1368"
933,"1381"
934,"1324"
935,"1462"
936,"1398"
937,"1407"
938,"1458"
939,"1427"
940,"1457"
941,"1371"
942,"1477"
943,"1469"
944,"1517"
945,"1458"
946,"1346"
947,"1334"
948,"1356"
949,"1259"
950,"1212"
951,"1202"
952,"1177"
953,"1079"
954,"1018"
955,"1055"
956,"981"
957,"970"
958,"908"
959,"883"
960,"845"
961,"841"
962,"777"
963,"743"
964,"710"
965,"687"
966,"706"
967,"642"
968,"611"
969,"580"
970,"603"
971,"571"
972,"524"
973,"542"
974,"507"
975,"471"
976,"520"
977,"467"
978,"448"
979,"438"
980,"421"
981,"423"
982,"405"
983,"433"
984,"445"
985,"423"
986,"467"
987,"479"
988,"420"
989,"472"
990,"541"
991,"494"
992,"533"
993,"591"
994,"680"
995,"687"
996,"741"
997,"801"
998,"854"
999,"872"
1000,"901"
1001,"916"
1002,"920"
1003,"940"
1004,"897"
1005,"904"
1006,"809"
1007,"797"
1008,"731"
1009,"717"
1010,"596"
1011,"529"
1012,"508"
1013,"460"
1014,"416"
1015,"436"
1016,"388"
1017,"379"
1018,"359"
1019,"380"
1020,"355"
1021,"366"
1022,"359"
1023,"347"
1024,"372"
1025,"382"
1026,"378"
1027,"376"
1028,"390"
1029,"394"
1030,"369"
1031,"408"
1032,"385"
1033,"449"
1034,"448"
1035,"456"
1036,"435"
1037,"476"
1038,"475"
1039,"529"
1040,"566"
1041,"562"
1042,"577"
1043,"547"
1044,"635"
1045,"640"
1046,"638"
1047,"703"
1048,"692"
1049,"687"
1050,"702"
1051,"718"
1052,"703"
1053,"691"
1054,"681"
1055,"640"
1056,"653"
1057,"616"
1058,"577"
1059,"542"
1060,"562"
1061,"546"
1062,"526"
1063,"448"
1064,"476"
1065,"438"
1066,"408"
1067,"413"
1068,"445"
1069,"376"
1070,"376"
1071,"375"
1072,"378"
1073,"395"
1074,"370"
1075,"369"
1076,"349"
1077,"378"
1078,"349"
1079,"345"
1080,"342"
1081,"361"
1082,"332"
1083,"307"
1084,"320"
1085,"338"
1086,"280"
1087,"338"
1088,"303"
1089,"290"
1090,"315"
1091,"322"
1092,"301"
1093,"295"
1094,"289"
1095,"290"
1096,"271"
1097,"311"
1098,"303"
1099,"266"
1100,"250"
1101,"286"
1102,"278"
1103,"270"
1104,"276"
1105,"259"
1106,"270"
1107,"279"
1108,"254"
1109,"258"
1110,"282"
1111,"258"
1112,"261"
1113,"269"
1114,"253"
1115,"239"
1116,"259"
1117,"247"
1118,"273"
1119,"263"
1120,"293"
1121,"299"
1122,"289"
1123,"331"
1124,"289"
1125,"351"
1126,"296"
1127,"349"
1128,"311"
1129,"336"
1130,"311"
1131,"316"
1132,"340"
1133,"315"
1134,"332"
1135,"289"
1136,"262"
1137,"287"
1138,"278"
1139,"232"
1140,"252"
1141,"277"
1142,"231"
1143,"235"
1144,"264"
1145,"261"
1146,"245"
1147,"239"
1148,"236"
1149,"251"
1150,"275"
1151,"255"
1152,"225"
1153,"233"
1154,"232"
1155,"262"
1156,"200"
1157,"249"
1158,"247"
1159,"241"
1160,"219"
1161,"227"
1162,"219"
1163,"220"
1164,"239"
1165,"208"
1166,"238"
1167,"198"
1168,"232"
1169,"207"
1170,"248"
1171,"213"
1172,"212"
1173,"222"
1174,"220"
1175,"228"
1176,"229"
1177,"250"
1178,"214"
1179,"228"
1180,"252"
1181,"258"
1182,"264"
1183,"258"
1184,"271"
1185,"266"
1186,"233"
1187,"257"
1188,"236"
1189,"230"
1190,"221"
1191,"242"
1192,"210"
1193,"198"
1194,"226"
1195,"224"
1196,"217"
1197,"211"
1198,"228"
1199,"203"
1200,"212"
1201,"220"
1202,"217"
1203,"190"
1204,"215"
1205,"197"
1206,"191"
1207,"220"
1208,"209"
1209,"231"
1210,"198"
1211,"219"
1212,"190"
1213,"199"
1214,"176"
1215,"197"
1216,"184"
1217,"182"
1218,"186"
1219,"212"
1220,"200"
1221,"192"
1222,"193"
1223,"173"
1224,"172"
1225,"191"
1226,"194"
1227,"184"
1228,"201"
1229,"192"
1230,"181"
1231,"197"
1232,"180"
1233,"197"
1234,"184"
1235,"164"
1236,"193"
1237,"192"
1238,"194"
1239,"176"
1240,"208"
1241,"210"
1242,"190"
1243,"179"
1244,"170"
1245,"210"
1246,"211"
1247,"191"
1248,"166"
1249,"184"
1250,"202"
1251,"208"
1252,"197"
1253,"177"
1254,"183"
1255,"184"
1256,"180"
1257,"183"
1258,"173"
1259,"199"
1260,"182"
1261,"192"
1262,"177"
1263,"175"
1264,"187"
1265,"181"
1266,"164"
1267,"164"
1268,"167"
1269,"175"
1270,"159"
1271,"177"
1272,"166"
1273,"187"
1274,"177"
1275,"168"
1276,"191"
1277,"174"
1278,"178"
1279,"183"
1280,"166"
1281,"163"
1282,"169"
1283,"179"
1284,"157"
1285,"157"
1286,"167"
1287,"162"
1288,"162"
1289,"171"
1290,"179"
1291,"159"
1292,"169"
1293,"181"
1294,"169"
1295,"149"
1296,"159"
1297,"144"
1298,"166"
1299,"159"
1300,"178"
1301,"156"
1302,"152"
1303,"151"
1304,"168"
1305,"137"
1306,"166"
1307,"158"
1308,"148"
1309,"147"
1310,"144"
1311,"140"
1312,"158"
1313,"149"
1314,"149"
1315,"138"
1316,"146"
1317,"160"
1318,"143"
1319,"159"
1320,"158"
1321,"147"
1322,"166"
1323,"140"
1324,"146"
1325,"158"
1326,"151"
1327,"155"
1328,"136"
1329,"148"
1330,"144"
1331,"171"
1332,"162"
1333,"141"
1334,"152"
1335,"119"
1336,"157"
1337,"132"
1338,"148"
1339,"146"
1340,"129"
1341,"139"
1342,"158"
1343,"148"
1344,"159"
1345,"153"
1346,"162"
1347,"133"
1348,"156"
1349,"140"
1350,"145"
1351,"137"
1352,"138"
1353,"127"
1354,"146"
1355,"142"
1356,"149"
1357,"149"
1358,"131"
1359,"142"
1360,"143"
1361,"126"
1362,"114"
1363,"122"
1364,"133"
1365,"129"
1366,"141"
1367,"119"
1368,"135"
1369,"132"
1370,"132"
1371,"123"
1372,"131"
1373,"131"
1374,"142"
1375,"129"
1376,"134"
1377,"135"
1378,"126"
1379,"121"
1380,"133"
1381,"120"
1382,"105"
1383,"122"
1384,"122"
1385,"122"
1386,"110"
1387,"118"
1388,"143"
1389,"127"
1390,"126"
1391,"119"
1392,"128"
1393,"135"
1394,"121"
1395,"142"
1396,"114"
1397,"107"
1398,"112"
1399,"122"
1400,"130"
1401,"106"
1402,"120"
1403,"118"
1404,"133"
1405,"117"
1406,"95"
1407,"116"
1408,"133"
1409,"117"
1410,"99"
1411,"141"
1412,"119"
1413,"121"
1414,"113"
1415,"99"
1416,"116"
1417,"135"
1418,"101"
1419,"129"
1420,"114"
1421,"113"
1422,"111"
1423,"101"
1424,"102"
1425,"102"
1426,"98"
1427,"132"
1428,"110"
1429,"106"
1430,"113"
1431,"111"
1432,"106"
1433,"132"
1434,"115"
1435,"105"
1436,"116"
1437,"104"
1438,"98"
1439,"108"
1440,"104"
1441,"93"
1442,"113"
1443,"99"
1444,"85"
1445,"105"
1446,"112"
1447,"114"
1448,"95"
1449,"104"
1450,"94"
1451,"96"
1452,"97"
1453,"110"
1454,"93"
1455,"87"
1456,"99"
1457,"87"
1458,"96"
1459,"93"
1460,"92"
1461,"96"
1462,"85"
1463,"93"
1464,"89"
1465,"107"
1466,"85"
1467,"77"
1468,"97"
1469,"96"
1470,"89"
1471,"89"
1472,"88"
1473,"92"
1474,"96"
1475,"83"
1476,"93"
1477,"79"
1478,"83"
1479,"83"
1480,"76"
1481,"89"
1482,"90"
1483,"68"
1484,"89"
1485,"85"
1486,"93"
1487,"89"
1488,"78"
1489,"90"
1490,"79"
1491,"75"
1492,"93"
1493,"83"
1494,"93"
1495,"98"
1496,"86"
1497,"73"
1498,"79"
1499,"92"
1500,"65"
1501,"80"
1502,"86"
1503,"87"
1504,"86"
1505,"84"
1506,"78"
1507,"81"
1508,"60"
1509,"65"
1510,"72"
1511,"74"
1512,"72"
1513,"73"
1514,"61"
1515,"87"
1516,"68"
1517,"78"
1518,"57"
1519,"71"
1520,"76"
1521,"70"
1522,"54"
1523,"70"
1524,"64"
1525,"79"
1526,"56"
1527,"75"
1528,"67"
1529,"69"
1530,"77"
1531,"57"
1532,"64"
1533,"77"
1534,"62"
1535,"77"
1536,"64"
1537,"78"
1538,"66"
1539,"80"
1540,"73"
1541,"58"
1542,"66"
1543,"62"
1544,"63"
1545,"65"
1546,"75"
1547,"64"
1548,"74"
1549,"76"
1550,"66"
1551,"66"
1552,"68"
1553,"72"
1554,"60"
1555,"51"
1556,"55"
1557,"63"
1558,"71"
1559,"55"
1560,"47"
1561,"58"
1562,"53"
1563,"54"
1564,"62"
1565,"65"
1566,"55"
1567,"52"
1568,"53"
1569,"77"
1570,"52"
1571,"47"
1572,"49"
1573,"60"
1574,"49"
1575,"54"
1576,"55"
1577,"45"
1578,"57"
1579,"54"
1580,"69"
1581,"58"
1582,"49"
1583,"58"
1584,"64"
1585,"51"
1586,"48"
1587,"53"
1588,"50"
1589,"53"
1590,"63"
1591,"50"
1592,"53"
1593,"31"
1594,"54"
1595,"59"
1596,"50"
1597,"43"
1598,"59"
1599,"40"
1600,"56"
1601,"52"
1602,"45"
1603,"45"
1604,"45"
1605,"62"
1606,"44"
1607,"44"
1608,"41"
1609,"31"
1610,"41"
1611,"38"
1612,"35"
1613,"38"
1614,"37"
1615,"44"
1616,"38"
1617,"32"
1618,"56"
1619,"40"
1620,"38"
1621,"40"
1622,"53"
1623,"37"
1624,"43"
1625,"27"
1626,"36"
1627,"36"
1628,"34"
1629,"41"
1630,"34"
1631,"32"
1632,"24"
1633,"35"
1634,"42"
1635,"25"
1636,"43"
1637,"31"
1638,"37"
1639,"21"
1640,"38"
1641,"28"
1642,"31"
1643,"17"
1644,"34"
1645,"34"
1646,"27"
1647,"30"
1648,"33"
1649,"22"
1650,"28"
1651,"27"
1652,"30"
1653,"32"
1654,"23"
1655,"29"
1656,"22"
1657,"30"
1658,"22"
1659,"31"
1660,"16"
1661,"28"
1662,"27"
1663,"18"
1664,"25"
1665,"21"
1666,"17"
1667,"19"
1668,"24"
1669,"17"
1670,"24"
1671,"24"
1672,"25"
1673,"22"
1674,"26"
1675,"31"
1676,"18"
1677,"24"
1678,"17"
1679,"19"
1680,"21"
1681,"21"
1682,"17"
1683,"20"
1684,"19"
1685,"10"
1686,"24"
1687,"24"
1688,"19"
1689,"19"
1690,"17"
1691,"15"
1692,"25"
1693,"11"
1694,"19"
1695,"16"
1696,"12"
1697,"10"
1698,"11"
1699,"14"
1700,"13"
1701,"12"
1702,"15"
1703,"24"
1704,"13"
1705,"14"
1706,"11"
1707,"8"
1708,"11"
1709,"13"
1710,"13"
1711,"10"
1712,"9"
1713,"10"
1714,"5"
1715,"11"
1716,"16"
1717,"8"
1718,"10"
1719,"8"
1720,"14"
1721,"13"
1722,"5"
1723,"4"
1724,"11"
1725,"7"
1726,"8"
1727,"6"
1728,"9"
1729,"9"
1730,"7"
1731,"4"
1732,"4"
1733,"8"
1734,"9"
1735,"5"
1736,"8"
1737,"2"
1738,"7"
1739,"7"
1740,"7"
1741,"7"
1742,"11"
1743,"5"
1744,"7"
1745,"3"
1746,"3"
1747,"4"
1748,"6"
1749,"7"
1750,"8"
1751,"5"
1752,"15"
1753,"3"
1754,"3"
1755,"8"
1756,"4"
1757,"7"
1758,"3"
1759,"3"
1760,"6"
1761,"6"
1762,"4"
1763,"2"
1764,"7"
1765,"2"
1766,"5"
1767,"9"
1768,"4"
1769,"3"
1770,"5"
1771,"1"
1772,"4"
1773,"4"
1774,"3"
1775,"2"
1776,"2"
1777,"4"
1778,"3"
1779,"3"
1780,"1"
1781,"2"
1782,"3"
1783,"1"
1784,"2"
1785,"3"
1786,"2"
1787,"1"
1788,"3"
1789,"3"
1790,"1"
1791,"3"
1792,"0"
1793,"4"
1794,"3"
1795,"2"
1796,"4"
1797,"3"
1798,"0"
1799,"4"
1800,"2"
1801,"2"
1802,"2"
1803,"3"
1804,"2"
1805,"2"
1806,"2"
1807,"3"
1808,"5"
1809,"6"
1810,"1"
1811,"1"
1812,"2"
1813,"3"
1814,"3"
1815,"3"
1816,"1"
1817,"1"
1818,"2"
1819,"2"
1820,"2"
1821,"5"
1822,"3"
1823,"2"
1824,"0"
1825,"1"
1826,"2"
1827,"0"
1828,"2"
1829,"3"
1830,"2"
1831,"1"
1832,"2"
1833,"0"
1834,"1"
1835,"1"
1836,"2"
1837,"1"
1838,"0"
1839,"0"
1840,"2"
1841,"0"
1842,"2"
1843,"5"
1844,"0"
1845,"2"
1846,"4"
1847,"0"
1848,"1"
1849,"0"
1850,"2"
1851,"1"
1852,"1"
1853,"1"
1854,"0"
1855,"0"
1856,"1"
1857,"1"
1858,"1"
1859,"1"
1860,"0"
1861,"2"
1862,"1"
1863,"0"
1864,"1"
1865,"1"
1866,"0"
1867,"1"
1868,"0"
1869,"1"
1870,"2"
1871,"0"
1872,"1"
1873,"1"
1874,"0"
1875,"0"
1876,"0"
1877,"1"
1878,"0"
1879,"3"
1880,"0"
1881,"2"
1882,"0"
1883,"0"
1884,"1"
1885,"0"
1886,"2"
1887,"2"
1888,"1"
1889,"2"
1890,"1"
1891,"0"
1892,"0"
1893,"0"
1894,"1"
1895,"0"
1896,"2"
1897,"2"
1898,"0"
1899,"1"
1900,"1"
1901,"3"
1902,"0"
1903,"0"
1904,"1"
1905,"0"
1906,"0"
1907,"2"
1908,"1"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"1"
1923,"0"
1924,"0"
1925,"1"
1926,"0"
1927,"1"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"1"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"1"
2006,"1"
2007,"1"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"1"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"1"
2047,"0"


