Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3FG 0phi 2"
175,"307"
176,"361"
177,"463"
178,"499"
179,"544"
180,"647"
181,"699"
182,"664"
183,"611"
184,"643"
185,"552"
186,"452"
187,"359"
188,"276"
189,"241"
190,"206"
191,"190"
192,"201"
193,"213"
194,"225"
195,"227"
196,"203"
197,"223"
198,"247"
199,"253"
200,"308"
201,"274"
202,"263"
203,"254"
204,"249"
205,"239"
206,"217"
207,"228"
208,"211"
209,"198"
210,"221"
211,"213"
212,"237"
213,"265"
214,"252"
215,"256"
216,"267"
217,"303"
218,"287"
219,"298"
220,"351"
221,"364"
222,"399"
223,"366"
224,"378"
225,"352"
226,"307"
227,"293"
228,"284"
229,"251"
230,"244"
231,"211"
232,"244"
233,"279"
234,"250"
235,"226"
236,"274"
237,"254"
238,"270"
239,"294"
240,"305"
241,"300"
242,"322"
243,"341"
244,"338"
245,"302"
246,"323"
247,"322"
248,"286"
249,"271"
250,"326"
251,"265"
252,"273"
253,"311"
254,"259"
255,"283"
256,"303"
257,"278"
258,"289"
259,"265"
260,"274"
261,"283"
262,"256"
263,"293"
264,"275"
265,"283"
266,"278"
267,"308"
268,"333"
269,"378"
270,"340"
271,"363"
272,"360"
273,"394"
274,"409"
275,"420"
276,"431"
277,"416"
278,"421"
279,"443"
280,"419"
281,"436"
282,"408"
283,"391"
284,"381"
285,"441"
286,"437"
287,"425"
288,"457"
289,"454"
290,"434"
291,"413"
292,"460"
293,"403"
294,"428"
295,"435"
296,"425"
297,"403"
298,"392"
299,"419"
300,"402"
301,"407"
302,"366"
303,"421"
304,"401"
305,"369"
306,"355"
307,"410"
308,"417"
309,"439"
310,"500"
311,"535"
312,"683"
313,"836"
314,"983"
315,"1195"
316,"1324"
317,"1426"
318,"1503"
319,"1426"
320,"1259"
321,"1123"
322,"888"
323,"742"
324,"647"
325,"531"
326,"425"
327,"427"
328,"462"
329,"426"
330,"409"
331,"448"
332,"430"
333,"477"
334,"434"
335,"499"
336,"493"
337,"533"
338,"511"
339,"574"
340,"611"
341,"650"
342,"645"
343,"666"
344,"658"
345,"696"
346,"694"
347,"688"
348,"695"
349,"654"
350,"751"
351,"714"
352,"744"
353,"717"
354,"687"
355,"678"
356,"673"
357,"734"
358,"769"
359,"759"
360,"827"
361,"851"
362,"876"
363,"821"
364,"937"
365,"967"
366,"1030"
367,"1038"
368,"1108"
369,"1121"
370,"1221"
371,"1255"
372,"1141"
373,"1054"
374,"931"
375,"800"
376,"696"
377,"588"
378,"551"
379,"498"
380,"498"
381,"479"
382,"479"
383,"480"
384,"511"
385,"487"
386,"529"
387,"475"
388,"466"
389,"464"
390,"500"
391,"500"
392,"488"
393,"544"
394,"548"
395,"586"
396,"625"
397,"607"
398,"660"
399,"651"
400,"646"
401,"703"
402,"631"
403,"588"
404,"591"
405,"566"
406,"531"
407,"543"
408,"610"
409,"564"
410,"511"
411,"536"
412,"549"
413,"584"
414,"517"
415,"536"
416,"486"
417,"445"
418,"505"
419,"493"
420,"498"
421,"516"
422,"504"
423,"525"
424,"477"
425,"498"
426,"512"
427,"483"
428,"514"
429,"508"
430,"493"
431,"515"
432,"515"
433,"506"
434,"497"
435,"440"
436,"475"
437,"471"
438,"488"
439,"474"
440,"492"
441,"528"
442,"504"
443,"510"
444,"494"
445,"457"
446,"446"
447,"450"
448,"452"
449,"439"
450,"403"
451,"413"
452,"438"
453,"411"
454,"478"
455,"465"
456,"467"
457,"442"
458,"474"
459,"444"
460,"465"
461,"448"
462,"423"
463,"442"
464,"425"
465,"451"
466,"474"
467,"427"
468,"444"
469,"440"
470,"438"
471,"447"
472,"447"
473,"495"
474,"484"
475,"476"
476,"524"
477,"506"
478,"496"
479,"490"
480,"529"
481,"548"
482,"482"
483,"488"
484,"523"
485,"493"
486,"525"
487,"509"
488,"534"
489,"517"
490,"541"
491,"469"
492,"509"
493,"500"
494,"492"
495,"494"
496,"481"
497,"517"
498,"482"
499,"570"
500,"507"
501,"540"
502,"549"
503,"521"
504,"530"
505,"500"
506,"550"
507,"514"
508,"469"
509,"462"
510,"509"
511,"484"
512,"484"
513,"518"
514,"469"
515,"455"
516,"468"
517,"458"
518,"474"
519,"476"
520,"496"
521,"522"
522,"461"
523,"458"
524,"516"
525,"489"
526,"471"
527,"470"
528,"492"
529,"450"
530,"450"
531,"408"
532,"470"
533,"488"
534,"445"
535,"498"
536,"450"
537,"450"
538,"454"
539,"479"
540,"457"
541,"395"
542,"445"
543,"458"
544,"452"
545,"477"
546,"437"
547,"460"
548,"433"
549,"466"
550,"467"
551,"480"
552,"457"
553,"480"
554,"468"
555,"453"
556,"458"
557,"470"
558,"478"
559,"465"
560,"453"
561,"501"
562,"505"
563,"468"
564,"472"
565,"467"
566,"489"
567,"505"
568,"495"
569,"501"
570,"506"
571,"494"
572,"492"
573,"495"
574,"494"
575,"488"
576,"496"
577,"494"
578,"484"
579,"491"
580,"474"
581,"530"
582,"479"
583,"492"
584,"492"
585,"487"
586,"512"
587,"467"
588,"497"
589,"463"
590,"431"
591,"517"
592,"437"
593,"531"
594,"453"
595,"464"
596,"468"
597,"499"
598,"488"
599,"522"
600,"487"
601,"479"
602,"453"
603,"448"
604,"444"
605,"487"
606,"473"
607,"469"
608,"468"
609,"420"
610,"480"
611,"445"
612,"486"
613,"472"
614,"426"
615,"477"
616,"462"
617,"481"
618,"459"
619,"460"
620,"475"
621,"500"
622,"484"
623,"509"
624,"524"
625,"464"
626,"463"
627,"493"
628,"486"
629,"494"
630,"512"
631,"484"
632,"503"
633,"469"
634,"483"
635,"491"
636,"478"
637,"464"
638,"512"
639,"493"
640,"493"
641,"436"
642,"453"
643,"473"
644,"441"
645,"491"
646,"481"
647,"457"
648,"497"
649,"480"
650,"465"
651,"470"
652,"515"
653,"476"
654,"515"
655,"520"
656,"538"
657,"559"
658,"624"
659,"640"
660,"643"
661,"689"
662,"709"
663,"752"
664,"788"
665,"729"
666,"750"
667,"730"
668,"692"
669,"674"
670,"599"
671,"594"
672,"567"
673,"535"
674,"511"
675,"475"
676,"466"
677,"495"
678,"472"
679,"497"
680,"470"
681,"517"
682,"465"
683,"494"
684,"493"
685,"495"
686,"455"
687,"467"
688,"484"
689,"508"
690,"491"
691,"441"
692,"482"
693,"534"
694,"485"
695,"553"
696,"532"
697,"611"
698,"716"
699,"661"
700,"760"
701,"821"
702,"783"
703,"765"
704,"787"
705,"819"
706,"726"
707,"693"
708,"630"
709,"573"
710,"566"
711,"535"
712,"492"
713,"456"
714,"472"
715,"446"
716,"467"
717,"485"
718,"479"
719,"416"
720,"454"
721,"450"
722,"425"
723,"458"
724,"459"
725,"475"
726,"415"
727,"453"
728,"442"
729,"449"
730,"464"
731,"419"
732,"490"
733,"455"
734,"465"
735,"470"
736,"434"
737,"452"
738,"446"
739,"462"
740,"459"
741,"473"
742,"465"
743,"476"
744,"482"
745,"472"
746,"471"
747,"479"
748,"467"
749,"447"
750,"488"
751,"461"
752,"389"
753,"461"
754,"440"
755,"444"
756,"422"
757,"416"
758,"408"
759,"420"
760,"399"
761,"414"
762,"428"
763,"429"
764,"452"
765,"429"
766,"421"
767,"422"
768,"431"
769,"436"
770,"488"
771,"443"
772,"447"
773,"431"
774,"441"
775,"476"
776,"447"
777,"461"
778,"473"
779,"436"
780,"514"
781,"512"
782,"514"
783,"523"
784,"505"
785,"494"
786,"530"
787,"508"
788,"453"
789,"475"
790,"420"
791,"421"
792,"449"
793,"431"
794,"387"
795,"386"
796,"447"
797,"413"
798,"398"
799,"411"
800,"402"
801,"419"
802,"429"
803,"397"
804,"471"
805,"387"
806,"436"
807,"409"
808,"409"
809,"401"
810,"392"
811,"410"
812,"386"
813,"414"
814,"418"
815,"425"
816,"409"
817,"407"
818,"442"
819,"401"
820,"382"
821,"403"
822,"409"
823,"416"
824,"413"
825,"393"
826,"372"
827,"381"
828,"428"
829,"390"
830,"414"
831,"380"
832,"388"
833,"397"
834,"349"
835,"442"
836,"400"
837,"411"
838,"407"
839,"391"
840,"399"
841,"387"
842,"388"
843,"393"
844,"391"
845,"380"
846,"419"
847,"421"
848,"427"
849,"414"
850,"434"
851,"371"
852,"425"
853,"391"
854,"396"
855,"392"
856,"408"
857,"439"
858,"441"
859,"404"
860,"395"
861,"429"
862,"398"
863,"419"
864,"437"
865,"388"
866,"433"
867,"414"
868,"421"
869,"388"
870,"420"
871,"445"
872,"435"
873,"419"
874,"448"
875,"447"
876,"435"
877,"476"
878,"440"
879,"429"
880,"472"
881,"451"
882,"465"
883,"418"
884,"438"
885,"410"
886,"460"
887,"439"
888,"426"
889,"471"
890,"449"
891,"455"
892,"484"
893,"470"
894,"458"
895,"478"
896,"487"
897,"506"
898,"458"
899,"467"
900,"528"
901,"483"
902,"520"
903,"520"
904,"545"
905,"522"
906,"534"
907,"557"
908,"582"
909,"563"
910,"597"
911,"593"
912,"669"
913,"609"
914,"700"
915,"717"
916,"758"
917,"752"
918,"722"
919,"850"
920,"828"
921,"831"
922,"901"
923,"949"
924,"956"
925,"1090"
926,"1047"
927,"1044"
928,"1088"
929,"1194"
930,"1248"
931,"1253"
932,"1360"
933,"1280"
934,"1344"
935,"1358"
936,"1396"
937,"1419"
938,"1386"
939,"1417"
940,"1423"
941,"1460"
942,"1329"
943,"1406"
944,"1380"
945,"1427"
946,"1333"
947,"1302"
948,"1217"
949,"1246"
950,"1208"
951,"1053"
952,"1111"
953,"1004"
954,"1019"
955,"952"
956,"909"
957,"865"
958,"819"
959,"774"
960,"777"
961,"763"
962,"677"
963,"720"
964,"644"
965,"619"
966,"639"
967,"641"
968,"601"
969,"576"
970,"610"
971,"544"
972,"536"
973,"489"
974,"477"
975,"465"
976,"483"
977,"453"
978,"419"
979,"440"
980,"447"
981,"445"
982,"404"
983,"396"
984,"444"
985,"448"
986,"419"
987,"450"
988,"414"
989,"437"
990,"490"
991,"458"
992,"554"
993,"523"
994,"623"
995,"618"
996,"694"
997,"779"
998,"761"
999,"815"
1000,"864"
1001,"923"
1002,"913"
1003,"871"
1004,"868"
1005,"835"
1006,"803"
1007,"725"
1008,"728"
1009,"638"
1010,"589"
1011,"486"
1012,"472"
1013,"406"
1014,"378"
1015,"407"
1016,"333"
1017,"341"
1018,"353"
1019,"346"
1020,"319"
1021,"346"
1022,"369"
1023,"350"
1024,"352"
1025,"399"
1026,"346"
1027,"403"
1028,"431"
1029,"343"
1030,"386"
1031,"420"
1032,"398"
1033,"390"
1034,"394"
1035,"419"
1036,"439"
1037,"476"
1038,"506"
1039,"542"
1040,"521"
1041,"531"
1042,"530"
1043,"565"
1044,"629"
1045,"621"
1046,"620"
1047,"619"
1048,"623"
1049,"671"
1050,"659"
1051,"643"
1052,"625"
1053,"647"
1054,"636"
1055,"624"
1056,"556"
1057,"552"
1058,"560"
1059,"499"
1060,"475"
1061,"470"
1062,"460"
1063,"436"
1064,"392"
1065,"411"
1066,"419"
1067,"390"
1068,"374"
1069,"345"
1070,"358"
1071,"394"
1072,"327"
1073,"359"
1074,"352"
1075,"359"
1076,"301"
1077,"357"
1078,"324"
1079,"306"
1080,"273"
1081,"292"
1082,"290"
1083,"304"
1084,"301"
1085,"323"
1086,"291"
1087,"297"
1088,"288"
1089,"297"
1090,"278"
1091,"261"
1092,"256"
1093,"252"
1094,"245"
1095,"262"
1096,"253"
1097,"264"
1098,"276"
1099,"304"
1100,"246"
1101,"279"
1102,"253"
1103,"247"
1104,"278"
1105,"238"
1106,"275"
1107,"242"
1108,"263"
1109,"242"
1110,"220"
1111,"239"
1112,"267"
1113,"246"
1114,"258"
1115,"283"
1116,"232"
1117,"260"
1118,"233"
1119,"263"
1120,"256"
1121,"253"
1122,"267"
1123,"313"
1124,"276"
1125,"312"
1126,"305"
1127,"270"
1128,"297"
1129,"282"
1130,"296"
1131,"318"
1132,"290"
1133,"304"
1134,"265"
1135,"221"
1136,"281"
1137,"278"
1138,"239"
1139,"240"
1140,"252"
1141,"207"
1142,"231"
1143,"223"
1144,"217"
1145,"236"
1146,"253"
1147,"235"
1148,"206"
1149,"225"
1150,"235"
1151,"232"
1152,"223"
1153,"223"
1154,"215"
1155,"237"
1156,"227"
1157,"188"
1158,"201"
1159,"208"
1160,"229"
1161,"209"
1162,"218"
1163,"214"
1164,"212"
1165,"186"
1166,"187"
1167,"204"
1168,"184"
1169,"202"
1170,"222"
1171,"207"
1172,"200"
1173,"222"
1174,"236"
1175,"214"
1176,"236"
1177,"234"
1178,"214"
1179,"213"
1180,"211"
1181,"236"
1182,"238"
1183,"252"
1184,"244"
1185,"232"
1186,"209"
1187,"239"
1188,"238"
1189,"232"
1190,"213"
1191,"213"
1192,"210"
1193,"159"
1194,"185"
1195,"217"
1196,"192"
1197,"196"
1198,"182"
1199,"217"
1200,"186"
1201,"186"
1202,"181"
1203,"199"
1204,"193"
1205,"183"
1206,"203"
1207,"203"
1208,"168"
1209,"201"
1210,"180"
1211,"187"
1212,"176"
1213,"190"
1214,"208"
1215,"174"
1216,"202"
1217,"197"
1218,"183"
1219,"169"
1220,"186"
1221,"174"
1222,"166"
1223,"158"
1224,"193"
1225,"184"
1226,"187"
1227,"185"
1228,"186"
1229,"159"
1230,"159"
1231,"178"
1232,"173"
1233,"162"
1234,"185"
1235,"148"
1236,"176"
1237,"145"
1238,"195"
1239,"185"
1240,"167"
1241,"193"
1242,"164"
1243,"165"
1244,"168"
1245,"196"
1246,"150"
1247,"190"
1248,"168"
1249,"166"
1250,"172"
1251,"195"
1252,"179"
1253,"176"
1254,"151"
1255,"207"
1256,"168"
1257,"174"
1258,"198"
1259,"188"
1260,"172"
1261,"161"
1262,"169"
1263,"165"
1264,"138"
1265,"164"
1266,"153"
1267,"169"
1268,"155"
1269,"155"
1270,"184"
1271,"162"
1272,"152"
1273,"139"
1274,"159"
1275,"164"
1276,"160"
1277,"168"
1278,"166"
1279,"157"
1280,"142"
1281,"128"
1282,"142"
1283,"159"
1284,"174"
1285,"162"
1286,"158"
1287,"124"
1288,"158"
1289,"163"
1290,"167"
1291,"152"
1292,"151"
1293,"170"
1294,"146"
1295,"164"
1296,"134"
1297,"153"
1298,"132"
1299,"159"
1300,"154"
1301,"158"
1302,"152"
1303,"153"
1304,"147"
1305,"154"
1306,"164"
1307,"122"
1308,"142"
1309,"141"
1310,"123"
1311,"131"
1312,"140"
1313,"144"
1314,"144"
1315,"147"
1316,"167"
1317,"136"
1318,"145"
1319,"144"
1320,"158"
1321,"140"
1322,"128"
1323,"124"
1324,"142"
1325,"142"
1326,"159"
1327,"117"
1328,"144"
1329,"133"
1330,"138"
1331,"149"
1332,"154"
1333,"147"
1334,"127"
1335,"158"
1336,"119"
1337,"125"
1338,"126"
1339,"134"
1340,"132"
1341,"141"
1342,"126"
1343,"121"
1344,"125"
1345,"127"
1346,"136"
1347,"135"
1348,"136"
1349,"128"
1350,"127"
1351,"116"
1352,"123"
1353,"125"
1354,"143"
1355,"127"
1356,"130"
1357,"128"
1358,"128"
1359,"116"
1360,"134"
1361,"108"
1362,"120"
1363,"146"
1364,"130"
1365,"125"
1366,"106"
1367,"122"
1368,"118"
1369,"133"
1370,"159"
1371,"105"
1372,"130"
1373,"119"
1374,"129"
1375,"117"
1376,"113"
1377,"112"
1378,"123"
1379,"134"
1380,"118"
1381,"114"
1382,"118"
1383,"118"
1384,"126"
1385,"105"
1386,"122"
1387,"110"
1388,"121"
1389,"100"
1390,"98"
1391,"118"
1392,"114"
1393,"123"
1394,"144"
1395,"108"
1396,"104"
1397,"105"
1398,"114"
1399,"119"
1400,"116"
1401,"96"
1402,"125"
1403,"117"
1404,"102"
1405,"112"
1406,"119"
1407,"118"
1408,"90"
1409,"103"
1410,"89"
1411,"106"
1412,"110"
1413,"119"
1414,"107"
1415,"103"
1416,"99"
1417,"114"
1418,"81"
1419,"99"
1420,"102"
1421,"103"
1422,"101"
1423,"81"
1424,"96"
1425,"110"
1426,"115"
1427,"106"
1428,"98"
1429,"93"
1430,"100"
1431,"97"
1432,"95"
1433,"83"
1434,"102"
1435,"78"
1436,"97"
1437,"80"
1438,"95"
1439,"99"
1440,"101"
1441,"104"
1442,"92"
1443,"96"
1444,"88"
1445,"72"
1446,"85"
1447,"86"
1448,"104"
1449,"92"
1450,"84"
1451,"83"
1452,"97"
1453,"104"
1454,"91"
1455,"74"
1456,"91"
1457,"87"
1458,"77"
1459,"81"
1460,"82"
1461,"95"
1462,"76"
1463,"87"
1464,"104"
1465,"87"
1466,"85"
1467,"89"
1468,"90"
1469,"82"
1470,"82"
1471,"78"
1472,"79"
1473,"82"
1474,"94"
1475,"87"
1476,"78"
1477,"94"
1478,"79"
1479,"82"
1480,"79"
1481,"72"
1482,"63"
1483,"70"
1484,"74"
1485,"85"
1486,"73"
1487,"66"
1488,"87"
1489,"90"
1490,"71"
1491,"77"
1492,"81"
1493,"83"
1494,"66"
1495,"68"
1496,"69"
1497,"93"
1498,"95"
1499,"67"
1500,"78"
1501,"75"
1502,"72"
1503,"71"
1504,"65"
1505,"67"
1506,"62"
1507,"63"
1508,"79"
1509,"64"
1510,"76"
1511,"69"
1512,"60"
1513,"67"
1514,"64"
1515,"84"
1516,"82"
1517,"79"
1518,"76"
1519,"76"
1520,"63"
1521,"60"
1522,"64"
1523,"55"
1524,"54"
1525,"64"
1526,"64"
1527,"68"
1528,"71"
1529,"64"
1530,"47"
1531,"70"
1532,"57"
1533,"51"
1534,"58"
1535,"63"
1536,"52"
1537,"54"
1538,"57"
1539,"67"
1540,"62"
1541,"58"
1542,"55"
1543,"66"
1544,"56"
1545,"68"
1546,"52"
1547,"35"
1548,"49"
1549,"61"
1550,"48"
1551,"63"
1552,"56"
1553,"43"
1554,"48"
1555,"64"
1556,"72"
1557,"57"
1558,"58"
1559,"50"
1560,"55"
1561,"52"
1562,"55"
1563,"59"
1564,"54"
1565,"47"
1566,"69"
1567,"42"
1568,"43"
1569,"47"
1570,"46"
1571,"55"
1572,"53"
1573,"45"
1574,"44"
1575,"48"
1576,"41"
1577,"54"
1578,"60"
1579,"56"
1580,"51"
1581,"52"
1582,"60"
1583,"44"
1584,"43"
1585,"39"
1586,"46"
1587,"41"
1588,"50"
1589,"50"
1590,"50"
1591,"37"
1592,"43"
1593,"41"
1594,"42"
1595,"49"
1596,"60"
1597,"48"
1598,"35"
1599,"45"
1600,"46"
1601,"41"
1602,"48"
1603,"46"
1604,"42"
1605,"44"
1606,"41"
1607,"40"
1608,"40"
1609,"44"
1610,"37"
1611,"39"
1612,"36"
1613,"33"
1614,"31"
1615,"41"
1616,"42"
1617,"29"
1618,"35"
1619,"24"
1620,"38"
1621,"47"
1622,"36"
1623,"35"
1624,"27"
1625,"31"
1626,"28"
1627,"38"
1628,"26"
1629,"19"
1630,"33"
1631,"32"
1632,"35"
1633,"35"
1634,"31"
1635,"25"
1636,"23"
1637,"24"
1638,"35"
1639,"41"
1640,"24"
1641,"27"
1642,"31"
1643,"19"
1644,"30"
1645,"24"
1646,"24"
1647,"31"
1648,"25"
1649,"26"
1650,"20"
1651,"20"
1652,"27"
1653,"24"
1654,"30"
1655,"26"
1656,"27"
1657,"21"
1658,"26"
1659,"22"
1660,"20"
1661,"19"
1662,"20"
1663,"13"
1664,"27"
1665,"23"
1666,"18"
1667,"18"
1668,"13"
1669,"18"
1670,"16"
1671,"19"
1672,"17"
1673,"12"
1674,"24"
1675,"17"
1676,"17"
1677,"19"
1678,"22"
1679,"17"
1680,"18"
1681,"10"
1682,"17"
1683,"14"
1684,"18"
1685,"17"
1686,"19"
1687,"15"
1688,"20"
1689,"11"
1690,"9"
1691,"16"
1692,"9"
1693,"16"
1694,"13"
1695,"16"
1696,"15"
1697,"9"
1698,"7"
1699,"14"
1700,"12"
1701,"17"
1702,"11"
1703,"14"
1704,"15"
1705,"15"
1706,"10"
1707,"9"
1708,"5"
1709,"14"
1710,"10"
1711,"9"
1712,"9"
1713,"8"
1714,"9"
1715,"13"
1716,"6"
1717,"11"
1718,"8"
1719,"11"
1720,"13"
1721,"8"
1722,"1"
1723,"4"
1724,"8"
1725,"5"
1726,"3"
1727,"7"
1728,"6"
1729,"8"
1730,"7"
1731,"2"
1732,"4"
1733,"10"
1734,"4"
1735,"12"
1736,"6"
1737,"5"
1738,"4"
1739,"8"
1740,"4"
1741,"6"
1742,"6"
1743,"7"
1744,"2"
1745,"6"
1746,"4"
1747,"0"
1748,"4"
1749,"4"
1750,"4"
1751,"5"
1752,"2"
1753,"7"
1754,"3"
1755,"3"
1756,"4"
1757,"4"
1758,"3"
1759,"3"
1760,"4"
1761,"3"
1762,"1"
1763,"1"
1764,"2"
1765,"1"
1766,"3"
1767,"2"
1768,"3"
1769,"2"
1770,"1"
1771,"4"
1772,"2"
1773,"2"
1774,"7"
1775,"2"
1776,"3"
1777,"5"
1778,"2"
1779,"6"
1780,"2"
1781,"2"
1782,"1"
1783,"2"
1784,"3"
1785,"4"
1786,"3"
1787,"2"
1788,"0"
1789,"4"
1790,"5"
1791,"2"
1792,"0"
1793,"7"
1794,"3"
1795,"2"
1796,"2"
1797,"2"
1798,"3"
1799,"3"
1800,"3"
1801,"3"
1802,"2"
1803,"2"
1804,"2"
1805,"0"
1806,"2"
1807,"3"
1808,"4"
1809,"2"
1810,"1"
1811,"1"
1812,"3"
1813,"2"
1814,"1"
1815,"2"
1816,"2"
1817,"1"
1818,"1"
1819,"1"
1820,"1"
1821,"4"
1822,"0"
1823,"1"
1824,"1"
1825,"2"
1826,"0"
1827,"1"
1828,"2"
1829,"2"
1830,"0"
1831,"1"
1832,"0"
1833,"1"
1834,"1"
1835,"2"
1836,"0"
1837,"3"
1838,"1"
1839,"0"
1840,"1"
1841,"1"
1842,"0"
1843,"1"
1844,"0"
1845,"0"
1846,"1"
1847,"2"
1848,"1"
1849,"2"
1850,"1"
1851,"1"
1852,"1"
1853,"2"
1854,"0"
1855,"2"
1856,"2"
1857,"2"
1858,"0"
1859,"1"
1860,"2"
1861,"2"
1862,"2"
1863,"0"
1864,"1"
1865,"0"
1866,"0"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"2"
1872,"1"
1873,"0"
1874,"1"
1875,"0"
1876,"0"
1877,"1"
1878,"1"
1879,"2"
1880,"0"
1881,"1"
1882,"2"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"1"
1888,"0"
1889,"1"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"4"
1896,"2"
1897,"1"
1898,"0"
1899,"0"
1900,"1"
1901,"2"
1902,"0"
1903,"2"
1904,"0"
1905,"1"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"2"
1911,"0"
1912,"1"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"0"
1921,"0"
1922,"1"
1923,"0"
1924,"1"
1925,"1"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"2"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"0"
1938,"2"
1939,"2"
1940,"1"
1941,"0"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"1"
1958,"0"
1959,"0"
1960,"0"
1961,"1"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"2"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"2"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"1"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"1"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


