Bruker AXS Handheld Inc. S1PXRF Spectrum ,
1141,225
1142,199
1143,214
1144,238
1145,206
1146,221
1147,215
1148,222
1149,211
1150,209
1151,250
1152,223
1153,224
1154,189
1155,237
1156,200
1157,208
1158,224
1159,196
1160,200
1161,193
1162,192
1163,205
1164,214
1165,193
1166,196
1167,174
1168,197
1169,177
1170,191
1171,182
1172,208
1173,195
1174,200
1175,196
1176,219
1177,218
1178,188
1179,202
1180,206
1181,225
1182,245
1183,209
1184,221
1185,218
1186,202
1187,193
1188,199
1189,201
1190,199
1191,184
1192,202
1193,169
1194,203
1195,209
1196,181
1197,178
1198,196
1199,196
1200,172
1201,194
1202,186
1203,175
1204,176
1205,199
1206,151
1207,189
1208,171
1209,187
1210,180
1211,183
1212,195
1213,188
1214,165
1215,160
1216,175
1217,186
1218,175
1219,175
1220,176
1221,181
1222,167
1223,147
1224,164
1225,174
1226,207
1227,171
1228,172
1229,179
1230,163
1231,152
1232,149
1233,167
1234,170
1235,139
1236,166
1237,173
1238,149
1239,167
1240,155
1241,160
1242,147
1243,159
1244,189
1245,188
1246,166
1247,178
1248,161
1249,176
1250,157
1251,187
1252,176
1253,179
1254,159
1255,157
1256,175
1257,173
1258,172
1259,141
1260,172
1261,188
1262,147
1263,159
1264,150
1265,178
1266,140
1267,156
1268,151
1269,166
1270,144
1271,170
1272,167
1273,129
1274,161
1275,158
1276,176
1277,136
1278,135
1279,154
1280,168
1281,138
1282,150
1283,151
1284,116
1285,154
1286,142
1287,135
1288,135
1289,156
1290,146
1291,142
1292,167
1293,126
1294,132
1295,152
1296,144
1297,122
1298,150
1299,152
1300,147
1301,145
1302,161
1303,120
1304,147
1305,132
1306,143
1307,133
1308,137
1309,130
1310,133
1311,143
1312,122
1313,142
1314,132
1315,137
1316,147
1317,143
1318,147
1319,111
1320,149
1321,135
1322,129
1323,120
1324,143
1325,125
1326,113
1327,129
1328,119
1329,102
1330,122
1331,122
1332,107
1333,125
1334,142
1335,119
1336,108
1337,122
1338,136
1339,125
1340,125
1341,124
1342,122
1343,108
1344,153
1345,130
1346,131
1347,120
1348,110
1349,120
1350,104
1351,118
1352,124
1353,116
1354,115
1355,119
1356,120
1357,135
1358,118
1359,109
1360,118
1361,108
1362,120
1363,116
1364,121
1365,133
1366,120
1367,108
1368,108
1369,135
1370,116
1371,109
1372,114
1373,116
1374,113
1375,126
1376,124
1377,111
1378,104
1379,108
1380,107
1381,110
1382,118
1383,102
1384,108
1385,103
1386,107
1387,107
1388,115
1389,105
1390,98
1391,96
1392,118
1393,95
1394,108
1395,92
1396,106
1397,112
1398,116
1399,116
1400,105
1401,108
1402,104
1403,87
1404,119
1405,123
1406,112
1407,75
1408,114
1409,117
1410,107
1411,114
1412,106
1413,87
1414,96
1415,114
1416,102
1417,118
1418,100
1419,101
1420,91
1421,86
1422,93
1423,96
1424,111
1425,93
1426,105
1427,107
1428,94
1429,88
1430,93
1431,75
1432,87
1433,82
1434,96
1435,98
1436,80
1437,93
1438,80
1439,100
1440,87
1441,87
1442,68
1443,88
1444,96
1445,103
1446,91
1447,75
1448,97
1449,91
1450,88
1451,85
1452,98
1453,85
1454,91
1455,76
1456,73
1457,76
1458,92
1459,68
1460,87
1461,63
1462,89
1463,84
1464,80
1465,81
1466,85
1467,82
1468,76
1469,87
1470,78
1471,86
1472,79
1473,89
1474,103
1475,83
1476,67
1477,65
1478,92
1479,77
1480,80
1481,88
1482,72
1483,66
1484,73
1485,79
1486,78
1487,65
1488,74
1489,70
1490,70
1491,90
1492,72
1493,68
1494,84
1495,84
1496,77
1497,63
1498,63
1499,65
1500,81
1501,71
1502,65
1503,66
1504,67
1505,69
1506,81
1507,61
1508,61
1509,69
1510,69
1511,68
1512,54
1513,63
1514,61
1515,72
1516,74
1517,64
1518,68
1519,67
1520,57
1521,56
1522,66
1523,71
1524,64
1525,72
1526,65
1527,64
1528,56
1529,58
1530,53
1531,69
1532,71
1533,50
1534,51
1535,60
1536,53
1537,52
1538,66
1539,69
1540,58
1541,58
1542,51
1543,63
1544,62
1545,52
1546,58
1547,44
1548,51
1549,53
1550,52
1551,53
1552,57
1553,60
1554,62
1555,41
1556,37
1557,63
1558,52
1559,49
1560,43
1561,48
1562,49
1563,45
1564,62
1565,42
1566,51
1567,54
1568,44
1569,53
1570,55
1571,70
1572,45
1573,51
1574,45
1575,65
1576,49
1577,46
1578,47
1579,47
1580,45
1581,43
1582,39
1583,47
1584,45
1585,41
1586,53
1587,36
1588,60
1589,26
1590,44
1591,41
1592,33
1593,41
1594,43
1595,34
1596,33
1597,41
1598,36
1599,46
1600,49
1601,39
1602,37
1603,46
1604,36
1605,41
1606,38
1607,50
1608,29
1609,36
1610,48
1611,37
1612,42
1613,35
1614,36
1615,46
1616,32
1617,40
1618,31
1619,37
1620,23
1621,36
1622,29
1623,31
1624,31
1625,35
1626,28
1627,37
1628,38
1629,33
1630,26
1631,30
1632,28
1633,36
1634,34
1635,28
1636,30
1637,21
1638,26
1639,22
1640,37
1641,28
1642,21
1643,27
1644,23
1645,14
1646,24
1647,22
1648,22
1649,20
1650,33
1651,13
1652,21
1653,33
1654,24
1655,25
1656,26
1657,16
1658,22
1659,26
1660,30
1661,28
1662,29
1663,23
1664,22
1665,26
1666,17
1667,20
1668,22
1669,18
1670,17
1671,21
1672,20
1673,14
1674,17
1675,16
1676,19
1677,21
1678,15
1679,19
1680,18
1681,11
1682,13
1683,15
1684,14
1685,16
1686,11
1687,18
1688,21
1689,11
1690,23
1691,12
1692,19
1693,19
1694,15
1695,12
1696,11
1697,14
1698,15
1699,10
1700,6
1701,13
1702,12
1703,12
1704,7
1705,13
1706,6
1707,10
1708,7
1709,13
1710,13
1711,8
1712,9
1713,8
1714,12
1715,8
1716,13
1717,4
1718,11
1719,11
1720,9
1721,8
1722,5
1723,5
1724,6
1725,7
1726,10
1727,10
1728,8
1729,7
1730,5
1731,7
1732,10
1733,8
1734,6
1735,4
1736,5
1737,9
1738,4
1739,6
1740,8
1741,3
1742,5
1743,4
1744,6
1745,2
1746,4
1747,0
1748,4
1749,6
1750,5
1751,3
1752,8
1753,10
1754,5
1755,5
1756,2
1757,4
1758,7
1759,5
1760,3
1761,2
1762,4
1763,7
1764,1
1765,5
1766,2
1767,4
1768,7
1769,4
1770,2
1771,4
1772,2
1773,5
1774,2
1775,2
1776,7
1777,3
1778,4
1779,1
1780,1
1781,4
1782,4
1783,3
1784,3
1785,2
1786,0
1787,2
1788,4
1789,2
1790,1
1791,1
1792,2
1793,1
1794,1
1795,2
1796,3
1797,1
1798,2
1799,1
1800,2
1801,2
1802,1
1803,0
1804,1
1805,1
1806,3
1807,3
1808,6
1809,3
1810,0
1811,2
1812,1
1813,1
1814,1
1815,1
1816,2
1817,1
1818,0
1819,0
1820,2
1821,0
1822,1
1823,1
1824,2
1825,5
1826,1
1827,1
1828,1
1829,2
1830,0
1831,0
1832,1
1833,0
1834,0
1835,0
1836,0
1837,1
1838,1
1839,1
1840,2
1841,1
1842,3
1843,0
1844,1
1845,2
1846,1
1847,1
1848,1
1849,1
1850,0
1851,1
1852,3
1853,2
1854,2
1855,1
1856,1
1857,1
1858,0
1859,2
1860,0
1861,1
1862,1
1863,1
1864,0
1865,2
1866,2
1867,1
1868,1
1869,2
1870,1
1871,0
1872,0
1873,1
1874,0
1875,1
1876,1
1877,0
1878,1
1879,2
1880,0
1881,1
1882,0
1883,0
1884,0
1885,0
1886,0
1887,1
1888,0
1889,1
1890,0
1891,0
1892,1
1893,1
1894,1
1895,2
1896,2
1897,1
1898,0
1899,0
1900,2
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,0
1916,1
1917,0
1918,1
1919,0
1920,0
1921,0
1922,1
1923,0
1924,1
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,2
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,1
1949,0
1950,0
1951,0
1952,0
1953,1
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,1
1965,0
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,1
1988,0
1989,0
1990,0
1991,0
1992,1
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
