Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4G -1phi 3"
1003,"867"
1004,"899"
1005,"844"
1006,"751"
1007,"751"
1008,"694"
1009,"589"
1010,"575"
1011,"509"
1012,"471"
1013,"440"
1014,"413"
1015,"373"
1016,"407"
1017,"379"
1018,"332"
1019,"349"
1020,"369"
1021,"315"
1022,"321"
1023,"380"
1024,"335"
1025,"388"
1026,"309"
1027,"377"
1028,"361"
1029,"362"
1030,"394"
1031,"355"
1032,"437"
1033,"394"
1034,"418"
1035,"414"
1036,"416"
1037,"498"
1038,"496"
1039,"489"
1040,"529"
1041,"545"
1042,"525"
1043,"611"
1044,"625"
1045,"609"
1046,"592"
1047,"637"
1048,"652"
1049,"671"
1050,"630"
1051,"675"
1052,"641"
1053,"688"
1054,"628"
1055,"618"
1056,"603"
1057,"542"
1058,"496"
1059,"523"
1060,"518"
1061,"451"
1062,"434"
1063,"473"
1064,"406"
1065,"379"
1066,"400"
1067,"386"
1068,"351"
1069,"406"
1070,"388"
1071,"318"
1072,"362"
1073,"335"
1074,"364"
1075,"344"
1076,"349"
1077,"331"
1078,"351"
1079,"316"
1080,"324"
1081,"292"
1082,"303"
1083,"308"
1084,"283"
1085,"283"
1086,"313"
1087,"278"
1088,"273"
1089,"265"
1090,"283"
1091,"299"
1092,"267"
1093,"284"
1094,"265"
1095,"306"
1096,"297"
1097,"260"
1098,"300"
1099,"240"
1100,"289"
1101,"272"
1102,"239"
1103,"263"
1104,"250"
1105,"225"
1106,"241"
1107,"243"
1108,"250"
1109,"239"
1110,"237"
1111,"249"
1112,"233"
1113,"242"
1114,"226"
1115,"236"
1116,"237"
1117,"248"
1118,"236"
1119,"250"
1120,"228"
1121,"268"
1122,"260"
1123,"276"
1124,"284"
1125,"267"
1126,"337"
1127,"318"
1128,"307"
1129,"323"
1130,"325"
1131,"331"
1132,"285"
1133,"299"
1134,"285"
1135,"275"
1136,"242"
1137,"254"
1138,"266"
1139,"235"
1140,"222"
1141,"220"
1142,"224"
1143,"219"
1144,"206"
1145,"242"
1146,"243"
1147,"217"
1148,"243"
1149,"226"
1150,"201"
1151,"197"
1152,"187"
1153,"217"
1154,"240"
1155,"212"
1156,"212"
1157,"220"
1158,"212"
1159,"212"
1160,"215"
1161,"195"
1162,"224"
1163,"211"
1164,"210"
1165,"183"
1166,"214"
1167,"210"
1168,"223"
1169,"163"
1170,"205"
1171,"213"
1172,"215"
1173,"212"
1174,"195"
1175,"252"
1176,"205"
1177,"260"
1178,"218"
1179,"224"
1180,"220"
1181,"223"
1182,"219"
1183,"242"
1184,"225"
1185,"224"
1186,"222"
1187,"241"
1188,"216"
1189,"217"
1190,"223"
1191,"220"
1192,"192"
1193,"175"
1194,"209"
1195,"190"
1196,"204"
1197,"191"
1198,"217"
1199,"229"
1200,"178"
1201,"186"
1202,"204"
1203,"206"
1204,"168"
1205,"190"
1206,"186"
1207,"199"
1208,"200"
1209,"203"
1210,"183"
1211,"189"
1212,"179"
1213,"193"
1214,"186"
1215,"194"
1216,"189"
1217,"166"
1218,"211"
1219,"174"
1220,"166"
1221,"187"
1222,"189"
1223,"199"
1224,"208"
1225,"156"
1226,"206"
1227,"209"
1228,"184"
1229,"162"
1230,"195"
1231,"172"
1232,"161"
1233,"154"
1234,"180"
1235,"175"
1236,"165"
1237,"187"
1238,"177"
1239,"154"
1240,"177"
1241,"187"
1242,"183"
1243,"173"
1244,"211"
1245,"188"
1246,"171"
1247,"177"
1248,"188"
1249,"196"
1250,"175"
1251,"191"
1252,"181"
1253,"183"
1254,"166"
1255,"175"
1256,"174"
1257,"204"
1258,"177"
1259,"182"
1260,"168"
1261,"165"
1262,"157"
1263,"163"
1264,"184"
1265,"161"
1266,"148"
1267,"172"
1268,"168"
1269,"168"
1270,"145"
1271,"171"
1272,"165"
1273,"158"
1274,"173"
1275,"155"
1276,"147"
1277,"144"
1278,"156"
1279,"135"
1280,"159"
1281,"148"
1282,"160"
1283,"157"
1284,"158"
1285,"153"
1286,"144"
1287,"131"
1288,"140"
1289,"148"
1290,"157"
1291,"158"
1292,"150"
1293,"149"
1294,"162"
1295,"161"
1296,"180"
1297,"162"
1298,"154"
1299,"145"
1300,"149"
1301,"133"
1302,"143"
1303,"142"
1304,"145"
1305,"146"
1306,"148"
1307,"165"
1308,"127"
1309,"145"
1310,"139"
1311,"171"
1312,"155"
1313,"151"
1314,"139"
1315,"156"
1316,"155"
1317,"157"
1318,"127"
1319,"140"
1320,"122"
1321,"145"
1322,"133"
1323,"142"
1324,"144"
1325,"149"
1326,"138"
1327,"137"
1328,"141"
1329,"149"
1330,"137"
1331,"122"
1332,"118"
1333,"136"
1334,"126"
1335,"133"
1336,"132"
1337,"140"
1338,"127"
1339,"136"
1340,"145"
1341,"133"
1342,"129"
1343,"135"
1344,"146"
1345,"131"
1346,"130"
1347,"144"
1348,"123"
1349,"146"
1350,"124"
1351,"135"
1352,"126"
1353,"131"
1354,"143"
1355,"133"
1356,"122"
1357,"144"
1358,"151"
1359,"133"
1360,"143"
1361,"138"
1362,"121"
1363,"128"
1364,"121"
1365,"112"
1366,"143"
1367,"126"
1368,"120"
1369,"116"
1370,"149"
1371,"129"
1372,"96"
1373,"123"
1374,"125"
1375,"141"
1376,"122"
1377,"117"
1378,"136"
1379,"132"
1380,"116"
1381,"116"
1382,"114"
1383,"98"
1384,"94"
1385,"111"
1386,"120"
1387,"128"
1388,"115"
1389,"115"
1390,"117"
1391,"114"
1392,"101"
1393,"137"
1394,"110"
1395,"131"
1396,"136"
1397,"113"
1398,"119"
1399,"132"
1400,"100"
1401,"116"
1402,"120"
1403,"100"
1404,"108"
1405,"116"
1406,"116"
1407,"103"
1408,"99"
1409,"114"
1410,"113"
1411,"118"
1412,"115"
1413,"107"
1414,"109"
1415,"109"
1416,"105"
1417,"112"
1418,"100"
1419,"111"
1420,"110"
1421,"93"
1422,"112"
1423,"101"
1424,"112"
1425,"105"
1426,"115"
1427,"112"
1428,"95"
1429,"108"
1430,"99"
1431,"95"
1432,"103"
1433,"100"
1434,"123"
1435,"103"
1436,"96"
1437,"89"
1438,"102"
1439,"98"
1440,"110"
1441,"93"
1442,"99"
1443,"96"
1444,"105"
1445,"94"
1446,"99"
1447,"113"
1448,"112"
1449,"92"
1450,"94"
1451,"98"
1452,"79"
1453,"107"
1454,"103"
1455,"78"
1456,"84"
1457,"90"
1458,"110"
1459,"86"
1460,"84"
1461,"83"
1462,"82"
1463,"84"
1464,"79"
1465,"98"
1466,"82"
1467,"87"
1468,"91"
1469,"85"
1470,"82"
1471,"82"
1472,"82"
1473,"82"
1474,"62"
1475,"83"
1476,"100"
1477,"82"
1478,"94"
1479,"91"
1480,"82"
1481,"71"
1482,"80"
1483,"89"
1484,"71"
1485,"91"
1486,"88"
1487,"77"
1488,"66"
1489,"78"
1490,"77"
1491,"88"
1492,"71"
1493,"80"
1494,"78"
1495,"73"
1496,"71"
1497,"63"
1498,"85"
1499,"84"
1500,"92"
1501,"84"
1502,"75"
1503,"65"
1504,"72"
1505,"74"
1506,"68"
1507,"75"
1508,"96"
1509,"69"
1510,"67"
1511,"72"
1512,"61"
1513,"78"
1514,"67"
1515,"73"
1516,"71"
1517,"70"
1518,"71"
1519,"85"
1520,"67"
1521,"53"
1522,"67"
1523,"74"
1524,"65"
1525,"72"
1526,"63"
1527,"64"
1528,"65"
1529,"63"
1530,"68"
1531,"71"
1532,"59"
1533,"81"
1534,"62"
1535,"67"
1536,"53"
1537,"63"
1538,"66"
1539,"65"
1540,"67"
1541,"56"
1542,"57"
1543,"64"
1544,"41"
1545,"54"
1546,"60"
1547,"64"
1548,"65"
1549,"78"
1550,"51"
1551,"68"
1552,"47"
1553,"80"
1554,"53"
1555,"59"
1556,"71"
1557,"56"
1558,"44"
1559,"54"
1560,"51"
1561,"68"
1562,"60"
1563,"52"
1564,"52"
1565,"60"
1566,"61"
1567,"60"
1568,"39"
1569,"65"
1570,"59"
1571,"49"
1572,"58"
1573,"65"
1574,"51"
1575,"40"
1576,"51"
1577,"53"
1578,"51"
1579,"57"
1580,"51"
1581,"34"
1582,"48"
1583,"51"
1584,"46"
1585,"45"
1586,"41"
1587,"46"
1588,"43"
1589,"52"
1590,"39"
1591,"43"
1592,"39"
1593,"37"
1594,"47"
1595,"42"
1596,"37"
1597,"44"
1598,"38"
1599,"44"
1600,"41"
1601,"40"
1602,"42"
1603,"44"
1604,"43"
1605,"40"
1606,"49"
1607,"40"
1608,"35"
1609,"40"
1610,"45"
1611,"33"
1612,"40"
1613,"40"
1614,"44"
1615,"32"
1616,"35"
1617,"46"
1618,"29"
1619,"27"
1620,"33"
1621,"33"
1622,"46"
1623,"31"
1624,"26"
1625,"40"
1626,"26"
1627,"24"
1628,"19"
1629,"31"
1630,"38"
1631,"34"
1632,"29"
1633,"24"
1634,"32"
1635,"29"
1636,"26"
1637,"29"
1638,"24"
1639,"45"
1640,"24"
1641,"23"
1642,"24"
1643,"23"
1644,"25"
1645,"34"
1646,"26"
1647,"26"
1648,"18"
1649,"23"
1650,"23"
1651,"21"
1652,"26"
1653,"25"
1654,"26"
1655,"26"
1656,"23"
1657,"25"
1658,"34"
1659,"21"
1660,"30"
1661,"21"
1662,"24"
1663,"26"
1664,"24"
1665,"20"
1666,"20"
1667,"26"
1668,"23"
1669,"30"
1670,"30"
1671,"21"
1672,"22"
1673,"20"
1674,"16"
1675,"20"
1676,"19"
1677,"24"
1678,"17"
1679,"11"
1680,"16"
1681,"19"
1682,"17"
1683,"10"
1684,"17"
1685,"9"
1686,"16"
1687,"12"
1688,"12"
1689,"12"
1690,"18"
1691,"13"
1692,"16"
1693,"17"
1694,"16"
1695,"9"
1696,"15"
1697,"10"
1698,"18"
1699,"9"
1700,"19"
1701,"19"
1702,"13"
1703,"8"
1704,"10"
1705,"17"
1706,"17"
1707,"12"
1708,"7"
1709,"10"
1710,"11"
1711,"9"
1712,"9"
1713,"9"
1714,"11"
1715,"4"
1716,"9"
1717,"9"
1718,"11"
1719,"6"
1720,"8"
1721,"4"
1722,"10"
1723,"8"
1724,"8"
1725,"4"
1726,"9"
1727,"6"
1728,"8"
1729,"14"
1730,"7"
1731,"5"
1732,"3"
1733,"6"
1734,"6"
1735,"6"
1736,"4"
1737,"2"
1738,"10"
1739,"7"
1740,"3"
1741,"9"
1742,"5"
1743,"3"
1744,"6"
1745,"5"
1746,"3"
1747,"5"
1748,"1"
1749,"7"
1750,"4"
1751,"0"
1752,"2"
1753,"4"
1754,"2"
1755,"5"
1756,"4"
1757,"4"
1758,"7"
1759,"1"
1760,"4"
1761,"0"
1762,"3"
1763,"4"
1764,"5"
1765,"3"
1766,"5"
1767,"3"
1768,"5"
1769,"5"
1770,"4"
1771,"6"
1772,"5"
1773,"2"
1774,"3"
1775,"3"
1776,"2"
1777,"5"
1778,"1"
1779,"5"
1780,"2"
1781,"3"
1782,"7"
1783,"3"
1784,"1"
1785,"2"
1786,"5"
1787,"3"
1788,"3"
1789,"3"
1790,"3"
1791,"3"
1792,"2"
1793,"0"
1794,"1"
1795,"5"
1796,"2"
1797,"3"
1798,"1"
1799,"3"
1800,"0"
1801,"1"
1802,"2"
1803,"1"
1804,"2"
1805,"4"
1806,"4"
1807,"2"
1808,"1"
1809,"1"
1810,"2"
1811,"4"
1812,"2"
1813,"1"
1814,"1"
1815,"0"
1816,"3"
1817,"1"
1818,"2"
1819,"3"
1820,"1"
1821,"1"
1822,"2"
1823,"2"
1824,"2"
1825,"0"
1826,"4"
1827,"2"
1828,"2"
1829,"2"
1830,"1"
1831,"1"
1832,"1"
1833,"1"
1834,"1"
1835,"2"
1836,"2"
1837,"2"
1838,"0"
1839,"0"
1840,"2"
1841,"3"
1842,"2"
1843,"1"
1844,"1"
1845,"3"
1846,"1"
1847,"1"
1848,"1"
1849,"0"
1850,"0"
1851,"0"
1852,"0"
1853,"0"
1854,"1"
1855,"1"
1856,"1"
1857,"3"
1858,"0"
1859,"1"
1860,"1"
1861,"0"
1862,"1"
1863,"0"
1864,"2"
1865,"0"
1866,"3"
1867,"0"
1868,"0"
1869,"0"
1870,"1"
1871,"0"
1872,"0"
1873,"2"
1874,"0"
1875,"0"
1876,"1"
1877,"3"
1878,"1"
1879,"1"
1880,"1"
1881,"0"
1882,"0"
1883,"0"
1884,"2"
1885,"0"
1886,"1"
1887,"1"
1888,"3"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"2"
1896,"1"
1897,"1"
1898,"2"
1899,"2"
1900,"0"
1901,"0"
1902,"1"
1903,"0"
1904,"0"
1905,"1"
1906,"0"
1907,"0"
1908,"2"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"0"
1927,"1"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"1"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"2"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"1"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"1"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"1"
1968,"0"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"1"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"1"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"1"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"1"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"1"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


