Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4E 0phi 0"
273,"367"
274,"344"
275,"396"
276,"375"
277,"444"
278,"391"
279,"441"
280,"375"
281,"409"
282,"390"
283,"384"
284,"379"
285,"368"
286,"378"
287,"375"
288,"374"
289,"338"
290,"351"
291,"335"
292,"370"
293,"346"
294,"363"
295,"331"
296,"347"
297,"357"
298,"354"
299,"364"
300,"329"
301,"343"
302,"405"
303,"317"
304,"393"
305,"367"
306,"396"
307,"392"
308,"408"
309,"410"
310,"440"
311,"432"
312,"545"
313,"559"
314,"624"
315,"756"
316,"785"
317,"918"
318,"952"
319,"946"
320,"841"
321,"741"
322,"652"
323,"575"
324,"496"
325,"413"
326,"414"
327,"391"
328,"374"
329,"402"
330,"425"
331,"425"
332,"484"
333,"447"
334,"427"
335,"470"
336,"451"
337,"491"
338,"479"
339,"459"
340,"478"
341,"447"
342,"463"
343,"459"
344,"494"
345,"449"
346,"527"
347,"526"
348,"541"
349,"548"
350,"534"
351,"593"
352,"609"
353,"565"
354,"581"
355,"613"
356,"619"
357,"633"
358,"650"
359,"703"
360,"735"
361,"715"
362,"786"
363,"815"
364,"855"
365,"908"
366,"1005"
367,"1167"
368,"1263"
369,"1368"
370,"1423"
371,"1438"
372,"1386"
373,"1195"
374,"1182"
375,"924"
376,"785"
377,"681"
378,"600"
379,"461"
380,"443"
381,"439"
382,"409"
383,"396"
384,"386"
385,"437"
386,"393"
387,"430"
388,"438"
389,"423"
390,"425"
391,"440"
392,"481"
393,"472"
394,"503"
395,"526"
396,"555"
397,"629"
398,"661"
399,"685"
400,"661"
401,"675"
402,"607"
403,"585"
404,"640"
405,"598"
406,"570"
407,"525"
408,"558"
409,"549"
410,"505"
411,"516"
412,"508"
413,"485"
414,"480"
415,"481"
416,"474"
417,"512"
418,"486"
419,"438"
420,"446"
421,"506"
422,"481"
423,"498"
424,"501"
425,"498"
426,"529"
427,"467"
428,"485"
429,"499"
430,"505"
431,"506"
432,"473"
433,"471"
434,"456"
435,"451"
436,"434"
437,"411"
438,"428"
439,"484"
440,"484"
441,"459"
442,"525"
443,"491"
444,"484"
445,"486"
446,"501"
447,"454"
448,"486"
449,"487"
450,"502"
451,"464"
452,"477"
453,"470"
454,"472"
455,"484"
456,"481"
457,"543"
458,"521"
459,"553"
460,"520"
461,"514"
462,"578"
463,"493"
464,"515"
465,"502"
466,"494"
467,"509"
468,"490"
469,"501"
470,"531"
471,"506"
472,"480"
473,"505"
474,"467"
475,"469"
476,"465"
477,"458"
478,"538"
479,"459"
480,"499"
481,"489"
482,"523"
483,"501"
484,"541"
485,"505"
486,"556"
487,"545"
488,"569"
489,"529"
490,"562"
491,"521"
492,"509"
493,"548"
494,"525"
495,"524"
496,"558"
497,"553"
498,"563"
499,"576"
500,"535"
501,"538"
502,"517"
503,"499"
504,"510"
505,"514"
506,"487"
507,"520"
508,"462"
509,"483"
510,"510"
511,"469"
512,"498"
513,"458"
514,"483"
515,"490"
516,"476"
517,"491"
518,"484"
519,"499"
520,"449"
521,"476"
522,"496"
523,"531"
524,"517"
525,"446"
526,"431"
527,"459"
528,"434"
529,"470"
530,"444"
531,"454"
532,"481"
533,"498"
534,"435"
535,"443"
536,"430"
537,"458"
538,"443"
539,"430"
540,"415"
541,"431"
542,"427"
543,"438"
544,"425"
545,"434"
546,"459"
547,"437"
548,"452"
549,"431"
550,"449"
551,"444"
552,"418"
553,"461"
554,"448"
555,"449"
556,"481"
557,"479"
558,"468"
559,"487"
560,"446"
561,"444"
562,"460"
563,"467"
564,"446"
565,"458"
566,"453"
567,"469"
568,"438"
569,"446"
570,"444"
571,"421"
572,"465"
573,"455"
574,"443"
575,"459"
576,"442"
577,"472"
578,"479"
579,"475"
580,"443"
581,"480"
582,"429"
583,"477"
584,"480"
585,"448"
586,"480"
587,"458"
588,"455"
589,"473"
590,"466"
591,"422"
592,"481"
593,"439"
594,"487"
595,"468"
596,"494"
597,"471"
598,"469"
599,"466"
600,"468"
601,"460"
602,"441"
603,"456"
604,"438"
605,"448"
606,"455"
607,"449"
608,"489"
609,"451"
610,"484"
611,"472"
612,"478"
613,"454"
614,"456"
615,"474"
616,"430"
617,"475"
618,"478"
619,"473"
620,"423"
621,"486"
622,"490"
623,"485"
624,"496"
625,"491"
626,"493"
627,"504"
628,"492"
629,"517"
630,"490"
631,"515"
632,"464"
633,"467"
634,"470"
635,"472"
636,"506"
637,"456"
638,"453"
639,"469"
640,"454"
641,"451"
642,"467"
643,"475"
644,"507"
645,"440"
646,"423"
647,"449"
648,"448"
649,"449"
650,"507"
651,"461"
652,"488"
653,"464"
654,"456"
655,"527"
656,"496"
657,"554"
658,"600"
659,"615"
660,"686"
661,"756"
662,"798"
663,"802"
664,"859"
665,"914"
666,"881"
667,"812"
668,"744"
669,"708"
670,"642"
671,"579"
672,"580"
673,"537"
674,"463"
675,"470"
676,"419"
677,"456"
678,"467"
679,"428"
680,"451"
681,"446"
682,"494"
683,"463"
684,"468"
685,"434"
686,"453"
687,"445"
688,"450"
689,"470"
690,"453"
691,"466"
692,"466"
693,"489"
694,"517"
695,"570"
696,"554"
697,"653"
698,"698"
699,"724"
700,"825"
701,"848"
702,"850"
703,"885"
704,"842"
705,"864"
706,"749"
707,"727"
708,"723"
709,"548"
710,"539"
711,"524"
712,"511"
713,"476"
714,"469"
715,"455"
716,"450"
717,"452"
718,"431"
719,"455"
720,"407"
721,"470"
722,"428"
723,"458"
724,"431"
725,"425"
726,"452"
727,"444"
728,"431"
729,"434"
730,"417"
731,"393"
732,"423"
733,"436"
734,"514"
735,"392"
736,"452"
737,"463"
738,"433"
739,"487"
740,"514"
741,"496"
742,"446"
743,"515"
744,"502"
745,"470"
746,"446"
747,"444"
748,"467"
749,"430"
750,"448"
751,"481"
752,"426"
753,"423"
754,"439"
755,"399"
756,"399"
757,"409"
758,"379"
759,"429"
760,"409"
761,"433"
762,"395"
763,"441"
764,"388"
765,"409"
766,"402"
767,"365"
768,"421"
769,"432"
770,"427"
771,"369"
772,"392"
773,"396"
774,"428"
775,"430"
776,"443"
777,"466"
778,"447"
779,"426"
780,"458"
781,"440"
782,"532"
783,"472"
784,"454"
785,"510"
786,"540"
787,"494"
788,"468"
789,"506"
790,"478"
791,"471"
792,"478"
793,"420"
794,"451"
795,"423"
796,"429"
797,"356"
798,"397"
799,"391"
800,"411"
801,"389"
802,"366"
803,"413"
804,"380"
805,"347"
806,"396"
807,"400"
808,"439"
809,"361"
810,"393"
811,"398"
812,"436"
813,"346"
814,"390"
815,"408"
816,"397"
817,"407"
818,"398"
819,"419"
820,"398"
821,"401"
822,"390"
823,"369"
824,"397"
825,"442"
826,"382"
827,"360"
828,"364"
829,"442"
830,"350"
831,"381"
832,"361"
833,"386"
834,"397"
835,"379"
836,"398"
837,"413"
838,"417"
839,"371"
840,"403"
841,"393"
842,"427"
843,"395"
844,"404"
845,"381"
846,"367"
847,"373"
848,"377"
849,"406"
850,"379"
851,"357"
852,"396"
853,"409"
854,"404"
855,"420"
856,"408"
857,"406"
858,"386"
859,"379"
860,"384"
861,"389"
862,"419"
863,"404"
864,"394"
865,"394"
866,"382"
867,"411"
868,"387"
869,"437"
870,"405"
871,"410"
872,"444"
873,"419"
874,"436"
875,"417"
876,"438"
877,"456"
878,"447"
879,"459"
880,"427"
881,"425"
882,"441"
883,"419"
884,"448"
885,"429"
886,"393"
887,"427"
888,"435"
889,"444"
890,"462"
891,"483"
892,"470"
893,"462"
894,"468"
895,"473"
896,"438"
897,"481"
898,"503"
899,"469"
900,"490"
901,"474"
902,"509"
903,"478"
904,"513"
905,"531"
906,"535"
907,"515"
908,"556"
909,"578"
910,"563"
911,"619"
912,"578"
913,"634"
914,"627"
915,"657"
916,"631"
917,"699"
918,"763"
919,"775"
920,"788"
921,"805"
922,"926"
923,"927"
924,"953"
925,"987"
926,"1016"
927,"1083"
928,"1074"
929,"1181"
930,"1180"
931,"1163"
932,"1327"
933,"1268"
934,"1300"
935,"1285"
936,"1373"
937,"1405"
938,"1384"
939,"1369"
940,"1386"
941,"1245"
942,"1426"
943,"1388"
944,"1333"
945,"1412"
946,"1297"
947,"1296"
948,"1284"
949,"1248"
950,"1234"
951,"1166"
952,"1121"
953,"1064"
954,"1058"
955,"1034"
956,"886"
957,"876"
958,"841"
959,"856"
960,"762"
961,"711"
962,"738"
963,"711"
964,"676"
965,"638"
966,"641"
967,"625"
968,"595"
969,"571"
970,"557"
971,"554"
972,"526"
973,"486"
974,"486"
975,"478"
976,"481"
977,"479"
978,"477"
979,"413"
980,"433"
981,"426"
982,"430"
983,"401"
984,"413"
985,"410"
986,"437"
987,"418"
988,"403"
989,"474"
990,"440"
991,"481"
992,"522"
993,"560"
994,"620"
995,"643"
996,"698"
997,"745"
998,"785"
999,"849"
1000,"898"
1001,"874"
1002,"928"
1003,"917"
1004,"843"
1005,"853"
1006,"809"
1007,"765"
1008,"758"
1009,"680"
1010,"612"
1011,"554"
1012,"492"
1013,"472"
1014,"382"
1015,"399"
1016,"390"
1017,"328"
1018,"362"
1019,"372"
1020,"354"
1021,"365"
1022,"366"
1023,"345"
1024,"356"
1025,"378"
1026,"352"
1027,"366"
1028,"398"
1029,"396"
1030,"352"
1031,"409"
1032,"356"
1033,"384"
1034,"371"
1035,"421"
1036,"435"
1037,"428"
1038,"444"
1039,"470"
1040,"455"
1041,"524"
1042,"525"
1043,"566"
1044,"601"
1045,"591"
1046,"638"
1047,"640"
1048,"631"
1049,"683"
1050,"717"
1051,"704"
1052,"652"
1053,"695"
1054,"630"
1055,"606"
1056,"587"
1057,"581"
1058,"541"
1059,"530"
1060,"477"
1061,"483"
1062,"430"
1063,"425"
1064,"427"
1065,"426"
1066,"444"
1067,"404"
1068,"358"
1069,"386"
1070,"371"
1071,"370"
1072,"367"
1073,"333"
1074,"357"
1075,"374"
1076,"332"
1077,"358"
1078,"294"
1079,"350"
1080,"285"
1081,"306"
1082,"326"
1083,"277"
1084,"300"
1085,"313"
1086,"275"
1087,"307"
1088,"301"
1089,"258"
1090,"304"
1091,"302"
1092,"298"
1093,"283"
1094,"266"
1095,"271"
1096,"256"
1097,"237"
1098,"277"
1099,"268"
1100,"253"
1101,"244"
1102,"267"
1103,"254"
1104,"251"
1105,"233"
1106,"266"
1107,"252"
1108,"271"
1109,"245"
1110,"284"
1111,"256"
1112,"272"
1113,"239"
1114,"242"
1115,"229"
1116,"224"
1117,"247"
1118,"254"
1119,"251"
1120,"263"
1121,"240"
1122,"283"
1123,"291"
1124,"289"
1125,"297"
1126,"335"
1127,"282"
1128,"367"
1129,"337"
1130,"302"
1131,"302"
1132,"283"
1133,"279"
1134,"259"
1135,"284"
1136,"241"
1137,"269"
1138,"229"
1139,"233"
1140,"242"
1141,"231"
1142,"209"
1143,"267"
1144,"243"
1145,"230"
1146,"235"
1147,"254"
1148,"232"
1149,"253"
1150,"220"
1151,"260"
1152,"268"
1153,"246"
1154,"228"
1155,"213"
1156,"239"
1157,"203"
1158,"188"
1159,"201"
1160,"203"
1161,"193"
1162,"196"
1163,"213"
1164,"216"
1165,"215"
1166,"234"
1167,"218"
1168,"207"
1169,"223"
1170,"196"
1171,"211"
1172,"210"
1173,"222"
1174,"218"
1175,"200"
1176,"202"
1177,"208"
1178,"228"
1179,"229"
1180,"235"
1181,"222"
1182,"228"
1183,"252"
1184,"266"
1185,"244"
1186,"211"
1187,"248"
1188,"222"
1189,"229"
1190,"219"
1191,"188"
1192,"190"
1193,"212"
1194,"214"
1195,"192"
1196,"178"
1197,"206"
1198,"201"
1199,"200"
1200,"202"
1201,"200"
1202,"192"
1203,"186"
1204,"186"
1205,"205"
1206,"216"
1207,"204"
1208,"209"
1209,"194"
1210,"181"
1211,"211"
1212,"231"
1213,"190"
1214,"176"
1215,"210"
1216,"197"
1217,"175"
1218,"197"
1219,"168"
1220,"187"
1221,"153"
1222,"188"
1223,"181"
1224,"167"
1225,"172"
1226,"186"
1227,"197"
1228,"183"
1229,"172"
1230,"182"
1231,"185"
1232,"183"
1233,"185"
1234,"173"
1235,"163"
1236,"177"
1237,"184"
1238,"187"
1239,"159"
1240,"172"
1241,"175"
1242,"178"
1243,"153"
1244,"170"
1245,"181"
1246,"186"
1247,"197"
1248,"182"
1249,"171"
1250,"187"
1251,"173"
1252,"190"
1253,"181"
1254,"186"
1255,"165"
1256,"177"
1257,"189"
1258,"175"
1259,"165"
1260,"188"
1261,"177"
1262,"167"
1263,"165"
1264,"165"
1265,"182"
1266,"199"
1267,"167"
1268,"185"
1269,"169"
1270,"159"
1271,"168"
1272,"171"
1273,"161"
1274,"175"
1275,"161"
1276,"151"
1277,"157"
1278,"163"
1279,"187"
1280,"163"
1281,"187"
1282,"139"
1283,"173"
1284,"162"
1285,"152"
1286,"144"
1287,"177"
1288,"172"
1289,"155"
1290,"165"
1291,"141"
1292,"164"
1293,"154"
1294,"162"
1295,"153"
1296,"151"
1297,"166"
1298,"154"
1299,"160"
1300,"163"
1301,"163"
1302,"152"
1303,"140"
1304,"145"
1305,"164"
1306,"157"
1307,"151"
1308,"167"
1309,"143"
1310,"139"
1311,"132"
1312,"134"
1313,"155"
1314,"146"
1315,"160"
1316,"151"
1317,"141"
1318,"160"
1319,"141"
1320,"123"
1321,"163"
1322,"132"
1323,"150"
1324,"119"
1325,"170"
1326,"150"
1327,"142"
1328,"140"
1329,"142"
1330,"165"
1331,"135"
1332,"140"
1333,"136"
1334,"126"
1335,"131"
1336,"157"
1337,"127"
1338,"128"
1339,"104"
1340,"131"
1341,"116"
1342,"122"
1343,"128"
1344,"135"
1345,"143"
1346,"138"
1347,"122"
1348,"142"
1349,"120"
1350,"123"
1351,"129"
1352,"133"
1353,"141"
1354,"125"
1355,"115"
1356,"131"
1357,"121"
1358,"137"
1359,"121"
1360,"142"
1361,"136"
1362,"131"
1363,"137"
1364,"131"
1365,"121"
1366,"161"
1367,"124"
1368,"137"
1369,"126"
1370,"118"
1371,"134"
1372,"121"
1373,"123"
1374,"120"
1375,"113"
1376,"122"
1377,"136"
1378,"122"
1379,"123"
1380,"100"
1381,"124"
1382,"137"
1383,"123"
1384,"118"
1385,"123"
1386,"124"
1387,"116"
1388,"105"
1389,"125"
1390,"127"
1391,"131"
1392,"131"
1393,"118"
1394,"113"
1395,"96"
1396,"110"
1397,"104"
1398,"126"
1399,"113"
1400,"111"
1401,"97"
1402,"104"
1403,"101"
1404,"110"
1405,"117"
1406,"102"
1407,"123"
1408,"127"
1409,"117"
1410,"113"
1411,"112"
1412,"114"
1413,"110"
1414,"96"
1415,"126"
1416,"103"
1417,"111"
1418,"102"
1419,"124"
1420,"108"
1421,"102"
1422,"98"
1423,"112"
1424,"99"
1425,"107"
1426,"87"
1427,"110"
1428,"99"
1429,"102"
1430,"92"
1431,"123"
1432,"103"
1433,"109"
1434,"103"
1435,"110"
1436,"93"
1437,"102"
1438,"89"
1439,"118"
1440,"106"
1441,"101"
1442,"99"
1443,"81"
1444,"103"
1445,"89"
1446,"107"
1447,"105"
1448,"99"
1449,"115"
1450,"88"
1451,"105"
1452,"105"
1453,"114"
1454,"85"
1455,"82"
1456,"74"
1457,"100"
1458,"93"
1459,"85"
1460,"92"
1461,"102"
1462,"72"
1463,"74"
1464,"98"
1465,"85"
1466,"93"
1467,"80"
1468,"98"
1469,"86"
1470,"98"
1471,"86"
1472,"80"
1473,"81"
1474,"65"
1475,"93"
1476,"92"
1477,"75"
1478,"102"
1479,"80"
1480,"88"
1481,"89"
1482,"81"
1483,"106"
1484,"77"
1485,"80"
1486,"94"
1487,"74"
1488,"81"
1489,"71"
1490,"80"
1491,"82"
1492,"66"
1493,"92"
1494,"86"
1495,"80"
1496,"92"
1497,"82"
1498,"76"
1499,"69"
1500,"82"
1501,"88"
1502,"74"
1503,"75"
1504,"72"
1505,"75"
1506,"65"
1507,"67"
1508,"84"
1509,"83"
1510,"87"
1511,"76"
1512,"83"
1513,"58"
1514,"85"
1515,"61"
1516,"76"
1517,"71"
1518,"75"
1519,"78"
1520,"73"
1521,"75"
1522,"76"
1523,"71"
1524,"71"
1525,"59"
1526,"85"
1527,"74"
1528,"63"
1529,"56"
1530,"73"
1531,"73"
1532,"72"
1533,"66"
1534,"73"
1535,"70"
1536,"55"
1537,"60"
1538,"58"
1539,"62"
1540,"64"
1541,"58"
1542,"67"
1543,"73"
1544,"72"
1545,"78"
1546,"66"
1547,"60"
1548,"61"
1549,"43"
1550,"68"
1551,"63"
1552,"57"
1553,"73"
1554,"50"
1555,"48"
1556,"53"
1557,"40"
1558,"53"
1559,"60"
1560,"46"
1561,"65"
1562,"54"
1563,"50"
1564,"74"
1565,"53"
1566,"63"
1567,"57"
1568,"57"
1569,"45"
1570,"56"
1571,"50"
1572,"52"
1573,"42"
1574,"61"
1575,"69"
1576,"40"
1577,"48"
1578,"41"
1579,"56"
1580,"45"
1581,"55"
1582,"56"
1583,"54"
1584,"49"
1585,"60"
1586,"54"
1587,"57"
1588,"52"
1589,"47"
1590,"59"
1591,"57"
1592,"54"
1593,"47"
1594,"49"
1595,"42"
1596,"47"
1597,"49"
1598,"45"
1599,"46"
1600,"53"
1601,"61"
1602,"42"
1603,"52"
1604,"46"
1605,"46"
1606,"44"
1607,"46"
1608,"35"
1609,"40"
1610,"38"
1611,"41"
1612,"40"
1613,"51"
1614,"46"
1615,"45"
1616,"47"
1617,"44"
1618,"35"
1619,"30"
1620,"46"
1621,"30"
1622,"40"
1623,"45"
1624,"31"
1625,"33"
1626,"33"
1627,"36"
1628,"37"
1629,"25"
1630,"35"
1631,"29"
1632,"34"
1633,"24"
1634,"23"
1635,"20"
1636,"29"
1637,"27"
1638,"38"
1639,"29"
1640,"37"
1641,"39"
1642,"27"
1643,"26"
1644,"43"
1645,"29"
1646,"33"
1647,"28"
1648,"25"
1649,"33"
1650,"19"
1651,"24"
1652,"23"
1653,"20"
1654,"27"
1655,"29"
1656,"15"
1657,"17"
1658,"25"
1659,"30"
1660,"33"
1661,"25"
1662,"31"
1663,"19"
1664,"25"
1665,"25"
1666,"24"
1667,"23"
1668,"28"
1669,"19"
1670,"28"
1671,"24"
1672,"18"
1673,"20"
1674,"10"
1675,"18"
1676,"19"
1677,"16"
1678,"20"
1679,"16"
1680,"17"
1681,"12"
1682,"14"
1683,"15"
1684,"18"
1685,"16"
1686,"13"
1687,"13"
1688,"19"
1689,"21"
1690,"18"
1691,"15"
1692,"21"
1693,"17"
1694,"12"
1695,"21"
1696,"16"
1697,"14"
1698,"8"
1699,"15"
1700,"20"
1701,"12"
1702,"15"
1703,"10"
1704,"15"
1705,"17"
1706,"9"
1707,"7"
1708,"16"
1709,"14"
1710,"9"
1711,"9"
1712,"12"
1713,"11"
1714,"13"
1715,"9"
1716,"9"
1717,"10"
1718,"9"
1719,"14"
1720,"7"
1721,"8"
1722,"6"
1723,"7"
1724,"14"
1725,"9"
1726,"10"
1727,"8"
1728,"9"
1729,"5"
1730,"7"
1731,"6"
1732,"4"
1733,"9"
1734,"8"
1735,"12"
1736,"7"
1737,"6"
1738,"6"
1739,"6"
1740,"6"
1741,"3"
1742,"8"
1743,"7"
1744,"4"
1745,"5"
1746,"8"
1747,"6"
1748,"5"
1749,"8"
1750,"8"
1751,"7"
1752,"2"
1753,"1"
1754,"3"
1755,"0"
1756,"3"
1757,"6"
1758,"2"
1759,"4"
1760,"2"
1761,"1"
1762,"2"
1763,"3"
1764,"3"
1765,"7"
1766,"4"
1767,"2"
1768,"3"
1769,"5"
1770,"3"
1771,"4"
1772,"4"
1773,"4"
1774,"5"
1775,"4"
1776,"4"
1777,"5"
1778,"5"
1779,"1"
1780,"3"
1781,"3"
1782,"2"
1783,"1"
1784,"2"
1785,"3"
1786,"3"
1787,"1"
1788,"3"
1789,"1"
1790,"5"
1791,"2"
1792,"3"
1793,"1"
1794,"2"
1795,"5"
1796,"2"
1797,"6"
1798,"3"
1799,"4"
1800,"2"
1801,"5"
1802,"1"
1803,"4"
1804,"2"
1805,"1"
1806,"4"
1807,"3"
1808,"3"
1809,"1"
1810,"5"
1811,"1"
1812,"3"
1813,"1"
1814,"2"
1815,"1"
1816,"2"
1817,"3"
1818,"2"
1819,"1"
1820,"1"
1821,"3"
1822,"3"
1823,"1"
1824,"1"
1825,"3"
1826,"1"
1827,"2"
1828,"4"
1829,"1"
1830,"4"
1831,"0"
1832,"2"
1833,"2"
1834,"2"
1835,"2"
1836,"3"
1837,"3"
1838,"2"
1839,"2"
1840,"1"
1841,"0"
1842,"2"
1843,"0"
1844,"3"
1845,"0"
1846,"0"
1847,"4"
1848,"0"
1849,"1"
1850,"3"
1851,"2"
1852,"1"
1853,"0"
1854,"1"
1855,"3"
1856,"0"
1857,"2"
1858,"1"
1859,"1"
1860,"0"
1861,"0"
1862,"2"
1863,"0"
1864,"0"
1865,"0"
1866,"2"
1867,"1"
1868,"1"
1869,"0"
1870,"3"
1871,"0"
1872,"0"
1873,"1"
1874,"1"
1875,"2"
1876,"3"
1877,"0"
1878,"0"
1879,"2"
1880,"3"
1881,"1"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"1"
1888,"2"
1889,"0"
1890,"0"
1891,"1"
1892,"0"
1893,"1"
1894,"0"
1895,"2"
1896,"0"
1897,"3"
1898,"2"
1899,"1"
1900,"0"
1901,"1"
1902,"1"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"1"
1908,"1"
1909,"1"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"1"
1923,"1"
1924,"0"
1925,"1"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"1"
1936,"0"
1937,"1"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"2"
1949,"0"
1950,"0"
1951,"0"
1952,"1"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"1"
1959,"0"
1960,"1"
1961,"1"
1962,"0"
1963,"0"
1964,"0"
1965,"1"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"1"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"1"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"1"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"1"
2021,"0"
2022,"0"
2023,"0"
2024,"1"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"1"
2038,"0"
2039,"0"
2040,"1"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


