Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3F 4phi 0"
294,"675"
295,"664"
296,"597"
297,"595"
298,"575"
299,"566"
300,"502"
301,"501"
302,"529"
303,"573"
304,"583"
305,"615"
306,"663"
307,"731"
308,"1066"
309,"1539"
310,"2304"
311,"3636"
312,"5775"
313,"9001"
314,"12818"
315,"16880"
316,"20394"
317,"22796"
318,"23267"
319,"21898"
320,"18661"
321,"14696"
322,"10504"
323,"7048"
324,"4465"
325,"2663"
326,"1632"
327,"1069"
328,"730"
329,"668"
330,"582"
331,"579"
332,"536"
333,"485"
334,"527"
335,"546"
336,"544"
337,"605"
338,"627"
339,"583"
340,"701"
341,"724"
342,"855"
343,"1112"
344,"1314"
345,"1620"
346,"2293"
347,"2874"
348,"3561"
349,"3906"
350,"4084"
351,"3949"
352,"3668"
353,"3211"
354,"2609"
355,"2064"
356,"1606"
357,"1195"
358,"1035"
359,"957"
360,"929"
361,"913"
362,"904"
363,"967"
364,"968"
365,"1030"
366,"1152"
367,"1177"
368,"1391"
369,"1422"
370,"1530"
371,"1448"
372,"1344"
373,"1302"
374,"1121"
375,"894"
376,"752"
377,"699"
378,"560"
379,"498"
380,"532"
381,"475"
382,"497"
383,"483"
384,"423"
385,"471"
386,"472"
387,"468"
388,"493"
389,"511"
390,"500"
391,"526"
392,"513"
393,"564"
394,"597"
395,"574"
396,"651"
397,"698"
398,"698"
399,"755"
400,"769"
401,"715"
402,"722"
403,"642"
404,"671"
405,"660"
406,"624"
407,"661"
408,"616"
409,"636"
410,"631"
411,"607"
412,"621"
413,"610"
414,"570"
415,"540"
416,"517"
417,"543"
418,"482"
419,"520"
420,"542"
421,"523"
422,"524"
423,"529"
424,"577"
425,"620"
426,"649"
427,"600"
428,"655"
429,"662"
430,"628"
431,"677"
432,"642"
433,"587"
434,"573"
435,"528"
436,"542"
437,"487"
438,"490"
439,"582"
440,"555"
441,"585"
442,"549"
443,"535"
444,"519"
445,"543"
446,"542"
447,"520"
448,"483"
449,"537"
450,"516"
451,"533"
452,"529"
453,"542"
454,"509"
455,"546"
456,"530"
457,"563"
458,"612"
459,"590"
460,"572"
461,"622"
462,"586"
463,"523"
464,"536"
465,"506"
466,"539"
467,"542"
468,"517"
469,"536"
470,"505"
471,"559"
472,"534"
473,"516"
474,"566"
475,"591"
476,"532"
477,"542"
478,"534"
479,"524"
480,"568"
481,"491"
482,"487"
483,"569"
484,"529"
485,"567"
486,"519"
487,"507"
488,"510"
489,"522"
490,"510"
491,"515"
492,"510"
493,"476"
494,"550"
495,"484"
496,"555"
497,"535"
498,"522"
499,"542"
500,"482"
501,"517"
502,"487"
503,"500"
504,"582"
505,"514"
506,"533"
507,"539"
508,"518"
509,"510"
510,"517"
511,"525"
512,"508"
513,"516"
514,"553"
515,"523"
516,"537"
517,"513"
518,"508"
519,"545"
520,"579"
521,"543"
522,"532"
523,"543"
524,"594"
525,"597"
526,"583"
527,"545"
528,"539"
529,"501"
530,"507"
531,"526"
532,"514"
533,"517"
534,"499"
535,"507"
536,"511"
537,"500"
538,"504"
539,"529"
540,"489"
541,"508"
542,"509"
543,"504"
544,"502"
545,"506"
546,"488"
547,"480"
548,"502"
549,"519"
550,"488"
551,"531"
552,"524"
553,"523"
554,"484"
555,"495"
556,"487"
557,"520"
558,"504"
559,"521"
560,"510"
561,"502"
562,"526"
563,"486"
564,"505"
565,"500"
566,"511"
567,"485"
568,"505"
569,"494"
570,"501"
571,"510"
572,"498"
573,"497"
574,"487"
575,"491"
576,"517"
577,"498"
578,"494"
579,"534"
580,"496"
581,"503"
582,"471"
583,"459"
584,"454"
585,"494"
586,"464"
587,"517"
588,"486"
589,"521"
590,"490"
591,"480"
592,"442"
593,"522"
594,"481"
595,"489"
596,"494"
597,"480"
598,"474"
599,"507"
600,"494"
601,"504"
602,"485"
603,"469"
604,"477"
605,"506"
606,"450"
607,"474"
608,"501"
609,"499"
610,"500"
611,"461"
612,"478"
613,"494"
614,"487"
615,"480"
616,"486"
617,"458"
618,"486"
619,"493"
620,"533"
621,"465"
622,"540"
623,"522"
624,"511"
625,"549"
626,"516"
627,"491"
628,"540"
629,"495"
630,"479"
631,"511"
632,"548"
633,"517"
634,"540"
635,"479"
636,"503"
637,"498"
638,"517"
639,"517"
640,"565"
641,"542"
642,"541"
643,"553"
644,"529"
645,"515"
646,"546"
647,"510"
648,"531"
649,"525"
650,"511"
651,"488"
652,"533"
653,"555"
654,"569"
655,"598"
656,"609"
657,"695"
658,"777"
659,"884"
660,"1020"
661,"1071"
662,"1203"
663,"1248"
664,"1255"
665,"1225"
666,"1179"
667,"1112"
668,"998"
669,"902"
670,"833"
671,"738"
672,"642"
673,"606"
674,"574"
675,"509"
676,"518"
677,"527"
678,"473"
679,"478"
680,"485"
681,"486"
682,"485"
683,"444"
684,"467"
685,"454"
686,"472"
687,"467"
688,"469"
689,"437"
690,"472"
691,"477"
692,"509"
693,"443"
694,"493"
695,"546"
696,"520"
697,"567"
698,"572"
699,"589"
700,"684"
701,"670"
702,"691"
703,"668"
704,"644"
705,"654"
706,"618"
707,"548"
708,"570"
709,"531"
710,"491"
711,"489"
712,"482"
713,"488"
714,"459"
715,"480"
716,"447"
717,"440"
718,"389"
719,"433"
720,"463"
721,"438"
722,"432"
723,"436"
724,"413"
725,"467"
726,"411"
727,"449"
728,"391"
729,"484"
730,"435"
731,"432"
732,"456"
733,"508"
734,"473"
735,"495"
736,"512"
737,"512"
738,"552"
739,"536"
740,"609"
741,"610"
742,"622"
743,"530"
744,"569"
745,"605"
746,"557"
747,"548"
748,"505"
749,"489"
750,"482"
751,"472"
752,"445"
753,"435"
754,"443"
755,"418"
756,"438"
757,"420"
758,"405"
759,"444"
760,"424"
761,"446"
762,"392"
763,"412"
764,"367"
765,"413"
766,"449"
767,"444"
768,"428"
769,"453"
770,"456"
771,"527"
772,"541"
773,"652"
774,"697"
775,"791"
776,"923"
777,"1124"
778,"1227"
779,"1257"
780,"1368"
781,"1433"
782,"1422"
783,"1453"
784,"1342"
785,"1288"
786,"1133"
787,"1017"
788,"925"
789,"771"
790,"685"
791,"624"
792,"535"
793,"481"
794,"486"
795,"423"
796,"412"
797,"401"
798,"425"
799,"396"
800,"378"
801,"373"
802,"421"
803,"402"
804,"404"
805,"401"
806,"430"
807,"397"
808,"410"
809,"393"
810,"403"
811,"374"
812,"378"
813,"408"
814,"404"
815,"431"
816,"423"
817,"451"
818,"379"
819,"415"
820,"405"
821,"448"
822,"422"
823,"419"
824,"431"
825,"414"
826,"434"
827,"395"
828,"413"
829,"432"
830,"412"
831,"401"
832,"428"
833,"395"
834,"368"
835,"378"
836,"379"
837,"396"
838,"388"
839,"356"
840,"368"
841,"374"
842,"378"
843,"401"
844,"345"
845,"378"
846,"341"
847,"401"
848,"415"
849,"331"
850,"371"
851,"338"
852,"361"
853,"373"
854,"340"
855,"374"
856,"373"
857,"365"
858,"391"
859,"392"
860,"381"
861,"359"
862,"369"
863,"386"
864,"390"
865,"345"
866,"385"
867,"381"
868,"438"
869,"402"
870,"478"
871,"465"
872,"478"
873,"488"
874,"505"
875,"492"
876,"549"
877,"517"
878,"536"
879,"513"
880,"538"
881,"523"
882,"488"
883,"468"
884,"462"
885,"411"
886,"426"
887,"469"
888,"450"
889,"416"
890,"432"
891,"451"
892,"474"
893,"445"
894,"440"
895,"423"
896,"455"
897,"442"
898,"487"
899,"461"
900,"448"
901,"511"
902,"462"
903,"482"
904,"507"
905,"520"
906,"484"
907,"512"
908,"521"
909,"564"
910,"577"
911,"537"
912,"549"
913,"566"
914,"577"
915,"647"
916,"635"
917,"683"
918,"693"
919,"663"
920,"776"
921,"723"
922,"841"
923,"838"
924,"894"
925,"835"
926,"963"
927,"992"
928,"995"
929,"1079"
930,"1070"
931,"1183"
932,"1179"
933,"1146"
934,"1242"
935,"1200"
936,"1227"
937,"1190"
938,"1271"
939,"1251"
940,"1229"
941,"1241"
942,"1176"
943,"1158"
944,"1223"
945,"1095"
946,"1135"
947,"1038"
948,"1004"
949,"1045"
950,"1012"
951,"990"
952,"914"
953,"906"
954,"851"
955,"813"
956,"787"
957,"721"
958,"674"
959,"636"
960,"680"
961,"632"
962,"628"
963,"544"
964,"597"
965,"481"
966,"474"
967,"482"
968,"469"
969,"416"
970,"425"
971,"403"
972,"448"
973,"415"
974,"427"
975,"396"
976,"389"
977,"386"
978,"350"
979,"366"
980,"385"
981,"347"
982,"363"
983,"351"
984,"355"
985,"343"
986,"325"
987,"339"
988,"398"
989,"379"
990,"404"
991,"397"
992,"472"
993,"544"
994,"550"
995,"603"
996,"626"
997,"680"
998,"710"
999,"763"
1000,"772"
1001,"779"
1002,"770"
1003,"744"
1004,"721"
1005,"708"
1006,"674"
1007,"615"
1008,"600"
1009,"572"
1010,"496"
1011,"441"
1012,"405"
1013,"356"
1014,"384"
1015,"327"
1016,"313"
1017,"291"
1018,"323"
1019,"247"
1020,"298"
1021,"285"
1022,"291"
1023,"286"
1024,"311"
1025,"314"
1026,"310"
1027,"312"
1028,"300"
1029,"297"
1030,"320"
1031,"332"
1032,"310"
1033,"345"
1034,"341"
1035,"344"
1036,"422"
1037,"382"
1038,"427"
1039,"426"
1040,"416"
1041,"441"
1042,"458"
1043,"517"
1044,"454"
1045,"490"
1046,"539"
1047,"552"
1048,"503"
1049,"562"
1050,"511"
1051,"567"
1052,"502"
1053,"519"
1054,"517"
1055,"502"
1056,"449"
1057,"471"
1058,"437"
1059,"395"
1060,"373"
1061,"382"
1062,"344"
1063,"330"
1064,"352"
1065,"343"
1066,"305"
1067,"301"
1068,"328"
1069,"286"
1070,"298"
1071,"306"
1072,"309"
1073,"280"
1074,"280"
1075,"285"
1076,"240"
1077,"264"
1078,"255"
1079,"257"
1080,"262"
1081,"264"
1082,"258"
1083,"227"
1084,"232"
1085,"228"
1086,"228"
1087,"221"
1088,"241"
1089,"233"
1090,"233"
1091,"220"
1092,"218"
1093,"223"
1094,"202"
1095,"225"
1096,"207"
1097,"182"
1098,"198"
1099,"226"
1100,"247"
1101,"198"
1102,"210"
1103,"194"
1104,"206"
1105,"202"
1106,"185"
1107,"183"
1108,"216"
1109,"191"
1110,"193"
1111,"189"
1112,"208"
1113,"187"
1114,"196"
1115,"218"
1116,"202"
1117,"193"
1118,"202"
1119,"195"
1120,"192"
1121,"207"
1122,"224"
1123,"245"
1124,"230"
1125,"247"
1126,"234"
1127,"225"
1128,"249"
1129,"277"
1130,"244"
1131,"248"
1132,"247"
1133,"234"
1134,"212"
1135,"209"
1136,"191"
1137,"197"
1138,"199"
1139,"192"
1140,"178"
1141,"181"
1142,"197"
1143,"169"
1144,"187"
1145,"210"
1146,"186"
1147,"152"
1148,"176"
1149,"191"
1150,"170"
1151,"177"
1152,"188"
1153,"180"
1154,"216"
1155,"160"
1156,"173"
1157,"195"
1158,"151"
1159,"172"
1160,"181"
1161,"157"
1162,"157"
1163,"149"
1164,"171"
1165,"141"
1166,"165"
1167,"164"
1168,"164"
1169,"160"
1170,"157"
1171,"151"
1172,"180"
1173,"166"
1174,"189"
1175,"160"
1176,"175"
1177,"171"
1178,"170"
1179,"204"
1180,"202"
1181,"185"
1182,"170"
1183,"169"
1184,"175"
1185,"190"
1186,"154"
1187,"170"
1188,"194"
1189,"158"
1190,"141"
1191,"186"
1192,"160"
1193,"150"
1194,"153"
1195,"146"
1196,"143"
1197,"148"
1198,"142"
1199,"139"
1200,"150"
1201,"132"
1202,"144"
1203,"154"
1204,"156"
1205,"124"
1206,"150"
1207,"153"
1208,"133"
1209,"134"
1210,"136"
1211,"151"
1212,"120"
1213,"158"
1214,"144"
1215,"125"
1216,"136"
1217,"137"
1218,"149"
1219,"155"
1220,"143"
1221,"133"
1222,"134"
1223,"126"
1224,"140"
1225,"126"
1226,"117"
1227,"138"
1228,"153"
1229,"138"
1230,"115"
1231,"148"
1232,"133"
1233,"123"
1234,"137"
1235,"126"
1236,"133"
1237,"130"
1238,"131"
1239,"149"
1240,"130"
1241,"146"
1242,"142"
1243,"123"
1244,"153"
1245,"151"
1246,"159"
1247,"135"
1248,"134"
1249,"130"
1250,"144"
1251,"132"
1252,"136"
1253,"154"
1254,"143"
1255,"152"
1256,"147"
1257,"138"
1258,"136"
1259,"130"
1260,"143"
1261,"137"
1262,"112"
1263,"108"
1264,"122"
1265,"134"
1266,"117"
1267,"111"
1268,"111"
1269,"127"
1270,"122"
1271,"114"
1272,"117"
1273,"117"
1274,"122"
1275,"117"
1276,"99"
1277,"109"
1278,"110"
1279,"134"
1280,"123"
1281,"111"
1282,"113"
1283,"97"
1284,"109"
1285,"123"
1286,"111"
1287,"117"
1288,"127"
1289,"119"
1290,"118"
1291,"101"
1292,"108"
1293,"114"
1294,"120"
1295,"132"
1296,"113"
1297,"121"
1298,"92"
1299,"110"
1300,"100"
1301,"113"
1302,"110"
1303,"105"
1304,"120"
1305,"112"
1306,"116"
1307,"124"
1308,"112"
1309,"98"
1310,"108"
1311,"102"
1312,"111"
1313,"100"
1314,"102"
1315,"95"
1316,"82"
1317,"97"
1318,"102"
1319,"111"
1320,"130"
1321,"100"
1322,"111"
1323,"99"
1324,"87"
1325,"104"
1326,"101"
1327,"88"
1328,"113"
1329,"95"
1330,"108"
1331,"102"
1332,"78"
1333,"95"
1334,"104"
1335,"99"
1336,"87"
1337,"98"
1338,"94"
1339,"94"
1340,"86"
1341,"104"
1342,"99"
1343,"106"
1344,"91"
1345,"95"
1346,"95"
1347,"98"
1348,"113"
1349,"59"
1350,"81"
1351,"88"
1352,"91"
1353,"97"
1354,"88"
1355,"82"
1356,"81"
1357,"89"
1358,"109"
1359,"77"
1360,"81"
1361,"92"
1362,"88"
1363,"93"
1364,"83"
1365,"84"
1366,"95"
1367,"81"
1368,"91"
1369,"85"
1370,"95"
1371,"84"
1372,"87"
1373,"96"
1374,"82"
1375,"85"
1376,"88"
1377,"106"
1378,"69"
1379,"77"
1380,"90"
1381,"78"
1382,"89"
1383,"95"
1384,"88"
1385,"71"
1386,"80"
1387,"82"
1388,"86"
1389,"75"
1390,"103"
1391,"76"
1392,"82"
1393,"72"
1394,"88"
1395,"78"
1396,"74"
1397,"72"
1398,"88"
1399,"77"
1400,"85"
1401,"81"
1402,"75"
1403,"67"
1404,"93"
1405,"63"
1406,"62"
1407,"86"
1408,"83"
1409,"79"
1410,"72"
1411,"75"
1412,"68"
1413,"90"
1414,"85"
1415,"57"
1416,"88"
1417,"80"
1418,"76"
1419,"68"
1420,"86"
1421,"84"
1422,"78"
1423,"84"
1424,"87"
1425,"75"
1426,"59"
1427,"70"
1428,"72"
1429,"85"
1430,"68"
1431,"67"
1432,"60"
1433,"74"
1434,"65"
1435,"67"
1436,"81"
1437,"67"
1438,"67"
1439,"73"
1440,"52"
1441,"65"
1442,"66"
1443,"75"
1444,"87"
1445,"67"
1446,"67"
1447,"66"
1448,"68"
1449,"64"
1450,"69"
1451,"64"
1452,"64"
1453,"59"
1454,"75"
1455,"69"
1456,"62"
1457,"55"
1458,"43"
1459,"78"
1460,"67"
1461,"60"
1462,"56"
1463,"61"
1464,"69"
1465,"59"
1466,"65"
1467,"54"
1468,"59"
1469,"57"
1470,"59"
1471,"72"
1472,"63"
1473,"57"
1474,"51"
1475,"52"
1476,"56"
1477,"55"
1478,"50"
1479,"56"
1480,"52"
1481,"55"
1482,"74"
1483,"66"
1484,"64"
1485,"53"
1486,"58"
1487,"48"
1488,"50"
1489,"48"
1490,"39"
1491,"58"
1492,"48"
1493,"66"
1494,"56"
1495,"55"
1496,"47"
1497,"53"
1498,"49"
1499,"37"
1500,"46"
1501,"46"
1502,"59"
1503,"48"
1504,"44"
1505,"55"
1506,"50"
1507,"55"
1508,"51"
1509,"36"
1510,"49"
1511,"53"
1512,"52"
1513,"42"
1514,"48"
1515,"43"
1516,"50"
1517,"57"
1518,"38"
1519,"47"
1520,"37"
1521,"65"
1522,"55"
1523,"43"
1524,"41"
1525,"42"
1526,"53"
1527,"45"
1528,"47"
1529,"39"
1530,"46"
1531,"50"
1532,"45"
1533,"59"
1534,"44"
1535,"43"
1536,"34"
1537,"37"
1538,"40"
1539,"35"
1540,"36"
1541,"49"
1542,"41"
1543,"36"
1544,"36"
1545,"39"
1546,"31"
1547,"39"
1548,"36"
1549,"45"
1550,"37"
1551,"38"
1552,"39"
1553,"41"
1554,"36"
1555,"39"
1556,"34"
1557,"42"
1558,"32"
1559,"34"
1560,"37"
1561,"34"
1562,"40"
1563,"31"
1564,"34"
1565,"42"
1566,"40"
1567,"31"
1568,"30"
1569,"29"
1570,"25"
1571,"33"
1572,"21"
1573,"38"
1574,"22"
1575,"44"
1576,"39"
1577,"34"
1578,"34"
1579,"30"
1580,"34"
1581,"38"
1582,"41"
1583,"33"
1584,"41"
1585,"35"
1586,"28"
1587,"33"
1588,"33"
1589,"22"
1590,"33"
1591,"34"
1592,"31"
1593,"25"
1594,"29"
1595,"25"
1596,"28"
1597,"34"
1598,"27"
1599,"30"
1600,"21"
1601,"27"
1602,"31"
1603,"31"
1604,"33"
1605,"34"
1606,"17"
1607,"25"
1608,"26"
1609,"30"
1610,"22"
1611,"27"
1612,"25"
1613,"24"
1614,"22"
1615,"20"
1616,"31"
1617,"19"
1618,"20"
1619,"27"
1620,"32"
1621,"26"
1622,"19"
1623,"22"
1624,"19"
1625,"21"
1626,"30"
1627,"20"
1628,"20"
1629,"21"
1630,"18"
1631,"23"
1632,"25"
1633,"20"
1634,"21"
1635,"23"
1636,"17"
1637,"23"
1638,"21"
1639,"24"
1640,"19"
1641,"24"
1642,"15"
1643,"21"
1644,"8"
1645,"20"
1646,"10"
1647,"20"
1648,"12"
1649,"20"
1650,"16"
1651,"20"
1652,"16"
1653,"20"
1654,"13"
1655,"18"
1656,"15"
1657,"12"
1658,"22"
1659,"16"
1660,"15"
1661,"15"
1662,"21"
1663,"9"
1664,"13"
1665,"15"
1666,"14"
1667,"12"
1668,"13"
1669,"14"
1670,"10"
1671,"13"
1672,"12"
1673,"7"
1674,"10"
1675,"17"
1676,"9"
1677,"13"
1678,"10"
1679,"7"
1680,"7"
1681,"10"
1682,"14"
1683,"12"
1684,"9"
1685,"13"
1686,"11"
1687,"10"
1688,"7"
1689,"14"
1690,"11"
1691,"14"
1692,"7"
1693,"8"
1694,"8"
1695,"7"
1696,"13"
1697,"10"
1698,"7"
1699,"9"
1700,"10"
1701,"4"
1702,"5"
1703,"7"
1704,"12"
1705,"13"
1706,"11"
1707,"9"
1708,"12"
1709,"10"
1710,"10"
1711,"4"
1712,"6"
1713,"10"
1714,"8"
1715,"12"
1716,"9"
1717,"4"
1718,"6"
1719,"3"
1720,"8"
1721,"7"
1722,"8"
1723,"7"
1724,"9"
1725,"5"
1726,"9"
1727,"5"
1728,"8"
1729,"3"
1730,"1"
1731,"3"
1732,"1"
1733,"4"
1734,"8"
1735,"5"
1736,"1"
1737,"4"
1738,"2"
1739,"3"
1740,"1"
1741,"2"
1742,"1"
1743,"3"
1744,"4"
1745,"5"
1746,"5"
1747,"6"
1748,"6"
1749,"4"
1750,"0"
1751,"3"
1752,"1"
1753,"2"
1754,"2"
1755,"4"
1756,"2"
1757,"5"
1758,"0"
1759,"4"
1760,"2"
1761,"6"
1762,"2"
1763,"2"
1764,"1"
1765,"3"
1766,"2"
1767,"3"
1768,"1"
1769,"5"
1770,"2"
1771,"2"
1772,"1"
1773,"2"
1774,"2"
1775,"1"
1776,"3"
1777,"3"
1778,"4"
1779,"2"
1780,"1"
1781,"2"
1782,"1"
1783,"2"
1784,"1"
1785,"1"
1786,"1"
1787,"1"
1788,"1"
1789,"1"
1790,"0"
1791,"2"
1792,"1"
1793,"0"
1794,"3"
1795,"2"
1796,"2"
1797,"3"
1798,"1"
1799,"4"
1800,"2"
1801,"2"
1802,"1"
1803,"1"
1804,"4"
1805,"0"
1806,"1"
1807,"1"
1808,"1"
1809,"1"
1810,"1"
1811,"2"
1812,"1"
1813,"3"
1814,"2"
1815,"1"
1816,"2"
1817,"1"
1818,"0"
1819,"0"
1820,"0"
1821,"1"
1822,"3"
1823,"3"
1824,"1"
1825,"0"
1826,"0"
1827,"1"
1828,"0"
1829,"1"
1830,"0"
1831,"0"
1832,"0"
1833,"0"
1834,"0"
1835,"1"
1836,"0"
1837,"0"
1838,"0"
1839,"0"
1840,"0"
1841,"1"
1842,"0"
1843,"0"
1844,"1"
1845,"2"
1846,"1"
1847,"0"
1848,"2"
1849,"2"
1850,"0"
1851,"3"
1852,"1"
1853,"0"
1854,"0"
1855,"0"
1856,"4"
1857,"1"
1858,"1"
1859,"1"
1860,"1"
1861,"2"
1862,"0"
1863,"0"
1864,"1"
1865,"1"
1866,"1"
1867,"1"
1868,"0"
1869,"0"
1870,"0"
1871,"0"
1872,"0"
1873,"0"
1874,"0"
1875,"0"
1876,"1"
1877,"2"
1878,"1"
1879,"4"
1880,"0"
1881,"0"
1882,"5"
1883,"0"
1884,"1"
1885,"1"
1886,"0"
1887,"0"
1888,"0"
1889,"1"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"1"
1895,"0"
1896,"2"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"1"
1905,"1"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"2"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"1"
1929,"0"
1930,"0"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"1"
1936,"0"
1937,"1"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"1"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"1"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"1"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"1"
1990,"0"
1991,"0"
1992,"0"
1993,"1"
1994,"1"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"1"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"1"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"1"


