Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4D -1phi 0"
597,"512"
598,"533"
599,"521"
600,"495"
601,"504"
602,"538"
603,"510"
604,"525"
605,"560"
606,"540"
607,"539"
608,"518"
609,"479"
610,"512"
611,"474"
612,"506"
613,"529"
614,"538"
615,"513"
616,"503"
617,"494"
618,"527"
619,"502"
620,"527"
621,"503"
622,"527"
623,"512"
624,"554"
625,"578"
626,"554"
627,"559"
628,"522"
629,"511"
630,"536"
631,"509"
632,"490"
633,"492"
634,"466"
635,"473"
636,"511"
637,"460"
638,"474"
639,"543"
640,"496"
641,"468"
642,"479"
643,"496"
644,"466"
645,"526"
646,"465"
647,"505"
648,"483"
649,"469"
650,"484"
651,"531"
652,"458"
653,"484"
654,"521"
655,"511"
656,"558"
657,"536"
658,"578"
659,"573"
660,"663"
661,"807"
662,"743"
663,"851"
664,"847"
665,"881"
666,"841"
667,"823"
668,"766"
669,"730"
670,"678"
671,"623"
672,"627"
673,"525"
674,"550"
675,"504"
676,"516"
677,"510"
678,"439"
679,"455"
680,"481"
681,"464"
682,"449"
683,"488"
684,"498"
685,"504"
686,"530"
687,"510"
688,"480"
689,"503"
690,"524"
691,"523"
692,"562"
693,"545"
694,"565"
695,"577"
696,"618"
697,"618"
698,"642"
699,"749"
700,"711"
701,"772"
702,"782"
703,"803"
704,"805"
705,"728"
706,"737"
707,"668"
708,"656"
709,"577"
710,"538"
711,"499"
712,"559"
713,"504"
714,"476"
715,"494"
716,"499"
717,"468"
718,"476"
719,"426"
720,"454"
721,"444"
722,"453"
723,"453"
724,"496"
725,"459"
726,"539"
727,"455"
728,"458"
729,"461"
730,"445"
731,"461"
732,"456"
733,"474"
734,"461"
735,"486"
736,"469"
737,"481"
738,"460"
739,"467"
740,"482"
741,"534"
742,"508"
743,"507"
744,"560"
745,"507"
746,"514"
747,"477"
748,"491"
749,"495"
750,"472"
751,"482"
752,"482"
753,"434"
754,"449"
755,"476"
756,"427"
757,"440"
758,"459"
759,"410"
760,"477"
761,"443"
762,"446"
763,"483"
764,"446"
765,"436"
766,"452"
767,"440"
768,"405"
769,"427"
770,"441"
771,"424"
772,"468"
773,"407"
774,"437"
775,"470"
776,"439"
777,"492"
778,"472"
779,"473"
780,"487"
781,"511"
782,"513"
783,"515"
784,"566"
785,"516"
786,"550"
787,"553"
788,"532"
789,"544"
790,"500"
791,"498"
792,"501"
793,"454"
794,"471"
795,"452"
796,"471"
797,"415"
798,"427"
799,"439"
800,"468"
801,"443"
802,"397"
803,"454"
804,"458"
805,"451"
806,"470"
807,"457"
808,"433"
809,"438"
810,"416"
811,"442"
812,"377"
813,"434"
814,"415"
815,"445"
816,"440"
817,"432"
818,"399"
819,"409"
820,"444"
821,"424"
822,"435"
823,"442"
824,"500"
825,"415"
826,"442"
827,"422"
828,"437"
829,"387"
830,"438"
831,"444"
832,"475"
833,"417"
834,"424"
835,"413"
836,"434"
837,"412"
838,"432"
839,"456"
840,"439"
841,"460"
842,"439"
843,"431"
844,"455"
845,"419"
846,"479"
847,"480"
848,"395"
849,"419"
850,"418"
851,"390"
852,"421"
853,"452"
854,"441"
855,"444"
856,"433"
857,"429"
858,"437"
859,"419"
860,"432"
861,"445"
862,"435"
863,"441"
864,"442"
865,"463"
866,"445"
867,"452"
868,"450"
869,"449"
870,"465"
871,"453"
872,"475"
873,"448"
874,"460"
875,"480"
876,"466"
877,"441"
878,"471"
879,"447"
880,"442"
881,"487"
882,"481"
883,"483"
884,"517"
885,"447"
886,"496"
887,"521"
888,"496"
889,"524"
890,"525"
891,"547"
892,"504"
893,"502"
894,"545"
895,"514"
896,"539"
897,"536"
898,"546"
899,"537"
900,"516"
901,"551"
902,"541"
903,"566"
904,"558"
905,"597"
906,"600"
907,"629"
908,"573"
909,"585"
910,"636"
911,"638"
912,"636"
913,"662"
914,"712"
915,"657"
916,"777"
917,"772"
918,"744"
919,"880"
920,"828"
921,"855"
922,"953"
923,"1013"
924,"980"
925,"1019"
926,"1105"
927,"1070"
928,"1235"
929,"1181"
930,"1218"
931,"1332"
932,"1347"
933,"1344"
934,"1434"
935,"1426"
936,"1539"
937,"1493"
938,"1424"
939,"1538"
940,"1632"
941,"1600"
942,"1574"
943,"1529"
944,"1496"
945,"1525"
946,"1423"
947,"1396"
948,"1389"
949,"1464"
950,"1350"
951,"1302"
952,"1208"
953,"1237"
954,"1134"
955,"1185"
956,"1086"
957,"1009"
958,"986"
959,"978"
960,"874"
961,"887"
962,"865"
963,"797"
964,"770"
965,"731"
966,"748"
967,"679"
968,"658"
969,"679"
970,"629"
971,"628"
972,"648"
973,"589"
974,"538"
975,"557"
976,"527"
977,"509"
978,"517"
979,"525"
980,"480"
981,"498"
982,"468"
983,"456"
984,"436"
985,"429"
986,"478"
987,"489"
988,"472"
989,"492"
990,"475"
991,"539"
992,"565"
993,"578"
994,"634"
995,"684"
996,"782"
997,"822"
998,"888"
999,"870"
1000,"925"
1001,"966"
1002,"1001"
1003,"951"
1004,"929"
1005,"980"
1006,"905"
1007,"853"
1008,"853"
1009,"688"
1010,"667"
1011,"661"
1012,"595"
1013,"516"
1014,"457"
1015,"412"
1016,"427"
1017,"390"
1018,"383"
1019,"409"
1020,"388"
1021,"376"
1022,"354"
1023,"426"
1024,"387"
1025,"362"
1026,"409"
1027,"404"
1028,"408"
1029,"431"
1030,"395"
1031,"430"
1032,"390"
1033,"465"
1034,"449"
1035,"479"
1036,"471"
1037,"525"
1038,"508"
1039,"461"
1040,"558"
1041,"564"
1042,"620"
1043,"612"
1044,"651"
1045,"687"
1046,"689"
1047,"733"
1048,"713"
1049,"743"
1050,"727"
1051,"757"
1052,"745"
1053,"739"
1054,"769"
1055,"683"
1056,"658"
1057,"649"
1058,"646"
1059,"601"
1060,"598"
1061,"549"
1062,"472"
1063,"504"
1064,"507"
1065,"420"
1066,"462"
1067,"460"
1068,"454"
1069,"447"
1070,"437"
1071,"439"
1072,"379"
1073,"424"
1074,"420"
1075,"400"
1076,"421"
1077,"381"
1078,"358"
1079,"355"
1080,"367"
1081,"373"
1082,"370"
1083,"336"
1084,"348"
1085,"328"
1086,"350"
1087,"331"
1088,"326"
1089,"353"
1090,"328"
1091,"334"
1092,"323"
1093,"297"
1094,"315"
1095,"325"
1096,"280"
1097,"317"
1098,"293"
1099,"305"
1100,"303"
1101,"306"
1102,"323"
1103,"285"
1104,"264"
1105,"312"
1106,"298"
1107,"292"
1108,"265"
1109,"289"
1110,"262"
1111,"278"
1112,"277"
1113,"261"
1114,"289"
1115,"257"
1116,"261"
1117,"269"
1118,"289"
1119,"279"
1120,"278"
1121,"295"
1122,"326"
1123,"343"
1124,"322"
1125,"341"
1126,"338"
1127,"327"
1128,"375"
1129,"350"
1130,"376"
1131,"363"
1132,"381"
1133,"313"
1134,"300"
1135,"299"
1136,"330"
1137,"299"
1138,"273"
1139,"295"
1140,"268"
1141,"269"
1142,"267"
1143,"264"
1144,"238"
1145,"270"
1146,"259"
1147,"266"
1148,"251"
1149,"273"
1150,"255"
1151,"255"
1152,"253"
1153,"284"
1154,"245"
1155,"277"
1156,"275"
1157,"239"
1158,"251"
1159,"262"
1160,"248"
1161,"249"
1162,"237"
1163,"246"
1164,"228"
1165,"236"
1166,"263"
1167,"243"
1168,"250"
1169,"245"
1170,"246"
1171,"247"
1172,"238"
1173,"217"
1174,"229"
1175,"285"
1176,"256"
1177,"244"
1178,"254"
1179,"289"
1180,"236"
1181,"265"
1182,"256"
1183,"268"
1184,"284"
1185,"285"
1186,"280"
1187,"254"
1188,"283"
1189,"243"
1190,"229"
1191,"254"
1192,"252"
1193,"239"
1194,"211"
1195,"268"
1196,"237"
1197,"228"
1198,"217"
1199,"228"
1200,"226"
1201,"222"
1202,"235"
1203,"231"
1204,"236"
1205,"203"
1206,"241"
1207,"236"
1208,"235"
1209,"214"
1210,"233"
1211,"241"
1212,"222"
1213,"212"
1214,"214"
1215,"220"
1216,"208"
1217,"209"
1218,"199"
1219,"186"
1220,"204"
1221,"223"
1222,"207"
1223,"229"
1224,"201"
1225,"215"
1226,"200"
1227,"209"
1228,"200"
1229,"173"
1230,"186"
1231,"198"
1232,"197"
1233,"195"
1234,"187"
1235,"235"
1236,"191"
1237,"209"
1238,"221"
1239,"224"
1240,"223"
1241,"218"
1242,"208"
1243,"214"
1244,"210"
1245,"197"
1246,"204"
1247,"205"
1248,"228"
1249,"198"
1250,"195"
1251,"232"
1252,"203"
1253,"226"
1254,"205"
1255,"210"
1256,"192"
1257,"205"
1258,"212"
1259,"213"
1260,"224"
1261,"192"
1262,"186"
1263,"221"
1264,"175"
1265,"200"
1266,"210"
1267,"195"
1268,"204"
1269,"169"
1270,"195"
1271,"196"
1272,"187"
1273,"186"
1274,"194"
1275,"198"
1276,"194"
1277,"167"
1278,"193"
1279,"180"
1280,"174"
1281,"160"
1282,"201"
1283,"194"
1284,"172"
1285,"203"
1286,"184"
1287,"179"
1288,"183"
1289,"191"
1290,"182"
1291,"183"
1292,"178"
1293,"179"
1294,"162"
1295,"155"
1296,"159"
1297,"151"
1298,"169"
1299,"169"
1300,"179"
1301,"163"
1302,"169"
1303,"182"
1304,"168"
1305,"178"
1306,"138"
1307,"172"
1308,"149"
1309,"165"
1310,"170"
1311,"164"
1312,"154"
1313,"159"
1314,"183"
1315,"166"
1316,"163"
1317,"172"
1318,"175"
1319,"171"
1320,"155"
1321,"146"
1322,"165"
1323,"127"
1324,"186"
1325,"179"
1326,"179"
1327,"151"
1328,"152"
1329,"159"
1330,"170"
1331,"156"
1332,"153"
1333,"174"
1334,"163"
1335,"162"
1336,"165"
1337,"164"
1338,"166"
1339,"131"
1340,"146"
1341,"162"
1342,"160"
1343,"155"
1344,"156"
1345,"139"
1346,"150"
1347,"153"
1348,"160"
1349,"145"
1350,"156"
1351,"159"
1352,"155"
1353,"156"
1354,"147"
1355,"147"
1356,"155"
1357,"133"
1358,"153"
1359,"129"
1360,"157"
1361,"150"
1362,"132"
1363,"155"
1364,"134"
1365,"144"
1366,"140"
1367,"147"
1368,"130"
1369,"138"
1370,"158"
1371,"166"
1372,"161"
1373,"165"
1374,"125"
1375,"152"
1376,"139"
1377,"140"
1378,"159"
1379,"138"
1380,"138"
1381,"144"
1382,"155"
1383,"145"
1384,"121"
1385,"149"
1386,"141"
1387,"121"
1388,"134"
1389,"157"
1390,"132"
1391,"141"
1392,"126"
1393,"139"
1394,"126"
1395,"131"
1396,"125"
1397,"133"
1398,"111"
1399,"119"
1400,"142"
1401,"126"
1402,"122"
1403,"137"
1404,"131"
1405,"115"
1406,"144"
1407,"128"
1408,"137"
1409,"130"
1410,"143"
1411,"131"
1412,"148"
1413,"161"
1414,"117"
1415,"127"
1416,"127"
1417,"116"
1418,"141"
1419,"127"
1420,"120"
1421,"116"
1422,"107"
1423,"119"
1424,"134"
1425,"114"
1426,"112"
1427,"123"
1428,"118"
1429,"122"
1430,"120"
1431,"118"
1432,"94"
1433,"117"
1434,"108"
1435,"107"
1436,"138"
1437,"130"
1438,"117"
1439,"118"
1440,"94"
1441,"132"
1442,"112"
1443,"121"
1444,"105"
1445,"106"
1446,"124"
1447,"108"
1448,"116"
1449,"144"
1450,"118"
1451,"109"
1452,"112"
1453,"115"
1454,"120"
1455,"109"
1456,"112"
1457,"96"
1458,"92"
1459,"107"
1460,"97"
1461,"102"
1462,"109"
1463,"103"
1464,"106"
1465,"96"
1466,"102"
1467,"91"
1468,"109"
1469,"103"
1470,"101"
1471,"105"
1472,"87"
1473,"93"
1474,"109"
1475,"91"
1476,"112"
1477,"110"
1478,"97"
1479,"100"
1480,"109"
1481,"105"
1482,"116"
1483,"102"
1484,"104"
1485,"97"
1486,"82"
1487,"88"
1488,"100"
1489,"88"
1490,"89"
1491,"102"
1492,"97"
1493,"103"
1494,"96"
1495,"87"
1496,"94"
1497,"93"
1498,"90"
1499,"92"
1500,"85"
1501,"81"
1502,"89"
1503,"88"
1504,"79"
1505,"101"
1506,"89"
1507,"87"
1508,"87"
1509,"79"
1510,"90"
1511,"83"
1512,"97"
1513,"96"
1514,"91"
1515,"71"
1516,"74"
1517,"71"
1518,"70"
1519,"84"
1520,"96"
1521,"74"
1522,"82"
1523,"74"
1524,"95"
1525,"78"
1526,"77"
1527,"79"
1528,"67"
1529,"69"
1530,"75"
1531,"64"
1532,"70"
1533,"86"
1534,"97"
1535,"86"
1536,"69"
1537,"71"
1538,"77"
1539,"65"
1540,"81"
1541,"72"
1542,"79"
1543,"68"
1544,"62"
1545,"74"
1546,"70"
1547,"74"
1548,"69"
1549,"75"
1550,"69"
1551,"67"
1552,"69"
1553,"80"
1554,"58"
1555,"55"
1556,"67"
1557,"66"
1558,"51"
1559,"62"
1560,"70"
1561,"63"
1562,"51"
1563,"72"
1564,"68"
1565,"72"
1566,"60"
1567,"59"
1568,"57"
1569,"53"
1570,"64"
1571,"58"
1572,"61"
1573,"70"
1574,"51"
1575,"62"
1576,"58"
1577,"41"
1578,"43"
1579,"61"
1580,"61"
1581,"41"
1582,"58"
1583,"60"
1584,"47"
1585,"51"
1586,"57"
1587,"59"
1588,"52"
1589,"57"
1590,"52"
1591,"51"
1592,"48"
1593,"48"
1594,"64"
1595,"58"
1596,"59"
1597,"60"
1598,"55"
1599,"58"
1600,"45"
1601,"54"
1602,"56"
1603,"65"
1604,"63"
1605,"50"
1606,"44"
1607,"63"
1608,"42"
1609,"48"
1610,"40"
1611,"45"
1612,"54"
1613,"38"
1614,"49"
1615,"51"
1616,"51"
1617,"50"
1618,"35"
1619,"44"
1620,"44"
1621,"43"
1622,"32"
1623,"33"
1624,"48"
1625,"38"
1626,"38"
1627,"27"
1628,"38"
1629,"37"
1630,"42"
1631,"49"
1632,"32"
1633,"41"
1634,"31"
1635,"32"
1636,"30"
1637,"38"
1638,"30"
1639,"24"
1640,"42"
1641,"38"
1642,"21"
1643,"39"
1644,"35"
1645,"37"
1646,"34"
1647,"40"
1648,"38"
1649,"34"
1650,"38"
1651,"27"
1652,"41"
1653,"32"
1654,"24"
1655,"28"
1656,"34"
1657,"32"
1658,"36"
1659,"29"
1660,"34"
1661,"25"
1662,"33"
1663,"27"
1664,"26"
1665,"22"
1666,"28"
1667,"22"
1668,"25"
1669,"23"
1670,"23"
1671,"24"
1672,"19"
1673,"20"
1674,"26"
1675,"27"
1676,"23"
1677,"25"
1678,"26"
1679,"25"
1680,"21"
1681,"29"
1682,"25"
1683,"18"
1684,"28"
1685,"23"
1686,"17"
1687,"21"
1688,"21"
1689,"8"
1690,"14"
1691,"17"
1692,"23"
1693,"22"
1694,"31"
1695,"12"
1696,"15"
1697,"14"
1698,"15"
1699,"18"
1700,"16"
1701,"10"
1702,"11"
1703,"9"
1704,"16"
1705,"14"
1706,"19"
1707,"20"
1708,"18"
1709,"10"
1710,"8"
1711,"8"
1712,"10"
1713,"19"
1714,"14"
1715,"14"
1716,"10"
1717,"12"
1718,"14"
1719,"10"
1720,"5"
1721,"12"
1722,"9"
1723,"18"
1724,"10"
1725,"16"
1726,"13"
1727,"13"
1728,"7"
1729,"7"
1730,"12"
1731,"8"
1732,"14"
1733,"6"
1734,"4"
1735,"7"
1736,"5"
1737,"5"
1738,"6"
1739,"8"
1740,"6"
1741,"5"
1742,"6"
1743,"12"
1744,"5"
1745,"6"
1746,"4"
1747,"5"
1748,"7"
1749,"4"
1750,"3"
1751,"3"
1752,"2"
1753,"9"
1754,"6"
1755,"5"
1756,"6"
1757,"2"
1758,"4"
1759,"3"
1760,"5"
1761,"2"
1762,"6"
1763,"4"
1764,"3"
1765,"4"
1766,"5"
1767,"4"
1768,"4"
1769,"7"
1770,"4"
1771,"3"
1772,"0"
1773,"6"
1774,"9"
1775,"3"
1776,"4"
1777,"4"
1778,"4"
1779,"3"
1780,"4"
1781,"4"
1782,"6"
1783,"4"
1784,"3"
1785,"0"
1786,"5"
1787,"2"
1788,"5"
1789,"6"
1790,"3"
1791,"5"
1792,"6"
1793,"2"
1794,"1"
1795,"2"
1796,"0"
1797,"3"
1798,"2"
1799,"2"
1800,"5"
1801,"1"
1802,"3"
1803,"0"
1804,"5"
1805,"2"
1806,"7"
1807,"5"
1808,"3"
1809,"4"
1810,"6"
1811,"3"
1812,"2"
1813,"8"
1814,"6"
1815,"4"
1816,"3"
1817,"3"
1818,"4"
1819,"4"
1820,"3"
1821,"0"
1822,"3"
1823,"2"
1824,"1"
1825,"0"
1826,"0"
1827,"2"
1828,"1"
1829,"3"
1830,"2"
1831,"5"
1832,"1"
1833,"1"
1834,"4"
1835,"2"
1836,"1"
1837,"0"
1838,"0"
1839,"2"
1840,"0"
1841,"2"
1842,"1"
1843,"2"
1844,"1"
1845,"1"
1846,"1"
1847,"1"
1848,"2"
1849,"2"
1850,"1"
1851,"1"
1852,"1"
1853,"0"
1854,"0"
1855,"3"
1856,"0"
1857,"3"
1858,"2"
1859,"1"
1860,"0"
1861,"2"
1862,"1"
1863,"3"
1864,"4"
1865,"0"
1866,"0"
1867,"0"
1868,"2"
1869,"0"
1870,"1"
1871,"2"
1872,"1"
1873,"2"
1874,"1"
1875,"1"
1876,"1"
1877,"0"
1878,"1"
1879,"3"
1880,"0"
1881,"2"
1882,"1"
1883,"1"
1884,"0"
1885,"0"
1886,"1"
1887,"0"
1888,"2"
1889,"2"
1890,"1"
1891,"1"
1892,"2"
1893,"1"
1894,"1"
1895,"0"
1896,"1"
1897,"3"
1898,"1"
1899,"2"
1900,"0"
1901,"1"
1902,"1"
1903,"1"
1904,"0"
1905,"0"
1906,"2"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"1"
1914,"0"
1915,"1"
1916,"0"
1917,"1"
1918,"1"
1919,"0"
1920,"1"
1921,"1"
1922,"0"
1923,"1"
1924,"0"
1925,"1"
1926,"1"
1927,"0"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"2"
1937,"0"
1938,"3"
1939,"0"
1940,"1"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"1"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"1"
1961,"0"
1962,"0"
1963,"1"
1964,"0"
1965,"1"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"1"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"1"
1986,"1"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"1"
1995,"2"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"1"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"1"
2029,"0"
2030,"1"
2031,"0"
2032,"1"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


