Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3F -1phi 2"
438,"444"
439,"451"
440,"479"
441,"413"
442,"459"
443,"435"
444,"469"
445,"443"
446,"452"
447,"495"
448,"416"
449,"395"
450,"413"
451,"417"
452,"425"
453,"438"
454,"439"
455,"405"
456,"427"
457,"405"
458,"465"
459,"401"
460,"452"
461,"428"
462,"421"
463,"398"
464,"431"
465,"396"
466,"392"
467,"377"
468,"420"
469,"419"
470,"406"
471,"390"
472,"434"
473,"395"
474,"406"
475,"430"
476,"455"
477,"372"
478,"430"
479,"415"
480,"427"
481,"389"
482,"404"
483,"425"
484,"427"
485,"402"
486,"429"
487,"417"
488,"399"
489,"430"
490,"424"
491,"411"
492,"429"
493,"389"
494,"446"
495,"387"
496,"409"
497,"409"
498,"410"
499,"449"
500,"394"
501,"389"
502,"359"
503,"429"
504,"382"
505,"398"
506,"422"
507,"400"
508,"398"
509,"372"
510,"385"
511,"382"
512,"368"
513,"413"
514,"423"
515,"381"
516,"403"
517,"402"
518,"396"
519,"403"
520,"383"
521,"391"
522,"399"
523,"417"
524,"425"
525,"407"
526,"425"
527,"402"
528,"415"
529,"399"
530,"397"
531,"412"
532,"363"
533,"418"
534,"374"
535,"403"
536,"397"
537,"415"
538,"391"
539,"355"
540,"384"
541,"384"
542,"366"
543,"401"
544,"404"
545,"386"
546,"388"
547,"376"
548,"398"
549,"405"
550,"390"
551,"358"
552,"348"
553,"381"
554,"378"
555,"383"
556,"387"
557,"379"
558,"383"
559,"371"
560,"354"
561,"351"
562,"357"
563,"356"
564,"375"
565,"379"
566,"378"
567,"377"
568,"380"
569,"407"
570,"403"
571,"382"
572,"374"
573,"387"
574,"368"
575,"406"
576,"415"
577,"400"
578,"409"
579,"401"
580,"379"
581,"434"
582,"393"
583,"382"
584,"402"
585,"406"
586,"414"
587,"396"
588,"390"
589,"376"
590,"429"
591,"387"
592,"345"
593,"407"
594,"409"
595,"401"
596,"428"
597,"370"
598,"379"
599,"408"
600,"395"
601,"393"
602,"358"
603,"382"
604,"403"
605,"408"
606,"369"
607,"425"
608,"388"
609,"386"
610,"366"
611,"369"
612,"365"
613,"367"
614,"367"
615,"382"
616,"381"
617,"387"
618,"403"
619,"408"
620,"390"
621,"418"
622,"374"
623,"417"
624,"420"
625,"369"
626,"399"
627,"384"
628,"419"
629,"380"
630,"390"
631,"368"
632,"386"
633,"430"
634,"375"
635,"377"
636,"391"
637,"400"
638,"394"
639,"393"
640,"373"
641,"354"
642,"377"
643,"371"
644,"371"
645,"357"
646,"417"
647,"389"
648,"379"
649,"403"
650,"383"
651,"403"
652,"375"
653,"374"
654,"428"
655,"449"
656,"516"
657,"533"
658,"677"
659,"683"
660,"804"
661,"879"
662,"911"
663,"955"
664,"1041"
665,"1037"
666,"917"
667,"955"
668,"808"
669,"704"
670,"587"
671,"584"
672,"519"
673,"418"
674,"452"
675,"421"
676,"422"
677,"409"
678,"389"
679,"403"
680,"387"
681,"363"
682,"328"
683,"371"
684,"387"
685,"343"
686,"372"
687,"332"
688,"371"
689,"392"
690,"358"
691,"373"
692,"376"
693,"397"
694,"416"
695,"396"
696,"411"
697,"455"
698,"415"
699,"454"
700,"473"
701,"467"
702,"485"
703,"504"
704,"490"
705,"494"
706,"435"
707,"453"
708,"407"
709,"403"
710,"400"
711,"379"
712,"360"
713,"351"
714,"327"
715,"341"
716,"350"
717,"363"
718,"337"
719,"392"
720,"340"
721,"347"
722,"340"
723,"366"
724,"314"
725,"318"
726,"364"
727,"348"
728,"334"
729,"343"
730,"350"
731,"330"
732,"356"
733,"358"
734,"332"
735,"346"
736,"362"
737,"381"
738,"410"
739,"434"
740,"409"
741,"451"
742,"411"
743,"414"
744,"475"
745,"446"
746,"413"
747,"413"
748,"419"
749,"365"
750,"370"
751,"365"
752,"373"
753,"364"
754,"351"
755,"343"
756,"307"
757,"329"
758,"350"
759,"360"
760,"324"
761,"336"
762,"385"
763,"304"
764,"336"
765,"327"
766,"344"
767,"304"
768,"326"
769,"315"
770,"327"
771,"325"
772,"304"
773,"368"
774,"333"
775,"358"
776,"358"
777,"368"
778,"353"
779,"432"
780,"399"
781,"432"
782,"413"
783,"461"
784,"431"
785,"378"
786,"385"
787,"388"
788,"341"
789,"336"
790,"339"
791,"347"
792,"326"
793,"342"
794,"325"
795,"319"
796,"352"
797,"306"
798,"287"
799,"329"
800,"338"
801,"336"
802,"318"
803,"338"
804,"320"
805,"317"
806,"320"
807,"299"
808,"310"
809,"342"
810,"294"
811,"319"
812,"282"
813,"324"
814,"307"
815,"282"
816,"319"
817,"348"
818,"329"
819,"329"
820,"326"
821,"356"
822,"323"
823,"347"
824,"334"
825,"359"
826,"325"
827,"319"
828,"319"
829,"308"
830,"344"
831,"299"
832,"338"
833,"283"
834,"292"
835,"312"
836,"332"
837,"314"
838,"334"
839,"304"
840,"313"
841,"309"
842,"317"
843,"315"
844,"281"
845,"321"
846,"318"
847,"282"
848,"300"
849,"289"
850,"329"
851,"342"
852,"306"
853,"299"
854,"347"
855,"329"
856,"307"
857,"294"
858,"306"
859,"294"
860,"317"
861,"353"
862,"335"
863,"315"
864,"301"
865,"303"
866,"309"
867,"334"
868,"305"
869,"313"
870,"306"
871,"357"
872,"343"
873,"335"
874,"349"
875,"340"
876,"331"
877,"337"
878,"340"
879,"364"
880,"327"
881,"342"
882,"367"
883,"353"
884,"369"
885,"368"
886,"356"
887,"348"
888,"334"
889,"367"
890,"342"
891,"340"
892,"337"
893,"340"
894,"376"
895,"350"
896,"385"
897,"378"
898,"404"
899,"382"
900,"364"
901,"397"
902,"400"
903,"400"
904,"411"
905,"437"
906,"442"
907,"436"
908,"417"
909,"464"
910,"433"
911,"462"
912,"530"
913,"495"
914,"516"
915,"574"
916,"585"
917,"563"
918,"631"
919,"594"
920,"683"
921,"678"
922,"737"
923,"736"
924,"761"
925,"818"
926,"793"
927,"886"
928,"844"
929,"866"
930,"919"
931,"1014"
932,"1006"
933,"1088"
934,"1019"
935,"1070"
936,"1061"
937,"1098"
938,"1042"
939,"1126"
940,"1070"
941,"1008"
942,"1009"
943,"1024"
944,"1032"
945,"1048"
946,"1043"
947,"874"
948,"913"
949,"986"
950,"887"
951,"834"
952,"813"
953,"851"
954,"816"
955,"740"
956,"683"
957,"691"
958,"619"
959,"612"
960,"590"
961,"579"
962,"517"
963,"492"
964,"493"
965,"468"
966,"481"
967,"459"
968,"449"
969,"417"
970,"417"
971,"417"
972,"382"
973,"396"
974,"391"
975,"410"
976,"367"
977,"332"
978,"317"
979,"309"
980,"335"
981,"333"
982,"319"
983,"320"
984,"326"
985,"335"
986,"325"
987,"331"
988,"354"
989,"370"
990,"363"
991,"420"
992,"429"
993,"460"
994,"455"
995,"534"
996,"598"
997,"631"
998,"629"
999,"647"
1000,"673"
1001,"685"
1002,"705"
1003,"697"
1004,"650"
1005,"644"
1006,"562"
1007,"541"
1008,"521"
1009,"456"
1010,"484"
1011,"375"
1012,"356"
1013,"338"
1014,"282"
1015,"290"
1016,"274"
1017,"255"
1018,"268"
1019,"275"
1020,"297"
1021,"242"
1022,"260"
1023,"261"
1024,"255"
1025,"291"
1026,"292"
1027,"289"
1028,"288"
1029,"280"
1030,"283"
1031,"320"
1032,"316"
1033,"331"
1034,"325"
1035,"338"
1036,"348"
1037,"362"
1038,"370"
1039,"428"
1040,"414"
1041,"435"
1042,"456"
1043,"480"
1044,"487"
1045,"484"
1046,"487"
1047,"470"
1048,"497"
1049,"492"
1050,"543"
1051,"528"
1052,"514"
1053,"519"
1054,"476"
1055,"484"
1056,"420"
1057,"407"
1058,"412"
1059,"344"
1060,"352"
1061,"397"
1062,"341"
1063,"316"
1064,"325"
1065,"329"
1066,"288"
1067,"251"
1068,"316"
1069,"286"
1070,"309"
1071,"261"
1072,"282"
1073,"276"
1074,"273"
1075,"277"
1076,"250"
1077,"252"
1078,"245"
1079,"260"
1080,"233"
1081,"218"
1082,"251"
1083,"231"
1084,"225"
1085,"230"
1086,"224"
1087,"229"
1088,"240"
1089,"210"
1090,"186"
1091,"199"
1092,"225"
1093,"227"
1094,"221"
1095,"220"
1096,"211"
1097,"217"
1098,"215"
1099,"198"
1100,"201"
1101,"213"
1102,"206"
1103,"194"
1104,"208"
1105,"196"
1106,"203"
1107,"224"
1108,"194"
1109,"180"
1110,"199"
1111,"191"
1112,"197"
1113,"200"
1114,"180"
1115,"180"
1116,"205"
1117,"224"
1118,"185"
1119,"200"
1120,"179"
1121,"199"
1122,"199"
1123,"241"
1124,"213"
1125,"244"
1126,"253"
1127,"257"
1128,"219"
1129,"231"
1130,"245"
1131,"221"
1132,"209"
1133,"212"
1134,"222"
1135,"195"
1136,"194"
1137,"214"
1138,"202"
1139,"206"
1140,"174"
1141,"189"
1142,"183"
1143,"179"
1144,"172"
1145,"150"
1146,"186"
1147,"186"
1148,"176"
1149,"189"
1150,"183"
1151,"159"
1152,"186"
1153,"181"
1154,"173"
1155,"178"
1156,"168"
1157,"188"
1158,"150"
1159,"192"
1160,"150"
1161,"159"
1162,"174"
1163,"164"
1164,"189"
1165,"158"
1166,"177"
1167,"156"
1168,"143"
1169,"145"
1170,"153"
1171,"156"
1172,"158"
1173,"165"
1174,"142"
1175,"174"
1176,"165"
1177,"181"
1178,"205"
1179,"178"
1180,"165"
1181,"217"
1182,"186"
1183,"196"
1184,"178"
1185,"181"
1186,"183"
1187,"178"
1188,"166"
1189,"162"
1190,"158"
1191,"146"
1192,"150"
1193,"159"
1194,"148"
1195,"160"
1196,"146"
1197,"145"
1198,"145"
1199,"177"
1200,"148"
1201,"149"
1202,"160"
1203,"142"
1204,"142"
1205,"139"
1206,"152"
1207,"146"
1208,"144"
1209,"157"
1210,"153"
1211,"164"
1212,"151"
1213,"143"
1214,"151"
1215,"157"
1216,"144"
1217,"140"
1218,"144"
1219,"149"
1220,"137"
1221,"134"
1222,"130"
1223,"137"
1224,"130"
1225,"137"
1226,"149"
1227,"146"
1228,"122"
1229,"145"
1230,"142"
1231,"135"
1232,"153"
1233,"130"
1234,"126"
1235,"137"
1236,"148"
1237,"153"
1238,"126"
1239,"119"
1240,"133"
1241,"164"
1242,"137"
1243,"156"
1244,"159"
1245,"127"
1246,"134"
1247,"133"
1248,"159"
1249,"150"
1250,"131"
1251,"152"
1252,"144"
1253,"161"
1254,"135"
1255,"148"
1256,"130"
1257,"127"
1258,"153"
1259,"135"
1260,"122"
1261,"139"
1262,"140"
1263,"124"
1264,"135"
1265,"132"
1266,"147"
1267,"105"
1268,"120"
1269,"121"
1270,"136"
1271,"129"
1272,"108"
1273,"123"
1274,"120"
1275,"115"
1276,"116"
1277,"126"
1278,"135"
1279,"133"
1280,"118"
1281,"122"
1282,"129"
1283,"129"
1284,"130"
1285,"113"
1286,"132"
1287,"126"
1288,"134"
1289,"124"
1290,"114"
1291,"91"
1292,"127"
1293,"118"
1294,"107"
1295,"116"
1296,"126"
1297,"138"
1298,"108"
1299,"114"
1300,"107"
1301,"134"
1302,"115"
1303,"118"
1304,"136"
1305,"105"
1306,"132"
1307,"114"
1308,"120"
1309,"122"
1310,"109"
1311,"115"
1312,"105"
1313,"105"
1314,"107"
1315,"119"
1316,"105"
1317,"109"
1318,"112"
1319,"128"
1320,"106"
1321,"111"
1322,"115"
1323,"116"
1324,"118"
1325,"111"
1326,"108"
1327,"106"
1328,"107"
1329,"117"
1330,"96"
1331,"105"
1332,"95"
1333,"102"
1334,"105"
1335,"113"
1336,"109"
1337,"96"
1338,"111"
1339,"88"
1340,"98"
1341,"92"
1342,"92"
1343,"111"
1344,"132"
1345,"107"
1346,"111"
1347,"87"
1348,"95"
1349,"120"
1350,"118"
1351,"101"
1352,"96"
1353,"114"
1354,"120"
1355,"114"
1356,"99"
1357,"87"
1358,"114"
1359,"74"
1360,"106"
1361,"106"
1362,"106"
1363,"93"
1364,"82"
1365,"89"
1366,"84"
1367,"91"
1368,"106"
1369,"93"
1370,"96"
1371,"105"
1372,"94"
1373,"99"
1374,"83"
1375,"109"
1376,"88"
1377,"87"
1378,"111"
1379,"84"
1380,"90"
1381,"102"
1382,"107"
1383,"80"
1384,"101"
1385,"78"
1386,"93"
1387,"82"
1388,"84"
1389,"82"
1390,"83"
1391,"82"
1392,"79"
1393,"106"
1394,"97"
1395,"85"
1396,"72"
1397,"87"
1398,"88"
1399,"86"
1400,"103"
1401,"106"
1402,"89"
1403,"85"
1404,"85"
1405,"82"
1406,"82"
1407,"79"
1408,"96"
1409,"85"
1410,"69"
1411,"85"
1412,"86"
1413,"77"
1414,"82"
1415,"101"
1416,"69"
1417,"90"
1418,"86"
1419,"97"
1420,"75"
1421,"74"
1422,"77"
1423,"90"
1424,"76"
1425,"71"
1426,"66"
1427,"72"
1428,"75"
1429,"87"
1430,"83"
1431,"70"
1432,"87"
1433,"69"
1434,"96"
1435,"78"
1436,"56"
1437,"77"
1438,"88"
1439,"80"
1440,"62"
1441,"75"
1442,"72"
1443,"68"
1444,"64"
1445,"71"
1446,"66"
1447,"72"
1448,"84"
1449,"73"
1450,"70"
1451,"80"
1452,"65"
1453,"78"
1454,"67"
1455,"72"
1456,"53"
1457,"76"
1458,"81"
1459,"80"
1460,"53"
1461,"84"
1462,"60"
1463,"82"
1464,"63"
1465,"59"
1466,"53"
1467,"68"
1468,"64"
1469,"71"
1470,"59"
1471,"65"
1472,"65"
1473,"71"
1474,"76"
1475,"72"
1476,"62"
1477,"64"
1478,"62"
1479,"64"
1480,"67"
1481,"57"
1482,"53"
1483,"50"
1484,"67"
1485,"80"
1486,"59"
1487,"54"
1488,"62"
1489,"58"
1490,"70"
1491,"64"
1492,"58"
1493,"54"
1494,"72"
1495,"69"
1496,"64"
1497,"73"
1498,"59"
1499,"56"
1500,"56"
1501,"56"
1502,"55"
1503,"57"
1504,"44"
1505,"50"
1506,"56"
1507,"64"
1508,"60"
1509,"50"
1510,"54"
1511,"54"
1512,"47"
1513,"56"
1514,"53"
1515,"52"
1516,"57"
1517,"44"
1518,"51"
1519,"59"
1520,"59"
1521,"57"
1522,"54"
1523,"55"
1524,"68"
1525,"44"
1526,"61"
1527,"45"
1528,"56"
1529,"44"
1530,"57"
1531,"43"
1532,"54"
1533,"52"
1534,"56"
1535,"47"
1536,"57"
1537,"49"
1538,"49"
1539,"49"
1540,"40"
1541,"44"
1542,"50"
1543,"33"
1544,"48"
1545,"50"
1546,"43"
1547,"43"
1548,"48"
1549,"53"
1550,"49"
1551,"47"
1552,"49"
1553,"44"
1554,"41"
1555,"50"
1556,"57"
1557,"42"
1558,"42"
1559,"32"
1560,"46"
1561,"46"
1562,"43"
1563,"33"
1564,"41"
1565,"40"
1566,"48"
1567,"31"
1568,"36"
1569,"33"
1570,"31"
1571,"37"
1572,"40"
1573,"52"
1574,"46"
1575,"28"
1576,"30"
1577,"40"
1578,"41"
1579,"34"
1580,"35"
1581,"45"
1582,"26"
1583,"52"
1584,"35"
1585,"28"
1586,"35"
1587,"24"
1588,"39"
1589,"50"
1590,"35"
1591,"36"
1592,"38"
1593,"40"
1594,"39"
1595,"33"
1596,"32"
1597,"25"
1598,"40"
1599,"32"
1600,"27"
1601,"22"
1602,"36"
1603,"24"
1604,"37"
1605,"24"
1606,"26"
1607,"29"
1608,"28"
1609,"27"
1610,"31"
1611,"34"
1612,"39"
1613,"26"
1614,"28"
1615,"28"
1616,"31"
1617,"40"
1618,"31"
1619,"21"
1620,"27"
1621,"22"
1622,"25"
1623,"23"
1624,"18"
1625,"19"
1626,"24"
1627,"23"
1628,"32"
1629,"22"
1630,"11"
1631,"21"
1632,"24"
1633,"19"
1634,"20"
1635,"23"
1636,"24"
1637,"19"
1638,"25"
1639,"17"
1640,"20"
1641,"18"
1642,"24"
1643,"16"
1644,"26"
1645,"14"
1646,"18"
1647,"24"
1648,"13"
1649,"16"
1650,"15"
1651,"22"
1652,"17"
1653,"20"
1654,"24"
1655,"20"
1656,"32"
1657,"22"
1658,"26"
1659,"16"
1660,"19"
1661,"16"
1662,"15"
1663,"20"
1664,"30"
1665,"11"
1666,"20"
1667,"13"
1668,"9"
1669,"11"
1670,"20"
1671,"13"
1672,"18"
1673,"11"
1674,"14"
1675,"17"
1676,"14"
1677,"9"
1678,"17"
1679,"18"
1680,"10"
1681,"11"
1682,"13"
1683,"13"
1684,"13"
1685,"5"
1686,"9"
1687,"8"
1688,"10"
1689,"18"
1690,"8"
1691,"14"
1692,"15"
1693,"8"
1694,"10"
1695,"11"
1696,"9"
1697,"9"
1698,"10"
1699,"8"
1700,"10"
1701,"8"
1702,"10"
1703,"12"
1704,"11"
1705,"13"
1706,"7"
1707,"6"
1708,"7"
1709,"13"
1710,"9"
1711,"8"
1712,"7"
1713,"8"
1714,"8"
1715,"3"
1716,"9"
1717,"7"
1718,"6"
1719,"6"
1720,"5"
1721,"10"
1722,"5"
1723,"5"
1724,"5"
1725,"5"
1726,"4"
1727,"6"
1728,"4"
1729,"2"
1730,"4"
1731,"5"
1732,"4"
1733,"3"
1734,"4"
1735,"6"
1736,"6"
1737,"5"
1738,"7"
1739,"0"
1740,"3"
1741,"6"
1742,"0"
1743,"4"
1744,"4"
1745,"1"
1746,"4"
1747,"4"
1748,"5"
1749,"2"
1750,"5"
1751,"5"
1752,"4"
1753,"3"
1754,"5"
1755,"5"
1756,"3"
1757,"2"
1758,"3"
1759,"1"
1760,"2"
1761,"3"
1762,"3"
1763,"5"
1764,"0"
1765,"2"
1766,"0"
1767,"1"
1768,"1"
1769,"2"
1770,"1"
1771,"2"
1772,"2"
1773,"2"
1774,"4"
1775,"0"
1776,"3"
1777,"2"
1778,"2"
1779,"2"
1780,"1"
1781,"2"
1782,"3"
1783,"3"
1784,"0"
1785,"2"
1786,"0"
1787,"2"
1788,"3"
1789,"3"
1790,"0"
1791,"0"
1792,"0"
1793,"1"
1794,"2"
1795,"2"
1796,"0"
1797,"1"
1798,"3"
1799,"2"
1800,"3"
1801,"2"
1802,"1"
1803,"2"
1804,"2"
1805,"0"
1806,"0"
1807,"1"
1808,"3"
1809,"2"
1810,"1"
1811,"3"
1812,"3"
1813,"3"
1814,"2"
1815,"1"
1816,"3"
1817,"2"
1818,"3"
1819,"2"
1820,"0"
1821,"1"
1822,"1"
1823,"0"
1824,"0"
1825,"1"
1826,"0"
1827,"2"
1828,"2"
1829,"2"
1830,"3"
1831,"1"
1832,"3"
1833,"0"
1834,"2"
1835,"3"
1836,"4"
1837,"0"
1838,"1"
1839,"0"
1840,"0"
1841,"0"
1842,"0"
1843,"2"
1844,"2"
1845,"0"
1846,"2"
1847,"0"
1848,"1"
1849,"1"
1850,"2"
1851,"0"
1852,"2"
1853,"2"
1854,"1"
1855,"1"
1856,"1"
1857,"0"
1858,"3"
1859,"0"
1860,"1"
1861,"0"
1862,"0"
1863,"1"
1864,"0"
1865,"0"
1866,"1"
1867,"2"
1868,"0"
1869,"0"
1870,"1"
1871,"0"
1872,"0"
1873,"1"
1874,"0"
1875,"0"
1876,"1"
1877,"0"
1878,"0"
1879,"0"
1880,"1"
1881,"1"
1882,"1"
1883,"0"
1884,"2"
1885,"0"
1886,"0"
1887,"1"
1888,"0"
1889,"0"
1890,"2"
1891,"1"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"1"
1903,"1"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"1"
1910,"0"
1911,"0"
1912,"1"
1913,"1"
1914,"1"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"1"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"2"
1926,"0"
1927,"1"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"1"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"1"
1993,"0"
1994,"0"
1995,"0"
1996,"1"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


