Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4G 0phi 0"
397,"581"
398,"674"
399,"660"
400,"638"
401,"663"
402,"608"
403,"586"
404,"571"
405,"540"
406,"513"
407,"499"
408,"552"
409,"515"
410,"522"
411,"529"
412,"518"
413,"498"
414,"462"
415,"477"
416,"440"
417,"429"
418,"456"
419,"457"
420,"478"
421,"471"
422,"520"
423,"510"
424,"512"
425,"474"
426,"479"
427,"566"
428,"508"
429,"517"
430,"531"
431,"487"
432,"496"
433,"466"
434,"489"
435,"484"
436,"475"
437,"426"
438,"470"
439,"441"
440,"446"
441,"460"
442,"420"
443,"445"
444,"445"
445,"467"
446,"448"
447,"452"
448,"428"
449,"405"
450,"435"
451,"427"
452,"428"
453,"436"
454,"446"
455,"462"
456,"442"
457,"458"
458,"461"
459,"505"
460,"462"
461,"439"
462,"471"
463,"479"
464,"416"
465,"481"
466,"449"
467,"450"
468,"440"
469,"454"
470,"477"
471,"423"
472,"500"
473,"456"
474,"479"
475,"485"
476,"426"
477,"463"
478,"418"
479,"459"
480,"443"
481,"448"
482,"464"
483,"467"
484,"470"
485,"460"
486,"464"
487,"428"
488,"497"
489,"442"
490,"509"
491,"441"
492,"450"
493,"470"
494,"419"
495,"456"
496,"480"
497,"430"
498,"440"
499,"462"
500,"420"
501,"409"
502,"394"
503,"420"
504,"374"
505,"429"
506,"411"
507,"400"
508,"412"
509,"413"
510,"443"
511,"449"
512,"444"
513,"435"
514,"449"
515,"446"
516,"415"
517,"433"
518,"453"
519,"460"
520,"471"
521,"471"
522,"494"
523,"436"
524,"445"
525,"465"
526,"468"
527,"469"
528,"458"
529,"405"
530,"453"
531,"400"
532,"440"
533,"456"
534,"430"
535,"425"
536,"420"
537,"427"
538,"428"
539,"414"
540,"409"
541,"434"
542,"422"
543,"378"
544,"412"
545,"425"
546,"444"
547,"445"
548,"443"
549,"406"
550,"487"
551,"461"
552,"495"
553,"459"
554,"430"
555,"428"
556,"456"
557,"466"
558,"426"
559,"462"
560,"481"
561,"450"
562,"432"
563,"479"
564,"443"
565,"456"
566,"430"
567,"453"
568,"437"
569,"449"
570,"427"
571,"469"
572,"493"
573,"467"
574,"462"
575,"463"
576,"450"
577,"468"
578,"459"
579,"443"
580,"430"
581,"424"
582,"467"
583,"413"
584,"451"
585,"382"
586,"397"
587,"429"
588,"417"
589,"413"
590,"436"
591,"410"
592,"402"
593,"450"
594,"453"
595,"403"
596,"426"
597,"452"
598,"402"
599,"415"
600,"422"
601,"438"
602,"420"
603,"417"
604,"423"
605,"459"
606,"435"
607,"400"
608,"409"
609,"422"
610,"442"
611,"414"
612,"445"
613,"409"
614,"468"
615,"458"
616,"481"
617,"427"
618,"413"
619,"399"
620,"453"
621,"476"
622,"479"
623,"468"
624,"455"
625,"474"
626,"489"
627,"476"
628,"486"
629,"476"
630,"462"
631,"478"
632,"449"
633,"452"
634,"453"
635,"446"
636,"434"
637,"483"
638,"446"
639,"444"
640,"430"
641,"481"
642,"393"
643,"438"
644,"452"
645,"447"
646,"423"
647,"450"
648,"461"
649,"455"
650,"440"
651,"443"
652,"463"
653,"436"
654,"482"
655,"467"
656,"524"
657,"530"
658,"578"
659,"540"
660,"645"
661,"638"
662,"636"
663,"673"
664,"760"
665,"770"
666,"708"
667,"690"
668,"646"
669,"595"
670,"623"
671,"570"
672,"497"
673,"469"
674,"447"
675,"453"
676,"446"
677,"452"
678,"456"
679,"447"
680,"454"
681,"425"
682,"476"
683,"465"
684,"423"
685,"463"
686,"455"
687,"415"
688,"421"
689,"443"
690,"474"
691,"463"
692,"470"
693,"491"
694,"494"
695,"495"
696,"538"
697,"572"
698,"625"
699,"641"
700,"663"
701,"648"
702,"743"
703,"703"
704,"722"
705,"667"
706,"622"
707,"581"
708,"593"
709,"513"
710,"462"
711,"486"
712,"426"
713,"457"
714,"395"
715,"444"
716,"407"
717,"427"
718,"363"
719,"413"
720,"433"
721,"387"
722,"388"
723,"403"
724,"408"
725,"387"
726,"419"
727,"393"
728,"331"
729,"379"
730,"389"
731,"409"
732,"417"
733,"407"
734,"412"
735,"368"
736,"412"
737,"398"
738,"438"
739,"447"
740,"417"
741,"452"
742,"419"
743,"460"
744,"441"
745,"451"
746,"503"
747,"420"
748,"361"
749,"373"
750,"396"
751,"394"
752,"362"
753,"382"
754,"371"
755,"390"
756,"391"
757,"365"
758,"365"
759,"374"
760,"374"
761,"376"
762,"388"
763,"376"
764,"407"
765,"380"
766,"360"
767,"384"
768,"354"
769,"371"
770,"391"
771,"405"
772,"388"
773,"405"
774,"402"
775,"442"
776,"371"
777,"406"
778,"429"
779,"418"
780,"474"
781,"454"
782,"503"
783,"492"
784,"505"
785,"451"
786,"469"
787,"455"
788,"437"
789,"431"
790,"445"
791,"416"
792,"412"
793,"419"
794,"403"
795,"372"
796,"366"
797,"379"
798,"408"
799,"370"
800,"363"
801,"397"
802,"386"
803,"375"
804,"386"
805,"373"
806,"377"
807,"391"
808,"347"
809,"372"
810,"372"
811,"357"
812,"388"
813,"400"
814,"333"
815,"378"
816,"369"
817,"402"
818,"377"
819,"397"
820,"367"
821,"392"
822,"391"
823,"361"
824,"417"
825,"331"
826,"376"
827,"373"
828,"326"
829,"371"
830,"345"
831,"358"
832,"382"
833,"369"
834,"369"
835,"367"
836,"334"
837,"427"
838,"389"
839,"366"
840,"373"
841,"387"
842,"383"
843,"363"
844,"368"
845,"372"
846,"379"
847,"388"
848,"397"
849,"387"
850,"358"
851,"354"
852,"358"
853,"364"
854,"385"
855,"399"
856,"386"
857,"368"
858,"368"
859,"368"
860,"372"
861,"384"
862,"374"
863,"387"
864,"415"
865,"414"
866,"382"
867,"376"
868,"381"
869,"392"
870,"384"
871,"393"
872,"383"
873,"392"
874,"415"
875,"436"
876,"411"
877,"383"
878,"390"
879,"386"
880,"413"
881,"387"
882,"400"
883,"398"
884,"407"
885,"415"
886,"425"
887,"411"
888,"389"
889,"431"
890,"402"
891,"420"
892,"455"
893,"428"
894,"420"
895,"408"
896,"444"
897,"423"
898,"464"
899,"464"
900,"496"
901,"484"
902,"461"
903,"509"
904,"460"
905,"513"
906,"546"
907,"484"
908,"560"
909,"548"
910,"564"
911,"604"
912,"571"
913,"616"
914,"648"
915,"662"
916,"679"
917,"627"
918,"701"
919,"721"
920,"791"
921,"802"
922,"839"
923,"889"
924,"921"
925,"986"
926,"975"
927,"1058"
928,"1033"
929,"1012"
930,"1141"
931,"1128"
932,"1149"
933,"1198"
934,"1289"
935,"1253"
936,"1262"
937,"1281"
938,"1271"
939,"1359"
940,"1337"
941,"1302"
942,"1310"
943,"1294"
944,"1194"
945,"1184"
946,"1170"
947,"1193"
948,"1157"
949,"1105"
950,"1082"
951,"1086"
952,"1051"
953,"992"
954,"934"
955,"857"
956,"823"
957,"734"
958,"779"
959,"734"
960,"762"
961,"663"
962,"661"
963,"632"
964,"634"
965,"595"
966,"554"
967,"553"
968,"517"
969,"528"
970,"479"
971,"487"
972,"479"
973,"434"
974,"462"
975,"426"
976,"473"
977,"401"
978,"415"
979,"412"
980,"409"
981,"400"
982,"394"
983,"409"
984,"374"
985,"382"
986,"383"
987,"361"
988,"355"
989,"396"
990,"400"
991,"457"
992,"481"
993,"472"
994,"526"
995,"585"
996,"658"
997,"695"
998,"703"
999,"781"
1000,"795"
1001,"870"
1002,"782"
1003,"851"
1004,"841"
1005,"831"
1006,"720"
1007,"715"
1008,"672"
1009,"594"
1010,"566"
1011,"498"
1012,"431"
1013,"393"
1014,"428"
1015,"376"
1016,"337"
1017,"332"
1018,"311"
1019,"335"
1020,"325"
1021,"345"
1022,"305"
1023,"353"
1024,"296"
1025,"333"
1026,"336"
1027,"333"
1028,"334"
1029,"385"
1030,"351"
1031,"333"
1032,"365"
1033,"415"
1034,"367"
1035,"418"
1036,"414"
1037,"428"
1038,"438"
1039,"473"
1040,"477"
1041,"494"
1042,"520"
1043,"531"
1044,"559"
1045,"562"
1046,"525"
1047,"574"
1048,"594"
1049,"639"
1050,"628"
1051,"648"
1052,"614"
1053,"597"
1054,"579"
1055,"568"
1056,"504"
1057,"527"
1058,"479"
1059,"468"
1060,"435"
1061,"446"
1062,"411"
1063,"370"
1064,"389"
1065,"366"
1066,"365"
1067,"356"
1068,"350"
1069,"340"
1070,"345"
1071,"354"
1072,"332"
1073,"340"
1074,"325"
1075,"333"
1076,"305"
1077,"325"
1078,"308"
1079,"301"
1080,"280"
1081,"285"
1082,"279"
1083,"293"
1084,"291"
1085,"284"
1086,"269"
1087,"260"
1088,"246"
1089,"272"
1090,"254"
1091,"242"
1092,"228"
1093,"269"
1094,"220"
1095,"247"
1096,"227"
1097,"236"
1098,"252"
1099,"247"
1100,"248"
1101,"238"
1102,"253"
1103,"243"
1104,"242"
1105,"224"
1106,"248"
1107,"225"
1108,"203"
1109,"210"
1110,"208"
1111,"221"
1112,"221"
1113,"197"
1114,"211"
1115,"221"
1116,"201"
1117,"226"
1118,"242"
1119,"234"
1120,"248"
1121,"262"
1122,"282"
1123,"259"
1124,"292"
1125,"265"
1126,"285"
1127,"300"
1128,"292"
1129,"267"
1130,"293"
1131,"278"
1132,"251"
1133,"288"
1134,"263"
1135,"235"
1136,"249"
1137,"236"
1138,"251"
1139,"259"
1140,"239"
1141,"244"
1142,"242"
1143,"240"
1144,"207"
1145,"206"
1146,"238"
1147,"203"
1148,"220"
1149,"240"
1150,"227"
1151,"215"
1152,"197"
1153,"217"
1154,"211"
1155,"206"
1156,"201"
1157,"197"
1158,"204"
1159,"178"
1160,"180"
1161,"199"
1162,"197"
1163,"191"
1164,"202"
1165,"203"
1166,"194"
1167,"202"
1168,"207"
1169,"200"
1170,"191"
1171,"170"
1172,"204"
1173,"194"
1174,"214"
1175,"183"
1176,"197"
1177,"209"
1178,"198"
1179,"221"
1180,"213"
1181,"210"
1182,"201"
1183,"202"
1184,"204"
1185,"217"
1186,"209"
1187,"200"
1188,"224"
1189,"197"
1190,"184"
1191,"174"
1192,"178"
1193,"189"
1194,"172"
1195,"160"
1196,"186"
1197,"185"
1198,"154"
1199,"153"
1200,"198"
1201,"185"
1202,"147"
1203,"168"
1204,"161"
1205,"174"
1206,"194"
1207,"150"
1208,"179"
1209,"173"
1210,"195"
1211,"181"
1212,"170"
1213,"149"
1214,"176"
1215,"189"
1216,"153"
1217,"168"
1218,"177"
1219,"158"
1220,"169"
1221,"162"
1222,"147"
1223,"162"
1224,"191"
1225,"162"
1226,"169"
1227,"181"
1228,"164"
1229,"161"
1230,"180"
1231,"148"
1232,"191"
1233,"165"
1234,"150"
1235,"156"
1236,"164"
1237,"178"
1238,"152"
1239,"165"
1240,"172"
1241,"147"
1242,"183"
1243,"160"
1244,"152"
1245,"169"
1246,"172"
1247,"182"
1248,"177"
1249,"153"
1250,"144"
1251,"148"
1252,"179"
1253,"184"
1254,"178"
1255,"147"
1256,"162"
1257,"173"
1258,"153"
1259,"180"
1260,"177"
1261,"146"
1262,"178"
1263,"151"
1264,"154"
1265,"174"
1266,"170"
1267,"179"
1268,"160"
1269,"163"
1270,"146"
1271,"140"
1272,"145"
1273,"166"
1274,"137"
1275,"119"
1276,"140"
1277,"150"
1278,"140"
1279,"154"
1280,"129"
1281,"146"
1282,"149"
1283,"115"
1284,"158"
1285,"146"
1286,"151"
1287,"162"
1288,"173"
1289,"134"
1290,"144"
1291,"160"
1292,"139"
1293,"139"
1294,"153"
1295,"132"
1296,"119"
1297,"135"
1298,"157"
1299,"147"
1300,"141"
1301,"135"
1302,"148"
1303,"122"
1304,"143"
1305,"140"
1306,"159"
1307,"150"
1308,"141"
1309,"159"
1310,"148"
1311,"128"
1312,"129"
1313,"134"
1314,"150"
1315,"132"
1316,"126"
1317,"111"
1318,"140"
1319,"139"
1320,"145"
1321,"142"
1322,"127"
1323,"133"
1324,"132"
1325,"124"
1326,"138"
1327,"106"
1328,"129"
1329,"131"
1330,"119"
1331,"142"
1332,"135"
1333,"125"
1334,"113"
1335,"142"
1336,"128"
1337,"117"
1338,"142"
1339,"123"
1340,"128"
1341,"134"
1342,"143"
1343,"161"
1344,"126"
1345,"119"
1346,"123"
1347,"127"
1348,"122"
1349,"127"
1350,"101"
1351,"124"
1352,"121"
1353,"126"
1354,"117"
1355,"128"
1356,"118"
1357,"140"
1358,"125"
1359,"131"
1360,"111"
1361,"114"
1362,"121"
1363,"119"
1364,"104"
1365,"122"
1366,"115"
1367,"115"
1368,"108"
1369,"107"
1370,"120"
1371,"122"
1372,"109"
1373,"135"
1374,"111"
1375,"102"
1376,"109"
1377,"111"
1378,"89"
1379,"119"
1380,"113"
1381,"120"
1382,"106"
1383,"108"
1384,"108"
1385,"95"
1386,"113"
1387,"106"
1388,"99"
1389,"113"
1390,"97"
1391,"121"
1392,"113"
1393,"99"
1394,"102"
1395,"114"
1396,"116"
1397,"100"
1398,"97"
1399,"96"
1400,"112"
1401,"115"
1402,"94"
1403,"122"
1404,"104"
1405,"108"
1406,"94"
1407,"109"
1408,"113"
1409,"94"
1410,"122"
1411,"117"
1412,"117"
1413,"85"
1414,"120"
1415,"119"
1416,"87"
1417,"80"
1418,"101"
1419,"100"
1420,"101"
1421,"101"
1422,"94"
1423,"108"
1424,"79"
1425,"82"
1426,"100"
1427,"85"
1428,"102"
1429,"76"
1430,"90"
1431,"80"
1432,"82"
1433,"100"
1434,"84"
1435,"98"
1436,"90"
1437,"87"
1438,"85"
1439,"88"
1440,"95"
1441,"72"
1442,"80"
1443,"93"
1444,"72"
1445,"82"
1446,"90"
1447,"95"
1448,"88"
1449,"79"
1450,"78"
1451,"69"
1452,"82"
1453,"81"
1454,"82"
1455,"99"
1456,"91"
1457,"87"
1458,"82"
1459,"76"
1460,"98"
1461,"83"
1462,"90"
1463,"84"
1464,"82"
1465,"67"
1466,"79"
1467,"68"
1468,"74"
1469,"59"
1470,"90"
1471,"77"
1472,"76"
1473,"74"
1474,"74"
1475,"79"
1476,"89"
1477,"69"
1478,"90"
1479,"63"
1480,"61"
1481,"79"
1482,"80"
1483,"78"
1484,"58"
1485,"87"
1486,"71"
1487,"77"
1488,"77"
1489,"72"
1490,"78"
1491,"76"
1492,"65"
1493,"62"
1494,"67"
1495,"64"
1496,"68"
1497,"68"
1498,"71"
1499,"64"
1500,"78"
1501,"69"
1502,"63"
1503,"56"
1504,"69"
1505,"72"
1506,"68"
1507,"74"
1508,"60"
1509,"69"
1510,"71"
1511,"61"
1512,"72"
1513,"56"
1514,"58"
1515,"75"
1516,"66"
1517,"75"
1518,"66"
1519,"56"
1520,"73"
1521,"60"
1522,"65"
1523,"71"
1524,"68"
1525,"61"
1526,"57"
1527,"60"
1528,"55"
1529,"56"
1530,"62"
1531,"72"
1532,"58"
1533,"60"
1534,"64"
1535,"54"
1536,"60"
1537,"63"
1538,"57"
1539,"61"
1540,"67"
1541,"55"
1542,"61"
1543,"65"
1544,"53"
1545,"61"
1546,"51"
1547,"53"
1548,"53"
1549,"46"
1550,"35"
1551,"61"
1552,"70"
1553,"65"
1554,"50"
1555,"53"
1556,"57"
1557,"60"
1558,"59"
1559,"56"
1560,"49"
1561,"55"
1562,"51"
1563,"46"
1564,"59"
1565,"54"
1566,"59"
1567,"46"
1568,"51"
1569,"48"
1570,"38"
1571,"49"
1572,"55"
1573,"45"
1574,"41"
1575,"51"
1576,"42"
1577,"56"
1578,"50"
1579,"39"
1580,"47"
1581,"41"
1582,"51"
1583,"48"
1584,"46"
1585,"43"
1586,"44"
1587,"34"
1588,"43"
1589,"33"
1590,"35"
1591,"38"
1592,"28"
1593,"43"
1594,"41"
1595,"29"
1596,"30"
1597,"55"
1598,"48"
1599,"34"
1600,"36"
1601,"39"
1602,"39"
1603,"34"
1604,"45"
1605,"44"
1606,"38"
1607,"42"
1608,"42"
1609,"44"
1610,"48"
1611,"41"
1612,"35"
1613,"27"
1614,"43"
1615,"38"
1616,"31"
1617,"33"
1618,"58"
1619,"26"
1620,"26"
1621,"33"
1622,"34"
1623,"25"
1624,"36"
1625,"37"
1626,"31"
1627,"33"
1628,"28"
1629,"23"
1630,"25"
1631,"35"
1632,"29"
1633,"20"
1634,"30"
1635,"25"
1636,"22"
1637,"26"
1638,"18"
1639,"22"
1640,"30"
1641,"24"
1642,"12"
1643,"37"
1644,"25"
1645,"23"
1646,"32"
1647,"27"
1648,"22"
1649,"20"
1650,"20"
1651,"20"
1652,"21"
1653,"15"
1654,"20"
1655,"17"
1656,"19"
1657,"19"
1658,"17"
1659,"14"
1660,"22"
1661,"18"
1662,"15"
1663,"24"
1664,"14"
1665,"17"
1666,"17"
1667,"20"
1668,"14"
1669,"22"
1670,"16"
1671,"18"
1672,"21"
1673,"11"
1674,"17"
1675,"25"
1676,"19"
1677,"16"
1678,"13"
1679,"19"
1680,"12"
1681,"19"
1682,"17"
1683,"12"
1684,"20"
1685,"15"
1686,"20"
1687,"10"
1688,"17"
1689,"12"
1690,"20"
1691,"14"
1692,"14"
1693,"10"
1694,"11"
1695,"14"
1696,"16"
1697,"15"
1698,"5"
1699,"13"
1700,"6"
1701,"12"
1702,"10"
1703,"9"
1704,"13"
1705,"9"
1706,"13"
1707,"8"
1708,"8"
1709,"10"
1710,"15"
1711,"8"
1712,"7"
1713,"9"
1714,"2"
1715,"12"
1716,"5"
1717,"4"
1718,"9"
1719,"11"
1720,"7"
1721,"8"
1722,"8"
1723,"9"
1724,"11"
1725,"2"
1726,"2"
1727,"2"
1728,"3"
1729,"10"
1730,"4"
1731,"4"
1732,"7"
1733,"4"
1734,"5"
1735,"8"
1736,"2"
1737,"7"
1738,"3"
1739,"6"
1740,"6"
1741,"5"
1742,"4"
1743,"3"
1744,"1"
1745,"3"
1746,"3"
1747,"6"
1748,"3"
1749,"1"
1750,"2"
1751,"3"
1752,"4"
1753,"5"
1754,"3"
1755,"1"
1756,"4"
1757,"5"
1758,"2"
1759,"0"
1760,"3"
1761,"4"
1762,"2"
1763,"4"
1764,"2"
1765,"2"
1766,"4"
1767,"0"
1768,"1"
1769,"5"
1770,"2"
1771,"6"
1772,"1"
1773,"5"
1774,"1"
1775,"1"
1776,"2"
1777,"6"
1778,"1"
1779,"4"
1780,"2"
1781,"0"
1782,"3"
1783,"3"
1784,"4"
1785,"4"
1786,"5"
1787,"4"
1788,"1"
1789,"1"
1790,"2"
1791,"2"
1792,"1"
1793,"0"
1794,"3"
1795,"2"
1796,"2"
1797,"3"
1798,"0"
1799,"2"
1800,"1"
1801,"2"
1802,"1"
1803,"2"
1804,"3"
1805,"1"
1806,"3"
1807,"2"
1808,"5"
1809,"4"
1810,"2"
1811,"0"
1812,"2"
1813,"2"
1814,"3"
1815,"1"
1816,"5"
1817,"3"
1818,"1"
1819,"1"
1820,"2"
1821,"3"
1822,"4"
1823,"2"
1824,"1"
1825,"2"
1826,"1"
1827,"0"
1828,"0"
1829,"1"
1830,"1"
1831,"2"
1832,"1"
1833,"1"
1834,"1"
1835,"1"
1836,"0"
1837,"3"
1838,"1"
1839,"1"
1840,"0"
1841,"0"
1842,"1"
1843,"1"
1844,"2"
1845,"3"
1846,"1"
1847,"1"
1848,"0"
1849,"1"
1850,"2"
1851,"1"
1852,"1"
1853,"2"
1854,"3"
1855,"0"
1856,"1"
1857,"2"
1858,"2"
1859,"0"
1860,"2"
1861,"1"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"1"
1868,"0"
1869,"0"
1870,"0"
1871,"0"
1872,"0"
1873,"0"
1874,"1"
1875,"0"
1876,"0"
1877,"0"
1878,"0"
1879,"2"
1880,"0"
1881,"0"
1882,"2"
1883,"0"
1884,"0"
1885,"1"
1886,"0"
1887,"1"
1888,"0"
1889,"1"
1890,"1"
1891,"0"
1892,"0"
1893,"0"
1894,"3"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"1"
1909,"0"
1910,"1"
1911,"0"
1912,"1"
1913,"0"
1914,"0"
1915,"1"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"1"
1921,"0"
1922,"1"
1923,"0"
1924,"0"
1925,"1"
1926,"2"
1927,"0"
1928,"0"
1929,"1"
1930,"1"
1931,"1"
1932,"0"
1933,"0"
1934,"0"
1935,"2"
1936,"0"
1937,"1"
1938,"0"
1939,"1"
1940,"0"
1941,"0"
1942,"1"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"1"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"2"
2032,"0"
2033,"0"
2034,"1"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"1"
2042,"2"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


