Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4E -1phi 3"
258,"299"
259,"281"
260,"261"
261,"258"
262,"274"
263,"239"
264,"245"
265,"277"
266,"288"
267,"288"
268,"282"
269,"268"
270,"300"
271,"299"
272,"310"
273,"318"
274,"317"
275,"344"
276,"329"
277,"334"
278,"320"
279,"310"
280,"337"
281,"367"
282,"376"
283,"372"
284,"329"
285,"305"
286,"334"
287,"375"
288,"352"
289,"366"
290,"344"
291,"390"
292,"381"
293,"355"
294,"333"
295,"337"
296,"349"
297,"321"
298,"340"
299,"345"
300,"339"
301,"313"
302,"346"
303,"359"
304,"337"
305,"319"
306,"362"
307,"367"
308,"415"
309,"395"
310,"417"
311,"434"
312,"471"
313,"571"
314,"645"
315,"718"
316,"774"
317,"824"
318,"843"
319,"866"
320,"770"
321,"729"
322,"623"
323,"503"
324,"471"
325,"473"
326,"367"
327,"421"
328,"367"
329,"354"
330,"392"
331,"348"
332,"406"
333,"385"
334,"366"
335,"387"
336,"427"
337,"426"
338,"419"
339,"430"
340,"453"
341,"475"
342,"477"
343,"475"
344,"504"
345,"536"
346,"467"
347,"508"
348,"513"
349,"564"
350,"541"
351,"514"
352,"546"
353,"553"
354,"618"
355,"600"
356,"633"
357,"625"
358,"646"
359,"704"
360,"711"
361,"769"
362,"787"
363,"804"
364,"812"
365,"840"
366,"897"
367,"928"
368,"981"
369,"995"
370,"1028"
371,"964"
372,"940"
373,"901"
374,"770"
375,"668"
376,"609"
377,"529"
378,"441"
379,"433"
380,"394"
381,"371"
382,"337"
383,"347"
384,"342"
385,"368"
386,"381"
387,"339"
388,"354"
389,"393"
390,"364"
391,"382"
392,"439"
393,"457"
394,"488"
395,"495"
396,"538"
397,"591"
398,"644"
399,"659"
400,"687"
401,"670"
402,"647"
403,"600"
404,"613"
405,"611"
406,"606"
407,"610"
408,"632"
409,"647"
410,"649"
411,"672"
412,"625"
413,"619"
414,"660"
415,"603"
416,"538"
417,"490"
418,"512"
419,"491"
420,"472"
421,"453"
422,"441"
423,"402"
424,"412"
425,"395"
426,"439"
427,"450"
428,"462"
429,"422"
430,"414"
431,"499"
432,"440"
433,"451"
434,"423"
435,"487"
436,"453"
437,"430"
438,"436"
439,"420"
440,"507"
441,"462"
442,"446"
443,"452"
444,"430"
445,"435"
446,"407"
447,"453"
448,"414"
449,"447"
450,"393"
451,"423"
452,"410"
453,"416"
454,"449"
455,"388"
456,"382"
457,"383"
458,"409"
459,"395"
460,"390"
461,"421"
462,"403"
463,"368"
464,"399"
465,"389"
466,"408"
467,"440"
468,"413"
469,"431"
470,"450"
471,"433"
472,"471"
473,"462"
474,"470"
475,"451"
476,"475"
477,"475"
478,"466"
479,"441"
480,"441"
481,"490"
482,"452"
483,"445"
484,"448"
485,"453"
486,"501"
487,"452"
488,"447"
489,"501"
490,"506"
491,"494"
492,"444"
493,"480"
494,"442"
495,"472"
496,"484"
497,"453"
498,"511"
499,"483"
500,"490"
501,"535"
502,"461"
503,"516"
504,"533"
505,"485"
506,"607"
507,"532"
508,"438"
509,"547"
510,"520"
511,"507"
512,"518"
513,"441"
514,"464"
515,"429"
516,"399"
517,"457"
518,"433"
519,"431"
520,"386"
521,"409"
522,"416"
523,"406"
524,"399"
525,"417"
526,"426"
527,"416"
528,"424"
529,"461"
530,"440"
531,"416"
532,"415"
533,"438"
534,"423"
535,"411"
536,"458"
537,"440"
538,"420"
539,"440"
540,"442"
541,"454"
542,"461"
543,"402"
544,"414"
545,"421"
546,"433"
547,"470"
548,"418"
549,"448"
550,"425"
551,"403"
552,"449"
553,"408"
554,"417"
555,"419"
556,"449"
557,"409"
558,"395"
559,"417"
560,"454"
561,"449"
562,"447"
563,"448"
564,"412"
565,"444"
566,"439"
567,"436"
568,"450"
569,"464"
570,"463"
571,"409"
572,"426"
573,"450"
574,"443"
575,"428"
576,"415"
577,"451"
578,"429"
579,"429"
580,"454"
581,"467"
582,"428"
583,"458"
584,"451"
585,"458"
586,"443"
587,"492"
588,"438"
589,"485"
590,"412"
591,"449"
592,"445"
593,"470"
594,"458"
595,"425"
596,"477"
597,"438"
598,"417"
599,"432"
600,"413"
601,"396"
602,"448"
603,"418"
604,"428"
605,"447"
606,"443"
607,"390"
608,"434"
609,"403"
610,"420"
611,"423"
612,"386"
613,"422"
614,"446"
615,"439"
616,"433"
617,"477"
618,"444"
619,"420"
620,"393"
621,"423"
622,"408"
623,"445"
624,"390"
625,"442"
626,"464"
627,"461"
628,"402"
629,"404"
630,"454"
631,"496"
632,"435"
633,"422"
634,"447"
635,"416"
636,"454"
637,"438"
638,"456"
639,"434"
640,"452"
641,"499"
642,"459"
643,"474"
644,"438"
645,"474"
646,"455"
647,"437"
648,"456"
649,"466"
650,"459"
651,"465"
652,"440"
653,"466"
654,"473"
655,"454"
656,"477"
657,"470"
658,"465"
659,"476"
660,"512"
661,"506"
662,"529"
663,"548"
664,"540"
665,"519"
666,"508"
667,"490"
668,"486"
669,"517"
670,"507"
671,"492"
672,"468"
673,"424"
674,"468"
675,"420"
676,"450"
677,"460"
678,"437"
679,"404"
680,"440"
681,"429"
682,"374"
683,"405"
684,"460"
685,"376"
686,"393"
687,"389"
688,"421"
689,"391"
690,"393"
691,"439"
692,"394"
693,"424"
694,"415"
695,"435"
696,"419"
697,"419"
698,"459"
699,"447"
700,"460"
701,"445"
702,"513"
703,"459"
704,"459"
705,"513"
706,"464"
707,"439"
708,"455"
709,"405"
710,"441"
711,"457"
712,"432"
713,"445"
714,"426"
715,"374"
716,"377"
717,"377"
718,"401"
719,"381"
720,"373"
721,"389"
722,"396"
723,"353"
724,"386"
725,"384"
726,"388"
727,"389"
728,"409"
729,"381"
730,"397"
731,"390"
732,"377"
733,"403"
734,"400"
735,"413"
736,"411"
737,"375"
738,"408"
739,"398"
740,"380"
741,"390"
742,"395"
743,"373"
744,"362"
745,"388"
746,"389"
747,"393"
748,"417"
749,"367"
750,"375"
751,"399"
752,"427"
753,"383"
754,"380"
755,"386"
756,"403"
757,"387"
758,"416"
759,"378"
760,"379"
761,"362"
762,"376"
763,"351"
764,"363"
765,"367"
766,"392"
767,"376"
768,"377"
769,"368"
770,"398"
771,"371"
772,"389"
773,"398"
774,"407"
775,"442"
776,"407"
777,"464"
778,"439"
779,"465"
780,"445"
781,"439"
782,"442"
783,"452"
784,"460"
785,"453"
786,"468"
787,"441"
788,"465"
789,"433"
790,"403"
791,"414"
792,"378"
793,"406"
794,"393"
795,"366"
796,"386"
797,"373"
798,"379"
799,"446"
800,"391"
801,"385"
802,"377"
803,"361"
804,"382"
805,"362"
806,"377"
807,"380"
808,"378"
809,"379"
810,"373"
811,"398"
812,"388"
813,"377"
814,"377"
815,"403"
816,"387"
817,"359"
818,"400"
819,"369"
820,"354"
821,"385"
822,"374"
823,"385"
824,"371"
825,"357"
826,"381"
827,"343"
828,"371"
829,"368"
830,"368"
831,"353"
832,"348"
833,"362"
834,"389"
835,"382"
836,"348"
837,"402"
838,"364"
839,"389"
840,"328"
841,"372"
842,"390"
843,"340"
844,"375"
845,"376"
846,"348"
847,"379"
848,"381"
849,"348"
850,"371"
851,"388"
852,"368"
853,"364"
854,"387"
855,"391"
856,"383"
857,"377"
858,"372"
859,"376"
860,"391"
861,"402"
862,"366"
863,"408"
864,"404"
865,"390"
866,"348"
867,"380"
868,"369"
869,"388"
870,"445"
871,"413"
872,"410"
873,"425"
874,"415"
875,"406"
876,"407"
877,"410"
878,"388"
879,"405"
880,"423"
881,"438"
882,"412"
883,"401"
884,"415"
885,"402"
886,"430"
887,"411"
888,"458"
889,"437"
890,"417"
891,"388"
892,"442"
893,"419"
894,"438"
895,"413"
896,"434"
897,"427"
898,"482"
899,"449"
900,"419"
901,"474"
902,"480"
903,"540"
904,"459"
905,"442"
906,"507"
907,"533"
908,"527"
909,"548"
910,"553"
911,"574"
912,"547"
913,"578"
914,"586"
915,"657"
916,"676"
917,"675"
918,"672"
919,"723"
920,"772"
921,"832"
922,"853"
923,"890"
924,"949"
925,"926"
926,"964"
927,"1036"
928,"1054"
929,"1119"
930,"1189"
931,"1160"
932,"1197"
933,"1196"
934,"1243"
935,"1278"
936,"1256"
937,"1264"
938,"1245"
939,"1312"
940,"1298"
941,"1282"
942,"1346"
943,"1236"
944,"1251"
945,"1151"
946,"1226"
947,"1147"
948,"1178"
949,"1128"
950,"1061"
951,"1024"
952,"976"
953,"951"
954,"915"
955,"898"
956,"870"
957,"775"
958,"762"
959,"748"
960,"752"
961,"673"
962,"664"
963,"677"
964,"591"
965,"558"
966,"587"
967,"557"
968,"496"
969,"476"
970,"532"
971,"480"
972,"462"
973,"464"
974,"395"
975,"437"
976,"410"
977,"427"
978,"383"
979,"387"
980,"390"
981,"357"
982,"375"
983,"343"
984,"346"
985,"395"
986,"392"
987,"352"
988,"402"
989,"434"
990,"428"
991,"468"
992,"480"
993,"451"
994,"538"
995,"584"
996,"635"
997,"635"
998,"640"
999,"765"
1000,"735"
1001,"753"
1002,"784"
1003,"813"
1004,"763"
1005,"772"
1006,"654"
1007,"644"
1008,"613"
1009,"564"
1010,"500"
1011,"490"
1012,"450"
1013,"402"
1014,"363"
1015,"351"
1016,"354"
1017,"348"
1018,"322"
1019,"284"
1020,"329"
1021,"325"
1022,"305"
1023,"369"
1024,"315"
1025,"340"
1026,"315"
1027,"366"
1028,"369"
1029,"317"
1030,"368"
1031,"359"
1032,"358"
1033,"380"
1034,"373"
1035,"400"
1036,"430"
1037,"423"
1038,"440"
1039,"458"
1040,"476"
1041,"479"
1042,"519"
1043,"567"
1044,"562"
1045,"558"
1046,"586"
1047,"595"
1048,"643"
1049,"664"
1050,"601"
1051,"622"
1052,"595"
1053,"549"
1054,"602"
1055,"567"
1056,"550"
1057,"526"
1058,"519"
1059,"467"
1060,"438"
1061,"460"
1062,"405"
1063,"386"
1064,"390"
1065,"393"
1066,"389"
1067,"361"
1068,"335"
1069,"336"
1070,"334"
1071,"299"
1072,"339"
1073,"315"
1074,"315"
1075,"310"
1076,"305"
1077,"320"
1078,"286"
1079,"295"
1080,"288"
1081,"308"
1082,"295"
1083,"297"
1084,"288"
1085,"294"
1086,"268"
1087,"274"
1088,"240"
1089,"253"
1090,"258"
1091,"272"
1092,"239"
1093,"255"
1094,"262"
1095,"254"
1096,"242"
1097,"226"
1098,"236"
1099,"211"
1100,"227"
1101,"228"
1102,"234"
1103,"269"
1104,"226"
1105,"227"
1106,"212"
1107,"246"
1108,"219"
1109,"257"
1110,"208"
1111,"219"
1112,"245"
1113,"215"
1114,"222"
1115,"221"
1116,"236"
1117,"249"
1118,"209"
1119,"218"
1120,"238"
1121,"212"
1122,"265"
1123,"263"
1124,"280"
1125,"269"
1126,"268"
1127,"251"
1128,"282"
1129,"274"
1130,"271"
1131,"290"
1132,"266"
1133,"266"
1134,"275"
1135,"231"
1136,"215"
1137,"228"
1138,"216"
1139,"233"
1140,"204"
1141,"229"
1142,"197"
1143,"194"
1144,"212"
1145,"227"
1146,"211"
1147,"215"
1148,"205"
1149,"208"
1150,"201"
1151,"189"
1152,"202"
1153,"194"
1154,"189"
1155,"213"
1156,"235"
1157,"215"
1158,"184"
1159,"161"
1160,"210"
1161,"185"
1162,"172"
1163,"181"
1164,"206"
1165,"186"
1166,"199"
1167,"200"
1168,"203"
1169,"185"
1170,"190"
1171,"216"
1172,"192"
1173,"189"
1174,"201"
1175,"205"
1176,"205"
1177,"214"
1178,"217"
1179,"224"
1180,"228"
1181,"196"
1182,"207"
1183,"219"
1184,"213"
1185,"219"
1186,"206"
1187,"219"
1188,"218"
1189,"197"
1190,"208"
1191,"174"
1192,"213"
1193,"189"
1194,"180"
1195,"170"
1196,"206"
1197,"175"
1198,"162"
1199,"186"
1200,"149"
1201,"178"
1202,"190"
1203,"183"
1204,"197"
1205,"188"
1206,"169"
1207,"164"
1208,"180"
1209,"173"
1210,"171"
1211,"171"
1212,"187"
1213,"181"
1214,"179"
1215,"183"
1216,"170"
1217,"154"
1218,"138"
1219,"180"
1220,"165"
1221,"150"
1222,"189"
1223,"139"
1224,"153"
1225,"157"
1226,"173"
1227,"181"
1228,"152"
1229,"168"
1230,"171"
1231,"164"
1232,"169"
1233,"174"
1234,"153"
1235,"170"
1236,"157"
1237,"175"
1238,"161"
1239,"152"
1240,"144"
1241,"162"
1242,"159"
1243,"152"
1244,"172"
1245,"175"
1246,"204"
1247,"164"
1248,"154"
1249,"167"
1250,"175"
1251,"182"
1252,"168"
1253,"163"
1254,"165"
1255,"160"
1256,"158"
1257,"148"
1258,"131"
1259,"157"
1260,"142"
1261,"147"
1262,"156"
1263,"156"
1264,"145"
1265,"155"
1266,"145"
1267,"158"
1268,"165"
1269,"158"
1270,"162"
1271,"146"
1272,"140"
1273,"155"
1274,"156"
1275,"148"
1276,"160"
1277,"136"
1278,"150"
1279,"158"
1280,"139"
1281,"131"
1282,"151"
1283,"133"
1284,"160"
1285,"146"
1286,"145"
1287,"147"
1288,"128"
1289,"129"
1290,"155"
1291,"120"
1292,"145"
1293,"132"
1294,"137"
1295,"138"
1296,"152"
1297,"122"
1298,"106"
1299,"160"
1300,"130"
1301,"136"
1302,"158"
1303,"120"
1304,"148"
1305,"107"
1306,"139"
1307,"145"
1308,"139"
1309,"127"
1310,"121"
1311,"138"
1312,"122"
1313,"118"
1314,"124"
1315,"151"
1316,"115"
1317,"121"
1318,"144"
1319,"134"
1320,"138"
1321,"116"
1322,"133"
1323,"127"
1324,"125"
1325,"130"
1326,"112"
1327,"129"
1328,"131"
1329,"143"
1330,"110"
1331,"115"
1332,"124"
1333,"130"
1334,"129"
1335,"131"
1336,"128"
1337,"120"
1338,"128"
1339,"117"
1340,"115"
1341,"109"
1342,"120"
1343,"141"
1344,"136"
1345,"123"
1346,"112"
1347,"134"
1348,"111"
1349,"116"
1350,"112"
1351,"116"
1352,"124"
1353,"120"
1354,"128"
1355,"113"
1356,"104"
1357,"127"
1358,"113"
1359,"117"
1360,"108"
1361,"110"
1362,"127"
1363,"114"
1364,"112"
1365,"109"
1366,"112"
1367,"98"
1368,"118"
1369,"101"
1370,"105"
1371,"104"
1372,"112"
1373,"114"
1374,"123"
1375,"112"
1376,"103"
1377,"97"
1378,"110"
1379,"112"
1380,"115"
1381,"114"
1382,"132"
1383,"103"
1384,"96"
1385,"83"
1386,"115"
1387,"115"
1388,"116"
1389,"108"
1390,"121"
1391,"110"
1392,"83"
1393,"93"
1394,"110"
1395,"116"
1396,"109"
1397,"88"
1398,"102"
1399,"102"
1400,"84"
1401,"101"
1402,"104"
1403,"108"
1404,"108"
1405,"113"
1406,"121"
1407,"104"
1408,"102"
1409,"98"
1410,"96"
1411,"94"
1412,"103"
1413,"94"
1414,"96"
1415,"104"
1416,"95"
1417,"86"
1418,"85"
1419,"94"
1420,"108"
1421,"91"
1422,"97"
1423,"91"
1424,"88"
1425,"102"
1426,"84"
1427,"88"
1428,"101"
1429,"90"
1430,"74"
1431,"93"
1432,"104"
1433,"103"
1434,"93"
1435,"94"
1436,"94"
1437,"86"
1438,"102"
1439,"99"
1440,"82"
1441,"90"
1442,"93"
1443,"94"
1444,"77"
1445,"81"
1446,"82"
1447,"87"
1448,"82"
1449,"83"
1450,"88"
1451,"78"
1452,"90"
1453,"89"
1454,"81"
1455,"92"
1456,"96"
1457,"84"
1458,"79"
1459,"75"
1460,"77"
1461,"84"
1462,"81"
1463,"82"
1464,"82"
1465,"92"
1466,"80"
1467,"51"
1468,"74"
1469,"67"
1470,"77"
1471,"85"
1472,"77"
1473,"83"
1474,"71"
1475,"68"
1476,"74"
1477,"74"
1478,"87"
1479,"64"
1480,"70"
1481,"78"
1482,"60"
1483,"70"
1484,"75"
1485,"77"
1486,"74"
1487,"70"
1488,"65"
1489,"72"
1490,"84"
1491,"63"
1492,"87"
1493,"86"
1494,"88"
1495,"76"
1496,"63"
1497,"59"
1498,"65"
1499,"71"
1500,"76"
1501,"73"
1502,"54"
1503,"62"
1504,"65"
1505,"57"
1506,"70"
1507,"54"
1508,"56"
1509,"58"
1510,"63"
1511,"72"
1512,"71"
1513,"68"
1514,"65"
1515,"63"
1516,"69"
1517,"73"
1518,"60"
1519,"60"
1520,"68"
1521,"66"
1522,"60"
1523,"62"
1524,"59"
1525,"64"
1526,"63"
1527,"55"
1528,"64"
1529,"65"
1530,"52"
1531,"71"
1532,"52"
1533,"42"
1534,"54"
1535,"56"
1536,"51"
1537,"65"
1538,"50"
1539,"47"
1540,"54"
1541,"47"
1542,"47"
1543,"53"
1544,"46"
1545,"47"
1546,"44"
1547,"51"
1548,"52"
1549,"62"
1550,"45"
1551,"60"
1552,"57"
1553,"57"
1554,"48"
1555,"48"
1556,"46"
1557,"52"
1558,"40"
1559,"46"
1560,"48"
1561,"46"
1562,"43"
1563,"52"
1564,"53"
1565,"52"
1566,"51"
1567,"54"
1568,"48"
1569,"33"
1570,"38"
1571,"45"
1572,"47"
1573,"42"
1574,"46"
1575,"45"
1576,"39"
1577,"47"
1578,"46"
1579,"57"
1580,"41"
1581,"50"
1582,"52"
1583,"40"
1584,"39"
1585,"46"
1586,"47"
1587,"33"
1588,"30"
1589,"54"
1590,"41"
1591,"45"
1592,"49"
1593,"40"
1594,"56"
1595,"43"
1596,"40"
1597,"34"
1598,"38"
1599,"45"
1600,"35"
1601,"35"
1602,"32"
1603,"25"
1604,"53"
1605,"26"
1606,"38"
1607,"34"
1608,"39"
1609,"23"
1610,"32"
1611,"37"
1612,"40"
1613,"35"
1614,"32"
1615,"31"
1616,"33"
1617,"30"
1618,"45"
1619,"40"
1620,"26"
1621,"37"
1622,"33"
1623,"37"
1624,"43"
1625,"24"
1626,"34"
1627,"29"
1628,"25"
1629,"27"
1630,"25"
1631,"26"
1632,"24"
1633,"34"
1634,"20"
1635,"28"
1636,"27"
1637,"28"
1638,"20"
1639,"27"
1640,"26"
1641,"24"
1642,"24"
1643,"19"
1644,"24"
1645,"20"
1646,"16"
1647,"27"
1648,"24"
1649,"24"
1650,"23"
1651,"28"
1652,"23"
1653,"19"
1654,"23"
1655,"22"
1656,"19"
1657,"27"
1658,"17"
1659,"22"
1660,"24"
1661,"29"
1662,"19"
1663,"16"
1664,"14"
1665,"29"
1666,"16"
1667,"22"
1668,"20"
1669,"20"
1670,"21"
1671,"13"
1672,"18"
1673,"20"
1674,"22"
1675,"17"
1676,"23"
1677,"23"
1678,"23"
1679,"14"
1680,"18"
1681,"15"
1682,"15"
1683,"17"
1684,"17"
1685,"13"
1686,"14"
1687,"14"
1688,"15"
1689,"13"
1690,"15"
1691,"14"
1692,"11"
1693,"11"
1694,"5"
1695,"17"
1696,"8"
1697,"18"
1698,"21"
1699,"15"
1700,"13"
1701,"8"
1702,"15"
1703,"7"
1704,"10"
1705,"10"
1706,"7"
1707,"10"
1708,"5"
1709,"12"
1710,"9"
1711,"14"
1712,"5"
1713,"9"
1714,"11"
1715,"9"
1716,"7"
1717,"8"
1718,"10"
1719,"8"
1720,"8"
1721,"4"
1722,"7"
1723,"7"
1724,"5"
1725,"6"
1726,"6"
1727,"3"
1728,"8"
1729,"5"
1730,"7"
1731,"7"
1732,"6"
1733,"5"
1734,"9"
1735,"7"
1736,"3"
1737,"6"
1738,"6"
1739,"4"
1740,"3"
1741,"5"
1742,"3"
1743,"5"
1744,"5"
1745,"0"
1746,"1"
1747,"5"
1748,"3"
1749,"3"
1750,"5"
1751,"6"
1752,"3"
1753,"1"
1754,"2"
1755,"10"
1756,"2"
1757,"3"
1758,"2"
1759,"0"
1760,"1"
1761,"4"
1762,"5"
1763,"3"
1764,"4"
1765,"5"
1766,"5"
1767,"4"
1768,"3"
1769,"1"
1770,"2"
1771,"6"
1772,"3"
1773,"4"
1774,"6"
1775,"1"
1776,"5"
1777,"5"
1778,"5"
1779,"2"
1780,"1"
1781,"6"
1782,"2"
1783,"1"
1784,"2"
1785,"2"
1786,"2"
1787,"1"
1788,"2"
1789,"3"
1790,"1"
1791,"3"
1792,"2"
1793,"1"
1794,"0"
1795,"0"
1796,"3"
1797,"1"
1798,"0"
1799,"2"
1800,"2"
1801,"1"
1802,"5"
1803,"0"
1804,"2"
1805,"1"
1806,"1"
1807,"1"
1808,"5"
1809,"1"
1810,"1"
1811,"4"
1812,"3"
1813,"2"
1814,"1"
1815,"1"
1816,"0"
1817,"2"
1818,"0"
1819,"4"
1820,"2"
1821,"0"
1822,"2"
1823,"0"
1824,"0"
1825,"3"
1826,"0"
1827,"1"
1828,"4"
1829,"0"
1830,"1"
1831,"1"
1832,"2"
1833,"1"
1834,"0"
1835,"1"
1836,"0"
1837,"0"
1838,"0"
1839,"1"
1840,"2"
1841,"2"
1842,"0"
1843,"2"
1844,"0"
1845,"0"
1846,"1"
1847,"0"
1848,"0"
1849,"0"
1850,"1"
1851,"1"
1852,"2"
1853,"0"
1854,"3"
1855,"0"
1856,"0"
1857,"0"
1858,"0"
1859,"0"
1860,"1"
1861,"0"
1862,"0"
1863,"1"
1864,"1"
1865,"2"
1866,"1"
1867,"2"
1868,"2"
1869,"1"
1870,"1"
1871,"1"
1872,"1"
1873,"0"
1874,"1"
1875,"1"
1876,"1"
1877,"1"
1878,"1"
1879,"2"
1880,"0"
1881,"0"
1882,"1"
1883,"1"
1884,"0"
1885,"2"
1886,"1"
1887,"1"
1888,"1"
1889,"1"
1890,"1"
1891,"2"
1892,"2"
1893,"1"
1894,"1"
1895,"1"
1896,"2"
1897,"0"
1898,"1"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"1"
1906,"0"
1907,"1"
1908,"3"
1909,"0"
1910,"2"
1911,"1"
1912,"1"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"1"
1918,"1"
1919,"1"
1920,"0"
1921,"2"
1922,"0"
1923,"0"
1924,"0"
1925,"2"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"1"
1939,"0"
1940,"0"
1941,"0"
1942,"1"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"1"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"1"
2011,"1"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"1"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


