Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3F 2phi 0"
663,"1067"
664,"1020"
665,"1038"
666,"1033"
667,"971"
668,"863"
669,"796"
670,"765"
671,"667"
672,"655"
673,"566"
674,"578"
675,"585"
676,"531"
677,"526"
678,"482"
679,"546"
680,"499"
681,"498"
682,"507"
683,"490"
684,"517"
685,"478"
686,"484"
687,"508"
688,"503"
689,"454"
690,"532"
691,"535"
692,"517"
693,"579"
694,"579"
695,"590"
696,"639"
697,"628"
698,"668"
699,"681"
700,"724"
701,"760"
702,"746"
703,"798"
704,"753"
705,"663"
706,"633"
707,"621"
708,"595"
709,"560"
710,"572"
711,"538"
712,"468"
713,"470"
714,"496"
715,"494"
716,"464"
717,"491"
718,"447"
719,"493"
720,"458"
721,"451"
722,"482"
723,"481"
724,"473"
725,"460"
726,"478"
727,"516"
728,"501"
729,"475"
730,"486"
731,"529"
732,"448"
733,"507"
734,"493"
735,"523"
736,"498"
737,"501"
738,"483"
739,"517"
740,"522"
741,"605"
742,"527"
743,"553"
744,"570"
745,"537"
746,"518"
747,"533"
748,"503"
749,"528"
750,"455"
751,"524"
752,"486"
753,"433"
754,"487"
755,"459"
756,"441"
757,"429"
758,"453"
759,"443"
760,"427"
761,"441"
762,"393"
763,"458"
764,"425"
765,"457"
766,"455"
767,"436"
768,"466"
769,"459"
770,"426"
771,"464"
772,"483"
773,"485"
774,"498"
775,"513"
776,"516"
777,"513"
778,"549"
779,"517"
780,"592"
781,"568"
782,"610"
783,"570"
784,"569"
785,"574"
786,"579"
787,"556"
788,"490"
789,"551"
790,"493"
791,"501"
792,"495"
793,"455"
794,"439"
795,"460"
796,"479"
797,"451"
798,"427"
799,"404"
800,"428"
801,"470"
802,"423"
803,"388"
804,"403"
805,"467"
806,"431"
807,"480"
808,"438"
809,"411"
810,"433"
811,"410"
812,"438"
813,"431"
814,"449"
815,"422"
816,"430"
817,"427"
818,"417"
819,"402"
820,"405"
821,"425"
822,"434"
823,"406"
824,"424"
825,"450"
826,"424"
827,"445"
828,"442"
829,"433"
830,"443"
831,"419"
832,"426"
833,"441"
834,"422"
835,"387"
836,"431"
837,"425"
838,"443"
839,"432"
840,"413"
841,"426"
842,"428"
843,"410"
844,"393"
845,"428"
846,"409"
847,"403"
848,"372"
849,"428"
850,"431"
851,"418"
852,"418"
853,"444"
854,"412"
855,"407"
856,"448"
857,"430"
858,"408"
859,"443"
860,"432"
861,"426"
862,"426"
863,"436"
864,"403"
865,"423"
866,"397"
867,"443"
868,"406"
869,"424"
870,"424"
871,"447"
872,"453"
873,"433"
874,"447"
875,"498"
876,"478"
877,"452"
878,"460"
879,"503"
880,"460"
881,"458"
882,"424"
883,"506"
884,"483"
885,"453"
886,"464"
887,"465"
888,"479"
889,"453"
890,"494"
891,"509"
892,"454"
893,"520"
894,"495"
895,"512"
896,"516"
897,"514"
898,"520"
899,"526"
900,"520"
901,"552"
902,"520"
903,"568"
904,"534"
905,"578"
906,"541"
907,"597"
908,"596"
909,"629"
910,"627"
911,"613"
912,"689"
913,"673"
914,"708"
915,"703"
916,"782"
917,"799"
918,"838"
919,"857"
920,"867"
921,"910"
922,"956"
923,"980"
924,"1002"
925,"1098"
926,"1179"
927,"1157"
928,"1263"
929,"1216"
930,"1275"
931,"1294"
932,"1398"
933,"1349"
934,"1436"
935,"1417"
936,"1483"
937,"1417"
938,"1393"
939,"1459"
940,"1439"
941,"1407"
942,"1450"
943,"1487"
944,"1455"
945,"1390"
946,"1414"
947,"1255"
948,"1290"
949,"1166"
950,"1216"
951,"1117"
952,"1119"
953,"1068"
954,"1050"
955,"1014"
956,"951"
957,"850"
958,"866"
959,"813"
960,"761"
961,"771"
962,"696"
963,"709"
964,"673"
965,"663"
966,"622"
967,"565"
968,"554"
969,"599"
970,"567"
971,"510"
972,"521"
973,"525"
974,"502"
975,"469"
976,"510"
977,"443"
978,"425"
979,"483"
980,"451"
981,"457"
982,"426"
983,"396"
984,"429"
985,"402"
986,"402"
987,"438"
988,"435"
989,"486"
990,"489"
991,"499"
992,"591"
993,"614"
994,"617"
995,"717"
996,"753"
997,"842"
998,"837"
999,"838"
1000,"854"
1001,"861"
1002,"901"
1003,"836"
1004,"902"
1005,"828"
1006,"794"
1007,"747"
1008,"665"
1009,"597"
1010,"568"
1011,"517"
1012,"455"
1013,"440"
1014,"418"
1015,"373"
1016,"376"
1017,"375"
1018,"320"
1019,"329"
1020,"361"
1021,"360"
1022,"344"
1023,"381"
1024,"355"
1025,"366"
1026,"353"
1027,"394"
1028,"383"
1029,"352"
1030,"411"
1031,"353"
1032,"446"
1033,"470"
1034,"427"
1035,"428"
1036,"443"
1037,"499"
1038,"505"
1039,"528"
1040,"525"
1041,"517"
1042,"609"
1043,"623"
1044,"575"
1045,"610"
1046,"624"
1047,"695"
1048,"591"
1049,"650"
1050,"630"
1051,"669"
1052,"638"
1053,"642"
1054,"610"
1055,"580"
1056,"541"
1057,"565"
1058,"519"
1059,"505"
1060,"463"
1061,"472"
1062,"443"
1063,"431"
1064,"437"
1065,"407"
1066,"366"
1067,"406"
1068,"393"
1069,"367"
1070,"330"
1071,"395"
1072,"357"
1073,"347"
1074,"351"
1075,"374"
1076,"349"
1077,"311"
1078,"305"
1079,"291"
1080,"304"
1081,"312"
1082,"313"
1083,"297"
1084,"292"
1085,"298"
1086,"299"
1087,"312"
1088,"295"
1089,"281"
1090,"308"
1091,"268"
1092,"278"
1093,"257"
1094,"289"
1095,"280"
1096,"280"
1097,"240"
1098,"268"
1099,"266"
1100,"277"
1101,"247"
1102,"262"
1103,"231"
1104,"250"
1105,"261"
1106,"261"
1107,"249"
1108,"243"
1109,"227"
1110,"276"
1111,"227"
1112,"264"
1113,"228"
1114,"243"
1115,"218"
1116,"265"
1117,"226"
1118,"256"
1119,"284"
1120,"270"
1121,"279"
1122,"288"
1123,"282"
1124,"297"
1125,"319"
1126,"286"
1127,"320"
1128,"344"
1129,"351"
1130,"284"
1131,"276"
1132,"282"
1133,"275"
1134,"273"
1135,"237"
1136,"258"
1137,"242"
1138,"226"
1139,"233"
1140,"228"
1141,"231"
1142,"208"
1143,"217"
1144,"231"
1145,"223"
1146,"252"
1147,"225"
1148,"205"
1149,"235"
1150,"219"
1151,"244"
1152,"221"
1153,"244"
1154,"228"
1155,"203"
1156,"225"
1157,"217"
1158,"204"
1159,"194"
1160,"201"
1161,"201"
1162,"199"
1163,"208"
1164,"199"
1165,"179"
1166,"234"
1167,"208"
1168,"197"
1169,"207"
1170,"189"
1171,"213"
1172,"208"
1173,"224"
1174,"218"
1175,"202"
1176,"205"
1177,"239"
1178,"234"
1179,"239"
1180,"221"
1181,"244"
1182,"241"
1183,"231"
1184,"239"
1185,"204"
1186,"235"
1187,"213"
1188,"220"
1189,"204"
1190,"222"
1191,"201"
1192,"204"
1193,"188"
1194,"192"
1195,"201"
1196,"201"
1197,"188"
1198,"207"
1199,"175"
1200,"190"
1201,"176"
1202,"194"
1203,"194"
1204,"181"
1205,"193"
1206,"182"
1207,"191"
1208,"191"
1209,"209"
1210,"191"
1211,"193"
1212,"176"
1213,"174"
1214,"187"
1215,"186"
1216,"172"
1217,"184"
1218,"191"
1219,"161"
1220,"187"
1221,"167"
1222,"156"
1223,"177"
1224,"173"
1225,"180"
1226,"173"
1227,"164"
1228,"185"
1229,"192"
1230,"196"
1231,"163"
1232,"170"
1233,"181"
1234,"174"
1235,"167"
1236,"168"
1237,"163"
1238,"197"
1239,"157"
1240,"174"
1241,"178"
1242,"180"
1243,"165"
1244,"183"
1245,"165"
1246,"199"
1247,"184"
1248,"152"
1249,"183"
1250,"168"
1251,"185"
1252,"153"
1253,"174"
1254,"180"
1255,"198"
1256,"159"
1257,"153"
1258,"174"
1259,"153"
1260,"161"
1261,"165"
1262,"140"
1263,"180"
1264,"181"
1265,"152"
1266,"155"
1267,"156"
1268,"140"
1269,"142"
1270,"152"
1271,"175"
1272,"150"
1273,"166"
1274,"142"
1275,"150"
1276,"147"
1277,"175"
1278,"130"
1279,"148"
1280,"153"
1281,"141"
1282,"149"
1283,"140"
1284,"141"
1285,"130"
1286,"137"
1287,"138"
1288,"137"
1289,"144"
1290,"154"
1291,"132"
1292,"159"
1293,"152"
1294,"127"
1295,"143"
1296,"142"
1297,"165"
1298,"163"
1299,"154"
1300,"141"
1301,"139"
1302,"135"
1303,"138"
1304,"129"
1305,"135"
1306,"162"
1307,"139"
1308,"128"
1309,"132"
1310,"129"
1311,"138"
1312,"171"
1313,"138"
1314,"139"
1315,"142"
1316,"140"
1317,"152"
1318,"140"
1319,"128"
1320,"143"
1321,"126"
1322,"118"
1323,"137"
1324,"125"
1325,"104"
1326,"125"
1327,"130"
1328,"120"
1329,"133"
1330,"133"
1331,"130"
1332,"150"
1333,"145"
1334,"122"
1335,"133"
1336,"125"
1337,"116"
1338,"133"
1339,"114"
1340,"124"
1341,"108"
1342,"136"
1343,"122"
1344,"123"
1345,"139"
1346,"103"
1347,"135"
1348,"142"
1349,"128"
1350,"116"
1351,"134"
1352,"111"
1353,"139"
1354,"124"
1355,"109"
1356,"112"
1357,"126"
1358,"102"
1359,"127"
1360,"123"
1361,"129"
1362,"117"
1363,"111"
1364,"132"
1365,"95"
1366,"115"
1367,"110"
1368,"124"
1369,"144"
1370,"116"
1371,"114"
1372,"96"
1373,"116"
1374,"114"
1375,"92"
1376,"117"
1377,"111"
1378,"130"
1379,"128"
1380,"115"
1381,"113"
1382,"116"
1383,"113"
1384,"105"
1385,"110"
1386,"109"
1387,"108"
1388,"110"
1389,"103"
1390,"128"
1391,"122"
1392,"120"
1393,"95"
1394,"106"
1395,"106"
1396,"98"
1397,"133"
1398,"107"
1399,"105"
1400,"98"
1401,"113"
1402,"107"
1403,"95"
1404,"96"
1405,"115"
1406,"109"
1407,"116"
1408,"112"
1409,"127"
1410,"109"
1411,"95"
1412,"91"
1413,"100"
1414,"98"
1415,"95"
1416,"113"
1417,"115"
1418,"89"
1419,"109"
1420,"115"
1421,"115"
1422,"105"
1423,"112"
1424,"105"
1425,"86"
1426,"85"
1427,"94"
1428,"108"
1429,"88"
1430,"98"
1431,"87"
1432,"83"
1433,"93"
1434,"95"
1435,"97"
1436,"86"
1437,"98"
1438,"83"
1439,"85"
1440,"100"
1441,"95"
1442,"92"
1443,"78"
1444,"82"
1445,"91"
1446,"75"
1447,"80"
1448,"68"
1449,"91"
1450,"84"
1451,"98"
1452,"78"
1453,"93"
1454,"106"
1455,"88"
1456,"84"
1457,"79"
1458,"80"
1459,"88"
1460,"76"
1461,"85"
1462,"92"
1463,"86"
1464,"88"
1465,"84"
1466,"76"
1467,"85"
1468,"96"
1469,"76"
1470,"90"
1471,"71"
1472,"77"
1473,"90"
1474,"74"
1475,"79"
1476,"89"
1477,"87"
1478,"68"
1479,"84"
1480,"64"
1481,"86"
1482,"68"
1483,"90"
1484,"72"
1485,"75"
1486,"72"
1487,"68"
1488,"77"
1489,"76"
1490,"80"
1491,"53"
1492,"63"
1493,"63"
1494,"74"
1495,"76"
1496,"66"
1497,"64"
1498,"61"
1499,"74"
1500,"70"
1501,"75"
1502,"56"
1503,"70"
1504,"65"
1505,"57"
1506,"62"
1507,"61"
1508,"75"
1509,"63"
1510,"71"
1511,"61"
1512,"62"
1513,"66"
1514,"67"
1515,"61"
1516,"74"
1517,"63"
1518,"82"
1519,"73"
1520,"67"
1521,"58"
1522,"75"
1523,"61"
1524,"60"
1525,"64"
1526,"60"
1527,"62"
1528,"60"
1529,"54"
1530,"56"
1531,"65"
1532,"53"
1533,"69"
1534,"58"
1535,"73"
1536,"73"
1537,"50"
1538,"48"
1539,"61"
1540,"65"
1541,"56"
1542,"63"
1543,"55"
1544,"52"
1545,"55"
1546,"56"
1547,"48"
1548,"42"
1549,"44"
1550,"60"
1551,"51"
1552,"42"
1553,"56"
1554,"43"
1555,"38"
1556,"52"
1557,"36"
1558,"55"
1559,"46"
1560,"47"
1561,"51"
1562,"53"
1563,"45"
1564,"52"
1565,"51"
1566,"58"
1567,"42"
1568,"54"
1569,"42"
1570,"35"
1571,"50"
1572,"67"
1573,"52"
1574,"52"
1575,"49"
1576,"37"
1577,"34"
1578,"40"
1579,"40"
1580,"38"
1581,"50"
1582,"40"
1583,"53"
1584,"56"
1585,"45"
1586,"44"
1587,"63"
1588,"46"
1589,"36"
1590,"46"
1591,"38"
1592,"33"
1593,"53"
1594,"36"
1595,"33"
1596,"52"
1597,"46"
1598,"35"
1599,"44"
1600,"38"
1601,"41"
1602,"48"
1603,"44"
1604,"46"
1605,"37"
1606,"31"
1607,"39"
1608,"30"
1609,"31"
1610,"35"
1611,"37"
1612,"38"
1613,"28"
1614,"23"
1615,"31"
1616,"31"
1617,"27"
1618,"28"
1619,"32"
1620,"40"
1621,"22"
1622,"38"
1623,"28"
1624,"30"
1625,"33"
1626,"40"
1627,"40"
1628,"28"
1629,"26"
1630,"24"
1631,"36"
1632,"32"
1633,"25"
1634,"23"
1635,"26"
1636,"36"
1637,"30"
1638,"21"
1639,"31"
1640,"18"
1641,"20"
1642,"23"
1643,"32"
1644,"23"
1645,"29"
1646,"29"
1647,"25"
1648,"10"
1649,"23"
1650,"26"
1651,"27"
1652,"19"
1653,"27"
1654,"17"
1655,"28"
1656,"28"
1657,"21"
1658,"23"
1659,"26"
1660,"22"
1661,"12"
1662,"24"
1663,"18"
1664,"22"
1665,"14"
1666,"11"
1667,"10"
1668,"19"
1669,"14"
1670,"21"
1671,"19"
1672,"16"
1673,"15"
1674,"19"
1675,"12"
1676,"26"
1677,"21"
1678,"20"
1679,"20"
1680,"14"
1681,"17"
1682,"14"
1683,"13"
1684,"10"
1685,"15"
1686,"14"
1687,"15"
1688,"13"
1689,"12"
1690,"13"
1691,"17"
1692,"11"
1693,"8"
1694,"10"
1695,"20"
1696,"10"
1697,"12"
1698,"17"
1699,"11"
1700,"14"
1701,"17"
1702,"14"
1703,"12"
1704,"12"
1705,"9"
1706,"10"
1707,"6"
1708,"5"
1709,"12"
1710,"10"
1711,"14"
1712,"2"
1713,"9"
1714,"3"
1715,"16"
1716,"8"
1717,"11"
1718,"8"
1719,"10"
1720,"10"
1721,"4"
1722,"6"
1723,"7"
1724,"3"
1725,"9"
1726,"5"
1727,"6"
1728,"6"
1729,"3"
1730,"5"
1731,"4"
1732,"4"
1733,"6"
1734,"4"
1735,"6"
1736,"6"
1737,"4"
1738,"2"
1739,"7"
1740,"2"
1741,"6"
1742,"3"
1743,"5"
1744,"6"
1745,"7"
1746,"7"
1747,"1"
1748,"0"
1749,"6"
1750,"4"
1751,"5"
1752,"2"
1753,"5"
1754,"3"
1755,"3"
1756,"4"
1757,"5"
1758,"4"
1759,"3"
1760,"4"
1761,"6"
1762,"3"
1763,"1"
1764,"4"
1765,"3"
1766,"3"
1767,"3"
1768,"1"
1769,"4"
1770,"1"
1771,"3"
1772,"3"
1773,"1"
1774,"3"
1775,"1"
1776,"3"
1777,"1"
1778,"0"
1779,"3"
1780,"3"
1781,"0"
1782,"4"
1783,"2"
1784,"3"
1785,"3"
1786,"3"
1787,"2"
1788,"2"
1789,"2"
1790,"2"
1791,"1"
1792,"2"
1793,"2"
1794,"2"
1795,"2"
1796,"1"
1797,"2"
1798,"2"
1799,"3"
1800,"1"
1801,"5"
1802,"4"
1803,"3"
1804,"2"
1805,"2"
1806,"5"
1807,"0"
1808,"1"
1809,"1"
1810,"2"
1811,"1"
1812,"1"
1813,"3"
1814,"2"
1815,"1"
1816,"4"
1817,"0"
1818,"0"
1819,"1"
1820,"3"
1821,"0"
1822,"0"
1823,"1"
1824,"1"
1825,"0"
1826,"3"
1827,"0"
1828,"0"
1829,"1"
1830,"2"
1831,"0"
1832,"1"
1833,"3"
1834,"0"
1835,"1"
1836,"2"
1837,"2"
1838,"3"
1839,"1"
1840,"2"
1841,"2"
1842,"1"
1843,"1"
1844,"3"
1845,"2"
1846,"0"
1847,"0"
1848,"1"
1849,"1"
1850,"1"
1851,"1"
1852,"1"
1853,"0"
1854,"3"
1855,"1"
1856,"0"
1857,"1"
1858,"3"
1859,"1"
1860,"0"
1861,"0"
1862,"1"
1863,"4"
1864,"0"
1865,"2"
1866,"1"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"0"
1872,"0"
1873,"2"
1874,"0"
1875,"0"
1876,"6"
1877,"2"
1878,"0"
1879,"0"
1880,"1"
1881,"2"
1882,"0"
1883,"0"
1884,"2"
1885,"0"
1886,"0"
1887,"0"
1888,"1"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"1"
1905,"2"
1906,"1"
1907,"1"
1908,"1"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"1"
1914,"1"
1915,"0"
1916,"1"
1917,"1"
1918,"0"
1919,"0"
1920,"1"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"0"
1936,"1"
1937,"0"
1938,"0"
1939,"1"
1940,"0"
1941,"0"
1942,"1"
1943,"1"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"1"
1954,"0"
1955,"1"
1956,"0"
1957,"1"
1958,"0"
1959,"1"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"1"
1974,"1"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"1"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"2"
1998,"1"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"1"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"1"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"1"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


