Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3AE -1phi 0"
477,"465"
478,"473"
479,"473"
480,"472"
481,"462"
482,"430"
483,"426"
484,"490"
485,"459"
486,"428"
487,"454"
488,"440"
489,"456"
490,"426"
491,"448"
492,"474"
493,"472"
494,"522"
495,"487"
496,"509"
497,"520"
498,"539"
499,"523"
500,"534"
501,"533"
502,"546"
503,"503"
504,"541"
505,"523"
506,"487"
507,"525"
508,"492"
509,"538"
510,"514"
511,"485"
512,"476"
513,"507"
514,"480"
515,"454"
516,"506"
517,"493"
518,"460"
519,"473"
520,"487"
521,"497"
522,"469"
523,"496"
524,"470"
525,"456"
526,"454"
527,"491"
528,"486"
529,"488"
530,"437"
531,"403"
532,"476"
533,"428"
534,"451"
535,"441"
536,"466"
537,"450"
538,"415"
539,"463"
540,"467"
541,"470"
542,"475"
543,"437"
544,"437"
545,"468"
546,"442"
547,"402"
548,"427"
549,"420"
550,"401"
551,"451"
552,"399"
553,"494"
554,"444"
555,"481"
556,"486"
557,"466"
558,"466"
559,"497"
560,"471"
561,"515"
562,"470"
563,"492"
564,"502"
565,"478"
566,"550"
567,"483"
568,"480"
569,"480"
570,"490"
571,"487"
572,"449"
573,"453"
574,"438"
575,"447"
576,"464"
577,"435"
578,"458"
579,"472"
580,"434"
581,"451"
582,"481"
583,"436"
584,"450"
585,"429"
586,"484"
587,"408"
588,"445"
589,"454"
590,"418"
591,"429"
592,"447"
593,"440"
594,"445"
595,"421"
596,"420"
597,"390"
598,"435"
599,"439"
600,"442"
601,"471"
602,"431"
603,"407"
604,"429"
605,"429"
606,"429"
607,"436"
608,"457"
609,"411"
610,"438"
611,"470"
612,"473"
613,"466"
614,"442"
615,"477"
616,"524"
617,"437"
618,"460"
619,"460"
620,"444"
621,"522"
622,"467"
623,"450"
624,"466"
625,"477"
626,"498"
627,"481"
628,"449"
629,"461"
630,"448"
631,"490"
632,"476"
633,"470"
634,"452"
635,"486"
636,"439"
637,"443"
638,"484"
639,"530"
640,"466"
641,"466"
642,"459"
643,"483"
644,"457"
645,"483"
646,"484"
647,"458"
648,"478"
649,"516"
650,"470"
651,"475"
652,"494"
653,"464"
654,"465"
655,"454"
656,"433"
657,"456"
658,"491"
659,"501"
660,"546"
661,"556"
662,"543"
663,"565"
664,"566"
665,"560"
666,"552"
667,"572"
668,"548"
669,"569"
670,"541"
671,"510"
672,"500"
673,"484"
674,"475"
675,"451"
676,"454"
677,"475"
678,"454"
679,"482"
680,"438"
681,"462"
682,"417"
683,"440"
684,"440"
685,"412"
686,"438"
687,"429"
688,"429"
689,"432"
690,"463"
691,"445"
692,"477"
693,"435"
694,"460"
695,"502"
696,"463"
697,"517"
698,"498"
699,"517"
700,"526"
701,"580"
702,"568"
703,"598"
704,"533"
705,"564"
706,"549"
707,"514"
708,"516"
709,"490"
710,"466"
711,"456"
712,"478"
713,"416"
714,"417"
715,"454"
716,"439"
717,"434"
718,"396"
719,"405"
720,"422"
721,"440"
722,"406"
723,"409"
724,"399"
725,"459"
726,"426"
727,"406"
728,"420"
729,"427"
730,"410"
731,"420"
732,"416"
733,"419"
734,"424"
735,"433"
736,"413"
737,"445"
738,"404"
739,"419"
740,"404"
741,"381"
742,"451"
743,"432"
744,"405"
745,"426"
746,"400"
747,"417"
748,"424"
749,"367"
750,"411"
751,"392"
752,"380"
753,"405"
754,"394"
755,"404"
756,"411"
757,"414"
758,"411"
759,"366"
760,"399"
761,"382"
762,"421"
763,"379"
764,"366"
765,"423"
766,"376"
767,"453"
768,"393"
769,"416"
770,"402"
771,"419"
772,"447"
773,"412"
774,"393"
775,"418"
776,"388"
777,"404"
778,"428"
779,"429"
780,"428"
781,"435"
782,"454"
783,"483"
784,"415"
785,"458"
786,"434"
787,"428"
788,"456"
789,"408"
790,"420"
791,"466"
792,"449"
793,"435"
794,"407"
795,"400"
796,"386"
797,"399"
798,"383"
799,"401"
800,"388"
801,"390"
802,"379"
803,"372"
804,"386"
805,"377"
806,"402"
807,"391"
808,"387"
809,"353"
810,"374"
811,"420"
812,"384"
813,"372"
814,"398"
815,"397"
816,"383"
817,"389"
818,"381"
819,"384"
820,"382"
821,"357"
822,"407"
823,"360"
824,"369"
825,"404"
826,"385"
827,"370"
828,"346"
829,"381"
830,"400"
831,"388"
832,"410"
833,"378"
834,"398"
835,"382"
836,"357"
837,"381"
838,"379"
839,"369"
840,"408"
841,"360"
842,"363"
843,"395"
844,"368"
845,"391"
846,"392"
847,"383"
848,"387"
849,"390"
850,"404"
851,"394"
852,"421"
853,"414"
854,"399"
855,"435"
856,"357"
857,"389"
858,"433"
859,"391"
860,"401"
861,"407"
862,"400"
863,"358"
864,"396"
865,"384"
866,"400"
867,"372"
868,"390"
869,"402"
870,"421"
871,"413"
872,"417"
873,"390"
874,"438"
875,"362"
876,"415"
877,"392"
878,"422"
879,"429"
880,"446"
881,"433"
882,"416"
883,"435"
884,"405"
885,"420"
886,"400"
887,"419"
888,"445"
889,"396"
890,"448"
891,"417"
892,"418"
893,"431"
894,"466"
895,"488"
896,"491"
897,"473"
898,"484"
899,"454"
900,"505"
901,"533"
902,"515"
903,"470"
904,"491"
905,"501"
906,"499"
907,"569"
908,"555"
909,"550"
910,"545"
911,"629"
912,"643"
913,"608"
914,"658"
915,"648"
916,"705"
917,"693"
918,"712"
919,"755"
920,"820"
921,"788"
922,"890"
923,"921"
924,"856"
925,"986"
926,"969"
927,"1016"
928,"1061"
929,"1141"
930,"1161"
931,"1160"
932,"1258"
933,"1252"
934,"1252"
935,"1340"
936,"1341"
937,"1267"
938,"1282"
939,"1414"
940,"1337"
941,"1343"
942,"1302"
943,"1361"
944,"1309"
945,"1320"
946,"1221"
947,"1260"
948,"1183"
949,"1175"
950,"1184"
951,"1102"
952,"1077"
953,"1046"
954,"1018"
955,"962"
956,"927"
957,"836"
958,"850"
959,"808"
960,"768"
961,"745"
962,"684"
963,"623"
964,"661"
965,"662"
966,"593"
967,"590"
968,"566"
969,"567"
970,"486"
971,"527"
972,"484"
973,"457"
974,"502"
975,"446"
976,"442"
977,"427"
978,"424"
979,"443"
980,"423"
981,"408"
982,"427"
983,"363"
984,"370"
985,"412"
986,"411"
987,"368"
988,"409"
989,"410"
990,"416"
991,"432"
992,"451"
993,"540"
994,"501"
995,"581"
996,"621"
997,"659"
998,"720"
999,"748"
1000,"809"
1001,"816"
1002,"815"
1003,"760"
1004,"829"
1005,"790"
1006,"784"
1007,"733"
1008,"645"
1009,"623"
1010,"556"
1011,"545"
1012,"447"
1013,"453"
1014,"387"
1015,"366"
1016,"321"
1017,"347"
1018,"328"
1019,"330"
1020,"322"
1021,"311"
1022,"303"
1023,"337"
1024,"318"
1025,"345"
1026,"345"
1027,"347"
1028,"344"
1029,"402"
1030,"349"
1031,"397"
1032,"356"
1033,"362"
1034,"400"
1035,"413"
1036,"460"
1037,"396"
1038,"429"
1039,"424"
1040,"478"
1041,"483"
1042,"506"
1043,"518"
1044,"564"
1045,"570"
1046,"597"
1047,"602"
1048,"655"
1049,"632"
1050,"668"
1051,"655"
1052,"594"
1053,"667"
1054,"607"
1055,"593"
1056,"597"
1057,"535"
1058,"489"
1059,"515"
1060,"480"
1061,"432"
1062,"441"
1063,"469"
1064,"409"
1065,"373"
1066,"401"
1067,"368"
1068,"356"
1069,"384"
1070,"335"
1071,"324"
1072,"332"
1073,"315"
1074,"294"
1075,"306"
1076,"319"
1077,"314"
1078,"306"
1079,"308"
1080,"322"
1081,"319"
1082,"287"
1083,"282"
1084,"346"
1085,"301"
1086,"281"
1087,"269"
1088,"264"
1089,"301"
1090,"272"
1091,"288"
1092,"278"
1093,"249"
1094,"254"
1095,"286"
1096,"248"
1097,"254"
1098,"245"
1099,"256"
1100,"245"
1101,"271"
1102,"267"
1103,"271"
1104,"211"
1105,"269"
1106,"240"
1107,"220"
1108,"243"
1109,"234"
1110,"234"
1111,"236"
1112,"229"
1113,"254"
1114,"248"
1115,"219"
1116,"265"
1117,"246"
1118,"246"
1119,"238"
1120,"236"
1121,"284"
1122,"266"
1123,"263"
1124,"243"
1125,"274"
1126,"299"
1127,"325"
1128,"308"
1129,"300"
1130,"302"
1131,"307"
1132,"304"
1133,"258"
1134,"247"
1135,"250"
1136,"244"
1137,"262"
1138,"252"
1139,"272"
1140,"218"
1141,"237"
1142,"214"
1143,"209"
1144,"212"
1145,"212"
1146,"205"
1147,"216"
1148,"216"
1149,"240"
1150,"219"
1151,"260"
1152,"210"
1153,"208"
1154,"206"
1155,"238"
1156,"230"
1157,"210"
1158,"238"
1159,"232"
1160,"208"
1161,"203"
1162,"217"
1163,"219"
1164,"200"
1165,"198"
1166,"206"
1167,"225"
1168,"195"
1169,"200"
1170,"192"
1171,"193"
1172,"196"
1173,"196"
1174,"197"
1175,"220"
1176,"214"
1177,"230"
1178,"203"
1179,"196"
1180,"213"
1181,"211"
1182,"218"
1183,"216"
1184,"203"
1185,"205"
1186,"236"
1187,"228"
1188,"221"
1189,"200"
1190,"213"
1191,"228"
1192,"178"
1193,"207"
1194,"195"
1195,"183"
1196,"201"
1197,"155"
1198,"182"
1199,"193"
1200,"189"
1201,"181"
1202,"182"
1203,"208"
1204,"189"
1205,"190"
1206,"189"
1207,"187"
1208,"176"
1209,"196"
1210,"205"
1211,"189"
1212,"167"
1213,"188"
1214,"209"
1215,"172"
1216,"177"
1217,"162"
1218,"184"
1219,"152"
1220,"188"
1221,"198"
1222,"181"
1223,"167"
1224,"164"
1225,"194"
1226,"176"
1227,"179"
1228,"163"
1229,"151"
1230,"159"
1231,"154"
1232,"200"
1233,"193"
1234,"163"
1235,"177"
1236,"170"
1237,"178"
1238,"180"
1239,"154"
1240,"176"
1241,"169"
1242,"172"
1243,"152"
1244,"169"
1245,"143"
1246,"175"
1247,"167"
1248,"164"
1249,"176"
1250,"178"
1251,"152"
1252,"160"
1253,"175"
1254,"155"
1255,"156"
1256,"178"
1257,"156"
1258,"184"
1259,"150"
1260,"167"
1261,"183"
1262,"135"
1263,"156"
1264,"210"
1265,"158"
1266,"175"
1267,"161"
1268,"156"
1269,"171"
1270,"139"
1271,"159"
1272,"161"
1273,"155"
1274,"147"
1275,"151"
1276,"138"
1277,"158"
1278,"154"
1279,"153"
1280,"187"
1281,"161"
1282,"160"
1283,"147"
1284,"161"
1285,"139"
1286,"135"
1287,"145"
1288,"166"
1289,"149"
1290,"151"
1291,"126"
1292,"143"
1293,"151"
1294,"168"
1295,"115"
1296,"130"
1297,"152"
1298,"142"
1299,"142"
1300,"124"
1301,"152"
1302,"139"
1303,"170"
1304,"151"
1305,"129"
1306,"143"
1307,"144"
1308,"172"
1309,"144"
1310,"162"
1311,"127"
1312,"147"
1313,"153"
1314,"132"
1315,"125"
1316,"128"
1317,"150"
1318,"150"
1319,"149"
1320,"162"
1321,"131"
1322,"144"
1323,"128"
1324,"158"
1325,"142"
1326,"145"
1327,"142"
1328,"122"
1329,"119"
1330,"159"
1331,"125"
1332,"136"
1333,"134"
1334,"132"
1335,"164"
1336,"135"
1337,"129"
1338,"138"
1339,"130"
1340,"139"
1341,"100"
1342,"117"
1343,"131"
1344,"148"
1345,"142"
1346,"138"
1347,"133"
1348,"132"
1349,"130"
1350,"142"
1351,"128"
1352,"131"
1353,"135"
1354,"119"
1355,"140"
1356,"123"
1357,"113"
1358,"126"
1359,"132"
1360,"132"
1361,"131"
1362,"129"
1363,"127"
1364,"133"
1365,"120"
1366,"123"
1367,"120"
1368,"116"
1369,"113"
1370,"124"
1371,"118"
1372,"115"
1373,"111"
1374,"131"
1375,"130"
1376,"118"
1377,"117"
1378,"131"
1379,"102"
1380,"113"
1381,"111"
1382,"107"
1383,"109"
1384,"110"
1385,"98"
1386,"116"
1387,"105"
1388,"110"
1389,"90"
1390,"115"
1391,"99"
1392,"110"
1393,"125"
1394,"113"
1395,"114"
1396,"118"
1397,"107"
1398,"130"
1399,"112"
1400,"113"
1401,"103"
1402,"116"
1403,"109"
1404,"112"
1405,"100"
1406,"103"
1407,"126"
1408,"120"
1409,"103"
1410,"104"
1411,"104"
1412,"107"
1413,"116"
1414,"112"
1415,"100"
1416,"89"
1417,"111"
1418,"106"
1419,"106"
1420,"127"
1421,"97"
1422,"120"
1423,"113"
1424,"109"
1425,"110"
1426,"119"
1427,"106"
1428,"100"
1429,"92"
1430,"99"
1431,"96"
1432,"103"
1433,"97"
1434,"95"
1435,"91"
1436,"96"
1437,"95"
1438,"96"
1439,"85"
1440,"86"
1441,"100"
1442,"82"
1443,"89"
1444,"89"
1445,"127"
1446,"87"
1447,"80"
1448,"82"
1449,"109"
1450,"75"
1451,"100"
1452,"95"
1453,"85"
1454,"106"
1455,"86"
1456,"86"
1457,"95"
1458,"95"
1459,"90"
1460,"95"
1461,"87"
1462,"85"
1463,"88"
1464,"76"
1465,"93"
1466,"79"
1467,"83"
1468,"68"
1469,"90"
1470,"76"
1471,"77"
1472,"75"
1473,"89"
1474,"90"
1475,"80"
1476,"73"
1477,"99"
1478,"84"
1479,"77"
1480,"79"
1481,"86"
1482,"92"
1483,"78"
1484,"80"
1485,"51"
1486,"67"
1487,"81"
1488,"86"
1489,"89"
1490,"79"
1491,"90"
1492,"68"
1493,"68"
1494,"88"
1495,"88"
1496,"80"
1497,"58"
1498,"72"
1499,"63"
1500,"80"
1501,"81"
1502,"72"
1503,"67"
1504,"76"
1505,"75"
1506,"71"
1507,"72"
1508,"84"
1509,"66"
1510,"59"
1511,"65"
1512,"69"
1513,"75"
1514,"83"
1515,"73"
1516,"53"
1517,"59"
1518,"65"
1519,"68"
1520,"75"
1521,"60"
1522,"68"
1523,"65"
1524,"73"
1525,"79"
1526,"61"
1527,"53"
1528,"54"
1529,"62"
1530,"72"
1531,"56"
1532,"67"
1533,"85"
1534,"71"
1535,"60"
1536,"50"
1537,"61"
1538,"73"
1539,"59"
1540,"65"
1541,"64"
1542,"51"
1543,"63"
1544,"51"
1545,"63"
1546,"57"
1547,"53"
1548,"52"
1549,"62"
1550,"49"
1551,"54"
1552,"51"
1553,"65"
1554,"57"
1555,"50"
1556,"41"
1557,"69"
1558,"65"
1559,"40"
1560,"56"
1561,"58"
1562,"51"
1563,"65"
1564,"39"
1565,"41"
1566,"65"
1567,"54"
1568,"53"
1569,"48"
1570,"50"
1571,"41"
1572,"45"
1573,"57"
1574,"45"
1575,"36"
1576,"58"
1577,"51"
1578,"52"
1579,"49"
1580,"50"
1581,"49"
1582,"41"
1583,"49"
1584,"47"
1585,"54"
1586,"43"
1587,"43"
1588,"46"
1589,"43"
1590,"52"
1591,"34"
1592,"43"
1593,"44"
1594,"51"
1595,"35"
1596,"30"
1597,"49"
1598,"52"
1599,"41"
1600,"34"
1601,"43"
1602,"35"
1603,"43"
1604,"38"
1605,"49"
1606,"40"
1607,"41"
1608,"45"
1609,"42"
1610,"50"
1611,"39"
1612,"38"
1613,"31"
1614,"37"
1615,"31"
1616,"37"
1617,"40"
1618,"37"
1619,"36"
1620,"34"
1621,"22"
1622,"42"
1623,"23"
1624,"31"
1625,"42"
1626,"32"
1627,"26"
1628,"27"
1629,"29"
1630,"28"
1631,"25"
1632,"31"
1633,"26"
1634,"34"
1635,"31"
1636,"27"
1637,"24"
1638,"28"
1639,"30"
1640,"36"
1641,"28"
1642,"35"
1643,"29"
1644,"26"
1645,"32"
1646,"29"
1647,"33"
1648,"29"
1649,"28"
1650,"33"
1651,"20"
1652,"35"
1653,"27"
1654,"21"
1655,"25"
1656,"22"
1657,"18"
1658,"28"
1659,"19"
1660,"26"
1661,"31"
1662,"21"
1663,"23"
1664,"30"
1665,"15"
1666,"17"
1667,"21"
1668,"22"
1669,"18"
1670,"20"
1671,"14"
1672,"17"
1673,"15"
1674,"23"
1675,"10"
1676,"21"
1677,"29"
1678,"15"
1679,"25"
1680,"18"
1681,"14"
1682,"12"
1683,"18"
1684,"18"
1685,"19"
1686,"20"
1687,"11"
1688,"16"
1689,"12"
1690,"14"
1691,"16"
1692,"13"
1693,"13"
1694,"15"
1695,"14"
1696,"13"
1697,"11"
1698,"9"
1699,"12"
1700,"13"
1701,"12"
1702,"12"
1703,"9"
1704,"15"
1705,"16"
1706,"11"
1707,"10"
1708,"18"
1709,"10"
1710,"5"
1711,"7"
1712,"13"
1713,"11"
1714,"8"
1715,"8"
1716,"13"
1717,"3"
1718,"8"
1719,"6"
1720,"4"
1721,"10"
1722,"9"
1723,"8"
1724,"8"
1725,"9"
1726,"15"
1727,"12"
1728,"9"
1729,"5"
1730,"5"
1731,"6"
1732,"14"
1733,"11"
1734,"9"
1735,"6"
1736,"5"
1737,"7"
1738,"9"
1739,"5"
1740,"9"
1741,"9"
1742,"8"
1743,"3"
1744,"2"
1745,"5"
1746,"1"
1747,"7"
1748,"4"
1749,"9"
1750,"1"
1751,"2"
1752,"5"
1753,"5"
1754,"6"
1755,"8"
1756,"5"
1757,"7"
1758,"8"
1759,"2"
1760,"1"
1761,"8"
1762,"2"
1763,"7"
1764,"2"
1765,"3"
1766,"6"
1767,"9"
1768,"7"
1769,"1"
1770,"3"
1771,"3"
1772,"1"
1773,"3"
1774,"5"
1775,"2"
1776,"0"
1777,"4"
1778,"3"
1779,"4"
1780,"1"
1781,"4"
1782,"2"
1783,"5"
1784,"2"
1785,"2"
1786,"4"
1787,"2"
1788,"1"
1789,"1"
1790,"1"
1791,"5"
1792,"5"
1793,"2"
1794,"7"
1795,"2"
1796,"2"
1797,"4"
1798,"3"
1799,"0"
1800,"4"
1801,"1"
1802,"1"
1803,"2"
1804,"3"
1805,"4"
1806,"3"
1807,"1"
1808,"4"
1809,"2"
1810,"1"
1811,"3"
1812,"0"
1813,"2"
1814,"2"
1815,"0"
1816,"3"
1817,"2"
1818,"0"
1819,"3"
1820,"3"
1821,"1"
1822,"4"
1823,"0"
1824,"1"
1825,"2"
1826,"1"
1827,"0"
1828,"1"
1829,"0"
1830,"1"
1831,"1"
1832,"1"
1833,"3"
1834,"1"
1835,"3"
1836,"1"
1837,"2"
1838,"2"
1839,"1"
1840,"2"
1841,"1"
1842,"2"
1843,"0"
1844,"2"
1845,"2"
1846,"0"
1847,"3"
1848,"0"
1849,"2"
1850,"2"
1851,"1"
1852,"1"
1853,"0"
1854,"0"
1855,"1"
1856,"2"
1857,"1"
1858,"0"
1859,"1"
1860,"0"
1861,"3"
1862,"2"
1863,"1"
1864,"0"
1865,"2"
1866,"1"
1867,"6"
1868,"3"
1869,"0"
1870,"1"
1871,"1"
1872,"0"
1873,"2"
1874,"0"
1875,"0"
1876,"4"
1877,"1"
1878,"0"
1879,"1"
1880,"2"
1881,"3"
1882,"1"
1883,"0"
1884,"1"
1885,"0"
1886,"2"
1887,"0"
1888,"1"
1889,"0"
1890,"2"
1891,"1"
1892,"0"
1893,"0"
1894,"1"
1895,"0"
1896,"0"
1897,"0"
1898,"1"
1899,"0"
1900,"0"
1901,"2"
1902,"1"
1903,"1"
1904,"1"
1905,"0"
1906,"0"
1907,"0"
1908,"1"
1909,"1"
1910,"1"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"0"
1922,"2"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"1"
1929,"0"
1930,"0"
1931,"2"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"2"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"1"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"1"
2009,"1"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"1"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"1"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


