Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3FG 0phi 1"
835,"450"
836,"423"
837,"442"
838,"407"
839,"408"
840,"399"
841,"480"
842,"450"
843,"393"
844,"388"
845,"442"
846,"399"
847,"465"
848,"419"
849,"428"
850,"397"
851,"426"
852,"449"
853,"411"
854,"453"
855,"415"
856,"420"
857,"432"
858,"434"
859,"409"
860,"416"
861,"407"
862,"449"
863,"440"
864,"396"
865,"433"
866,"479"
867,"420"
868,"442"
869,"416"
870,"428"
871,"469"
872,"394"
873,"439"
874,"488"
875,"462"
876,"453"
877,"485"
878,"497"
879,"447"
880,"423"
881,"422"
882,"450"
883,"506"
884,"476"
885,"498"
886,"457"
887,"484"
888,"499"
889,"451"
890,"504"
891,"438"
892,"499"
893,"491"
894,"468"
895,"502"
896,"490"
897,"457"
898,"523"
899,"531"
900,"541"
901,"580"
902,"560"
903,"561"
904,"544"
905,"593"
906,"610"
907,"577"
908,"586"
909,"636"
910,"619"
911,"692"
912,"669"
913,"668"
914,"685"
915,"696"
916,"760"
917,"786"
918,"791"
919,"849"
920,"898"
921,"894"
922,"922"
923,"938"
924,"1023"
925,"1094"
926,"1148"
927,"1145"
928,"1249"
929,"1267"
930,"1328"
931,"1382"
932,"1378"
933,"1371"
934,"1422"
935,"1418"
936,"1471"
937,"1500"
938,"1535"
939,"1576"
940,"1515"
941,"1529"
942,"1522"
943,"1490"
944,"1548"
945,"1404"
946,"1370"
947,"1382"
948,"1347"
949,"1279"
950,"1233"
951,"1167"
952,"1148"
953,"1117"
954,"1052"
955,"993"
956,"1012"
957,"997"
958,"899"
959,"818"
960,"777"
961,"795"
962,"734"
963,"673"
964,"710"
965,"699"
966,"666"
967,"613"
968,"634"
969,"599"
970,"544"
971,"568"
972,"522"
973,"488"
974,"481"
975,"493"
976,"495"
977,"472"
978,"474"
979,"450"
980,"402"
981,"489"
982,"459"
983,"434"
984,"390"
985,"418"
986,"459"
987,"433"
988,"491"
989,"493"
990,"519"
991,"541"
992,"561"
993,"603"
994,"627"
995,"635"
996,"720"
997,"741"
998,"819"
999,"856"
1000,"851"
1001,"897"
1002,"875"
1003,"863"
1004,"862"
1005,"837"
1006,"852"
1007,"728"
1008,"722"
1009,"630"
1010,"586"
1011,"586"
1012,"506"
1013,"474"
1014,"428"
1015,"375"
1016,"381"
1017,"381"
1018,"402"
1019,"325"
1020,"380"
1021,"358"
1022,"351"
1023,"383"
1024,"359"
1025,"392"
1026,"385"
1027,"358"
1028,"404"
1029,"398"
1030,"405"
1031,"392"
1032,"445"
1033,"438"
1034,"427"
1035,"436"
1036,"464"
1037,"468"
1038,"524"
1039,"535"
1040,"523"
1041,"569"
1042,"585"
1043,"649"
1044,"626"
1045,"602"
1046,"650"
1047,"676"
1048,"662"
1049,"666"
1050,"684"
1051,"669"
1052,"683"
1053,"657"
1054,"679"
1055,"598"
1056,"579"
1057,"577"
1058,"545"
1059,"522"
1060,"490"
1061,"479"
1062,"501"
1063,"484"
1064,"440"
1065,"470"
1066,"448"
1067,"401"
1068,"380"
1069,"386"
1070,"380"
1071,"376"
1072,"382"
1073,"377"
1074,"359"
1075,"336"
1076,"338"
1077,"341"
1078,"330"
1079,"332"
1080,"330"
1081,"318"
1082,"307"
1083,"306"
1084,"322"
1085,"316"
1086,"329"
1087,"307"
1088,"296"
1089,"329"
1090,"317"
1091,"269"
1092,"325"
1093,"285"
1094,"256"
1095,"283"
1096,"274"
1097,"258"
1098,"285"
1099,"308"
1100,"275"
1101,"279"
1102,"251"
1103,"270"
1104,"288"
1105,"279"
1106,"274"
1107,"279"
1108,"276"
1109,"264"
1110,"270"
1111,"239"
1112,"290"
1113,"270"
1114,"254"
1115,"255"
1116,"242"
1117,"237"
1118,"286"
1119,"278"
1120,"274"
1121,"254"
1122,"284"
1123,"307"
1124,"323"
1125,"315"
1126,"345"
1127,"313"
1128,"330"
1129,"335"
1130,"346"
1131,"310"
1132,"308"
1133,"278"
1134,"299"
1135,"267"
1136,"277"
1137,"264"
1138,"250"
1139,"254"
1140,"245"
1141,"234"
1142,"226"
1143,"210"
1144,"225"
1145,"220"
1146,"209"
1147,"264"
1148,"263"
1149,"244"
1150,"238"
1151,"261"
1152,"232"
1153,"241"
1154,"240"
1155,"236"
1156,"241"
1157,"215"
1158,"244"
1159,"211"
1160,"229"
1161,"216"
1162,"234"
1163,"225"
1164,"215"
1165,"230"
1166,"205"
1167,"189"
1168,"212"
1169,"202"
1170,"200"
1171,"226"
1172,"222"
1173,"216"
1174,"193"
1175,"226"
1176,"215"
1177,"223"
1178,"231"
1179,"237"
1180,"251"
1181,"225"
1182,"230"
1183,"246"
1184,"253"
1185,"244"
1186,"237"
1187,"207"
1188,"235"
1189,"224"
1190,"224"
1191,"220"
1192,"212"
1193,"212"
1194,"224"
1195,"220"
1196,"220"
1197,"195"
1198,"200"
1199,"214"
1200,"192"
1201,"203"
1202,"206"
1203,"208"
1204,"218"
1205,"194"
1206,"204"
1207,"202"
1208,"186"
1209,"174"
1210,"192"
1211,"195"
1212,"200"
1213,"188"
1214,"188"
1215,"188"
1216,"178"
1217,"199"
1218,"203"
1219,"182"
1220,"180"
1221,"206"
1222,"208"
1223,"165"
1224,"210"
1225,"186"
1226,"175"
1227,"191"
1228,"166"
1229,"180"
1230,"176"
1231,"175"
1232,"175"
1233,"174"
1234,"187"
1235,"203"
1236,"191"
1237,"193"
1238,"182"
1239,"163"
1240,"211"
1241,"189"
1242,"198"
1243,"173"
1244,"188"
1245,"196"
1246,"194"
1247,"180"
1248,"187"
1249,"179"
1250,"196"
1251,"196"
1252,"189"
1253,"204"
1254,"170"
1255,"196"
1256,"187"
1257,"173"
1258,"182"
1259,"166"
1260,"196"
1261,"184"
1262,"186"
1263,"179"
1264,"165"
1265,"168"
1266,"160"
1267,"187"
1268,"169"
1269,"167"
1270,"183"
1271,"160"
1272,"149"
1273,"154"
1274,"164"
1275,"168"
1276,"167"
1277,"173"
1278,"155"
1279,"170"
1280,"189"
1281,"146"
1282,"155"
1283,"157"
1284,"169"
1285,"158"
1286,"145"
1287,"161"
1288,"159"
1289,"149"
1290,"149"
1291,"155"
1292,"151"
1293,"171"
1294,"169"
1295,"133"
1296,"158"
1297,"150"
1298,"144"
1299,"151"
1300,"166"
1301,"132"
1302,"150"
1303,"173"
1304,"171"
1305,"180"
1306,"153"
1307,"138"
1308,"156"
1309,"132"
1310,"154"
1311,"187"
1312,"157"
1313,"139"
1314,"168"
1315,"142"
1316,"149"
1317,"140"
1318,"141"
1319,"149"
1320,"122"
1321,"137"
1322,"141"
1323,"167"
1324,"145"
1325,"159"
1326,"168"
1327,"151"
1328,"150"
1329,"138"
1330,"145"
1331,"144"
1332,"168"
1333,"134"
1334,"166"
1335,"135"
1336,"145"
1337,"140"
1338,"167"
1339,"136"
1340,"130"
1341,"139"
1342,"138"
1343,"154"
1344,"137"
1345,"141"
1346,"143"
1347,"142"
1348,"128"
1349,"121"
1350,"142"
1351,"116"
1352,"118"
1353,"139"
1354,"113"
1355,"142"
1356,"113"
1357,"135"
1358,"133"
1359,"132"
1360,"127"
1361,"135"
1362,"133"
1363,"140"
1364,"116"
1365,"114"
1366,"127"
1367,"141"
1368,"142"
1369,"119"
1370,"123"
1371,"123"
1372,"149"
1373,"107"
1374,"131"
1375,"114"
1376,"103"
1377,"103"
1378,"133"
1379,"116"
1380,"142"
1381,"116"
1382,"111"
1383,"119"
1384,"126"
1385,"121"
1386,"126"
1387,"119"
1388,"103"
1389,"148"
1390,"118"
1391,"127"
1392,"131"
1393,"110"
1394,"114"
1395,"115"
1396,"139"
1397,"125"
1398,"108"
1399,"107"
1400,"120"
1401,"120"
1402,"111"
1403,"123"
1404,"120"
1405,"117"
1406,"110"
1407,"116"
1408,"98"
1409,"109"
1410,"102"
1411,"118"
1412,"95"
1413,"132"
1414,"100"
1415,"102"
1416,"110"
1417,"113"
1418,"105"
1419,"124"
1420,"98"
1421,"100"
1422,"112"
1423,"121"
1424,"95"
1425,"133"
1426,"109"
1427,"111"
1428,"89"
1429,"89"
1430,"118"
1431,"98"
1432,"107"
1433,"92"
1434,"114"
1435,"101"
1436,"110"
1437,"99"
1438,"108"
1439,"89"
1440,"97"
1441,"104"
1442,"101"
1443,"90"
1444,"98"
1445,"111"
1446,"105"
1447,"102"
1448,"92"
1449,"125"
1450,"90"
1451,"94"
1452,"83"
1453,"86"
1454,"91"
1455,"96"
1456,"99"
1457,"104"
1458,"88"
1459,"111"
1460,"93"
1461,"93"
1462,"111"
1463,"94"
1464,"81"
1465,"75"
1466,"90"
1467,"91"
1468,"77"
1469,"103"
1470,"92"
1471,"86"
1472,"70"
1473,"83"
1474,"87"
1475,"82"
1476,"84"
1477,"84"
1478,"76"
1479,"74"
1480,"96"
1481,"89"
1482,"100"
1483,"72"
1484,"80"
1485,"75"
1486,"88"
1487,"89"
1488,"85"
1489,"88"
1490,"85"
1491,"81"
1492,"81"
1493,"74"
1494,"95"
1495,"87"
1496,"71"
1497,"87"
1498,"75"
1499,"74"
1500,"89"
1501,"74"
1502,"71"
1503,"82"
1504,"61"
1505,"82"
1506,"79"
1507,"59"
1508,"81"
1509,"78"
1510,"75"
1511,"85"
1512,"68"
1513,"63"
1514,"66"
1515,"59"
1516,"60"
1517,"67"
1518,"55"
1519,"69"
1520,"75"
1521,"59"
1522,"58"
1523,"64"
1524,"82"
1525,"72"
1526,"66"
1527,"71"
1528,"65"
1529,"60"
1530,"79"
1531,"63"
1532,"82"
1533,"67"
1534,"58"
1535,"65"
1536,"57"
1537,"55"
1538,"59"
1539,"56"
1540,"67"
1541,"67"
1542,"69"
1543,"50"
1544,"57"
1545,"57"
1546,"44"
1547,"50"
1548,"69"
1549,"51"
1550,"78"
1551,"56"
1552,"62"
1553,"60"
1554,"61"
1555,"55"
1556,"56"
1557,"61"
1558,"69"
1559,"55"
1560,"51"
1561,"52"
1562,"61"
1563,"57"
1564,"69"
1565,"48"
1566,"42"
1567,"50"
1568,"58"
1569,"52"
1570,"60"
1571,"54"
1572,"42"
1573,"49"
1574,"49"
1575,"44"
1576,"58"
1577,"63"
1578,"69"
1579,"45"
1580,"43"
1581,"63"
1582,"38"
1583,"46"
1584,"42"
1585,"39"
1586,"37"
1587,"41"
1588,"43"
1589,"58"
1590,"47"
1591,"51"
1592,"50"
1593,"43"
1594,"43"
1595,"40"
1596,"57"
1597,"48"
1598,"52"
1599,"46"
1600,"44"
1601,"52"
1602,"32"
1603,"36"
1604,"40"
1605,"39"
1606,"47"
1607,"42"
1608,"48"
1609,"41"
1610,"31"
1611,"44"
1612,"34"
1613,"40"
1614,"37"
1615,"36"
1616,"28"
1617,"34"
1618,"26"
1619,"35"
1620,"32"
1621,"35"
1622,"33"
1623,"41"
1624,"21"
1625,"36"
1626,"33"
1627,"34"
1628,"44"
1629,"30"
1630,"39"
1631,"41"
1632,"42"
1633,"38"
1634,"32"
1635,"34"
1636,"34"
1637,"34"
1638,"33"
1639,"35"
1640,"28"
1641,"35"
1642,"42"
1643,"37"
1644,"24"
1645,"32"
1646,"27"
1647,"24"
1648,"25"
1649,"28"
1650,"32"
1651,"22"
1652,"32"
1653,"26"
1654,"31"
1655,"26"
1656,"33"
1657,"19"
1658,"29"
1659,"34"
1660,"27"
1661,"28"
1662,"22"
1663,"27"
1664,"21"
1665,"15"
1666,"23"
1667,"30"
1668,"20"
1669,"23"
1670,"12"
1671,"36"
1672,"24"
1673,"24"
1674,"17"
1675,"14"
1676,"20"
1677,"33"
1678,"17"
1679,"8"
1680,"15"
1681,"17"
1682,"22"
1683,"21"
1684,"17"
1685,"13"
1686,"18"
1687,"20"
1688,"16"
1689,"12"
1690,"15"
1691,"20"
1692,"18"
1693,"15"
1694,"18"
1695,"19"
1696,"11"
1697,"15"
1698,"12"
1699,"7"
1700,"12"
1701,"13"
1702,"7"
1703,"7"
1704,"8"
1705,"14"
1706,"10"
1707,"7"
1708,"13"
1709,"13"
1710,"9"
1711,"4"
1712,"9"
1713,"5"
1714,"11"
1715,"7"
1716,"7"
1717,"15"
1718,"7"
1719,"6"
1720,"8"
1721,"7"
1722,"12"
1723,"5"
1724,"6"
1725,"7"
1726,"6"
1727,"10"
1728,"9"
1729,"4"
1730,"9"
1731,"3"
1732,"13"
1733,"4"
1734,"4"
1735,"10"
1736,"6"
1737,"4"
1738,"4"
1739,"6"
1740,"7"
1741,"3"
1742,"6"
1743,"3"
1744,"3"
1745,"9"
1746,"6"
1747,"4"
1748,"5"
1749,"6"
1750,"3"
1751,"1"
1752,"4"
1753,"2"
1754,"5"
1755,"6"
1756,"5"
1757,"5"
1758,"9"
1759,"4"
1760,"3"
1761,"3"
1762,"1"
1763,"2"
1764,"1"
1765,"2"
1766,"5"
1767,"3"
1768,"2"
1769,"5"
1770,"6"
1771,"2"
1772,"1"
1773,"3"
1774,"4"
1775,"2"
1776,"1"
1777,"3"
1778,"1"
1779,"3"
1780,"1"
1781,"2"
1782,"3"
1783,"2"
1784,"5"
1785,"2"
1786,"2"
1787,"1"
1788,"3"
1789,"4"
1790,"1"
1791,"6"
1792,"2"
1793,"4"
1794,"2"
1795,"0"
1796,"2"
1797,"0"
1798,"1"
1799,"4"
1800,"3"
1801,"1"
1802,"3"
1803,"4"
1804,"2"
1805,"1"
1806,"1"
1807,"3"
1808,"4"
1809,"3"
1810,"3"
1811,"1"
1812,"2"
1813,"3"
1814,"2"
1815,"5"
1816,"2"
1817,"1"
1818,"3"
1819,"1"
1820,"1"
1821,"0"
1822,"1"
1823,"1"
1824,"1"
1825,"2"
1826,"1"
1827,"2"
1828,"1"
1829,"2"
1830,"1"
1831,"2"
1832,"2"
1833,"0"
1834,"1"
1835,"1"
1836,"0"
1837,"1"
1838,"2"
1839,"1"
1840,"2"
1841,"3"
1842,"1"
1843,"0"
1844,"0"
1845,"0"
1846,"0"
1847,"2"
1848,"1"
1849,"0"
1850,"0"
1851,"2"
1852,"2"
1853,"0"
1854,"2"
1855,"3"
1856,"0"
1857,"1"
1858,"1"
1859,"1"
1860,"1"
1861,"0"
1862,"0"
1863,"1"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"1"
1869,"0"
1870,"2"
1871,"0"
1872,"2"
1873,"1"
1874,"2"
1875,"2"
1876,"0"
1877,"0"
1878,"1"
1879,"1"
1880,"0"
1881,"1"
1882,"0"
1883,"2"
1884,"1"
1885,"0"
1886,"0"
1887,"0"
1888,"2"
1889,"1"
1890,"0"
1891,"1"
1892,"0"
1893,"1"
1894,"0"
1895,"0"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"1"
1905,"0"
1906,"1"
1907,"0"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"1"
1913,"1"
1914,"0"
1915,"2"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"0"
1921,"1"
1922,"0"
1923,"1"
1924,"0"
1925,"0"
1926,"0"
1927,"1"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"1"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"1"
1963,"1"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"1"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"1"
1990,"0"
1991,"0"
1992,"1"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"1"
2004,"1"
2005,"0"
2006,"0"
2007,"1"
2008,"1"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"1"
2023,"1"
2024,"0"
2025,"0"
2026,"1"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"1"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


