Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3F -1phi 3"
1242,"143"
1243,"116"
1244,"120"
1245,"137"
1246,"131"
1247,"120"
1248,"115"
1249,"114"
1250,"119"
1251,"122"
1252,"105"
1253,"132"
1254,"141"
1255,"124"
1256,"122"
1257,"118"
1258,"134"
1259,"116"
1260,"124"
1261,"137"
1262,"121"
1263,"118"
1264,"114"
1265,"122"
1266,"101"
1267,"100"
1268,"136"
1269,"107"
1270,"106"
1271,"125"
1272,"132"
1273,"118"
1274,"110"
1275,"110"
1276,"125"
1277,"116"
1278,"97"
1279,"111"
1280,"123"
1281,"106"
1282,"122"
1283,"121"
1284,"104"
1285,"119"
1286,"110"
1287,"92"
1288,"112"
1289,"117"
1290,"99"
1291,"119"
1292,"97"
1293,"122"
1294,"107"
1295,"107"
1296,"103"
1297,"100"
1298,"110"
1299,"85"
1300,"109"
1301,"105"
1302,"97"
1303,"124"
1304,"114"
1305,"103"
1306,"116"
1307,"106"
1308,"116"
1309,"79"
1310,"81"
1311,"111"
1312,"70"
1313,"100"
1314,"84"
1315,"88"
1316,"94"
1317,"87"
1318,"126"
1319,"103"
1320,"94"
1321,"104"
1322,"101"
1323,"110"
1324,"86"
1325,"107"
1326,"92"
1327,"126"
1328,"92"
1329,"86"
1330,"96"
1331,"90"
1332,"97"
1333,"94"
1334,"95"
1335,"83"
1336,"105"
1337,"93"
1338,"101"
1339,"86"
1340,"97"
1341,"94"
1342,"107"
1343,"83"
1344,"94"
1345,"89"
1346,"101"
1347,"107"
1348,"83"
1349,"93"
1350,"110"
1351,"103"
1352,"79"
1353,"98"
1354,"98"
1355,"90"
1356,"69"
1357,"83"
1358,"97"
1359,"91"
1360,"95"
1361,"81"
1362,"86"
1363,"82"
1364,"106"
1365,"76"
1366,"84"
1367,"99"
1368,"81"
1369,"99"
1370,"93"
1371,"78"
1372,"87"
1373,"103"
1374,"81"
1375,"93"
1376,"76"
1377,"91"
1378,"86"
1379,"84"
1380,"98"
1381,"65"
1382,"72"
1383,"87"
1384,"93"
1385,"90"
1386,"73"
1387,"80"
1388,"82"
1389,"81"
1390,"87"
1391,"91"
1392,"72"
1393,"79"
1394,"81"
1395,"79"
1396,"77"
1397,"66"
1398,"93"
1399,"75"
1400,"78"
1401,"78"
1402,"74"
1403,"80"
1404,"71"
1405,"63"
1406,"68"
1407,"86"
1408,"83"
1409,"66"
1410,"74"
1411,"71"
1412,"68"
1413,"66"
1414,"77"
1415,"83"
1416,"84"
1417,"68"
1418,"70"
1419,"75"
1420,"73"
1421,"79"
1422,"80"
1423,"66"
1424,"70"
1425,"64"
1426,"66"
1427,"68"
1428,"92"
1429,"72"
1430,"63"
1431,"58"
1432,"74"
1433,"75"
1434,"72"
1435,"70"
1436,"56"
1437,"64"
1438,"74"
1439,"70"
1440,"70"
1441,"67"
1442,"58"
1443,"65"
1444,"84"
1445,"72"
1446,"65"
1447,"65"
1448,"70"
1449,"65"
1450,"68"
1451,"63"
1452,"44"
1453,"75"
1454,"63"
1455,"61"
1456,"74"
1457,"60"
1458,"71"
1459,"62"
1460,"57"
1461,"54"
1462,"69"
1463,"61"
1464,"75"
1465,"64"
1466,"58"
1467,"69"
1468,"64"
1469,"79"
1470,"69"
1471,"68"
1472,"86"
1473,"56"
1474,"60"
1475,"55"
1476,"69"
1477,"61"
1478,"66"
1479,"53"
1480,"68"
1481,"53"
1482,"67"
1483,"65"
1484,"61"
1485,"57"
1486,"51"
1487,"63"
1488,"47"
1489,"61"
1490,"63"
1491,"56"
1492,"63"
1493,"54"
1494,"50"
1495,"39"
1496,"60"
1497,"67"
1498,"50"
1499,"58"
1500,"51"
1501,"60"
1502,"44"
1503,"52"
1504,"58"
1505,"51"
1506,"42"
1507,"57"
1508,"47"
1509,"58"
1510,"61"
1511,"40"
1512,"49"
1513,"47"
1514,"48"
1515,"45"
1516,"45"
1517,"56"
1518,"49"
1519,"56"
1520,"34"
1521,"50"
1522,"65"
1523,"47"
1524,"48"
1525,"52"
1526,"71"
1527,"45"
1528,"47"
1529,"41"
1530,"46"
1531,"54"
1532,"46"
1533,"54"
1534,"54"
1535,"42"
1536,"41"
1537,"34"
1538,"43"
1539,"44"
1540,"43"
1541,"32"
1542,"50"
1543,"36"
1544,"52"
1545,"42"
1546,"44"
1547,"39"
1548,"42"
1549,"52"
1550,"33"
1551,"34"
1552,"42"
1553,"48"
1554,"46"
1555,"43"
1556,"50"
1557,"49"
1558,"39"
1559,"43"
1560,"41"
1561,"42"
1562,"33"
1563,"36"
1564,"36"
1565,"36"
1566,"27"
1567,"32"
1568,"42"
1569,"40"
1570,"39"
1571,"37"
1572,"33"
1573,"41"
1574,"34"
1575,"39"
1576,"38"
1577,"38"
1578,"36"
1579,"43"
1580,"22"
1581,"39"
1582,"40"
1583,"41"
1584,"41"
1585,"32"
1586,"37"
1587,"30"
1588,"41"
1589,"24"
1590,"41"
1591,"42"
1592,"38"
1593,"34"
1594,"30"
1595,"36"
1596,"32"
1597,"36"
1598,"29"
1599,"46"
1600,"34"
1601,"32"
1602,"44"
1603,"25"
1604,"34"
1605,"33"
1606,"39"
1607,"36"
1608,"27"
1609,"29"
1610,"20"
1611,"28"
1612,"23"
1613,"26"
1614,"20"
1615,"29"
1616,"29"
1617,"25"
1618,"28"
1619,"25"
1620,"28"
1621,"30"
1622,"28"
1623,"30"
1624,"28"
1625,"21"
1626,"21"
1627,"20"
1628,"26"
1629,"22"
1630,"18"
1631,"24"
1632,"17"
1633,"27"
1634,"25"
1635,"29"
1636,"17"
1637,"15"
1638,"12"
1639,"14"
1640,"19"
1641,"29"
1642,"15"
1643,"25"
1644,"17"
1645,"12"
1646,"16"
1647,"15"
1648,"21"
1649,"19"
1650,"18"
1651,"22"
1652,"17"
1653,"24"
1654,"19"
1655,"13"
1656,"17"
1657,"22"
1658,"21"
1659,"26"
1660,"28"
1661,"15"
1662,"18"
1663,"11"
1664,"13"
1665,"12"
1666,"13"
1667,"19"
1668,"13"
1669,"8"
1670,"16"
1671,"12"
1672,"16"
1673,"15"
1674,"15"
1675,"15"
1676,"12"
1677,"10"
1678,"15"
1679,"19"
1680,"8"
1681,"12"
1682,"20"
1683,"16"
1684,"15"
1685,"10"
1686,"11"
1687,"3"
1688,"16"
1689,"8"
1690,"13"
1691,"11"
1692,"12"
1693,"16"
1694,"4"
1695,"15"
1696,"14"
1697,"9"
1698,"9"
1699,"7"
1700,"9"
1701,"10"
1702,"7"
1703,"9"
1704,"10"
1705,"4"
1706,"13"
1707,"8"
1708,"7"
1709,"8"
1710,"10"
1711,"10"
1712,"5"
1713,"8"
1714,"4"
1715,"7"
1716,"9"
1717,"6"
1718,"5"
1719,"7"
1720,"5"
1721,"8"
1722,"7"
1723,"5"
1724,"3"
1725,"9"
1726,"4"
1727,"7"
1728,"1"
1729,"5"
1730,"5"
1731,"7"
1732,"3"
1733,"4"
1734,"2"
1735,"9"
1736,"4"
1737,"2"
1738,"4"
1739,"7"
1740,"3"
1741,"6"
1742,"6"
1743,"4"
1744,"4"
1745,"7"
1746,"3"
1747,"2"
1748,"2"
1749,"5"
1750,"2"
1751,"2"
1752,"1"
1753,"0"
1754,"3"
1755,"1"
1756,"4"
1757,"1"
1758,"0"
1759,"1"
1760,"2"
1761,"3"
1762,"2"
1763,"4"
1764,"0"
1765,"2"
1766,"4"
1767,"3"
1768,"3"
1769,"2"
1770,"6"
1771,"4"
1772,"3"
1773,"3"
1774,"2"
1775,"3"
1776,"1"
1777,"1"
1778,"2"
1779,"1"
1780,"3"
1781,"0"
1782,"2"
1783,"1"
1784,"3"
1785,"0"
1786,"2"
1787,"2"
1788,"1"
1789,"2"
1790,"3"
1791,"1"
1792,"5"
1793,"1"
1794,"2"
1795,"5"
1796,"2"
1797,"0"
1798,"2"
1799,"1"
1800,"2"
1801,"2"
1802,"0"
1803,"4"
1804,"0"
1805,"3"
1806,"2"
1807,"2"
1808,"1"
1809,"3"
1810,"2"
1811,"1"
1812,"2"
1813,"0"
1814,"0"
1815,"1"
1816,"0"
1817,"1"
1818,"0"
1819,"0"
1820,"1"
1821,"0"
1822,"1"
1823,"3"
1824,"2"
1825,"0"
1826,"0"
1827,"2"
1828,"3"
1829,"1"
1830,"0"
1831,"1"
1832,"3"
1833,"2"
1834,"0"
1835,"0"
1836,"1"
1837,"0"
1838,"1"
1839,"1"
1840,"3"
1841,"2"
1842,"0"
1843,"0"
1844,"1"
1845,"0"
1846,"2"
1847,"1"
1848,"2"
1849,"1"
1850,"0"
1851,"0"
1852,"0"
1853,"0"
1854,"0"
1855,"1"
1856,"0"
1857,"1"
1858,"2"
1859,"2"
1860,"3"
1861,"1"
1862,"1"
1863,"2"
1864,"1"
1865,"0"
1866,"1"
1867,"0"
1868,"0"
1869,"0"
1870,"1"
1871,"0"
1872,"1"
1873,"0"
1874,"0"
1875,"1"
1876,"0"
1877,"1"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"1"
1883,"1"
1884,"0"
1885,"1"
1886,"0"
1887,"1"
1888,"1"
1889,"2"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"2"
1895,"0"
1896,"1"
1897,"1"
1898,"1"
1899,"0"
1900,"0"
1901,"1"
1902,"0"
1903,"1"
1904,"0"
1905,"2"
1906,"0"
1907,"0"
1908,"0"
1909,"1"
1910,"1"
1911,"0"
1912,"1"
1913,"2"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"1"
1934,"0"
1935,"1"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"0"
1947,"1"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"1"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"0"
2014,"0"
2015,"1"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"1"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


