Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4E -1phi 2"
314,"920"
315,"1096"
316,"1211"
317,"1332"
318,"1285"
319,"1226"
320,"1191"
321,"976"
322,"808"
323,"742"
324,"590"
325,"495"
326,"486"
327,"451"
328,"396"
329,"440"
330,"415"
331,"432"
332,"452"
333,"419"
334,"417"
335,"447"
336,"463"
337,"409"
338,"415"
339,"500"
340,"478"
341,"476"
342,"471"
343,"505"
344,"551"
345,"478"
346,"497"
347,"505"
348,"563"
349,"568"
350,"600"
351,"584"
352,"570"
353,"584"
354,"620"
355,"571"
356,"614"
357,"641"
358,"672"
359,"672"
360,"689"
361,"757"
362,"806"
363,"838"
364,"993"
365,"1008"
366,"1016"
367,"1256"
368,"1248"
369,"1397"
370,"1487"
371,"1500"
372,"1432"
373,"1312"
374,"1163"
375,"984"
376,"807"
377,"643"
378,"566"
379,"525"
380,"458"
381,"404"
382,"396"
383,"356"
384,"385"
385,"386"
386,"358"
387,"364"
388,"371"
389,"395"
390,"381"
391,"429"
392,"461"
393,"459"
394,"494"
395,"506"
396,"558"
397,"614"
398,"640"
399,"666"
400,"635"
401,"668"
402,"629"
403,"595"
404,"591"
405,"554"
406,"557"
407,"588"
408,"562"
409,"569"
410,"578"
411,"581"
412,"503"
413,"547"
414,"525"
415,"517"
416,"508"
417,"466"
418,"481"
419,"449"
420,"467"
421,"474"
422,"445"
423,"471"
424,"459"
425,"458"
426,"450"
427,"474"
428,"464"
429,"457"
430,"451"
431,"445"
432,"443"
433,"460"
434,"457"
435,"438"
436,"401"
437,"457"
438,"429"
439,"447"
440,"452"
441,"491"
442,"479"
443,"549"
444,"509"
445,"482"
446,"510"
447,"451"
448,"500"
449,"451"
450,"495"
451,"486"
452,"482"
453,"484"
454,"506"
455,"484"
456,"523"
457,"510"
458,"501"
459,"516"
460,"562"
461,"519"
462,"569"
463,"552"
464,"592"
465,"569"
466,"580"
467,"518"
468,"567"
469,"565"
470,"542"
471,"527"
472,"540"
473,"503"
474,"524"
475,"477"
476,"483"
477,"506"
478,"430"
479,"467"
480,"447"
481,"471"
482,"423"
483,"466"
484,"493"
485,"445"
486,"486"
487,"451"
488,"419"
489,"439"
490,"457"
491,"495"
492,"497"
493,"477"
494,"501"
495,"502"
496,"478"
497,"470"
498,"475"
499,"498"
500,"496"
501,"489"
502,"506"
503,"494"
504,"476"
505,"491"
506,"476"
507,"532"
508,"466"
509,"457"
510,"514"
511,"477"
512,"477"
513,"490"
514,"496"
515,"482"
516,"453"
517,"513"
518,"467"
519,"485"
520,"488"
521,"513"
522,"478"
523,"501"
524,"530"
525,"516"
526,"521"
527,"490"
528,"507"
529,"479"
530,"421"
531,"486"
532,"452"
533,"469"
534,"490"
535,"484"
536,"475"
537,"526"
538,"497"
539,"503"
540,"498"
541,"517"
542,"497"
543,"481"
544,"488"
545,"469"
546,"467"
547,"534"
548,"461"
549,"457"
550,"479"
551,"436"
552,"498"
553,"460"
554,"451"
555,"521"
556,"475"
557,"486"
558,"458"
559,"479"
560,"468"
561,"498"
562,"451"
563,"436"
564,"465"
565,"443"
566,"446"
567,"484"
568,"480"
569,"472"
570,"451"
571,"453"
572,"449"
573,"451"
574,"470"
575,"500"
576,"469"
577,"422"
578,"481"
579,"482"
580,"447"
581,"459"
582,"469"
583,"444"
584,"468"
585,"441"
586,"498"
587,"435"
588,"448"
589,"436"
590,"449"
591,"456"
592,"451"
593,"467"
594,"455"
595,"424"
596,"451"
597,"455"
598,"448"
599,"435"
600,"418"
601,"468"
602,"443"
603,"440"
604,"421"
605,"451"
606,"443"
607,"453"
608,"431"
609,"456"
610,"405"
611,"465"
612,"470"
613,"408"
614,"397"
615,"447"
616,"444"
617,"408"
618,"442"
619,"424"
620,"447"
621,"468"
622,"473"
623,"481"
624,"472"
625,"469"
626,"480"
627,"507"
628,"498"
629,"480"
630,"458"
631,"473"
632,"472"
633,"455"
634,"476"
635,"458"
636,"429"
637,"457"
638,"478"
639,"448"
640,"461"
641,"464"
642,"430"
643,"403"
644,"473"
645,"443"
646,"453"
647,"477"
648,"460"
649,"477"
650,"467"
651,"453"
652,"452"
653,"474"
654,"468"
655,"511"
656,"558"
657,"538"
658,"594"
659,"700"
660,"751"
661,"786"
662,"868"
663,"863"
664,"939"
665,"888"
666,"944"
667,"886"
668,"750"
669,"764"
670,"644"
671,"606"
672,"568"
673,"550"
674,"480"
675,"471"
676,"451"
677,"460"
678,"389"
679,"479"
680,"504"
681,"383"
682,"420"
683,"440"
684,"454"
685,"437"
686,"441"
687,"467"
688,"467"
689,"418"
690,"442"
691,"460"
692,"472"
693,"496"
694,"461"
695,"525"
696,"556"
697,"619"
698,"672"
699,"727"
700,"671"
701,"807"
702,"797"
703,"810"
704,"747"
705,"750"
706,"719"
707,"676"
708,"618"
709,"571"
710,"536"
711,"500"
712,"487"
713,"408"
714,"467"
715,"426"
716,"463"
717,"391"
718,"384"
719,"421"
720,"430"
721,"414"
722,"417"
723,"405"
724,"428"
725,"408"
726,"420"
727,"431"
728,"411"
729,"404"
730,"433"
731,"435"
732,"420"
733,"375"
734,"445"
735,"429"
736,"423"
737,"433"
738,"454"
739,"504"
740,"458"
741,"458"
742,"477"
743,"523"
744,"469"
745,"481"
746,"475"
747,"407"
748,"447"
749,"444"
750,"445"
751,"441"
752,"401"
753,"422"
754,"419"
755,"412"
756,"429"
757,"392"
758,"377"
759,"414"
760,"428"
761,"407"
762,"369"
763,"397"
764,"395"
765,"410"
766,"377"
767,"401"
768,"359"
769,"426"
770,"386"
771,"418"
772,"426"
773,"382"
774,"393"
775,"420"
776,"420"
777,"485"
778,"431"
779,"386"
780,"473"
781,"518"
782,"507"
783,"533"
784,"470"
785,"468"
786,"506"
787,"483"
788,"517"
789,"467"
790,"448"
791,"444"
792,"416"
793,"402"
794,"424"
795,"416"
796,"410"
797,"392"
798,"389"
799,"416"
800,"427"
801,"389"
802,"398"
803,"401"
804,"400"
805,"388"
806,"388"
807,"380"
808,"392"
809,"411"
810,"367"
811,"396"
812,"389"
813,"371"
814,"386"
815,"412"
816,"395"
817,"422"
818,"425"
819,"418"
820,"387"
821,"397"
822,"393"
823,"372"
824,"415"
825,"389"
826,"391"
827,"436"
828,"376"
829,"421"
830,"381"
831,"385"
832,"376"
833,"405"
834,"404"
835,"357"
836,"365"
837,"387"
838,"412"
839,"389"
840,"370"
841,"378"
842,"406"
843,"372"
844,"402"
845,"366"
846,"394"
847,"354"
848,"390"
849,"380"
850,"407"
851,"368"
852,"377"
853,"384"
854,"373"
855,"374"
856,"406"
857,"387"
858,"354"
859,"381"
860,"409"
861,"409"
862,"406"
863,"381"
864,"383"
865,"400"
866,"393"
867,"386"
868,"378"
869,"420"
870,"394"
871,"423"
872,"397"
873,"405"
874,"372"
875,"414"
876,"454"
877,"412"
878,"413"
879,"441"
880,"404"
881,"446"
882,"417"
883,"417"
884,"423"
885,"441"
886,"435"
887,"404"
888,"415"
889,"419"
890,"478"
891,"475"
892,"418"
893,"428"
894,"455"
895,"495"
896,"467"
897,"485"
898,"477"
899,"500"
900,"477"
901,"472"
902,"515"
903,"491"
904,"488"
905,"506"
906,"566"
907,"549"
908,"541"
909,"597"
910,"583"
911,"575"
912,"584"
913,"618"
914,"677"
915,"719"
916,"681"
917,"712"
918,"759"
919,"687"
920,"783"
921,"811"
922,"862"
923,"925"
924,"928"
925,"961"
926,"1038"
927,"1053"
928,"1086"
929,"1120"
930,"1150"
931,"1228"
932,"1205"
933,"1276"
934,"1247"
935,"1334"
936,"1372"
937,"1408"
938,"1401"
939,"1370"
940,"1333"
941,"1420"
942,"1356"
943,"1325"
944,"1347"
945,"1313"
946,"1286"
947,"1262"
948,"1169"
949,"1151"
950,"1207"
951,"1119"
952,"1057"
953,"1006"
954,"1050"
955,"972"
956,"945"
957,"915"
958,"821"
959,"793"
960,"792"
961,"757"
962,"695"
963,"650"
964,"605"
965,"628"
966,"580"
967,"551"
968,"561"
969,"541"
970,"509"
971,"551"
972,"518"
973,"512"
974,"513"
975,"481"
976,"455"
977,"477"
978,"422"
979,"397"
980,"425"
981,"421"
982,"461"
983,"446"
984,"446"
985,"420"
986,"435"
987,"413"
988,"428"
989,"415"
990,"441"
991,"486"
992,"512"
993,"544"
994,"560"
995,"614"
996,"675"
997,"739"
998,"790"
999,"825"
1000,"824"
1001,"922"
1002,"871"
1003,"908"
1004,"889"
1005,"862"
1006,"798"
1007,"785"
1008,"688"
1009,"686"
1010,"595"
1011,"561"
1012,"508"
1013,"459"
1014,"414"
1015,"355"
1016,"397"
1017,"344"
1018,"339"
1019,"355"
1020,"327"
1021,"351"
1022,"353"
1023,"360"
1024,"331"
1025,"372"
1026,"353"
1027,"371"
1028,"389"
1029,"330"
1030,"376"
1031,"368"
1032,"405"
1033,"423"
1034,"429"
1035,"395"
1036,"424"
1037,"441"
1038,"468"
1039,"493"
1040,"514"
1041,"528"
1042,"549"
1043,"570"
1044,"621"
1045,"604"
1046,"605"
1047,"625"
1048,"639"
1049,"681"
1050,"653"
1051,"670"
1052,"655"
1053,"629"
1054,"588"
1055,"622"
1056,"572"
1057,"538"
1058,"529"
1059,"517"
1060,"432"
1061,"440"
1062,"472"
1063,"412"
1064,"433"
1065,"399"
1066,"435"
1067,"388"
1068,"402"
1069,"364"
1070,"363"
1071,"389"
1072,"360"
1073,"368"
1074,"336"
1075,"322"
1076,"368"
1077,"326"
1078,"337"
1079,"321"
1080,"293"
1081,"272"
1082,"332"
1083,"279"
1084,"288"
1085,"283"
1086,"275"
1087,"258"
1088,"269"
1089,"268"
1090,"285"
1091,"314"
1092,"270"
1093,"279"
1094,"289"
1095,"284"
1096,"282"
1097,"262"
1098,"285"
1099,"243"
1100,"254"
1101,"259"
1102,"272"
1103,"264"
1104,"229"
1105,"270"
1106,"242"
1107,"228"
1108,"232"
1109,"235"
1110,"221"
1111,"265"
1112,"225"
1113,"235"
1114,"248"
1115,"225"
1116,"273"
1117,"252"
1118,"290"
1119,"250"
1120,"247"
1121,"240"
1122,"281"
1123,"317"
1124,"275"
1125,"298"
1126,"295"
1127,"310"
1128,"308"
1129,"311"
1130,"303"
1131,"305"
1132,"272"
1133,"302"
1134,"253"
1135,"284"
1136,"259"
1137,"270"
1138,"231"
1139,"257"
1140,"223"
1141,"213"
1142,"231"
1143,"238"
1144,"228"
1145,"243"
1146,"225"
1147,"233"
1148,"233"
1149,"233"
1150,"208"
1151,"232"
1152,"231"
1153,"235"
1154,"243"
1155,"193"
1156,"240"
1157,"207"
1158,"204"
1159,"208"
1160,"211"
1161,"213"
1162,"240"
1163,"217"
1164,"218"
1165,"214"
1166,"193"
1167,"213"
1168,"194"
1169,"211"
1170,"183"
1171,"213"
1172,"223"
1173,"203"
1174,"189"
1175,"225"
1176,"203"
1177,"214"
1178,"212"
1179,"230"
1180,"201"
1181,"238"
1182,"233"
1183,"223"
1184,"251"
1185,"265"
1186,"244"
1187,"240"
1188,"196"
1189,"217"
1190,"192"
1191,"211"
1192,"208"
1193,"233"
1194,"195"
1195,"174"
1196,"187"
1197,"218"
1198,"193"
1199,"195"
1200,"193"
1201,"175"
1202,"200"
1203,"199"
1204,"194"
1205,"221"
1206,"176"
1207,"192"
1208,"210"
1209,"193"
1210,"195"
1211,"205"
1212,"189"
1213,"189"
1214,"181"
1215,"192"
1216,"185"
1217,"187"
1218,"196"
1219,"191"
1220,"167"
1221,"203"
1222,"180"
1223,"163"
1224,"190"
1225,"179"
1226,"183"
1227,"193"
1228,"196"
1229,"182"
1230,"166"
1231,"175"
1232,"173"
1233,"188"
1234,"181"
1235,"171"
1236,"170"
1237,"171"
1238,"165"
1239,"171"
1240,"178"
1241,"168"
1242,"175"
1243,"162"
1244,"175"
1245,"205"
1246,"186"
1247,"174"
1248,"195"
1249,"192"
1250,"165"
1251,"182"
1252,"169"
1253,"167"
1254,"217"
1255,"177"
1256,"164"
1257,"171"
1258,"193"
1259,"176"
1260,"162"
1261,"172"
1262,"152"
1263,"169"
1264,"157"
1265,"160"
1266,"175"
1267,"145"
1268,"161"
1269,"163"
1270,"165"
1271,"187"
1272,"165"
1273,"147"
1274,"176"
1275,"163"
1276,"158"
1277,"186"
1278,"178"
1279,"162"
1280,"162"
1281,"152"
1282,"142"
1283,"165"
1284,"142"
1285,"167"
1286,"174"
1287,"154"
1288,"149"
1289,"161"
1290,"152"
1291,"177"
1292,"126"
1293,"150"
1294,"153"
1295,"162"
1296,"175"
1297,"162"
1298,"141"
1299,"157"
1300,"156"
1301,"140"
1302,"119"
1303,"157"
1304,"147"
1305,"138"
1306,"156"
1307,"151"
1308,"166"
1309,"145"
1310,"121"
1311,"153"
1312,"151"
1313,"156"
1314,"180"
1315,"145"
1316,"157"
1317,"167"
1318,"135"
1319,"132"
1320,"133"
1321,"136"
1322,"133"
1323,"142"
1324,"132"
1325,"144"
1326,"140"
1327,"140"
1328,"164"
1329,"175"
1330,"162"
1331,"123"
1332,"112"
1333,"128"
1334,"153"
1335,"146"
1336,"150"
1337,"133"
1338,"134"
1339,"111"
1340,"143"
1341,"132"
1342,"126"
1343,"155"
1344,"130"
1345,"138"
1346,"126"
1347,"152"
1348,"151"
1349,"135"
1350,"129"
1351,"144"
1352,"118"
1353,"136"
1354,"137"
1355,"125"
1356,"119"
1357,"127"
1358,"115"
1359,"116"
1360,"113"
1361,"120"
1362,"120"
1363,"119"
1364,"99"
1365,"105"
1366,"128"
1367,"124"
1368,"106"
1369,"146"
1370,"133"
1371,"111"
1372,"124"
1373,"140"
1374,"108"
1375,"119"
1376,"114"
1377,"127"
1378,"122"
1379,"116"
1380,"129"
1381,"109"
1382,"120"
1383,"132"
1384,"106"
1385,"106"
1386,"120"
1387,"122"
1388,"107"
1389,"113"
1390,"125"
1391,"116"
1392,"136"
1393,"115"
1394,"134"
1395,"113"
1396,"116"
1397,"117"
1398,"116"
1399,"95"
1400,"108"
1401,"111"
1402,"123"
1403,"122"
1404,"108"
1405,"114"
1406,"93"
1407,"96"
1408,"106"
1409,"118"
1410,"120"
1411,"99"
1412,"106"
1413,"119"
1414,"110"
1415,"118"
1416,"140"
1417,"99"
1418,"116"
1419,"117"
1420,"128"
1421,"97"
1422,"116"
1423,"101"
1424,"110"
1425,"123"
1426,"105"
1427,"99"
1428,"103"
1429,"112"
1430,"96"
1431,"86"
1432,"116"
1433,"93"
1434,"95"
1435,"107"
1436,"117"
1437,"106"
1438,"94"
1439,"87"
1440,"108"
1441,"78"
1442,"95"
1443,"89"
1444,"100"
1445,"107"
1446,"105"
1447,"101"
1448,"87"
1449,"93"
1450,"102"
1451,"116"
1452,"104"
1453,"94"
1454,"83"
1455,"87"
1456,"74"
1457,"104"
1458,"84"
1459,"89"
1460,"84"
1461,"77"
1462,"83"
1463,"80"
1464,"98"
1465,"85"
1466,"86"
1467,"92"
1468,"89"
1469,"105"
1470,"93"
1471,"86"
1472,"88"
1473,"96"
1474,"73"
1475,"83"
1476,"84"
1477,"84"
1478,"68"
1479,"65"
1480,"81"
1481,"102"
1482,"92"
1483,"84"
1484,"89"
1485,"74"
1486,"86"
1487,"81"
1488,"67"
1489,"80"
1490,"78"
1491,"79"
1492,"96"
1493,"62"
1494,"97"
1495,"86"
1496,"67"
1497,"82"
1498,"69"
1499,"86"
1500,"74"
1501,"76"
1502,"66"
1503,"95"
1504,"70"
1505,"72"
1506,"71"
1507,"85"
1508,"76"
1509,"71"
1510,"79"
1511,"70"
1512,"69"
1513,"77"
1514,"74"
1515,"65"
1516,"79"
1517,"61"
1518,"67"
1519,"71"
1520,"66"
1521,"58"
1522,"61"
1523,"60"
1524,"64"
1525,"58"
1526,"62"
1527,"70"
1528,"74"
1529,"65"
1530,"58"
1531,"64"
1532,"54"
1533,"59"
1534,"79"
1535,"52"
1536,"57"
1537,"71"
1538,"58"
1539,"56"
1540,"72"
1541,"54"
1542,"68"
1543,"64"
1544,"68"
1545,"61"
1546,"66"
1547,"49"
1548,"61"
1549,"54"
1550,"65"
1551,"60"
1552,"64"
1553,"56"
1554,"64"
1555,"51"
1556,"56"
1557,"48"
1558,"56"
1559,"60"
1560,"51"
1561,"51"
1562,"42"
1563,"48"
1564,"48"
1565,"71"
1566,"55"
1567,"47"
1568,"55"
1569,"54"
1570,"62"
1571,"45"
1572,"67"
1573,"57"
1574,"40"
1575,"38"
1576,"48"
1577,"40"
1578,"54"
1579,"51"
1580,"56"
1581,"43"
1582,"44"
1583,"42"
1584,"50"
1585,"46"
1586,"52"
1587,"59"
1588,"60"
1589,"47"
1590,"49"
1591,"43"
1592,"44"
1593,"51"
1594,"58"
1595,"56"
1596,"52"
1597,"56"
1598,"42"
1599,"41"
1600,"49"
1601,"45"
1602,"43"
1603,"40"
1604,"49"
1605,"35"
1606,"43"
1607,"43"
1608,"50"
1609,"47"
1610,"39"
1611,"31"
1612,"40"
1613,"42"
1614,"41"
1615,"45"
1616,"40"
1617,"27"
1618,"39"
1619,"20"
1620,"37"
1621,"26"
1622,"39"
1623,"33"
1624,"37"
1625,"44"
1626,"43"
1627,"37"
1628,"39"
1629,"45"
1630,"42"
1631,"35"
1632,"30"
1633,"32"
1634,"41"
1635,"28"
1636,"45"
1637,"40"
1638,"23"
1639,"25"
1640,"35"
1641,"34"
1642,"27"
1643,"30"
1644,"22"
1645,"34"
1646,"34"
1647,"29"
1648,"35"
1649,"33"
1650,"28"
1651,"37"
1652,"26"
1653,"30"
1654,"24"
1655,"24"
1656,"22"
1657,"28"
1658,"27"
1659,"19"
1660,"28"
1661,"26"
1662,"24"
1663,"22"
1664,"28"
1665,"19"
1666,"32"
1667,"17"
1668,"29"
1669,"15"
1670,"22"
1671,"24"
1672,"26"
1673,"18"
1674,"17"
1675,"23"
1676,"16"
1677,"20"
1678,"23"
1679,"15"
1680,"20"
1681,"23"
1682,"14"
1683,"14"
1684,"21"
1685,"11"
1686,"14"
1687,"17"
1688,"13"
1689,"11"
1690,"12"
1691,"13"
1692,"13"
1693,"11"
1694,"14"
1695,"13"
1696,"8"
1697,"13"
1698,"14"
1699,"16"
1700,"10"
1701,"11"
1702,"12"
1703,"11"
1704,"15"
1705,"10"
1706,"12"
1707,"16"
1708,"13"
1709,"10"
1710,"12"
1711,"9"
1712,"4"
1713,"7"
1714,"3"
1715,"15"
1716,"6"
1717,"15"
1718,"4"
1719,"7"
1720,"8"
1721,"5"
1722,"10"
1723,"13"
1724,"10"
1725,"3"
1726,"8"
1727,"10"
1728,"11"
1729,"6"
1730,"9"
1731,"11"
1732,"9"
1733,"10"
1734,"7"
1735,"11"
1736,"6"
1737,"4"
1738,"7"
1739,"3"
1740,"10"
1741,"1"
1742,"9"
1743,"7"
1744,"4"
1745,"10"
1746,"6"
1747,"11"
1748,"7"
1749,"3"
1750,"5"
1751,"8"
1752,"5"
1753,"1"
1754,"3"
1755,"3"
1756,"4"
1757,"6"
1758,"6"
1759,"6"
1760,"4"
1761,"2"
1762,"3"
1763,"4"
1764,"1"
1765,"5"
1766,"4"
1767,"1"
1768,"2"
1769,"1"
1770,"1"
1771,"8"
1772,"2"
1773,"6"
1774,"2"
1775,"1"
1776,"6"
1777,"4"
1778,"6"
1779,"2"
1780,"1"
1781,"5"
1782,"1"
1783,"1"
1784,"0"
1785,"2"
1786,"3"
1787,"0"
1788,"5"
1789,"2"
1790,"6"
1791,"2"
1792,"4"
1793,"0"
1794,"5"
1795,"1"
1796,"3"
1797,"3"
1798,"1"
1799,"1"
1800,"3"
1801,"2"
1802,"2"
1803,"2"
1804,"4"
1805,"2"
1806,"1"
1807,"1"
1808,"4"
1809,"3"
1810,"4"
1811,"6"
1812,"3"
1813,"2"
1814,"2"
1815,"1"
1816,"0"
1817,"2"
1818,"4"
1819,"1"
1820,"1"
1821,"0"
1822,"4"
1823,"1"
1824,"3"
1825,"0"
1826,"2"
1827,"5"
1828,"3"
1829,"0"
1830,"2"
1831,"1"
1832,"1"
1833,"1"
1834,"0"
1835,"1"
1836,"1"
1837,"0"
1838,"3"
1839,"2"
1840,"5"
1841,"0"
1842,"0"
1843,"1"
1844,"0"
1845,"0"
1846,"0"
1847,"3"
1848,"0"
1849,"1"
1850,"2"
1851,"4"
1852,"2"
1853,"2"
1854,"1"
1855,"1"
1856,"0"
1857,"2"
1858,"0"
1859,"0"
1860,"1"
1861,"2"
1862,"1"
1863,"1"
1864,"0"
1865,"1"
1866,"0"
1867,"1"
1868,"1"
1869,"0"
1870,"2"
1871,"1"
1872,"1"
1873,"3"
1874,"1"
1875,"0"
1876,"0"
1877,"1"
1878,"1"
1879,"0"
1880,"0"
1881,"0"
1882,"2"
1883,"1"
1884,"4"
1885,"0"
1886,"0"
1887,"2"
1888,"0"
1889,"1"
1890,"0"
1891,"1"
1892,"0"
1893,"0"
1894,"1"
1895,"2"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"1"
1902,"3"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"1"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"2"
1914,"1"
1915,"0"
1916,"1"
1917,"0"
1918,"0"
1919,"2"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"2"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"1"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"1"
1958,"1"
1959,"1"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"1"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"1"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"1"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"1"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"1"
2005,"1"
2006,"0"
2007,"1"
2008,"0"
2009,"0"
2010,"0"
2011,"1"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"1"
2022,"0"
2023,"1"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"0"
2029,"1"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"1"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


