Bruker AXS Handheld Inc. S1PXRF Spectrum ,
182,5037
183,5504
184,5651
185,4923
186,3857
187,2784
188,1761
189,1098
190,657
191,409
192,305
193,355
194,396
195,517
196,649
197,824
198,977
199,1095
200,1044
201,953
202,797
203,627
204,474
205,376
206,297
207,283
208,231
209,243
210,216
211,239
212,202
213,245
214,253
215,240
216,249
217,290
218,336
219,427
220,487
221,685
222,800
223,886
224,959
225,961
226,891
227,709
228,627
229,522
230,474
231,395
232,395
233,368
234,360
235,315
236,338
237,369
238,324
239,369
240,381
241,429
242,461
243,474
244,501
245,463
246,501
247,467
248,456
249,408
250,421
251,365
252,367
253,376
254,364
255,363
256,354
257,325
258,349
259,344
260,368
261,347
262,384
263,357
264,373
265,354
266,423
267,386
268,385
269,379
270,393
271,387
272,386
273,389
274,377
275,398
276,387
277,400
278,384
279,372
280,382
281,392
282,402
283,391
284,389
285,415
286,431
287,475
288,521
289,546
290,649
291,614
292,666
293,744
294,700
295,640
296,673
297,618
298,566
299,539
300,520
301,539
302,505
303,526
304,535
305,556
306,549
307,707
308,781
309,1130
310,1683
311,2657
312,4304
313,6578
314,9568
315,12894
316,16302
317,18784
318,19756
319,19515
320,17355
321,14144
322,10496
323,7347
324,4833
325,3027
326,1896
327,1174
328,777
329,639
330,539
331,513
332,489
333,484
334,518
335,524
336,540
337,504
338,546
339,607
340,586
341,620
342,724
343,841
344,1071
345,1420
346,1765
347,2231
348,2693
349,3134
350,3410
351,3492
352,3234
353,2927
354,2358
355,1976
356,1444
357,1188
358,1051
359,914
360,854
361,785
362,861
363,818
364,870
365,949
366,1038
367,1030
368,1233
369,1189
370,1304
371,1364
372,1266
373,1220
374,1032
375,946
376,727
377,703
378,592
379,526
380,475
381,504
382,444
383,483
384,458
385,485
386,430
387,423
388,434
389,468
390,465
391,491
392,506
393,514
394,531
395,533
396,592
397,616
398,704
399,684
400,709
401,706
402,685
403,648
404,617
405,568
406,624
407,600
408,541
409,554
410,541
411,556
412,516
413,549
414,495
415,511
416,484
417,460
418,468
419,494
420,477
421,498
422,505
423,564
424,557
425,615
426,625
427,680
428,759
429,700
430,750
431,694
432,707
433,654
434,575
435,540
436,531
437,469
438,506
439,459
440,481
441,449
442,447
443,476
444,503
445,464
446,492
447,443
448,453
449,433
450,430
451,450
452,462
453,450
454,478
455,486
456,465
457,499
458,478
459,525
460,523
461,533
462,489
463,476
464,489
465,505
466,509
467,460
468,487
469,483
470,501
471,531
472,500
473,493
474,517
475,496
476,543
477,571
478,515
479,498
480,516
481,489
482,510
483,516
484,491
485,472
486,505
487,492
488,492
489,474
490,479
491,490
492,480
493,470
494,499
495,514
496,446
497,490
498,485
499,500
500,450
501,458
502,504
503,470
504,486
505,488
506,509
507,490
508,501
509,517
510,488
511,501
512,440
513,493
514,489
515,516
516,514
517,602
518,605
519,616
520,653
521,662
522,691
523,737
524,723
525,699
526,712
527,662
528,624
529,637
530,559
531,564
532,499
533,468
534,475
535,477
536,470
537,457
538,508
539,496
540,457
541,483
542,478
543,447
544,484
545,465
546,450
547,474
548,506
549,476
550,460
551,514
552,467
553,488
554,467
555,459
556,482
557,488
558,468
559,490
560,470
561,485
562,499
563,504
564,502
565,482
566,470
567,463
568,487
569,498
570,477
571,478
572,461
573,528
574,488
575,450
576,472
577,470
578,469
579,476
580,467
581,493
582,546
583,494
584,527
585,486
586,507
587,478
588,517
589,468
590,489
591,493
592,465
593,519
594,465
595,512
596,422
597,480
598,476
599,464
600,448
601,437
602,454
603,486
604,490
605,470
606,493
607,519
608,468
609,485
610,502
611,509
612,480
613,481
614,483
615,452
616,473
617,492
618,491
619,476
620,475
621,500
622,511
623,508
624,574
625,503
626,513
627,526
628,526
629,497
630,504
631,539
632,510
633,493
634,505
635,480
636,464
637,470
638,475
639,474
640,505
641,491
642,498
643,468
644,486
645,436
646,491
647,501
648,505
649,473
650,453
651,508
652,506
653,462
654,509
655,496
656,528
657,580
658,635
659,674
660,747
661,833
662,827
663,890
664,903
665,916
666,883
667,913
668,788
669,770
670,755
671,681
672,580
673,569
674,514
675,517
676,493
677,457
678,465
679,477
680,498
681,469
682,451
683,439
684,439
685,436
686,462
687,486
688,441
689,469
690,471
691,512
692,469
693,563
694,584
695,594
696,586
697,683
698,745
699,801
700,891
701,979
702,988
703,948
704,942
705,931
706,859
707,798
708,786
709,727
710,589
711,570
712,546
713,531
714,452
715,418
716,457
717,416
718,441
719,435
720,407
721,401
722,419
723,430
724,440
725,414
726,418
727,423
728,434
729,426
730,458
731,462
732,444
733,425
734,422
735,486
736,459
737,474
738,475
739,460
740,512
741,511
742,511
743,503
744,501
745,479
746,491
747,495
748,485
749,503
750,445
751,430
752,441
753,419
754,444
755,452
756,421
757,421
758,407
759,430
760,400
761,410
762,432
763,404
764,389
765,414
766,423
767,392
768,440
769,412
770,443
771,412
772,420
773,426
774,500
775,493
776,511
777,594
778,575
779,643
780,684
781,761
782,747
783,743
784,746
785,763
786,760
787,679
788,722
789,627
790,595
791,548
792,525
793,509
794,482
795,405
796,426
797,385
798,397
799,400
800,402
801,454
802,425
803,402
804,440
805,382
806,399
807,421
808,373
809,417
810,403
811,401
812,398
813,402
814,388
815,382
816,411
817,419
818,398
819,393
820,401
821,429
822,409
823,427
824,396
825,396
826,423
827,453
828,430
829,417
830,381
831,435
832,398
833,412
834,353
835,385
836,372
837,388
838,383
839,382
840,363
841,387
842,392
843,432
844,388
845,364
846,393
847,393
848,411
849,411
850,405
851,377
852,402
853,367
854,396
855,379
856,394
857,384
858,400
859,387
860,392
861,372
862,429
863,390
864,375
865,408
866,379
867,389
868,365
869,390
870,421
871,429
872,430
873,424
874,484
875,457
876,451
877,471
878,461
879,464
880,454
881,468
882,441
883,475
884,408
885,458
886,436
887,440
888,426
889,454
890,458
891,418
892,421
893,457
894,440
895,455
896,465
897,523
898,454
899,472
900,476
901,472
902,488
903,476
904,505
905,505
906,516
907,552
908,554
909,536
910,540
911,549
912,589
913,592
914,626
915,605
916,611
917,666
918,692
919,763
920,694
921,699
922,829
923,853
924,865
925,939
926,976
927,990
928,1034
929,1078
930,1140
931,1137
932,1206
933,1229
934,1290
935,1255
936,1333
937,1309
938,1374
939,1376
940,1343
941,1314
942,1305
943,1337
944,1316
945,1178
946,1321
947,1264
948,1285
949,1258
950,1222
951,1176
952,1137
953,1031
954,1037
955,951
956,930
957,927
958,844
959,840
960,788
961,775
962,702
963,737
964,715
965,683
966,587
967,583
968,556
969,553
970,542
971,493
972,498
973,487
974,481
975,465
976,479
977,439
978,426
979,407
980,429
981,398
982,395
983,402
984,392
985,375
986,404
987,408
988,447
989,438
990,399
991,500
992,470
993,525
994,571
995,612
996,692
997,703
998,749
999,784
1000,799
1001,864
1002,885
1003,891
1004,896
1005,881
1006,859
1007,794
1008,714
1009,696
1010,596
1011,555
1012,497
1013,454
1014,424
1015,391
1016,362
1017,363
1018,341
1019,302
1020,335
1021,335
1022,321
1023,357
1024,316
1025,337
1026,365
1027,360
1028,344
1029,359
1030,342
1031,324
1032,385
1033,400
1034,372
1035,414
1036,420
1037,418
1038,443
1039,421
1040,462
1041,507
1042,529
1043,549
1044,574
1045,538
1046,572
1047,561
1048,613
1049,618
1050,627
1051,589
1052,596
1053,622
1054,573
1055,592
1056,604
1057,534
1058,516
1059,512
1060,528
1061,474
1062,420
1063,420
1064,420
1065,429
1066,373
1067,380
1068,343
1069,371
1070,372
1071,361
1072,335
1073,335
1074,327
1075,342
1076,324
1077,346
1078,329
1079,313
1080,352
1081,301
1082,281
1083,284
1084,269
1085,279
1086,281
1087,296
1088,248
1089,297
1090,270
1091,266
1092,258
1093,250
1094,229
1095,270
1096,262
1097,249
1098,235
1099,261
1100,258
1101,260
1102,275
1103,244
1104,239
1105,239
1106,235
1107,246
1108,225
1109,234
1110,218
1111,214
1112,236
1113,221
1114,202
1115,247
1116,217
1117,212
1118,267
1119,269
1120,249
1121,241
1122,240
1123,264
1124,271
1125,289
1126,275
1127,308
1128,291
1129,290
1130,269
1131,299
1132,260
1133,295
1134,299
1135,292
1136,273
1137,241
1138,244
1139,249
1140,223
1141,206
1142,209
1143,204
1144,228
1145,199
1146,188
1147,229
1148,210
1149,225
1150,202
1151,244
1152,212
1153,203
1154,227
1155,246
1156,206
1157,217
1158,218
1159,215
1160,201
1161,208
1162,176
1163,225
1164,208
1165,204
1166,178
1167,190
1168,166
1169,183
1170,185
1171,201
1172,186
1173,163
1174,186
1175,206
1176,217
1177,192
1178,211
1179,241
1180,193
1181,224
1182,228
1183,217
1184,197
1185,237
1186,237
1187,190
1188,216
1189,193
1190,215
1191,180
1192,196
1193,191
1194,200
1195,199
1196,176
1197,179
1198,193
1199,161
1200,180
1201,184
1202,214
1203,155
1204,196
1205,156
1206,169
1207,156
1208,171
1209,179
1210,179
1211,191
1212,179
1213,189
1214,169
1215,176
1216,184
1217,168
1218,196
1219,126
1220,156
1221,166
1222,188
1223,138
1224,162
1225,187
1226,187
1227,208
1228,159
1229,168
1230,172
1231,178
1232,168
1233,169
1234,193
1235,175
1236,148
1237,175
1238,175
1239,179
1240,186
1241,186
1242,146
1243,144
1244,141
1245,163
1246,153
1247,194
1248,160
1249,168
1250,181
1251,185
1252,151
1253,163
1254,173
1255,159
1256,147
1257,178
1258,176
1259,165
1260,163
1261,177
1262,174
1263,160
1264,155
1265,141
1266,146
1267,156
1268,161
1269,164
1270,155
1271,154
1272,171
1273,158
1274,179
1275,139
1276,147
1277,153
1278,161
1279,138
1280,144
1281,143
1282,148
1283,142
1284,149
1285,143
1286,144
1287,140
1288,136
1289,134
1290,137
1291,135
1292,157
1293,153
1294,167
1295,156
1296,131
1297,144
1298,154
1299,128
1300,155
1301,157
1302,151
1303,140
1304,134
1305,146
1306,133
1307,127
1308,124
1309,140
1310,135
1311,155
1312,126
1313,122
1314,129
1315,143
1316,143
1317,145
1318,110
1319,128
1320,137
1321,145
1322,133
1323,134
1324,149
1325,111
1326,159
1327,136
1328,133
1329,125
1330,118
1331,111
1332,133
1333,171
1334,133
1335,127
1336,122
1337,104
1338,131
1339,94
1340,124
1341,115
1342,136
1343,141
1344,108
1345,149
1346,122
1347,124
1348,129
1349,122
1350,121
1351,128
1352,114
1353,111
1354,137
1355,139
1356,119
1357,135
1358,137
1359,85
1360,106
1361,120
1362,131
1363,112
1364,111
1365,126
1366,119
1367,124
1368,121
1369,110
1370,113
1371,112
1372,123
1373,114
1374,116
1375,100
1376,109
1377,120
1378,100
1379,93
1380,119
1381,105
1382,101
1383,108
1384,88
1385,115
1386,118
1387,104
1388,92
1389,105
1390,117
1391,90
1392,102
1393,119
1394,100
1395,95
1396,109
1397,94
1398,103
1399,92
1400,97
1401,110
1402,98
1403,103
1404,114
1405,76
1406,112
1407,107
1408,91
1409,92
1410,89
1411,83
1412,121
1413,113
1414,103
1415,96
1416,109
1417,115
1418,104
1419,104
1420,91
1421,98
1422,106
1423,99
1424,87
1425,90
1426,107
1427,96
1428,106
1429,80
1430,91
1431,109
1432,86
1433,104
1434,80
1435,87
1436,83
1437,88
1438,89
1439,87
1440,100
1441,96
1442,98
1443,116
1444,89
1445,71
1446,89
1447,80
1448,90
1449,83
1450,90
1451,74
1452,77
1453,121
1454,79
1455,89
1456,91
1457,83
1458,100
1459,85
1460,93
1461,78
1462,81
1463,86
1464,81
1465,73
1466,96
1467,83
1468,81
1469,83
1470,78
1471,72
1472,76
1473,71
1474,95
1475,80
1476,81
1477,75
1478,61
1479,66
1480,70
1481,75
1482,84
1483,75
1484,81
1485,84
1486,60
1487,76
1488,75
1489,69
1490,81
1491,65
1492,85
1493,59
1494,72
1495,80
1496,66
1497,84
1498,85
1499,62
1500,68
1501,77
1502,87
1503,82
1504,76
1505,59
1506,74
1507,76
1508,66
1509,52
1510,57
1511,75
1512,67
1513,78
1514,69
1515,59
1516,67
1517,66
1518,55
1519,65
1520,57
1521,67
1522,68
1523,75
1524,80
1525,52
1526,63
1527,74
1528,71
1529,52
1530,50
1531,53
1532,67
1533,66
1534,67
1535,59
1536,57
1537,62
1538,57
1539,60
1540,48
1541,52
1542,50
1543,53
1544,63
1545,39
1546,59
1547,57
1548,46
1549,55
1550,61
1551,56
1552,65
1553,50
1554,61
1555,53
1556,62
1557,45
1558,48
1559,51
1560,47
1561,54
1562,40
1563,32
1564,51
1565,64
1566,51
1567,45
1568,48
1569,41
1570,48
1571,42
1572,54
1573,54
1574,43
1575,54
1576,57
1577,42
1578,41
1579,37
1580,37
1581,41
1582,51
1583,65
1584,45
1585,36
1586,42
1587,51
1588,59
1589,44
1590,39
1591,41
1592,44
1593,38
1594,43
1595,37
1596,40
1597,39
1598,46
1599,58
1600,37
1601,37
1602,45
1603,45
1604,45
1605,42
1606,42
1607,38
1608,34
1609,43
1610,39
1611,37
1612,39
1613,50
1614,42
1615,34
1616,30
1617,34
1618,38
1619,42
1620,23
1621,39
1622,31
1623,39
1624,36
1625,34
1626,26
1627,35
1628,42
1629,19
1630,33
1631,25
1632,29
1633,19
1634,33
1635,32
1636,30
1637,39
1638,18
1639,22
1640,29
1641,34
1642,33
1643,28
1644,23
1645,27
1646,37
1647,32
1648,17
1649,27
1650,32
1651,27
1652,17
1653,20
1654,11
1655,22
1656,21
1657,19
1658,23
1659,19
1660,13
1661,18
1662,28
1663,21
1664,21
1665,20
1666,19
1667,14
1668,22
1669,19
1670,17
1671,24
1672,18
1673,18
1674,26
1675,27
1676,14
1677,12
1678,16
1679,24
1680,17
1681,21
1682,15
1683,27
1684,11
1685,17
1686,12
1687,14
1688,23
1689,22
1690,9
1691,16
1692,16
1693,11
1694,23
1695,16
1696,13
1697,9
1698,17
1699,11
1700,13
1701,13
1702,14
1703,13
1704,12
1705,6
1706,8
1707,6
1708,5
1709,19
1710,5
1711,10
1712,14
1713,11
1714,9
1715,8
1716,9
1717,6
1718,14
1719,10
1720,5
1721,8
1722,3
1723,7
1724,6
1725,8
1726,8
1727,5
1728,3
1729,6
1730,2
1731,8
1732,2
1733,5
1734,5
1735,11
1736,9
1737,2
1738,7
1739,4
1740,6
1741,8
1742,5
1743,2
1744,5
1745,6
1746,7
1747,2
1748,2
1749,2
1750,7
1751,4
1752,4
1753,4
1754,5
1755,5
1756,3
1757,2
1758,2
1759,3
1760,2
1761,4
1762,3
1763,3
1764,2
1765,3
1766,5
1767,3
1768,1
1769,2
1770,3
1771,2
1772,1
1773,3
1774,2
1775,2
1776,3
1777,3
1778,2
1779,3
1780,3
1781,3
1782,2
1783,3
1784,2
1785,3
1786,0
1787,2
1788,4
1789,2
1790,2
1791,0
1792,4
1793,3
1794,1
1795,1
1796,1
1797,2
1798,2
1799,2
1800,1
1801,2
1802,2
1803,1
1804,2
1805,3
1806,4
1807,2
1808,5
1809,4
1810,1
1811,2
1812,0
1813,3
1814,1
1815,1
1816,0
1817,1
1818,3
1819,1
1820,1
1821,2
1822,2
1823,0
1824,2
1825,2
1826,1
1827,0
1828,4
1829,3
1830,0
1831,0
1832,2
1833,1
1834,2
1835,5
1836,1
1837,2
1838,1
1839,3
1840,1
1841,0
1842,0
1843,2
1844,3
1845,1
1846,0
1847,1
1848,2
1849,3
1850,1
1851,0
1852,0
1853,2
1854,0
1855,3
1856,2
1857,0
1858,1
1859,0
1860,2
1861,2
1862,1
1863,0
1864,0
1865,0
1866,1
1867,3
1868,1
1869,0
1870,0
1871,0
1872,2
1873,1
1874,1
1875,2
1876,1
1877,1
1878,0
1879,1
1880,0
1881,2
1882,2
1883,2
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,1
1892,0
1893,0
1894,2
1895,0
1896,0
1897,0
1898,0
1899,0
1900,1
1901,0
1902,0
1903,0
1904,0
1905,2
1906,0
1907,1
1908,1
1909,0
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,0
1918,1
1919,0
1920,0
1921,0
1922,3
1923,0
1924,2
1925,0
1926,0
1927,0
1928,0
1929,1
1930,1
1931,1
1932,0
1933,0
1934,2
1935,0
1936,1
1937,0
1938,3
1939,0
1940,0
1941,0
1942,0
1943,2
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,0
1954,0
1955,1
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
