Bruker AXS Handheld Inc. S1PXRF Spectrum ,
516,550
517,553
518,501
519,573
520,576
521,544
522,504
523,562
524,513
525,524
526,545
527,535
528,538
529,505
530,530
531,515
532,495
533,494
534,544
535,554
536,550
537,515
538,508
539,491
540,535
541,535
542,526
543,521
544,530
545,545
546,536
547,514
548,544
549,500
550,556
551,522
552,570
553,548
554,526
555,498
556,499
557,483
558,522
559,531
560,509
561,544
562,554
563,517
564,484
565,531
566,488
567,509
568,557
569,538
570,528
571,503
572,552
573,531
574,505
575,494
576,499
577,501
578,524
579,511
580,523
581,558
582,515
583,511
584,506
585,535
586,511
587,504
588,502
589,532
590,506
591,520
592,542
593,504
594,512
595,566
596,548
597,504
598,486
599,567
600,520
601,490
602,521
603,520
604,502
605,518
606,514
607,482
608,514
609,498
610,522
611,522
612,503
613,536
614,538
615,480
616,525
617,481
618,486
619,482
620,541
621,506
622,529
623,537
624,486
625,553
626,529
627,500
628,511
629,489
630,494
631,473
632,495
633,503
634,528
635,480
636,507
637,479
638,487
639,505
640,523
641,547
642,545
643,496
644,556
645,528
646,494
647,513
648,503
649,520
650,520
651,510
652,551
653,527
654,515
655,501
656,511
657,595
658,546
659,683
660,635
661,685
662,646
663,704
664,735
665,741
666,766
667,727
668,776
669,677
670,637
671,575
672,577
673,571
674,514
675,539
676,492
677,513
678,538
679,489
680,503
681,518
682,481
683,502
684,495
685,478
686,473
687,466
688,524
689,462
690,509
691,507
692,520
693,539
694,566
695,558
696,616
697,650
698,680
699,772
700,769
701,860
702,938
703,897
704,930
705,883
706,891
707,774
708,766
709,655
710,686
711,630
712,557
713,533
714,495
715,497
716,457
717,460
718,460
719,427
720,449
721,492
722,450
723,440
724,460
725,452
726,438
727,469
728,423
729,439
730,466
731,439
732,459
733,486
734,466
735,446
736,504
737,478
738,504
739,495
740,520
741,514
742,565
743,559
744,537
745,560
746,565
747,517
748,497
749,475
750,466
751,452
752,466
753,446
754,464
755,419
756,435
757,437
758,433
759,469
760,385
761,454
762,435
763,427
764,408
765,413
766,385
767,422
768,432
769,456
770,416
771,504
772,471
773,473
774,534
775,555
776,628
777,649
778,700
779,742
780,766
781,859
782,876
783,907
784,918
785,916
786,902
787,897
788,833
789,696
790,677
791,589
792,576
793,555
794,461
795,469
796,436
797,428
798,439
799,427
800,432
801,434
802,446
803,442
804,412
805,438
806,402
807,421
808,428
809,402
810,417
811,415
812,435
813,401
814,423
815,382
816,447
817,411
818,402
819,442
820,432
821,400
822,450
823,405
824,425
825,420
826,418
827,399
828,439
829,411
830,422
831,420
832,409
833,442
834,391
835,403
836,402
837,398
838,424
839,401
840,372
841,433
842,391
843,404
844,420
845,406
846,414
847,423
848,365
849,380
850,378
851,398
852,431
853,389
854,408
855,374
856,376
857,409
858,411
859,393
860,386
861,391
862,390
863,385
864,393
865,428
866,413
867,390
868,392
869,409
870,419
871,464
872,442
873,447
874,440
875,448
876,492
877,503
878,478
879,498
880,517
881,503
882,500
883,452
884,471
885,464
886,480
887,446
888,436
889,467
890,446
891,484
892,480
893,480
894,451
895,476
896,476
897,480
898,514
899,473
900,457
901,461
902,471
903,479
904,489
905,538
906,488
907,553
908,538
909,588
910,525
911,580
912,564
913,636
914,642
915,644
916,676
917,640
918,659
919,716
920,746
921,789
922,859
923,872
924,939
925,948
926,980
927,990
928,998
929,1061
930,1122
931,1146
932,1199
933,1250
934,1235
935,1254
936,1364
937,1263
938,1383
939,1345
940,1372
941,1370
942,1352
943,1391
944,1373
945,1270
946,1282
947,1229
948,1280
949,1227
950,1123
951,1191
952,1095
953,1071
954,1032
955,965
956,962
957,918
958,822
959,842
960,795
961,745
962,700
963,724
964,681
965,668
966,629
967,638
968,524
969,551
970,542
971,542
972,491
973,465
974,503
975,503
976,478
977,455
978,393
979,398
980,437
981,421
982,410
983,441
984,414
985,373
986,390
987,384
988,373
989,437
990,416
991,427
992,466
993,507
994,548
995,555
996,590
997,626
998,637
999,789
1000,751
1001,789
1002,838
1003,843
1004,845
1005,839
1006,841
1007,736
1008,718
1009,692
1010,641
1011,589
1012,586
1013,480
1014,434
1015,397
1016,362
1017,359
1018,356
1019,323
1020,354
1021,303
1022,352
1023,345
1024,336
1025,345
1026,340
1027,346
1028,349
1029,340
1030,365
1031,344
1032,369
1033,368
1034,397
1035,397
1036,382
1037,376
1038,383
1039,442
1040,447
1041,493
1042,485
1043,527
1044,505
1045,534
1046,553
1047,565
1048,620
1049,557
1050,608
1051,624
1052,603
1053,570
1054,629
1055,614
1056,561
1057,513
1058,544
1059,478
1060,473
1061,443
1062,410
1063,392
1064,398
1065,438
1066,375
1067,374
1068,341
1069,333
1070,329
1071,366
1072,312
1073,298
1074,321
1075,313
1076,331
1077,321
1078,301
1079,309
1080,290
1081,258
1082,264
1083,270
1084,268
1085,267
1086,258
1087,289
1088,270
1089,271
1090,255
1091,251
1092,239
1093,255
1094,235
1095,233
1096,266
1097,245
1098,250
1099,252
1100,240
1101,248
1102,222
1103,231
1104,225
1105,207
1106,244
1107,231
1108,225
1109,226
1110,255
1111,235
1112,224
1113,229
1114,199
1115,233
1116,229
1117,232
1118,214
1119,207
1120,244
1121,236
1122,209
1123,225
1124,259
1125,258
1126,264
1127,242
1128,309
1129,294
1130,288
1131,303
1132,300
1133,289
1134,273
1135,243
1136,224
1137,226
1138,226
1139,203
1140,203
1141,224
1142,212
1143,209
1144,216
1145,207
1146,181
1147,196
1148,192
1149,230
1150,200
1151,189
1152,219
1153,229
1154,219
1155,228
1156,216
1157,203
1158,179
1159,203
1160,194
1161,194
1162,188
1163,185
1164,172
1165,205
1166,197
1167,197
1168,201
1169,183
1170,190
1171,199
1172,187
1173,220
1174,175
1175,197
1176,181
1177,205
1178,196
1179,206
1180,198
1181,213
1182,211
1183,211
1184,238
1185,197
1186,200
1187,217
1188,204
1189,195
1190,179
1191,188
1192,188
1193,208
1194,186
1195,176
1196,187
1197,182
1198,191
1199,155
1200,166
1201,181
1202,155
1203,163
1204,182
1205,161
1206,168
1207,160
1208,187
1209,171
1210,195
1211,152
1212,177
1213,174
1214,161
1215,177
1216,153
1217,181
1218,155
1219,139
1220,154
1221,153
1222,160
1223,159
1224,159
1225,156
1226,162
1227,168
1228,153
1229,176
1230,170
1231,161
1232,144
1233,179
1234,168
1235,159
1236,154
1237,156
1238,156
1239,154
1240,170
1241,164
1242,170
1243,166
1244,151
1245,149
1246,177
1247,147
1248,156
1249,150
1250,140
1251,159
1252,158
1253,170
1254,142
1255,177
1256,152
1257,172
1258,160
1259,168
1260,165
1261,144
1262,165
1263,157
1264,149
1265,163
1266,149
1267,160
1268,154
1269,158
1270,161
1271,148
1272,114
1273,165
1274,153
1275,147
1276,158
1277,158
1278,132
1279,142
1280,139
1281,150
1282,131
1283,139
1284,142
1285,125
1286,149
1287,124
1288,141
1289,127
1290,138
1291,145
1292,124
1293,124
1294,137
1295,144
1296,123
1297,142
1298,109
1299,140
1300,125
1301,133
1302,115
1303,140
1304,149
1305,112
1306,140
1307,129
1308,149
1309,125
1310,142
1311,125
1312,109
1313,125
1314,113
1315,124
1316,123
1317,118
1318,112
1319,127
1320,121
1321,132
1322,104
1323,108
1324,115
1325,104
1326,110
1327,122
1328,118
1329,128
1330,106
1331,119
1332,130
1333,117
1334,112
1335,121
1336,117
1337,104
1338,119
1339,130
1340,136
1341,106
1342,97
1343,126
1344,120
1345,127
1346,124
1347,113
1348,123
1349,110
1350,105
1351,107
1352,107
1353,120
1354,92
1355,128
1356,123
1357,93
1358,108
1359,126
1360,116
1361,103
1362,122
1363,96
1364,115
1365,122
1366,106
1367,86
1368,119
1369,121
1370,86
1371,117
1372,112
1373,102
1374,97
1375,95
1376,119
1377,107
1378,113
1379,100
1380,123
1381,112
1382,90
1383,100
1384,94
1385,81
1386,101
1387,89
1388,90
1389,104
1390,94
1391,73
1392,94
1393,95
1394,94
1395,89
1396,86
1397,94
1398,97
1399,104
1400,96
1401,105
1402,97
1403,79
1404,89
1405,81
1406,114
1407,98
1408,87
1409,101
1410,90
1411,93
1412,103
1413,106
1414,103
1415,93
1416,82
1417,112
1418,91
1419,88
1420,67
1421,82
1422,68
1423,87
1424,67
1425,104
1426,81
1427,80
1428,72
1429,83
1430,86
1431,100
1432,66
1433,74
1434,91
1435,85
1436,81
1437,85
1438,77
1439,76
1440,96
1441,78
1442,76
1443,72
1444,74
1445,87
1446,63
1447,75
1448,88
1449,83
1450,85
1451,82
1452,69
1453,68
1454,72
1455,72
1456,79
1457,81
1458,80
1459,94
1460,73
1461,76
1462,93
1463,78
1464,82
1465,67
1466,79
1467,71
1468,73
1469,57
1470,69
1471,73
1472,69
1473,71
1474,78
1475,81
1476,64
1477,92
1478,72
1479,72
1480,73
1481,80
1482,83
1483,66
1484,71
1485,77
1486,59
1487,64
1488,70
1489,68
1490,75
1491,65
1492,78
1493,66
1494,67
1495,78
1496,63
1497,74
1498,70
1499,65
1500,76
1501,54
1502,67
1503,64
1504,56
1505,53
1506,74
1507,67
1508,68
1509,49
1510,71
1511,54
1512,42
1513,66
1514,55
1515,59
1516,61
1517,52
1518,54
1519,62
1520,49
1521,49
1522,39
1523,68
1524,46
1525,61
1526,58
1527,54
1528,51
1529,56
1530,61
1531,53
1532,57
1533,62
1534,53
1535,53
1536,54
1537,51
1538,44
1539,33
1540,45
1541,56
1542,57
1543,43
1544,52
1545,46
1546,46
1547,50
1548,49
1549,49
1550,43
1551,43
1552,45
1553,48
1554,35
1555,44
1556,47
1557,39
1558,60
1559,30
1560,49
1561,43
1562,43
1563,41
1564,42
1565,38
1566,41
1567,48
1568,33
1569,49
1570,40
1571,43
1572,38
1573,49
1574,41
1575,36
1576,40
1577,55
1578,37
1579,31
1580,38
1581,27
1582,38
1583,35
1584,36
1585,37
1586,42
1587,42
1588,37
1589,38
1590,40
1591,33
1592,53
1593,36
1594,35
1595,33
1596,49
1597,34
1598,30
1599,26
1600,45
1601,41
1602,39
1603,39
1604,29
1605,25
1606,33
1607,42
1608,39
1609,39
1610,26
1611,37
1612,35
1613,31
1614,30
1615,36
1616,25
1617,34
1618,24
1619,32
1620,31
1621,31
1622,27
1623,29
1624,20
1625,32
1626,21
1627,33
1628,25
1629,21
1630,35
1631,23
1632,19
1633,22
1634,29
1635,22
1636,26
1637,22
1638,25
1639,38
1640,24
1641,21
1642,20
1643,22
1644,29
1645,20
1646,30
1647,27
1648,20
1649,24
1650,13
1651,29
1652,17
1653,27
1654,33
1655,19
1656,17
1657,21
1658,29
1659,18
1660,12
1661,23
1662,16
1663,16
1664,16
1665,15
1666,20
1667,15
1668,17
1669,20
1670,14
1671,17
1672,18
1673,19
1674,15
1675,10
1676,18
1677,11
1678,12
1679,15
1680,14
1681,16
1682,16
1683,13
1684,10
1685,11
1686,9
1687,13
1688,18
1689,14
1690,10
1691,15
1692,14
1693,14
1694,20
1695,11
1696,16
1697,10
1698,10
1699,10
1700,17
1701,9
1702,9
1703,10
1704,15
1705,4
1706,12
1707,4
1708,6
1709,6
1710,12
1711,7
1712,10
1713,6
1714,10
1715,12
1716,12
1717,6
1718,4
1719,6
1720,10
1721,10
1722,3
1723,10
1724,6
1725,3
1726,4
1727,11
1728,2
1729,8
1730,5
1731,4
1732,3
1733,3
1734,4
1735,5
1736,4
1737,4
1738,5
1739,9
1740,6
1741,4
1742,3
1743,8
1744,6
1745,3
1746,4
1747,8
1748,4
1749,2
1750,5
1751,2
1752,6
1753,1
1754,1
1755,4
1756,2
1757,4
1758,1
1759,4
1760,4
1761,1
1762,2
1763,5
1764,2
1765,3
1766,4
1767,1
1768,0
1769,3
1770,1
1771,2
1772,2
1773,3
1774,3
1775,5
1776,2
1777,2
1778,3
1779,3
1780,0
1781,2
1782,0
1783,2
1784,5
1785,3
1786,0
1787,0
1788,2
1789,4
1790,0
1791,3
1792,7
1793,0
1794,0
1795,0
1796,2
1797,0
1798,2
1799,1
1800,1
1801,0
1802,3
1803,0
1804,1
1805,1
1806,4
1807,2
1808,1
1809,0
1810,2
1811,1
1812,3
1813,1
1814,3
1815,2
1816,0
1817,1
1818,1
1819,0
1820,2
1821,1
1822,0
1823,0
1824,1
1825,3
1826,2
1827,1
1828,0
1829,0
1830,2
1831,1
1832,1
1833,2
1834,3
1835,0
1836,2
1837,3
1838,0
1839,0
1840,0
1841,0
1842,1
1843,0
1844,1
1845,2
1846,4
1847,2
1848,1
1849,1
1850,1
1851,0
1852,0
1853,1
1854,1
1855,0
1856,0
1857,1
1858,0
1859,0
1860,3
1861,1
1862,3
1863,0
1864,1
1865,0
1866,2
1867,2
1868,0
1869,0
1870,0
1871,1
1872,0
1873,0
1874,2
1875,2
1876,0
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,0
1888,0
1889,2
1890,1
1891,1
1892,1
1893,0
1894,3
1895,1
1896,0
1897,1
1898,0
1899,0
1900,0
1901,1
1902,1
1903,1
1904,0
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,0
1912,1
1913,1
1914,0
1915,1
1916,1
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,0
1943,0
1944,1
1945,0
1946,0
1947,2
1948,0
1949,0
1950,1
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,1
1995,1
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,1
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
