Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-2ABC 6phi 0"
672,"583"
673,"540"
674,"537"
675,"479"
676,"514"
677,"507"
678,"541"
679,"492"
680,"475"
681,"493"
682,"499"
683,"503"
684,"512"
685,"486"
686,"495"
687,"488"
688,"498"
689,"463"
690,"489"
691,"511"
692,"460"
693,"506"
694,"498"
695,"534"
696,"534"
697,"534"
698,"518"
699,"563"
700,"569"
701,"615"
702,"607"
703,"619"
704,"586"
705,"627"
706,"568"
707,"526"
708,"512"
709,"532"
710,"485"
711,"450"
712,"496"
713,"444"
714,"454"
715,"475"
716,"469"
717,"469"
718,"467"
719,"450"
720,"431"
721,"450"
722,"447"
723,"433"
724,"460"
725,"438"
726,"419"
727,"445"
728,"433"
729,"420"
730,"469"
731,"449"
732,"432"
733,"470"
734,"445"
735,"461"
736,"517"
737,"463"
738,"461"
739,"508"
740,"506"
741,"509"
742,"521"
743,"518"
744,"507"
745,"508"
746,"496"
747,"440"
748,"483"
749,"468"
750,"463"
751,"442"
752,"416"
753,"439"
754,"443"
755,"437"
756,"409"
757,"397"
758,"417"
759,"414"
760,"422"
761,"404"
762,"391"
763,"429"
764,"450"
765,"372"
766,"397"
767,"412"
768,"378"
769,"453"
770,"413"
771,"434"
772,"437"
773,"479"
774,"461"
775,"490"
776,"533"
777,"561"
778,"628"
779,"590"
780,"636"
781,"653"
782,"717"
783,"649"
784,"673"
785,"660"
786,"644"
787,"604"
788,"601"
789,"544"
790,"498"
791,"489"
792,"452"
793,"425"
794,"428"
795,"396"
796,"415"
797,"403"
798,"361"
799,"383"
800,"406"
801,"388"
802,"371"
803,"377"
804,"396"
805,"432"
806,"423"
807,"366"
808,"365"
809,"390"
810,"355"
811,"400"
812,"417"
813,"398"
814,"402"
815,"393"
816,"436"
817,"411"
818,"395"
819,"356"
820,"402"
821,"351"
822,"412"
823,"382"
824,"402"
825,"375"
826,"377"
827,"403"
828,"373"
829,"367"
830,"393"
831,"390"
832,"373"
833,"376"
834,"378"
835,"328"
836,"357"
837,"348"
838,"387"
839,"358"
840,"354"
841,"349"
842,"348"
843,"367"
844,"348"
845,"357"
846,"357"
847,"378"
848,"389"
849,"386"
850,"352"
851,"369"
852,"318"
853,"354"
854,"374"
855,"331"
856,"372"
857,"373"
858,"389"
859,"380"
860,"339"
861,"384"
862,"390"
863,"353"
864,"375"
865,"384"
866,"357"
867,"374"
868,"346"
869,"368"
870,"358"
871,"392"
872,"401"
873,"400"
874,"390"
875,"395"
876,"422"
877,"412"
878,"391"
879,"416"
880,"410"
881,"405"
882,"403"
883,"430"
884,"410"
885,"390"
886,"392"
887,"405"
888,"415"
889,"355"
890,"395"
891,"382"
892,"415"
893,"389"
894,"386"
895,"393"
896,"419"
897,"411"
898,"412"
899,"412"
900,"414"
901,"449"
902,"443"
903,"429"
904,"491"
905,"473"
906,"482"
907,"461"
908,"479"
909,"457"
910,"522"
911,"511"
912,"547"
913,"542"
914,"559"
915,"567"
916,"634"
917,"666"
918,"690"
919,"667"
920,"727"
921,"745"
922,"762"
923,"761"
924,"920"
925,"902"
926,"969"
927,"990"
928,"1009"
929,"1066"
930,"1133"
931,"1131"
932,"1119"
933,"1143"
934,"1179"
935,"1185"
936,"1285"
937,"1166"
938,"1219"
939,"1175"
940,"1114"
941,"1171"
942,"1219"
943,"1139"
944,"1180"
945,"1126"
946,"1052"
947,"1059"
948,"1053"
949,"943"
950,"971"
951,"891"
952,"903"
953,"837"
954,"838"
955,"767"
956,"762"
957,"661"
958,"638"
959,"658"
960,"593"
961,"556"
962,"626"
963,"512"
964,"526"
965,"472"
966,"499"
967,"486"
968,"464"
969,"435"
970,"453"
971,"424"
972,"438"
973,"415"
974,"387"
975,"371"
976,"326"
977,"342"
978,"342"
979,"330"
980,"338"
981,"329"
982,"312"
983,"313"
984,"304"
985,"312"
986,"333"
987,"306"
988,"350"
989,"341"
990,"364"
991,"418"
992,"425"
993,"453"
994,"470"
995,"485"
996,"558"
997,"550"
998,"596"
999,"629"
1000,"667"
1001,"657"
1002,"675"
1003,"666"
1004,"642"
1005,"604"
1006,"607"
1007,"560"
1008,"508"
1009,"476"
1010,"463"
1011,"414"
1012,"353"
1013,"340"
1014,"290"
1015,"289"
1016,"284"
1017,"296"
1018,"250"
1019,"293"
1020,"266"
1021,"289"
1022,"268"
1023,"278"
1024,"288"
1025,"264"
1026,"247"
1027,"303"
1028,"310"
1029,"297"
1030,"313"
1031,"282"
1032,"308"
1033,"346"
1034,"299"
1035,"340"
1036,"321"
1037,"333"
1038,"326"
1039,"348"
1040,"392"
1041,"413"
1042,"382"
1043,"428"
1044,"406"
1045,"439"
1046,"464"
1047,"470"
1048,"486"
1049,"496"
1050,"498"
1051,"451"
1052,"486"
1053,"452"
1054,"417"
1055,"441"
1056,"438"
1057,"462"
1058,"392"
1059,"375"
1060,"346"
1061,"343"
1062,"350"
1063,"328"
1064,"306"
1065,"282"
1066,"281"
1067,"316"
1068,"250"
1069,"303"
1070,"278"
1071,"264"
1072,"253"
1073,"266"
1074,"287"
1075,"232"
1076,"267"
1077,"211"
1078,"226"
1079,"243"
1080,"211"
1081,"209"
1082,"207"
1083,"234"
1084,"204"
1085,"231"
1086,"177"
1087,"170"
1088,"202"
1089,"192"
1090,"230"
1091,"183"
1092,"186"
1093,"193"
1094,"198"
1095,"190"
1096,"203"
1097,"187"
1098,"195"
1099,"204"
1100,"181"
1101,"207"
1102,"173"
1103,"189"
1104,"186"
1105,"171"
1106,"173"
1107,"191"
1108,"175"
1109,"198"
1110,"177"
1111,"169"
1112,"172"
1113,"156"
1114,"145"
1115,"144"
1116,"175"
1117,"161"
1118,"186"
1119,"172"
1120,"194"
1121,"183"
1122,"195"
1123,"173"
1124,"220"
1125,"217"
1126,"211"
1127,"215"
1128,"216"
1129,"211"
1130,"213"
1131,"195"
1132,"218"
1133,"202"
1134,"190"
1135,"183"
1136,"189"
1137,"179"
1138,"172"
1139,"167"
1140,"169"
1141,"180"
1142,"186"
1143,"163"
1144,"167"
1145,"164"
1146,"156"
1147,"186"
1148,"162"
1149,"174"
1150,"181"
1151,"169"
1152,"154"
1153,"141"
1154,"185"
1155,"178"
1156,"188"
1157,"160"
1158,"142"
1159,"167"
1160,"146"
1161,"140"
1162,"128"
1163,"133"
1164,"144"
1165,"141"
1166,"142"
1167,"125"
1168,"169"
1169,"142"
1170,"130"
1171,"138"
1172,"130"
1173,"115"
1174,"143"
1175,"141"
1176,"117"
1177,"135"
1178,"145"
1179,"170"
1180,"157"
1181,"135"
1182,"134"
1183,"140"
1184,"131"
1185,"166"
1186,"148"
1187,"127"
1188,"137"
1189,"141"
1190,"139"
1191,"113"
1192,"149"
1193,"125"
1194,"169"
1195,"133"
1196,"154"
1197,"117"
1198,"122"
1199,"127"
1200,"150"
1201,"108"
1202,"120"
1203,"117"
1204,"131"
1205,"117"
1206,"124"
1207,"129"
1208,"125"
1209,"130"
1210,"134"
1211,"123"
1212,"119"
1213,"113"
1214,"131"
1215,"118"
1216,"133"
1217,"121"
1218,"116"
1219,"84"
1220,"107"
1221,"103"
1222,"115"
1223,"123"
1224,"130"
1225,"119"
1226,"117"
1227,"114"
1228,"102"
1229,"114"
1230,"115"
1231,"119"
1232,"119"
1233,"117"
1234,"118"
1235,"125"
1236,"122"
1237,"107"
1238,"99"
1239,"132"
1240,"119"
1241,"121"
1242,"106"
1243,"117"
1244,"124"
1245,"129"
1246,"122"
1247,"109"
1248,"108"
1249,"118"
1250,"114"
1251,"99"
1252,"110"
1253,"102"
1254,"117"
1255,"106"
1256,"134"
1257,"106"
1258,"116"
1259,"120"
1260,"103"
1261,"103"
1262,"90"
1263,"98"
1264,"80"
1265,"99"
1266,"98"
1267,"98"
1268,"100"
1269,"85"
1270,"101"
1271,"102"
1272,"96"
1273,"103"
1274,"121"
1275,"100"
1276,"104"
1277,"107"
1278,"103"
1279,"106"
1280,"92"
1281,"75"
1282,"106"
1283,"91"
1284,"100"
1285,"92"
1286,"98"
1287,"95"
1288,"94"
1289,"84"
1290,"104"
1291,"87"
1292,"110"
1293,"90"
1294,"86"
1295,"105"
1296,"103"
1297,"89"
1298,"116"
1299,"85"
1300,"97"
1301,"86"
1302,"83"
1303,"102"
1304,"98"
1305,"98"
1306,"84"
1307,"93"
1308,"99"
1309,"79"
1310,"82"
1311,"97"
1312,"98"
1313,"85"
1314,"80"
1315,"85"
1316,"86"
1317,"110"
1318,"81"
1319,"90"
1320,"81"
1321,"88"
1322,"81"
1323,"66"
1324,"76"
1325,"91"
1326,"69"
1327,"76"
1328,"85"
1329,"80"
1330,"64"
1331,"83"
1332,"92"
1333,"73"
1334,"78"
1335,"65"
1336,"75"
1337,"71"
1338,"94"
1339,"84"
1340,"91"
1341,"79"
1342,"74"
1343,"74"
1344,"60"
1345,"87"
1346,"85"
1347,"65"
1348,"72"
1349,"71"
1350,"72"
1351,"74"
1352,"74"
1353,"68"
1354,"85"
1355,"75"
1356,"77"
1357,"67"
1358,"71"
1359,"76"
1360,"76"
1361,"74"
1362,"58"
1363,"74"
1364,"67"
1365,"71"
1366,"69"
1367,"77"
1368,"74"
1369,"74"
1370,"63"
1371,"57"
1372,"67"
1373,"71"
1374,"68"
1375,"66"
1376,"58"
1377,"67"
1378,"68"
1379,"62"
1380,"67"
1381,"73"
1382,"51"
1383,"59"
1384,"68"
1385,"70"
1386,"68"
1387,"58"
1388,"74"
1389,"60"
1390,"59"
1391,"71"
1392,"63"
1393,"66"
1394,"67"
1395,"63"
1396,"61"
1397,"54"
1398,"68"
1399,"62"
1400,"63"
1401,"73"
1402,"51"
1403,"53"
1404,"55"
1405,"56"
1406,"52"
1407,"42"
1408,"52"
1409,"61"
1410,"70"
1411,"56"
1412,"56"
1413,"70"
1414,"66"
1415,"54"
1416,"56"
1417,"61"
1418,"47"
1419,"56"
1420,"51"
1421,"54"
1422,"61"
1423,"50"
1424,"57"
1425,"49"
1426,"52"
1427,"52"
1428,"60"
1429,"50"
1430,"57"
1431,"62"
1432,"59"
1433,"59"
1434,"61"
1435,"51"
1436,"64"
1437,"51"
1438,"50"
1439,"45"
1440,"56"
1441,"44"
1442,"58"
1443,"38"
1444,"40"
1445,"43"
1446,"48"
1447,"45"
1448,"46"
1449,"57"
1450,"40"
1451,"42"
1452,"52"
1453,"59"
1454,"48"
1455,"38"
1456,"34"
1457,"50"
1458,"55"
1459,"50"
1460,"50"
1461,"36"
1462,"38"
1463,"47"
1464,"39"
1465,"35"
1466,"37"
1467,"52"
1468,"39"
1469,"55"
1470,"39"
1471,"55"
1472,"56"
1473,"40"
1474,"52"
1475,"34"
1476,"30"
1477,"34"
1478,"42"
1479,"38"
1480,"50"
1481,"48"
1482,"45"
1483,"35"
1484,"37"
1485,"44"
1486,"44"
1487,"40"
1488,"31"
1489,"43"
1490,"42"
1491,"37"
1492,"34"
1493,"34"
1494,"26"
1495,"39"
1496,"37"
1497,"39"
1498,"36"
1499,"37"
1500,"39"
1501,"32"
1502,"46"
1503,"41"
1504,"44"
1505,"46"
1506,"44"
1507,"36"
1508,"37"
1509,"22"
1510,"40"
1511,"34"
1512,"42"
1513,"26"
1514,"39"
1515,"37"
1516,"31"
1517,"24"
1518,"32"
1519,"45"
1520,"40"
1521,"32"
1522,"38"
1523,"35"
1524,"31"
1525,"34"
1526,"36"
1527,"33"
1528,"40"
1529,"31"
1530,"24"
1531,"26"
1532,"44"
1533,"27"
1534,"31"
1535,"37"
1536,"21"
1537,"39"
1538,"18"
1539,"33"
1540,"28"
1541,"36"
1542,"27"
1543,"31"
1544,"25"
1545,"27"
1546,"35"
1547,"20"
1548,"28"
1549,"28"
1550,"33"
1551,"27"
1552,"28"
1553,"23"
1554,"31"
1555,"36"
1556,"28"
1557,"21"
1558,"30"
1559,"29"
1560,"22"
1561,"38"
1562,"23"
1563,"20"
1564,"23"
1565,"32"
1566,"22"
1567,"29"
1568,"25"
1569,"21"
1570,"18"
1571,"25"
1572,"20"
1573,"21"
1574,"28"
1575,"28"
1576,"21"
1577,"25"
1578,"19"
1579,"25"
1580,"21"
1581,"35"
1582,"27"
1583,"21"
1584,"23"
1585,"26"
1586,"20"
1587,"25"
1588,"21"
1589,"19"
1590,"18"
1591,"17"
1592,"6"
1593,"18"
1594,"24"
1595,"20"
1596,"23"
1597,"17"
1598,"23"
1599,"19"
1600,"15"
1601,"22"
1602,"22"
1603,"24"
1604,"20"
1605,"21"
1606,"12"
1607,"27"
1608,"26"
1609,"21"
1610,"15"
1611,"26"
1612,"26"
1613,"16"
1614,"14"
1615,"16"
1616,"10"
1617,"18"
1618,"16"
1619,"20"
1620,"24"
1621,"18"
1622,"10"
1623,"18"
1624,"13"
1625,"16"
1626,"13"
1627,"12"
1628,"16"
1629,"16"
1630,"14"
1631,"17"
1632,"22"
1633,"10"
1634,"10"
1635,"10"
1636,"16"
1637,"17"
1638,"22"
1639,"16"
1640,"14"
1641,"16"
1642,"18"
1643,"17"
1644,"9"
1645,"14"
1646,"17"
1647,"9"
1648,"15"
1649,"10"
1650,"10"
1651,"15"
1652,"8"
1653,"16"
1654,"12"
1655,"8"
1656,"15"
1657,"6"
1658,"11"
1659,"8"
1660,"10"
1661,"9"
1662,"12"
1663,"9"
1664,"15"
1665,"8"
1666,"7"
1667,"5"
1668,"9"
1669,"7"
1670,"6"
1671,"8"
1672,"4"
1673,"9"
1674,"10"
1675,"7"
1676,"8"
1677,"15"
1678,"14"
1679,"10"
1680,"5"
1681,"16"
1682,"7"
1683,"8"
1684,"6"
1685,"8"
1686,"8"
1687,"10"
1688,"2"
1689,"9"
1690,"6"
1691,"6"
1692,"7"
1693,"6"
1694,"8"
1695,"5"
1696,"5"
1697,"6"
1698,"8"
1699,"4"
1700,"5"
1701,"5"
1702,"6"
1703,"4"
1704,"5"
1705,"6"
1706,"5"
1707,"3"
1708,"7"
1709,"4"
1710,"5"
1711,"4"
1712,"5"
1713,"8"
1714,"5"
1715,"4"
1716,"3"
1717,"1"
1718,"3"
1719,"4"
1720,"2"
1721,"2"
1722,"2"
1723,"3"
1724,"3"
1725,"5"
1726,"3"
1727,"2"
1728,"5"
1729,"4"
1730,"0"
1731,"1"
1732,"4"
1733,"2"
1734,"6"
1735,"6"
1736,"2"
1737,"3"
1738,"4"
1739,"1"
1740,"1"
1741,"1"
1742,"2"
1743,"5"
1744,"2"
1745,"1"
1746,"3"
1747,"3"
1748,"1"
1749,"2"
1750,"1"
1751,"2"
1752,"0"
1753,"3"
1754,"1"
1755,"4"
1756,"0"
1757,"2"
1758,"4"
1759,"1"
1760,"3"
1761,"1"
1762,"4"
1763,"3"
1764,"0"
1765,"1"
1766,"1"
1767,"4"
1768,"3"
1769,"1"
1770,"1"
1771,"1"
1772,"1"
1773,"3"
1774,"0"
1775,"1"
1776,"1"
1777,"1"
1778,"2"
1779,"0"
1780,"1"
1781,"1"
1782,"6"
1783,"0"
1784,"3"
1785,"0"
1786,"2"
1787,"2"
1788,"0"
1789,"1"
1790,"1"
1791,"2"
1792,"1"
1793,"1"
1794,"2"
1795,"1"
1796,"1"
1797,"2"
1798,"0"
1799,"2"
1800,"2"
1801,"0"
1802,"1"
1803,"1"
1804,"0"
1805,"0"
1806,"0"
1807,"0"
1808,"1"
1809,"2"
1810,"1"
1811,"1"
1812,"2"
1813,"2"
1814,"0"
1815,"2"
1816,"2"
1817,"0"
1818,"0"
1819,"0"
1820,"0"
1821,"2"
1822,"1"
1823,"1"
1824,"1"
1825,"0"
1826,"2"
1827,"0"
1828,"2"
1829,"0"
1830,"2"
1831,"0"
1832,"1"
1833,"1"
1834,"0"
1835,"0"
1836,"0"
1837,"1"
1838,"0"
1839,"0"
1840,"0"
1841,"0"
1842,"0"
1843,"0"
1844,"0"
1845,"0"
1846,"1"
1847,"1"
1848,"1"
1849,"0"
1850,"0"
1851,"0"
1852,"1"
1853,"1"
1854,"1"
1855,"0"
1856,"0"
1857,"0"
1858,"0"
1859,"0"
1860,"2"
1861,"0"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"1"
1868,"0"
1869,"1"
1870,"0"
1871,"0"
1872,"1"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"1"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"1"
1884,"2"
1885,"0"
1886,"1"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"1"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"1"
1901,"1"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"1"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"0"
1922,"1"
1923,"1"
1924,"0"
1925,"1"
1926,"0"
1927,"1"
1928,"0"
1929,"0"
1930,"0"
1931,"1"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"1"
1943,"0"
1944,"0"
1945,"1"
1946,"0"
1947,"1"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"1"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"1"
1960,"0"
1961,"1"
1962,"0"
1963,"0"
1964,"0"
1965,"1"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"1"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"1"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"1"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


