Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"Pz0405 3phi 2"
411,"764"
412,"748"
413,"716"
414,"679"
415,"678"
416,"642"
417,"636"
418,"631"
419,"623"
420,"612"
421,"641"
422,"646"
423,"669"
424,"727"
425,"683"
426,"732"
427,"780"
428,"846"
429,"733"
430,"765"
431,"765"
432,"750"
433,"743"
434,"738"
435,"701"
436,"670"
437,"680"
438,"613"
439,"658"
440,"643"
441,"678"
442,"697"
443,"681"
444,"634"
445,"635"
446,"616"
447,"647"
448,"657"
449,"668"
450,"648"
451,"601"
452,"691"
453,"661"
454,"677"
455,"704"
456,"689"
457,"704"
458,"712"
459,"774"
460,"669"
461,"702"
462,"706"
463,"717"
464,"696"
465,"696"
466,"682"
467,"661"
468,"616"
469,"685"
470,"657"
471,"628"
472,"654"
473,"724"
474,"687"
475,"635"
476,"727"
477,"648"
478,"658"
479,"708"
480,"687"
481,"696"
482,"663"
483,"646"
484,"647"
485,"631"
486,"626"
487,"654"
488,"645"
489,"645"
490,"685"
491,"671"
492,"676"
493,"621"
494,"639"
495,"615"
496,"635"
497,"664"
498,"676"
499,"651"
500,"667"
501,"637"
502,"680"
503,"637"
504,"679"
505,"641"
506,"646"
507,"668"
508,"626"
509,"635"
510,"669"
511,"673"
512,"640"
513,"653"
514,"669"
515,"664"
516,"689"
517,"654"
518,"727"
519,"677"
520,"681"
521,"686"
522,"681"
523,"720"
524,"652"
525,"658"
526,"694"
527,"661"
528,"692"
529,"693"
530,"641"
531,"677"
532,"635"
533,"688"
534,"626"
535,"610"
536,"616"
537,"653"
538,"695"
539,"624"
540,"623"
541,"626"
542,"636"
543,"616"
544,"666"
545,"672"
546,"635"
547,"642"
548,"631"
549,"599"
550,"658"
551,"631"
552,"645"
553,"650"
554,"595"
555,"613"
556,"614"
557,"677"
558,"636"
559,"623"
560,"649"
561,"629"
562,"691"
563,"647"
564,"661"
565,"632"
566,"654"
567,"611"
568,"625"
569,"639"
570,"615"
571,"631"
572,"642"
573,"633"
574,"604"
575,"648"
576,"660"
577,"640"
578,"640"
579,"621"
580,"622"
581,"626"
582,"634"
583,"570"
584,"643"
585,"618"
586,"619"
587,"640"
588,"598"
589,"625"
590,"655"
591,"585"
592,"576"
593,"667"
594,"648"
595,"609"
596,"592"
597,"635"
598,"646"
599,"592"
600,"614"
601,"629"
602,"674"
603,"572"
604,"659"
605,"657"
606,"662"
607,"634"
608,"639"
609,"644"
610,"617"
611,"612"
612,"685"
613,"611"
614,"624"
615,"630"
616,"633"
617,"632"
618,"646"
619,"603"
620,"604"
621,"592"
622,"658"
623,"609"
624,"670"
625,"631"
626,"686"
627,"641"
628,"658"
629,"630"
630,"662"
631,"673"
632,"633"
633,"683"
634,"657"
635,"639"
636,"689"
637,"696"
638,"684"
639,"633"
640,"581"
641,"687"
642,"593"
643,"626"
644,"661"
645,"627"
646,"602"
647,"594"
648,"632"
649,"606"
650,"615"
651,"686"
652,"633"
653,"647"
654,"676"
655,"636"
656,"747"
657,"764"
658,"776"
659,"843"
660,"891"
661,"932"
662,"1014"
663,"1044"
664,"1069"
665,"1045"
666,"975"
667,"1016"
668,"906"
669,"851"
670,"787"
671,"756"
672,"695"
673,"674"
674,"674"
675,"626"
676,"584"
677,"598"
678,"604"
679,"587"
680,"602"
681,"585"
682,"589"
683,"601"
684,"617"
685,"610"
686,"623"
687,"594"
688,"650"
689,"568"
690,"589"
691,"613"
692,"632"
693,"687"
694,"714"
695,"800"
696,"872"
697,"950"
698,"1028"
699,"1147"
700,"1131"
701,"1206"
702,"1124"
703,"1170"
704,"1101"
705,"1085"
706,"1000"
707,"928"
708,"817"
709,"786"
710,"762"
711,"672"
712,"619"
713,"600"
714,"616"
715,"574"
716,"543"
717,"584"
718,"620"
719,"602"
720,"584"
721,"561"
722,"570"
723,"579"
724,"556"
725,"527"
726,"560"
727,"580"
728,"540"
729,"541"
730,"564"
731,"539"
732,"564"
733,"584"
734,"616"
735,"602"
736,"608"
737,"639"
738,"689"
739,"712"
740,"714"
741,"699"
742,"715"
743,"674"
744,"639"
745,"666"
746,"654"
747,"670"
748,"574"
749,"597"
750,"581"
751,"555"
752,"575"
753,"567"
754,"542"
755,"548"
756,"551"
757,"488"
758,"536"
759,"547"
760,"549"
761,"551"
762,"565"
763,"513"
764,"536"
765,"582"
766,"504"
767,"597"
768,"520"
769,"510"
770,"530"
771,"621"
772,"589"
773,"617"
774,"653"
775,"757"
776,"765"
777,"856"
778,"940"
779,"901"
780,"967"
781,"1044"
782,"1008"
783,"1096"
784,"1080"
785,"1012"
786,"961"
787,"897"
788,"838"
789,"734"
790,"762"
791,"622"
792,"639"
793,"637"
794,"563"
795,"586"
796,"515"
797,"545"
798,"563"
799,"479"
800,"495"
801,"512"
802,"529"
803,"529"
804,"553"
805,"510"
806,"505"
807,"524"
808,"530"
809,"508"
810,"505"
811,"499"
812,"529"
813,"515"
814,"514"
815,"538"
816,"522"
817,"482"
818,"536"
819,"539"
820,"545"
821,"503"
822,"557"
823,"491"
824,"537"
825,"502"
826,"528"
827,"510"
828,"460"
829,"513"
830,"513"
831,"488"
832,"497"
833,"543"
834,"493"
835,"502"
836,"498"
837,"481"
838,"509"
839,"520"
840,"507"
841,"509"
842,"545"
843,"486"
844,"458"
845,"492"
846,"490"
847,"484"
848,"521"
849,"511"
850,"541"
851,"512"
852,"516"
853,"513"
854,"515"
855,"478"
856,"517"
857,"459"
858,"457"
859,"489"
860,"502"
861,"468"
862,"512"
863,"501"
864,"482"
865,"497"
866,"534"
867,"496"
868,"547"
869,"462"
870,"591"
871,"569"
872,"537"
873,"571"
874,"580"
875,"584"
876,"610"
877,"597"
878,"606"
879,"586"
880,"601"
881,"586"
882,"545"
883,"534"
884,"531"
885,"555"
886,"557"
887,"564"
888,"517"
889,"544"
890,"520"
891,"571"
892,"578"
893,"526"
894,"594"
895,"548"
896,"589"
897,"563"
898,"582"
899,"585"
900,"608"
901,"626"
902,"590"
903,"602"
904,"640"
905,"634"
906,"590"
907,"629"
908,"663"
909,"648"
910,"662"
911,"675"
912,"703"
913,"704"
914,"681"
915,"785"
916,"777"
917,"807"
918,"791"
919,"861"
920,"884"
921,"914"
922,"977"
923,"1022"
924,"1008"
925,"1052"
926,"1096"
927,"1188"
928,"1238"
929,"1244"
930,"1289"
931,"1331"
932,"1496"
933,"1440"
934,"1491"
935,"1498"
936,"1551"
937,"1656"
938,"1699"
939,"1600"
940,"1671"
941,"1694"
942,"1762"
943,"1687"
944,"1702"
945,"1685"
946,"1729"
947,"1674"
948,"1670"
949,"1592"
950,"1541"
951,"1541"
952,"1495"
953,"1419"
954,"1467"
955,"1331"
956,"1285"
957,"1244"
958,"1238"
959,"1036"
960,"1116"
961,"1028"
962,"950"
963,"975"
964,"899"
965,"900"
966,"793"
967,"765"
968,"742"
969,"743"
970,"728"
971,"662"
972,"671"
973,"614"
974,"612"
975,"624"
976,"574"
977,"568"
978,"625"
979,"534"
980,"533"
981,"534"
982,"539"
983,"493"
984,"471"
985,"549"
986,"504"
987,"568"
988,"559"
989,"576"
990,"591"
991,"690"
992,"718"
993,"767"
994,"820"
995,"905"
996,"1032"
997,"1077"
998,"1114"
999,"1141"
1000,"1187"
1001,"1198"
1002,"1162"
1003,"1159"
1004,"1072"
1005,"1093"
1006,"985"
1007,"942"
1008,"788"
1009,"746"
1010,"701"
1011,"571"
1012,"559"
1013,"505"
1014,"480"
1015,"443"
1016,"437"
1017,"432"
1018,"391"
1019,"426"
1020,"433"
1021,"404"
1022,"410"
1023,"411"
1024,"399"
1025,"386"
1026,"433"
1027,"412"
1028,"424"
1029,"425"
1030,"432"
1031,"490"
1032,"461"
1033,"459"
1034,"436"
1035,"505"
1036,"489"
1037,"509"
1038,"547"
1039,"584"
1040,"569"
1041,"600"
1042,"669"
1043,"645"
1044,"660"
1045,"636"
1046,"716"
1047,"693"
1048,"694"
1049,"740"
1050,"725"
1051,"693"
1052,"738"
1053,"712"
1054,"752"
1055,"680"
1056,"622"
1057,"627"
1058,"652"
1059,"597"
1060,"586"
1061,"546"
1062,"537"
1063,"524"
1064,"557"
1065,"516"
1066,"532"
1067,"499"
1068,"490"
1069,"454"
1070,"459"
1071,"429"
1072,"442"
1073,"452"
1074,"450"
1075,"455"
1076,"434"
1077,"419"
1078,"417"
1079,"407"
1080,"407"
1081,"378"
1082,"372"
1083,"342"
1084,"390"
1085,"390"
1086,"354"
1087,"359"
1088,"366"
1089,"349"
1090,"339"
1091,"335"
1092,"370"
1093,"281"
1094,"330"
1095,"334"
1096,"354"
1097,"327"
1098,"307"
1099,"331"
1100,"314"
1101,"290"
1102,"308"
1103,"294"
1104,"291"
1105,"304"
1106,"289"
1107,"278"
1108,"287"
1109,"279"
1110,"263"
1111,"297"
1112,"280"
1113,"241"
1114,"303"
1115,"327"
1116,"286"
1117,"292"
1118,"301"
1119,"343"
1120,"292"
1121,"355"
1122,"340"
1123,"406"
1124,"370"
1125,"374"
1126,"381"
1127,"403"
1128,"361"
1129,"403"
1130,"364"
1131,"348"
1132,"313"
1133,"339"
1134,"320"
1135,"312"
1136,"261"
1137,"281"
1138,"286"
1139,"293"
1140,"276"
1141,"282"
1142,"290"
1143,"284"
1144,"265"
1145,"252"
1146,"276"
1147,"278"
1148,"262"
1149,"258"
1150,"255"
1151,"305"
1152,"231"
1153,"251"
1154,"249"
1155,"264"
1156,"264"
1157,"251"
1158,"245"
1159,"286"
1160,"226"
1161,"260"
1162,"217"
1163,"238"
1164,"240"
1165,"235"
1166,"224"
1167,"240"
1168,"242"
1169,"191"
1170,"252"
1171,"228"
1172,"236"
1173,"229"
1174,"239"
1175,"228"
1176,"272"
1177,"234"
1178,"256"
1179,"291"
1180,"233"
1181,"294"
1182,"263"
1183,"261"
1184,"283"
1185,"290"
1186,"244"
1187,"242"
1188,"277"
1189,"232"
1190,"252"
1191,"234"
1192,"212"
1193,"229"
1194,"224"
1195,"244"
1196,"229"
1197,"224"
1198,"213"
1199,"241"
1200,"220"
1201,"208"
1202,"220"
1203,"213"
1204,"223"
1205,"213"
1206,"220"
1207,"211"
1208,"198"
1209,"225"
1210,"229"
1211,"209"
1212,"174"
1213,"245"
1214,"218"
1215,"225"
1216,"215"
1217,"186"
1218,"184"
1219,"213"
1220,"233"
1221,"211"
1222,"206"
1223,"194"
1224,"227"
1225,"202"
1226,"226"
1227,"204"
1228,"186"
1229,"216"
1230,"178"
1231,"197"
1232,"189"
1233,"200"
1234,"180"
1235,"214"
1236,"192"
1237,"196"
1238,"227"
1239,"195"
1240,"228"
1241,"188"
1242,"217"
1243,"230"
1244,"200"
1245,"217"
1246,"192"
1247,"182"
1248,"233"
1249,"220"
1250,"206"
1251,"216"
1252,"218"
1253,"201"
1254,"196"
1255,"190"
1256,"215"
1257,"181"
1258,"197"
1259,"204"
1260,"186"
1261,"192"
1262,"177"
1263,"204"
1264,"168"
1265,"169"
1266,"196"
1267,"181"
1268,"155"
1269,"170"
1270,"194"
1271,"177"
1272,"209"
1273,"167"
1274,"215"
1275,"174"
1276,"187"
1277,"179"
1278,"167"
1279,"161"
1280,"156"
1281,"169"
1282,"190"
1283,"183"
1284,"178"
1285,"203"
1286,"182"
1287,"155"
1288,"159"
1289,"165"
1290,"171"
1291,"169"
1292,"165"
1293,"154"
1294,"171"
1295,"168"
1296,"182"
1297,"151"
1298,"169"
1299,"170"
1300,"172"
1301,"165"
1302,"190"
1303,"158"
1304,"181"
1305,"164"
1306,"148"
1307,"168"
1308,"154"
1309,"185"
1310,"148"
1311,"183"
1312,"177"
1313,"170"
1314,"183"
1315,"155"
1316,"154"
1317,"148"
1318,"163"
1319,"155"
1320,"152"
1321,"161"
1322,"162"
1323,"156"
1324,"153"
1325,"173"
1326,"167"
1327,"169"
1328,"174"
1329,"148"
1330,"161"
1331,"137"
1332,"160"
1333,"148"
1334,"167"
1335,"154"
1336,"156"
1337,"158"
1338,"145"
1339,"145"
1340,"160"
1341,"151"
1342,"163"
1343,"142"
1344,"153"
1345,"144"
1346,"162"
1347,"149"
1348,"151"
1349,"150"
1350,"156"
1351,"139"
1352,"153"
1353,"121"
1354,"135"
1355,"136"
1356,"156"
1357,"128"
1358,"136"
1359,"135"
1360,"132"
1361,"111"
1362,"134"
1363,"117"
1364,"135"
1365,"135"
1366,"130"
1367,"128"
1368,"135"
1369,"125"
1370,"136"
1371,"131"
1372,"132"
1373,"130"
1374,"126"
1375,"143"
1376,"145"
1377,"133"
1378,"143"
1379,"139"
1380,"123"
1381,"130"
1382,"112"
1383,"145"
1384,"119"
1385,"150"
1386,"119"
1387,"137"
1388,"119"
1389,"123"
1390,"136"
1391,"138"
1392,"137"
1393,"119"
1394,"135"
1395,"134"
1396,"126"
1397,"119"
1398,"125"
1399,"104"
1400,"99"
1401,"119"
1402,"107"
1403,"118"
1404,"125"
1405,"105"
1406,"111"
1407,"130"
1408,"124"
1409,"98"
1410,"126"
1411,"120"
1412,"112"
1413,"138"
1414,"98"
1415,"122"
1416,"123"
1417,"109"
1418,"124"
1419,"98"
1420,"117"
1421,"118"
1422,"113"
1423,"118"
1424,"85"
1425,"122"
1426,"131"
1427,"109"
1428,"113"
1429,"109"
1430,"98"
1431,"100"
1432,"97"
1433,"104"
1434,"114"
1435,"112"
1436,"107"
1437,"103"
1438,"96"
1439,"113"
1440,"105"
1441,"101"
1442,"92"
1443,"117"
1444,"106"
1445,"103"
1446,"89"
1447,"99"
1448,"103"
1449,"106"
1450,"96"
1451,"111"
1452,"104"
1453,"94"
1454,"101"
1455,"89"
1456,"106"
1457,"111"
1458,"89"
1459,"97"
1460,"93"
1461,"87"
1462,"98"
1463,"114"
1464,"90"
1465,"89"
1466,"97"
1467,"101"
1468,"97"
1469,"97"
1470,"89"
1471,"84"
1472,"94"
1473,"101"
1474,"89"
1475,"96"
1476,"77"
1477,"95"
1478,"95"
1479,"82"
1480,"75"
1481,"94"
1482,"112"
1483,"90"
1484,"84"
1485,"77"
1486,"76"
1487,"80"
1488,"90"
1489,"80"
1490,"88"
1491,"80"
1492,"74"
1493,"78"
1494,"89"
1495,"80"
1496,"86"
1497,"77"
1498,"81"
1499,"63"
1500,"86"
1501,"72"
1502,"84"
1503,"74"
1504,"93"
1505,"69"
1506,"79"
1507,"86"
1508,"70"
1509,"83"
1510,"69"
1511,"71"
1512,"67"
1513,"76"
1514,"77"
1515,"81"
1516,"59"
1517,"71"
1518,"76"
1519,"92"
1520,"83"
1521,"68"
1522,"73"
1523,"73"
1524,"78"
1525,"84"
1526,"84"
1527,"80"
1528,"49"
1529,"80"
1530,"59"
1531,"71"
1532,"60"
1533,"74"
1534,"72"
1535,"84"
1536,"66"
1537,"70"
1538,"56"
1539,"66"
1540,"56"
1541,"66"
1542,"51"
1543,"63"
1544,"59"
1545,"63"
1546,"57"
1547,"77"
1548,"62"
1549,"68"
1550,"61"
1551,"59"
1552,"60"
1553,"61"
1554,"55"
1555,"59"
1556,"58"
1557,"61"
1558,"58"
1559,"57"
1560,"41"
1561,"71"
1562,"59"
1563,"48"
1564,"61"
1565,"65"
1566,"56"
1567,"59"
1568,"50"
1569,"66"
1570,"51"
1571,"61"
1572,"54"
1573,"49"
1574,"50"
1575,"64"
1576,"67"
1577,"64"
1578,"49"
1579,"48"
1580,"61"
1581,"52"
1582,"60"
1583,"43"
1584,"41"
1585,"54"
1586,"49"
1587,"49"
1588,"52"
1589,"51"
1590,"43"
1591,"44"
1592,"53"
1593,"32"
1594,"41"
1595,"42"
1596,"50"
1597,"48"
1598,"36"
1599,"56"
1600,"53"
1601,"48"
1602,"40"
1603,"40"
1604,"40"
1605,"41"
1606,"46"
1607,"44"
1608,"42"
1609,"41"
1610,"40"
1611,"34"
1612,"47"
1613,"32"
1614,"30"
1615,"46"
1616,"35"
1617,"42"
1618,"33"
1619,"32"
1620,"28"
1621,"49"
1622,"33"
1623,"32"
1624,"30"
1625,"39"
1626,"35"
1627,"26"
1628,"35"
1629,"35"
1630,"27"
1631,"40"
1632,"34"
1633,"36"
1634,"28"
1635,"37"
1636,"34"
1637,"27"
1638,"32"
1639,"36"
1640,"40"
1641,"29"
1642,"40"
1643,"28"
1644,"28"
1645,"36"
1646,"36"
1647,"34"
1648,"32"
1649,"37"
1650,"28"
1651,"26"
1652,"38"
1653,"28"
1654,"25"
1655,"32"
1656,"26"
1657,"25"
1658,"27"
1659,"31"
1660,"32"
1661,"29"
1662,"26"
1663,"25"
1664,"20"
1665,"28"
1666,"26"
1667,"23"
1668,"26"
1669,"22"
1670,"19"
1671,"20"
1672,"29"
1673,"25"
1674,"18"
1675,"22"
1676,"30"
1677,"24"
1678,"17"
1679,"26"
1680,"18"
1681,"19"
1682,"29"
1683,"16"
1684,"15"
1685,"15"
1686,"19"
1687,"25"
1688,"22"
1689,"18"
1690,"13"
1691,"13"
1692,"14"
1693,"10"
1694,"15"
1695,"18"
1696,"17"
1697,"18"
1698,"16"
1699,"13"
1700,"10"
1701,"16"
1702,"12"
1703,"13"
1704,"13"
1705,"15"
1706,"11"
1707,"16"
1708,"16"
1709,"14"
1710,"9"
1711,"16"
1712,"10"
1713,"11"
1714,"8"
1715,"19"
1716,"11"
1717,"7"
1718,"8"
1719,"11"
1720,"7"
1721,"13"
1722,"14"
1723,"13"
1724,"13"
1725,"7"
1726,"10"
1727,"10"
1728,"8"
1729,"8"
1730,"7"
1731,"17"
1732,"11"
1733,"5"
1734,"5"
1735,"10"
1736,"13"
1737,"10"
1738,"8"
1739,"7"
1740,"10"
1741,"5"
1742,"6"
1743,"13"
1744,"2"
1745,"2"
1746,"8"
1747,"7"
1748,"5"
1749,"5"
1750,"5"
1751,"3"
1752,"11"
1753,"9"
1754,"6"
1755,"5"
1756,"3"
1757,"9"
1758,"2"
1759,"8"
1760,"5"
1761,"3"
1762,"4"
1763,"7"
1764,"5"
1765,"4"
1766,"6"
1767,"3"
1768,"4"
1769,"7"
1770,"3"
1771,"3"
1772,"7"
1773,"5"
1774,"4"
1775,"2"
1776,"6"
1777,"3"
1778,"2"
1779,"3"
1780,"3"
1781,"2"
1782,"1"
1783,"1"
1784,"1"
1785,"4"
1786,"3"
1787,"1"
1788,"5"
1789,"1"
1790,"2"
1791,"5"
1792,"5"
1793,"3"
1794,"0"
1795,"4"
1796,"1"
1797,"3"
1798,"9"
1799,"1"
1800,"2"
1801,"4"
1802,"0"
1803,"5"
1804,"3"
1805,"1"
1806,"2"
1807,"3"
1808,"2"
1809,"4"
1810,"2"
1811,"0"
1812,"0"
1813,"3"
1814,"3"
1815,"4"
1816,"4"
1817,"2"
1818,"4"
1819,"0"
1820,"3"
1821,"2"
1822,"2"
1823,"2"
1824,"1"
1825,"1"
1826,"0"
1827,"1"
1828,"1"
1829,"0"
1830,"1"
1831,"1"
1832,"0"
1833,"4"
1834,"2"
1835,"1"
1836,"0"
1837,"0"
1838,"2"
1839,"3"
1840,"2"
1841,"4"
1842,"1"
1843,"2"
1844,"3"
1845,"1"
1846,"1"
1847,"1"
1848,"2"
1849,"0"
1850,"1"
1851,"1"
1852,"1"
1853,"3"
1854,"1"
1855,"2"
1856,"0"
1857,"0"
1858,"1"
1859,"2"
1860,"3"
1861,"1"
1862,"3"
1863,"0"
1864,"1"
1865,"1"
1866,"2"
1867,"0"
1868,"1"
1869,"1"
1870,"3"
1871,"2"
1872,"1"
1873,"0"
1874,"1"
1875,"1"
1876,"1"
1877,"0"
1878,"0"
1879,"1"
1880,"1"
1881,"2"
1882,"2"
1883,"0"
1884,"3"
1885,"0"
1886,"3"
1887,"1"
1888,"1"
1889,"0"
1890,"0"
1891,"0"
1892,"1"
1893,"0"
1894,"1"
1895,"0"
1896,"2"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"1"
1907,"2"
1908,"0"
1909,"3"
1910,"0"
1911,"0"
1912,"1"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"1"
1922,"1"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"1"
1928,"1"
1929,"0"
1930,"3"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"1"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"2"
1945,"0"
1946,"0"
1947,"1"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"1"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"1"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"1"
1997,"0"
1998,"1"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"2"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"2"
2017,"0"
2018,"2"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"1"
2024,"0"
2025,"0"
2026,"2"
2027,"0"
2028,"0"
2029,"0"
2030,"1"
2031,"0"
2032,"0"
2033,"1"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"1"
2041,"0"
2042,"1"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


