Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C 3phi"
230,"353"
231,"337"
232,"302"
233,"299"
234,"307"
235,"289"
236,"321"
237,"300"
238,"341"
239,"327"
240,"335"
241,"337"
242,"376"
243,"392"
244,"389"
245,"404"
246,"364"
247,"378"
248,"360"
249,"378"
250,"332"
251,"363"
252,"367"
253,"347"
254,"335"
255,"363"
256,"364"
257,"330"
258,"391"
259,"390"
260,"403"
261,"378"
262,"405"
263,"396"
264,"375"
265,"374"
266,"368"
267,"356"
268,"401"
269,"416"
270,"371"
271,"400"
272,"412"
273,"395"
274,"399"
275,"384"
276,"433"
277,"420"
278,"356"
279,"396"
280,"422"
281,"442"
282,"400"
283,"436"
284,"423"
285,"437"
286,"435"
287,"416"
288,"502"
289,"502"
290,"521"
291,"499"
292,"507"
293,"467"
294,"510"
295,"503"
296,"492"
297,"514"
298,"474"
299,"478"
300,"490"
301,"507"
302,"484"
303,"552"
304,"503"
305,"516"
306,"554"
307,"579"
308,"677"
309,"835"
310,"1142"
311,"1725"
312,"2488"
313,"3515"
314,"4882"
315,"6197"
316,"7332"
317,"8027"
318,"7931"
319,"7379"
320,"6278"
321,"4924"
322,"3581"
323,"2533"
324,"1746"
325,"1143"
326,"786"
327,"666"
328,"595"
329,"530"
330,"516"
331,"522"
332,"505"
333,"535"
334,"541"
335,"505"
336,"558"
337,"516"
338,"577"
339,"571"
340,"553"
341,"622"
342,"663"
343,"764"
344,"845"
345,"956"
346,"1214"
347,"1288"
348,"1532"
349,"1640"
350,"1718"
351,"1711"
352,"1574"
353,"1415"
354,"1216"
355,"1046"
356,"905"
357,"878"
358,"892"
359,"876"
360,"846"
361,"921"
362,"934"
363,"996"
364,"993"
365,"1124"
366,"1216"
367,"1324"
368,"1405"
369,"1528"
370,"1524"
371,"1540"
372,"1416"
373,"1348"
374,"1166"
375,"938"
376,"823"
377,"691"
378,"599"
379,"565"
380,"534"
381,"499"
382,"454"
383,"453"
384,"493"
385,"486"
386,"472"
387,"524"
388,"508"
389,"554"
390,"543"
391,"542"
392,"591"
393,"572"
394,"657"
395,"629"
396,"662"
397,"745"
398,"793"
399,"815"
400,"757"
401,"807"
402,"798"
403,"749"
404,"677"
405,"662"
406,"699"
407,"659"
408,"656"
409,"703"
410,"684"
411,"710"
412,"662"
413,"669"
414,"620"
415,"545"
416,"632"
417,"543"
418,"553"
419,"527"
420,"600"
421,"549"
422,"558"
423,"593"
424,"640"
425,"643"
426,"649"
427,"662"
428,"650"
429,"636"
430,"654"
431,"619"
432,"577"
433,"556"
434,"562"
435,"530"
436,"609"
437,"556"
438,"582"
439,"610"
440,"558"
441,"606"
442,"558"
443,"551"
444,"579"
445,"591"
446,"562"
447,"570"
448,"591"
449,"565"
450,"564"
451,"624"
452,"593"
453,"594"
454,"578"
455,"591"
456,"611"
457,"617"
458,"700"
459,"607"
460,"645"
461,"641"
462,"629"
463,"631"
464,"594"
465,"635"
466,"589"
467,"604"
468,"577"
469,"604"
470,"633"
471,"619"
472,"582"
473,"596"
474,"596"
475,"582"
476,"587"
477,"593"
478,"569"
479,"643"
480,"615"
481,"613"
482,"598"
483,"599"
484,"546"
485,"562"
486,"644"
487,"590"
488,"637"
489,"610"
490,"546"
491,"586"
492,"583"
493,"631"
494,"630"
495,"591"
496,"621"
497,"623"
498,"574"
499,"582"
500,"586"
501,"611"
502,"562"
503,"581"
504,"596"
505,"609"
506,"595"
507,"611"
508,"565"
509,"560"
510,"573"
511,"600"
512,"613"
513,"613"
514,"537"
515,"567"
516,"599"
517,"574"
518,"613"
519,"565"
520,"642"
521,"617"
522,"624"
523,"635"
524,"677"
525,"626"
526,"641"
527,"616"
528,"613"
529,"613"
530,"527"
531,"578"
532,"550"
533,"539"
534,"563"
535,"598"
536,"543"
537,"562"
538,"586"
539,"598"
540,"561"
541,"600"
542,"580"
543,"580"
544,"578"
545,"583"
546,"579"
547,"525"
548,"587"
549,"553"
550,"571"
551,"627"
552,"600"
553,"562"
554,"554"
555,"589"
556,"595"
557,"576"
558,"624"
559,"550"
560,"550"
561,"517"
562,"572"
563,"581"
564,"591"
565,"586"
566,"564"
567,"557"
568,"571"
569,"560"
570,"602"
571,"571"
572,"557"
573,"578"
574,"561"
575,"552"
576,"583"
577,"556"
578,"557"
579,"565"
580,"559"
581,"566"
582,"602"
583,"565"
584,"579"
585,"560"
586,"548"
587,"545"
588,"552"
589,"582"
590,"570"
591,"522"
592,"556"
593,"565"
594,"589"
595,"591"
596,"597"
597,"555"
598,"577"
599,"566"
600,"567"
601,"576"
602,"574"
603,"557"
604,"564"
605,"566"
606,"550"
607,"594"
608,"547"
609,"567"
610,"576"
611,"554"
612,"552"
613,"568"
614,"593"
615,"539"
616,"584"
617,"569"
618,"575"
619,"574"
620,"567"
621,"619"
622,"580"
623,"620"
624,"610"
625,"631"
626,"673"
627,"607"
628,"628"
629,"609"
630,"620"
631,"636"
632,"554"
633,"559"
634,"571"
635,"532"
636,"553"
637,"567"
638,"565"
639,"615"
640,"623"
641,"575"
642,"579"
643,"522"
644,"574"
645,"582"
646,"585"
647,"555"
648,"531"
649,"573"
650,"596"
651,"605"
652,"609"
653,"645"
654,"704"
655,"756"
656,"836"
657,"956"
658,"1006"
659,"1165"
660,"1306"
661,"1437"
662,"1488"
663,"1594"
664,"1607"
665,"1569"
666,"1402"
667,"1408"
668,"1281"
669,"1083"
670,"927"
671,"841"
672,"755"
673,"685"
674,"605"
675,"569"
676,"559"
677,"579"
678,"515"
679,"575"
680,"563"
681,"522"
682,"553"
683,"538"
684,"558"
685,"562"
686,"574"
687,"587"
688,"503"
689,"538"
690,"543"
691,"559"
692,"566"
693,"644"
694,"589"
695,"706"
696,"686"
697,"726"
698,"765"
699,"817"
700,"816"
701,"837"
702,"818"
703,"814"
704,"739"
705,"809"
706,"724"
707,"703"
708,"654"
709,"589"
710,"548"
711,"575"
712,"542"
713,"526"
714,"538"
715,"535"
716,"556"
717,"478"
718,"509"
719,"498"
720,"560"
721,"500"
722,"508"
723,"488"
724,"507"
725,"498"
726,"518"
727,"476"
728,"546"
729,"518"
730,"482"
731,"544"
732,"570"
733,"536"
734,"605"
735,"592"
736,"594"
737,"600"
738,"621"
739,"655"
740,"652"
741,"667"
742,"699"
743,"662"
744,"660"
745,"607"
746,"643"
747,"578"
748,"628"
749,"535"
750,"532"
751,"569"
752,"496"
753,"533"
754,"490"
755,"517"
756,"521"
757,"482"
758,"484"
759,"514"
760,"477"
761,"487"
762,"510"
763,"473"
764,"474"
765,"517"
766,"493"
767,"482"
768,"438"
769,"474"
770,"462"
771,"509"
772,"481"
773,"505"
774,"519"
775,"545"
776,"575"
777,"535"
778,"569"
779,"557"
780,"582"
781,"559"
782,"583"
783,"605"
784,"567"
785,"582"
786,"593"
787,"547"
788,"560"
789,"518"
790,"518"
791,"492"
792,"479"
793,"504"
794,"485"
795,"499"
796,"451"
797,"499"
798,"453"
799,"466"
800,"431"
801,"475"
802,"423"
803,"465"
804,"455"
805,"478"
806,"467"
807,"462"
808,"461"
809,"454"
810,"474"
811,"418"
812,"447"
813,"469"
814,"509"
815,"464"
816,"481"
817,"476"
818,"468"
819,"466"
820,"480"
821,"484"
822,"453"
823,"465"
824,"430"
825,"484"
826,"498"
827,"429"
828,"482"
829,"438"
830,"472"
831,"413"
832,"450"
833,"446"
834,"459"
835,"426"
836,"444"
837,"471"
838,"451"
839,"445"
840,"461"
841,"436"
842,"461"
843,"399"
844,"423"
845,"477"
846,"473"
847,"440"
848,"476"
849,"470"
850,"433"
851,"447"
852,"464"
853,"462"
854,"450"
855,"457"
856,"451"
857,"471"
858,"443"
859,"469"
860,"469"
861,"425"
862,"461"
863,"485"
864,"452"
865,"440"
866,"456"
867,"459"
868,"462"
869,"462"
870,"452"
871,"483"
872,"475"
873,"455"
874,"475"
875,"487"
876,"498"
877,"504"
878,"482"
879,"486"
880,"439"
881,"484"
882,"521"
883,"477"
884,"500"
885,"512"
886,"497"
887,"476"
888,"527"
889,"503"
890,"487"
891,"535"
892,"521"
893,"532"
894,"511"
895,"506"
896,"557"
897,"504"
898,"539"
899,"552"
900,"572"
901,"538"
902,"571"
903,"604"
904,"599"
905,"564"
906,"576"
907,"600"
908,"587"
909,"608"
910,"687"
911,"626"
912,"664"
913,"706"
914,"759"
915,"773"
916,"761"
917,"822"
918,"861"
919,"879"
920,"959"
921,"902"
922,"1071"
923,"1095"
924,"1136"
925,"1095"
926,"1221"
927,"1230"
928,"1254"
929,"1330"
930,"1361"
931,"1419"
932,"1444"
933,"1410"
934,"1448"
935,"1492"
936,"1540"
937,"1542"
938,"1627"
939,"1602"
940,"1546"
941,"1565"
942,"1567"
943,"1476"
944,"1344"
945,"1504"
946,"1389"
947,"1424"
948,"1316"
949,"1285"
950,"1259"
951,"1178"
952,"1132"
953,"1101"
954,"1083"
955,"972"
956,"963"
957,"946"
958,"894"
959,"851"
960,"863"
961,"810"
962,"759"
963,"744"
964,"763"
965,"658"
966,"646"
967,"599"
968,"649"
969,"578"
970,"555"
971,"596"
972,"565"
973,"509"
974,"510"
975,"511"
976,"509"
977,"502"
978,"471"
979,"505"
980,"482"
981,"501"
982,"473"
983,"468"
984,"423"
985,"452"
986,"470"
987,"474"
988,"451"
989,"527"
990,"591"
991,"596"
992,"644"
993,"688"
994,"724"
995,"789"
996,"826"
997,"874"
998,"953"
999,"935"
1000,"984"
1001,"974"
1002,"1068"
1003,"955"
1004,"958"
1005,"934"
1006,"825"
1007,"756"
1008,"648"
1009,"672"
1010,"576"
1011,"517"
1012,"452"
1013,"449"
1014,"364"
1015,"390"
1016,"421"
1017,"380"
1018,"375"
1019,"385"
1020,"373"
1021,"387"
1022,"369"
1023,"344"
1024,"378"
1025,"412"
1026,"369"
1027,"412"
1028,"392"
1029,"451"
1030,"404"
1031,"400"
1032,"394"
1033,"462"
1034,"449"
1035,"458"
1036,"491"
1037,"481"
1038,"510"
1039,"582"
1040,"563"
1041,"580"
1042,"567"
1043,"626"
1044,"639"
1045,"660"
1046,"688"
1047,"677"
1048,"680"
1049,"710"
1050,"661"
1051,"721"
1052,"689"
1053,"661"
1054,"653"
1055,"610"
1056,"586"
1057,"545"
1058,"574"
1059,"496"
1060,"506"
1061,"498"
1062,"420"
1063,"468"
1064,"418"
1065,"383"
1066,"417"
1067,"428"
1068,"384"
1069,"429"
1070,"406"
1071,"356"
1072,"391"
1073,"371"
1074,"345"
1075,"358"
1076,"372"
1077,"364"
1078,"361"
1079,"368"
1080,"314"
1081,"364"
1082,"307"
1083,"296"
1084,"354"
1085,"296"
1086,"330"
1087,"317"
1088,"322"
1089,"309"
1090,"268"
1091,"288"
1092,"299"
1093,"273"
1094,"253"
1095,"290"
1096,"287"
1097,"253"
1098,"313"
1099,"257"
1100,"249"
1101,"264"
1102,"271"
1103,"264"
1104,"266"
1105,"254"
1106,"275"
1107,"260"
1108,"292"
1109,"223"
1110,"248"
1111,"279"
1112,"285"
1113,"273"
1114,"263"
1115,"242"
1116,"273"
1117,"267"
1118,"283"
1119,"271"
1120,"269"
1121,"320"
1122,"300"
1123,"299"
1124,"331"
1125,"346"
1126,"311"
1127,"298"
1128,"318"
1129,"362"
1130,"340"
1131,"315"
1132,"308"
1133,"301"
1134,"286"
1135,"269"
1136,"273"
1137,"247"
1138,"257"
1139,"209"
1140,"248"
1141,"236"
1142,"243"
1143,"226"
1144,"250"
1145,"253"
1146,"247"
1147,"264"
1148,"254"
1149,"246"
1150,"269"
1151,"245"
1152,"229"
1153,"266"
1154,"240"
1155,"227"
1156,"244"
1157,"241"
1158,"220"
1159,"213"
1160,"199"
1161,"229"
1162,"225"
1163,"224"
1164,"217"
1165,"212"
1166,"216"
1167,"208"
1168,"204"
1169,"213"
1170,"223"
1171,"234"
1172,"227"
1173,"223"
1174,"218"
1175,"214"
1176,"230"
1177,"224"
1178,"231"
1179,"236"
1180,"235"
1181,"248"
1182,"227"
1183,"246"
1184,"235"
1185,"216"
1186,"231"
1187,"204"
1188,"244"
1189,"220"
1190,"199"
1191,"224"
1192,"207"
1193,"227"
1194,"189"
1195,"195"
1196,"198"
1197,"191"
1198,"212"
1199,"206"
1200,"184"
1201,"199"
1202,"189"
1203,"208"
1204,"209"
1205,"191"
1206,"193"
1207,"187"
1208,"206"
1209,"204"
1210,"198"
1211,"180"
1212,"174"
1213,"175"
1214,"208"
1215,"192"
1216,"202"
1217,"202"
1218,"189"
1219,"167"
1220,"173"
1221,"206"
1222,"193"
1223,"179"
1224,"185"
1225,"171"
1226,"162"
1227,"173"
1228,"190"
1229,"160"
1230,"204"
1231,"169"
1232,"202"
1233,"194"
1234,"175"
1235,"181"
1236,"203"
1237,"194"
1238,"177"
1239,"180"
1240,"195"
1241,"174"
1242,"195"
1243,"191"
1244,"196"
1245,"188"
1246,"172"
1247,"189"
1248,"154"
1249,"173"
1250,"179"
1251,"154"
1252,"168"
1253,"175"
1254,"174"
1255,"179"
1256,"173"
1257,"205"
1258,"189"
1259,"155"
1260,"156"
1261,"190"
1262,"171"
1263,"179"
1264,"161"
1265,"158"
1266,"188"
1267,"169"
1268,"160"
1269,"170"
1270,"175"
1271,"167"
1272,"165"
1273,"159"
1274,"167"
1275,"158"
1276,"163"
1277,"168"
1278,"147"
1279,"175"
1280,"148"
1281,"161"
1282,"171"
1283,"157"
1284,"148"
1285,"147"
1286,"122"
1287,"177"
1288,"153"
1289,"148"
1290,"148"
1291,"156"
1292,"153"
1293,"141"
1294,"141"
1295,"139"
1296,"150"
1297,"147"
1298,"159"
1299,"162"
1300,"160"
1301,"165"
1302,"153"
1303,"160"
1304,"154"
1305,"126"
1306,"148"
1307,"118"
1308,"122"
1309,"160"
1310,"147"
1311,"150"
1312,"121"
1313,"155"
1314,"151"
1315,"157"
1316,"155"
1317,"152"
1318,"156"
1319,"126"
1320,"138"
1321,"150"
1322,"163"
1323,"146"
1324,"136"
1325,"162"
1326,"130"
1327,"152"
1328,"145"
1329,"151"
1330,"145"
1331,"139"
1332,"130"
1333,"149"
1334,"135"
1335,"126"
1336,"135"
1337,"132"
1338,"147"
1339,"131"
1340,"146"
1341,"130"
1342,"119"
1343,"161"
1344,"124"
1345,"129"
1346,"119"
1347,"133"
1348,"133"
1349,"101"
1350,"107"
1351,"130"
1352,"122"
1353,"141"
1354,"111"
1355,"131"
1356,"103"
1357,"114"
1358,"131"
1359,"122"
1360,"107"
1361,"116"
1362,"117"
1363,"119"
1364,"141"
1365,"117"
1366,"137"
1367,"143"
1368,"121"
1369,"123"
1370,"108"
1371,"124"
1372,"141"
1373,"110"
1374,"143"
1375,"104"
1376,"125"
1377,"119"
1378,"118"
1379,"123"
1380,"112"
1381,"122"
1382,"113"
1383,"107"
1384,"104"
1385,"111"
1386,"102"
1387,"127"
1388,"119"
1389,"96"
1390,"118"
1391,"115"
1392,"92"
1393,"112"
1394,"100"
1395,"97"
1396,"116"
1397,"110"
1398,"96"
1399,"116"
1400,"94"
1401,"107"
1402,"121"
1403,"117"
1404,"126"
1405,"101"
1406,"116"
1407,"113"
1408,"105"
1409,"112"
1410,"107"
1411,"120"
1412,"122"
1413,"120"
1414,"113"
1415,"108"
1416,"95"
1417,"110"
1418,"110"
1419,"125"
1420,"113"
1421,"123"
1422,"113"
1423,"92"
1424,"105"
1425,"120"
1426,"94"
1427,"116"
1428,"104"
1429,"99"
1430,"115"
1431,"112"
1432,"96"
1433,"90"
1434,"80"
1435,"87"
1436,"100"
1437,"89"
1438,"95"
1439,"89"
1440,"87"
1441,"78"
1442,"88"
1443,"77"
1444,"96"
1445,"87"
1446,"101"
1447,"85"
1448,"101"
1449,"87"
1450,"80"
1451,"89"
1452,"97"
1453,"84"
1454,"96"
1455,"91"
1456,"91"
1457,"96"
1458,"80"
1459,"91"
1460,"90"
1461,"98"
1462,"94"
1463,"71"
1464,"83"
1465,"88"
1466,"110"
1467,"80"
1468,"89"
1469,"67"
1470,"75"
1471,"82"
1472,"81"
1473,"83"
1474,"92"
1475,"89"
1476,"85"
1477,"86"
1478,"88"
1479,"105"
1480,"90"
1481,"73"
1482,"77"
1483,"76"
1484,"97"
1485,"70"
1486,"82"
1487,"75"
1488,"70"
1489,"76"
1490,"91"
1491,"63"
1492,"72"
1493,"85"
1494,"61"
1495,"70"
1496,"68"
1497,"64"
1498,"71"
1499,"76"
1500,"85"
1501,"73"
1502,"80"
1503,"67"
1504,"72"
1505,"55"
1506,"75"
1507,"74"
1508,"75"
1509,"70"
1510,"61"
1511,"72"
1512,"58"
1513,"70"
1514,"76"
1515,"51"
1516,"64"
1517,"62"
1518,"83"
1519,"60"
1520,"65"
1521,"64"
1522,"64"
1523,"60"
1524,"62"
1525,"55"
1526,"73"
1527,"58"
1528,"65"
1529,"61"
1530,"65"
1531,"59"
1532,"77"
1533,"51"
1534,"58"
1535,"59"
1536,"53"
1537,"48"
1538,"49"
1539,"58"
1540,"78"
1541,"43"
1542,"65"
1543,"44"
1544,"62"
1545,"72"
1546,"51"
1547,"67"
1548,"60"
1549,"45"
1550,"62"
1551,"48"
1552,"50"
1553,"39"
1554,"47"
1555,"57"
1556,"65"
1557,"51"
1558,"61"
1559,"60"
1560,"48"
1561,"42"
1562,"58"
1563,"55"
1564,"48"
1565,"53"
1566,"45"
1567,"52"
1568,"48"
1569,"43"
1570,"45"
1571,"47"
1572,"48"
1573,"53"
1574,"37"
1575,"57"
1576,"57"
1577,"56"
1578,"52"
1579,"58"
1580,"44"
1581,"46"
1582,"35"
1583,"41"
1584,"53"
1585,"36"
1586,"46"
1587,"47"
1588,"42"
1589,"37"
1590,"45"
1591,"41"
1592,"31"
1593,"37"
1594,"42"
1595,"41"
1596,"59"
1597,"42"
1598,"38"
1599,"34"
1600,"21"
1601,"47"
1602,"37"
1603,"52"
1604,"43"
1605,"34"
1606,"31"
1607,"36"
1608,"53"
1609,"42"
1610,"40"
1611,"38"
1612,"43"
1613,"35"
1614,"38"
1615,"34"
1616,"44"
1617,"29"
1618,"27"
1619,"32"
1620,"29"
1621,"36"
1622,"31"
1623,"32"
1624,"36"
1625,"32"
1626,"30"
1627,"33"
1628,"35"
1629,"39"
1630,"27"
1631,"25"
1632,"33"
1633,"39"
1634,"29"
1635,"29"
1636,"28"
1637,"30"
1638,"26"
1639,"33"
1640,"28"
1641,"33"
1642,"19"
1643,"24"
1644,"29"
1645,"24"
1646,"27"
1647,"26"
1648,"19"
1649,"29"
1650,"20"
1651,"22"
1652,"31"
1653,"21"
1654,"21"
1655,"26"
1656,"25"
1657,"19"
1658,"25"
1659,"20"
1660,"20"
1661,"18"
1662,"30"
1663,"24"
1664,"24"
1665,"19"
1666,"18"
1667,"9"
1668,"15"
1669,"17"
1670,"14"
1671,"18"
1672,"14"
1673,"22"
1674,"20"
1675,"20"
1676,"16"
1677,"23"
1678,"14"
1679,"15"
1680,"13"
1681,"15"
1682,"16"
1683,"23"
1684,"19"
1685,"18"
1686,"17"
1687,"16"
1688,"15"
1689,"10"
1690,"15"
1691,"14"
1692,"13"
1693,"11"
1694,"12"
1695,"15"
1696,"14"
1697,"12"
1698,"13"
1699,"12"
1700,"16"
1701,"6"
1702,"13"
1703,"14"
1704,"11"
1705,"15"
1706,"11"
1707,"11"
1708,"8"
1709,"6"
1710,"10"
1711,"10"
1712,"11"
1713,"9"
1714,"7"
1715,"10"
1716,"15"
1717,"14"
1718,"6"
1719,"9"
1720,"4"
1721,"10"
1722,"8"
1723,"8"
1724,"2"
1725,"3"
1726,"11"
1727,"5"
1728,"5"
1729,"9"
1730,"7"
1731,"12"
1732,"4"
1733,"5"
1734,"7"
1735,"9"
1736,"8"
1737,"5"
1738,"6"
1739,"7"
1740,"4"
1741,"5"
1742,"4"
1743,"2"
1744,"5"
1745,"6"
1746,"3"
1747,"9"
1748,"7"
1749,"2"
1750,"5"
1751,"7"
1752,"9"
1753,"2"
1754,"3"
1755,"3"
1756,"3"
1757,"6"
1758,"5"
1759,"3"
1760,"5"
1761,"7"
1762,"2"
1763,"5"
1764,"4"
1765,"2"
1766,"6"
1767,"2"
1768,"2"
1769,"4"
1770,"6"
1771,"3"
1772,"2"
1773,"2"
1774,"1"
1775,"4"
1776,"6"
1777,"2"
1778,"4"
1779,"1"
1780,"0"
1781,"2"
1782,"3"
1783,"2"
1784,"3"
1785,"0"
1786,"3"
1787,"3"
1788,"4"
1789,"3"
1790,"1"
1791,"2"
1792,"2"
1793,"0"
1794,"4"
1795,"0"
1796,"1"
1797,"0"
1798,"5"
1799,"2"
1800,"1"
1801,"6"
1802,"1"
1803,"2"
1804,"1"
1805,"3"
1806,"2"
1807,"0"
1808,"3"
1809,"3"
1810,"4"
1811,"1"
1812,"4"
1813,"2"
1814,"0"
1815,"3"
1816,"1"
1817,"3"
1818,"2"
1819,"0"
1820,"1"
1821,"1"
1822,"3"
1823,"0"
1824,"1"
1825,"0"
1826,"2"
1827,"2"
1828,"3"
1829,"1"
1830,"0"
1831,"2"
1832,"1"
1833,"1"
1834,"1"
1835,"0"
1836,"2"
1837,"1"
1838,"0"
1839,"0"
1840,"1"
1841,"2"
1842,"3"
1843,"1"
1844,"4"
1845,"0"
1846,"2"
1847,"2"
1848,"2"
1849,"4"
1850,"0"
1851,"1"
1852,"0"
1853,"0"
1854,"2"
1855,"0"
1856,"0"
1857,"1"
1858,"2"
1859,"3"
1860,"2"
1861,"1"
1862,"0"
1863,"1"
1864,"1"
1865,"1"
1866,"2"
1867,"4"
1868,"0"
1869,"1"
1870,"4"
1871,"1"
1872,"1"
1873,"1"
1874,"1"
1875,"0"
1876,"0"
1877,"0"
1878,"2"
1879,"1"
1880,"0"
1881,"1"
1882,"0"
1883,"0"
1884,"1"
1885,"0"
1886,"1"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"1"
1893,"1"
1894,"0"
1895,"2"
1896,"0"
1897,"0"
1898,"1"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"1"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"0"
1922,"1"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"1"
1931,"0"
1932,"2"
1933,"2"
1934,"1"
1935,"0"
1936,"2"
1937,"0"
1938,"1"
1939,"2"
1940,"0"
1941,"0"
1942,"1"
1943,"1"
1944,"1"
1945,"1"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"1"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"1"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"1"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"1"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


