Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"1phi bag"
345,"1474"
346,"1779"
347,"2127"
348,"2385"
349,"2672"
350,"2740"
351,"2656"
352,"2443"
353,"2006"
354,"1831"
355,"1537"
356,"1281"
357,"1158"
358,"1124"
359,"1058"
360,"1158"
361,"1207"
362,"1220"
363,"1302"
364,"1354"
365,"1491"
366,"1601"
367,"1695"
368,"1804"
369,"2023"
370,"2086"
371,"2051"
372,"1815"
373,"1635"
374,"1337"
375,"1212"
376,"1020"
377,"853"
378,"727"
379,"689"
380,"604"
381,"637"
382,"653"
383,"613"
384,"632"
385,"656"
386,"681"
387,"599"
388,"684"
389,"664"
390,"679"
391,"651"
392,"684"
393,"785"
394,"770"
395,"802"
396,"873"
397,"876"
398,"1002"
399,"940"
400,"945"
401,"896"
402,"869"
403,"850"
404,"833"
405,"808"
406,"831"
407,"801"
408,"772"
409,"875"
410,"858"
411,"791"
412,"740"
413,"746"
414,"751"
415,"664"
416,"655"
417,"664"
418,"646"
419,"622"
420,"674"
421,"648"
422,"707"
423,"680"
424,"672"
425,"713"
426,"677"
427,"712"
428,"748"
429,"722"
430,"768"
431,"808"
432,"746"
433,"715"
434,"687"
435,"612"
436,"651"
437,"672"
438,"718"
439,"722"
440,"658"
441,"652"
442,"715"
443,"722"
444,"687"
445,"780"
446,"747"
447,"709"
448,"717"
449,"791"
450,"706"
451,"772"
452,"741"
453,"746"
454,"734"
455,"814"
456,"774"
457,"734"
458,"745"
459,"803"
460,"797"
461,"747"
462,"802"
463,"734"
464,"745"
465,"722"
466,"717"
467,"687"
468,"732"
469,"717"
470,"655"
471,"688"
472,"656"
473,"701"
474,"698"
475,"689"
476,"663"
477,"691"
478,"711"
479,"676"
480,"651"
481,"691"
482,"699"
483,"679"
484,"634"
485,"655"
486,"701"
487,"644"
488,"692"
489,"676"
490,"729"
491,"676"
492,"711"
493,"721"
494,"756"
495,"707"
496,"705"
497,"763"
498,"677"
499,"753"
500,"692"
501,"737"
502,"772"
503,"726"
504,"747"
505,"734"
506,"717"
507,"688"
508,"681"
509,"704"
510,"720"
511,"719"
512,"714"
513,"676"
514,"719"
515,"689"
516,"719"
517,"730"
518,"713"
519,"795"
520,"756"
521,"714"
522,"785"
523,"785"
524,"836"
525,"807"
526,"806"
527,"786"
528,"752"
529,"771"
530,"731"
531,"722"
532,"742"
533,"686"
534,"733"
535,"727"
536,"743"
537,"756"
538,"703"
539,"705"
540,"637"
541,"727"
542,"725"
543,"730"
544,"710"
545,"705"
546,"716"
547,"746"
548,"718"
549,"708"
550,"719"
551,"680"
552,"672"
553,"729"
554,"686"
555,"716"
556,"690"
557,"727"
558,"652"
559,"721"
560,"724"
561,"668"
562,"678"
563,"674"
564,"677"
565,"687"
566,"638"
567,"695"
568,"710"
569,"676"
570,"637"
571,"687"
572,"671"
573,"709"
574,"673"
575,"647"
576,"664"
577,"686"
578,"688"
579,"702"
580,"669"
581,"689"
582,"673"
583,"691"
584,"693"
585,"674"
586,"667"
587,"678"
588,"697"
589,"670"
590,"696"
591,"702"
592,"718"
593,"747"
594,"691"
595,"695"
596,"694"
597,"711"
598,"662"
599,"705"
600,"681"
601,"697"
602,"670"
603,"676"
604,"682"
605,"674"
606,"626"
607,"677"
608,"648"
609,"701"
610,"665"
611,"673"
612,"702"
613,"690"
614,"629"
615,"714"
616,"661"
617,"672"
618,"688"
619,"662"
620,"716"
621,"658"
622,"686"
623,"689"
624,"727"
625,"708"
626,"737"
627,"682"
628,"727"
629,"710"
630,"698"
631,"717"
632,"688"
633,"689"
634,"656"
635,"715"
636,"659"
637,"662"
638,"681"
639,"730"
640,"722"
641,"735"
642,"697"
643,"696"
644,"669"
645,"729"
646,"705"
647,"724"
648,"701"
649,"729"
650,"727"
651,"725"
652,"701"
653,"698"
654,"805"
655,"843"
656,"1001"
657,"1034"
658,"1168"
659,"1325"
660,"1444"
661,"1613"
662,"1659"
663,"1671"
664,"1754"
665,"1685"
666,"1544"
667,"1430"
668,"1368"
669,"1269"
670,"1084"
671,"946"
672,"916"
673,"823"
674,"730"
675,"749"
676,"741"
677,"690"
678,"710"
679,"690"
680,"673"
681,"664"
682,"680"
683,"683"
684,"656"
685,"639"
686,"689"
687,"668"
688,"666"
689,"677"
690,"706"
691,"665"
692,"669"
693,"729"
694,"757"
695,"794"
696,"749"
697,"817"
698,"893"
699,"928"
700,"939"
701,"1011"
702,"962"
703,"970"
704,"919"
705,"867"
706,"827"
707,"848"
708,"743"
709,"729"
710,"668"
711,"639"
712,"650"
713,"642"
714,"654"
715,"700"
716,"623"
717,"688"
718,"658"
719,"610"
720,"652"
721,"627"
722,"660"
723,"617"
724,"597"
725,"668"
726,"595"
727,"648"
728,"642"
729,"693"
730,"648"
731,"652"
732,"648"
733,"691"
734,"668"
735,"674"
736,"718"
737,"745"
738,"786"
739,"776"
740,"798"
741,"797"
742,"815"
743,"855"
744,"762"
745,"788"
746,"745"
747,"725"
748,"693"
749,"704"
750,"694"
751,"608"
752,"666"
753,"623"
754,"609"
755,"580"
756,"617"
757,"606"
758,"630"
759,"633"
760,"619"
761,"587"
762,"608"
763,"583"
764,"651"
765,"578"
766,"569"
767,"634"
768,"630"
769,"587"
770,"604"
771,"597"
772,"690"
773,"675"
774,"673"
775,"754"
776,"782"
777,"716"
778,"756"
779,"804"
780,"827"
781,"835"
782,"867"
783,"802"
784,"831"
785,"812"
786,"803"
787,"749"
788,"783"
789,"652"
790,"671"
791,"656"
792,"651"
793,"575"
794,"581"
795,"587"
796,"642"
797,"559"
798,"612"
799,"624"
800,"619"
801,"563"
802,"585"
803,"537"
804,"594"
805,"582"
806,"588"
807,"571"
808,"585"
809,"620"
810,"563"
811,"525"
812,"593"
813,"558"
814,"533"
815,"592"
816,"607"
817,"619"
818,"632"
819,"561"
820,"604"
821,"607"
822,"583"
823,"599"
824,"619"
825,"569"
826,"604"
827,"572"
828,"561"
829,"581"
830,"569"
831,"593"
832,"628"
833,"537"
834,"570"
835,"540"
836,"557"
837,"585"
838,"597"
839,"568"
840,"539"
841,"566"
842,"574"
843,"571"
844,"545"
845,"606"
846,"571"
847,"556"
848,"571"
849,"523"
850,"576"
851,"535"
852,"589"
853,"509"
854,"609"
855,"599"
856,"581"
857,"578"
858,"575"
859,"594"
860,"576"
861,"565"
862,"598"
863,"541"
864,"577"
865,"614"
866,"588"
867,"577"
868,"643"
869,"606"
870,"556"
871,"616"
872,"639"
873,"582"
874,"609"
875,"639"
876,"643"
877,"607"
878,"621"
879,"615"
880,"638"
881,"594"
882,"617"
883,"619"
884,"668"
885,"580"
886,"629"
887,"686"
888,"672"
889,"633"
890,"615"
891,"617"
892,"697"
893,"658"
894,"677"
895,"704"
896,"680"
897,"678"
898,"670"
899,"727"
900,"722"
901,"654"
902,"669"
903,"756"
904,"699"
905,"683"
906,"764"
907,"761"
908,"765"
909,"779"
910,"808"
911,"811"
912,"821"
913,"820"
914,"873"
915,"911"
916,"985"
917,"985"
918,"1011"
919,"1054"
920,"1067"
921,"1094"
922,"1239"
923,"1208"
924,"1211"
925,"1286"
926,"1291"
927,"1427"
928,"1524"
929,"1517"
930,"1592"
931,"1572"
932,"1654"
933,"1772"
934,"1802"
935,"1904"
936,"1946"
937,"1869"
938,"2013"
939,"1991"
940,"2179"
941,"2043"
942,"1967"
943,"2039"
944,"2116"
945,"2073"
946,"2095"
947,"1977"
948,"1988"
949,"1861"
950,"1895"
951,"1823"
952,"1706"
953,"1730"
954,"1624"
955,"1557"
956,"1516"
957,"1442"
958,"1321"
959,"1306"
960,"1266"
961,"1214"
962,"1149"
963,"1103"
964,"1010"
965,"1008"
966,"977"
967,"912"
968,"925"
969,"845"
970,"861"
971,"794"
972,"780"
973,"764"
974,"737"
975,"695"
976,"631"
977,"681"
978,"676"
979,"616"
980,"583"
981,"634"
982,"621"
983,"589"
984,"654"
985,"624"
986,"635"
987,"664"
988,"639"
989,"669"
990,"726"
991,"784"
992,"863"
993,"902"
994,"984"
995,"1045"
996,"1147"
997,"1188"
998,"1276"
999,"1314"
1000,"1328"
1001,"1340"
1002,"1331"
1003,"1293"
1004,"1224"
1005,"1191"
1006,"1096"
1007,"966"
1008,"896"
1009,"839"
1010,"729"
1011,"685"
1012,"564"
1013,"559"
1014,"579"
1015,"542"
1016,"535"
1017,"478"
1018,"495"
1019,"495"
1020,"480"
1021,"508"
1022,"523"
1023,"507"
1024,"461"
1025,"452"
1026,"517"
1027,"564"
1028,"524"
1029,"496"
1030,"504"
1031,"548"
1032,"555"
1033,"560"
1034,"553"
1035,"611"
1036,"632"
1037,"664"
1038,"665"
1039,"717"
1040,"716"
1041,"762"
1042,"802"
1043,"851"
1044,"851"
1045,"818"
1046,"907"
1047,"904"
1048,"872"
1049,"950"
1050,"892"
1051,"933"
1052,"889"
1053,"887"
1054,"855"
1055,"836"
1056,"767"
1057,"753"
1058,"741"
1059,"648"
1060,"704"
1061,"673"
1062,"594"
1063,"677"
1064,"601"
1065,"602"
1066,"566"
1067,"578"
1068,"616"
1069,"548"
1070,"524"
1071,"566"
1072,"551"
1073,"488"
1074,"456"
1075,"502"
1076,"489"
1077,"491"
1078,"490"
1079,"434"
1080,"450"
1081,"491"
1082,"439"
1083,"438"
1084,"470"
1085,"430"
1086,"406"
1087,"420"
1088,"434"
1089,"456"
1090,"394"
1091,"454"
1092,"384"
1093,"416"
1094,"416"
1095,"409"
1096,"386"
1097,"382"
1098,"384"
1099,"354"
1100,"393"
1101,"379"
1102,"343"
1103,"349"
1104,"362"
1105,"340"
1106,"372"
1107,"362"
1108,"361"
1109,"354"
1110,"358"
1111,"356"
1112,"359"
1113,"362"
1114,"335"
1115,"369"
1116,"347"
1117,"364"
1118,"384"
1119,"368"
1120,"403"
1121,"422"
1122,"420"
1123,"404"
1124,"428"
1125,"476"
1126,"457"
1127,"491"
1128,"451"
1129,"412"
1130,"412"
1131,"373"
1132,"385"
1133,"419"
1134,"365"
1135,"347"
1136,"340"
1137,"330"
1138,"322"
1139,"343"
1140,"313"
1141,"331"
1142,"334"
1143,"326"
1144,"359"
1145,"289"
1146,"343"
1147,"324"
1148,"336"
1149,"311"
1150,"323"
1151,"339"
1152,"321"
1153,"352"
1154,"306"
1155,"341"
1156,"298"
1157,"312"
1158,"289"
1159,"304"
1160,"300"
1161,"312"
1162,"298"
1163,"318"
1164,"326"
1165,"255"
1166,"280"
1167,"285"
1168,"294"
1169,"280"
1170,"340"
1171,"312"
1172,"304"
1173,"313"
1174,"308"
1175,"317"
1176,"315"
1177,"323"
1178,"317"
1179,"319"
1180,"314"
1181,"338"
1182,"325"
1183,"327"
1184,"301"
1185,"320"
1186,"301"
1187,"307"
1188,"325"
1189,"268"
1190,"331"
1191,"291"
1192,"296"
1193,"286"
1194,"298"
1195,"284"
1196,"270"
1197,"286"
1198,"270"
1199,"275"
1200,"292"
1201,"263"
1202,"261"
1203,"297"
1204,"282"
1205,"268"
1206,"290"
1207,"252"
1208,"305"
1209,"296"
1210,"292"
1211,"288"
1212,"245"
1213,"257"
1214,"253"
1215,"251"
1216,"281"
1217,"248"
1218,"270"
1219,"288"
1220,"243"
1221,"273"
1222,"239"
1223,"259"
1224,"246"
1225,"273"
1226,"257"
1227,"265"
1228,"270"
1229,"224"
1230,"239"
1231,"234"
1232,"262"
1233,"287"
1234,"250"
1235,"248"
1236,"265"
1237,"232"
1238,"244"
1239,"224"
1240,"243"
1241,"249"
1242,"250"
1243,"250"
1244,"258"
1245,"257"
1246,"265"
1247,"270"
1248,"250"
1249,"246"
1250,"254"
1251,"251"
1252,"231"
1253,"230"
1254,"236"
1255,"276"
1256,"259"
1257,"252"
1258,"245"
1259,"267"
1260,"271"
1261,"263"
1262,"256"
1263,"245"
1264,"249"
1265,"248"
1266,"269"
1267,"251"
1268,"241"
1269,"242"
1270,"244"
1271,"231"
1272,"219"
1273,"241"
1274,"244"
1275,"204"
1276,"223"
1277,"247"
1278,"217"
1279,"247"
1280,"227"
1281,"213"
1282,"229"
1283,"206"
1284,"221"
1285,"232"
1286,"197"
1287,"215"
1288,"232"
1289,"245"
1290,"197"
1291,"231"
1292,"191"
1293,"239"
1294,"227"
1295,"223"
1296,"208"
1297,"199"
1298,"200"
1299,"244"
1300,"201"
1301,"193"
1302,"223"
1303,"220"
1304,"234"
1305,"222"
1306,"197"
1307,"201"
1308,"213"
1309,"225"
1310,"189"
1311,"198"
1312,"227"
1313,"194"
1314,"178"
1315,"214"
1316,"205"
1317,"205"
1318,"212"
1319,"203"
1320,"190"
1321,"184"
1322,"193"
1323,"173"
1324,"176"
1325,"211"
1326,"193"
1327,"205"
1328,"181"
1329,"212"
1330,"191"
1331,"178"
1332,"211"
1333,"181"
1334,"205"
1335,"189"
1336,"186"
1337,"181"
1338,"178"
1339,"180"
1340,"209"
1341,"150"
1342,"207"
1343,"174"
1344,"191"
1345,"191"
1346,"190"
1347,"178"
1348,"184"
1349,"199"
1350,"178"
1351,"179"
1352,"196"
1353,"187"
1354,"208"
1355,"183"
1356,"169"
1357,"178"
1358,"165"
1359,"175"
1360,"188"
1361,"192"
1362,"189"
1363,"176"
1364,"169"
1365,"170"
1366,"167"
1367,"154"
1368,"197"
1369,"182"
1370,"196"
1371,"201"
1372,"200"
1373,"174"
1374,"160"
1375,"168"
1376,"179"
1377,"179"
1378,"185"
1379,"178"
1380,"166"
1381,"155"
1382,"169"
1383,"155"
1384,"169"
1385,"163"
1386,"158"
1387,"168"
1388,"150"
1389,"170"
1390,"167"
1391,"163"
1392,"154"
1393,"156"
1394,"186"
1395,"166"
1396,"152"
1397,"157"
1398,"143"
1399,"184"
1400,"156"
1401,"177"
1402,"160"
1403,"162"
1404,"153"
1405,"129"
1406,"164"
1407,"153"
1408,"162"
1409,"149"
1410,"183"
1411,"124"
1412,"152"
1413,"140"
1414,"133"
1415,"151"
1416,"157"
1417,"155"
1418,"146"
1419,"162"
1420,"152"
1421,"175"
1422,"148"
1423,"135"
1424,"134"
1425,"162"
1426,"145"
1427,"152"
1428,"163"
1429,"113"
1430,"134"
1431,"139"
1432,"136"
1433,"147"
1434,"126"
1435,"119"
1436,"157"
1437,"136"
1438,"124"
1439,"143"
1440,"135"
1441,"124"
1442,"122"
1443,"123"
1444,"134"
1445,"175"
1446,"138"
1447,"149"
1448,"154"
1449,"148"
1450,"144"
1451,"123"
1452,"124"
1453,"125"
1454,"128"
1455,"115"
1456,"119"
1457,"135"
1458,"125"
1459,"147"
1460,"127"
1461,"111"
1462,"152"
1463,"132"
1464,"127"
1465,"119"
1466,"129"
1467,"147"
1468,"116"
1469,"132"
1470,"120"
1471,"123"
1472,"110"
1473,"124"
1474,"115"
1475,"122"
1476,"157"
1477,"132"
1478,"129"
1479,"123"
1480,"121"
1481,"122"
1482,"109"
1483,"114"
1484,"119"
1485,"136"
1486,"88"
1487,"130"
1488,"113"
1489,"115"
1490,"113"
1491,"103"
1492,"121"
1493,"106"
1494,"113"
1495,"107"
1496,"104"
1497,"85"
1498,"110"
1499,"124"
1500,"106"
1501,"95"
1502,"117"
1503,"124"
1504,"110"
1505,"104"
1506,"112"
1507,"104"
1508,"111"
1509,"102"
1510,"101"
1511,"92"
1512,"100"
1513,"102"
1514,"114"
1515,"106"
1516,"113"
1517,"101"
1518,"84"
1519,"93"
1520,"96"
1521,"111"
1522,"89"
1523,"90"
1524,"92"
1525,"102"
1526,"87"
1527,"114"
1528,"92"
1529,"87"
1530,"100"
1531,"101"
1532,"92"
1533,"81"
1534,"94"
1535,"83"
1536,"82"
1537,"90"
1538,"86"
1539,"92"
1540,"84"
1541,"73"
1542,"89"
1543,"83"
1544,"78"
1545,"101"
1546,"76"
1547,"93"
1548,"88"
1549,"85"
1550,"70"
1551,"84"
1552,"76"
1553,"79"
1554,"69"
1555,"73"
1556,"88"
1557,"86"
1558,"77"
1559,"75"
1560,"75"
1561,"95"
1562,"83"
1563,"71"
1564,"89"
1565,"76"
1566,"79"
1567,"85"
1568,"71"
1569,"70"
1570,"71"
1571,"75"
1572,"78"
1573,"69"
1574,"60"
1575,"83"
1576,"68"
1577,"74"
1578,"64"
1579,"66"
1580,"69"
1581,"66"
1582,"62"
1583,"69"
1584,"53"
1585,"70"
1586,"57"
1587,"61"
1588,"78"
1589,"68"
1590,"85"
1591,"74"
1592,"61"
1593,"60"
1594,"72"
1595,"57"
1596,"61"
1597,"71"
1598,"60"
1599,"68"
1600,"73"
1601,"61"
1602,"50"
1603,"68"
1604,"53"
1605,"58"
1606,"53"
1607,"50"
1608,"50"
1609,"41"
1610,"67"
1611,"50"
1612,"58"
1613,"51"
1614,"47"
1615,"52"
1616,"56"
1617,"48"
1618,"56"
1619,"50"
1620,"58"
1621,"56"
1622,"51"
1623,"46"
1624,"47"
1625,"51"
1626,"57"
1627,"40"
1628,"56"
1629,"50"
1630,"43"
1631,"52"
1632,"59"
1633,"45"
1634,"44"
1635,"39"
1636,"42"
1637,"44"
1638,"45"
1639,"45"
1640,"37"
1641,"41"
1642,"41"
1643,"48"
1644,"35"
1645,"32"
1646,"34"
1647,"30"
1648,"48"
1649,"37"
1650,"41"
1651,"36"
1652,"40"
1653,"42"
1654,"34"
1655,"46"
1656,"34"
1657,"31"
1658,"40"
1659,"43"
1660,"27"
1661,"22"
1662,"38"
1663,"39"
1664,"34"
1665,"36"
1666,"45"
1667,"40"
1668,"24"
1669,"26"
1670,"31"
1671,"27"
1672,"23"
1673,"24"
1674,"20"
1675,"38"
1676,"30"
1677,"17"
1678,"30"
1679,"26"
1680,"21"
1681,"34"
1682,"17"
1683,"25"
1684,"32"
1685,"30"
1686,"24"
1687,"27"
1688,"24"
1689,"25"
1690,"32"
1691,"18"
1692,"23"
1693,"23"
1694,"22"
1695,"32"
1696,"10"
1697,"20"
1698,"16"
1699,"22"
1700,"14"
1701,"21"
1702,"19"
1703,"18"
1704,"20"
1705,"15"
1706,"24"
1707,"22"
1708,"13"
1709,"15"
1710,"11"
1711,"13"
1712,"17"
1713,"24"
1714,"16"
1715,"12"
1716,"12"
1717,"19"
1718,"11"
1719,"9"
1720,"13"
1721,"8"
1722,"10"
1723,"15"
1724,"13"
1725,"10"
1726,"16"
1727,"11"
1728,"11"
1729,"14"
1730,"9"
1731,"13"
1732,"18"
1733,"7"
1734,"6"
1735,"8"
1736,"13"
1737,"7"
1738,"5"
1739,"13"
1740,"9"
1741,"8"
1742,"12"
1743,"11"
1744,"11"
1745,"7"
1746,"9"
1747,"6"
1748,"9"
1749,"4"
1750,"3"
1751,"8"
1752,"6"
1753,"11"
1754,"6"
1755,"4"
1756,"7"
1757,"6"
1758,"7"
1759,"6"
1760,"7"
1761,"3"
1762,"6"
1763,"8"
1764,"7"
1765,"2"
1766,"4"
1767,"5"
1768,"4"
1769,"8"
1770,"4"
1771,"4"
1772,"4"
1773,"8"
1774,"4"
1775,"5"
1776,"2"
1777,"2"
1778,"5"
1779,"3"
1780,"2"
1781,"5"
1782,"2"
1783,"5"
1784,"0"
1785,"2"
1786,"5"
1787,"8"
1788,"4"
1789,"2"
1790,"4"
1791,"5"
1792,"6"
1793,"2"
1794,"4"
1795,"5"
1796,"3"
1797,"1"
1798,"5"
1799,"5"
1800,"1"
1801,"1"
1802,"4"
1803,"3"
1804,"2"
1805,"4"
1806,"5"
1807,"1"
1808,"3"
1809,"4"
1810,"3"
1811,"2"
1812,"1"
1813,"2"
1814,"0"
1815,"6"
1816,"2"
1817,"1"
1818,"0"
1819,"1"
1820,"3"
1821,"2"
1822,"0"
1823,"2"
1824,"2"
1825,"1"
1826,"3"
1827,"0"
1828,"1"
1829,"2"
1830,"1"
1831,"0"
1832,"1"
1833,"4"
1834,"3"
1835,"1"
1836,"2"
1837,"2"
1838,"2"
1839,"3"
1840,"5"
1841,"3"
1842,"0"
1843,"3"
1844,"0"
1845,"1"
1846,"4"
1847,"1"
1848,"2"
1849,"1"
1850,"1"
1851,"1"
1852,"0"
1853,"1"
1854,"2"
1855,"0"
1856,"1"
1857,"2"
1858,"0"
1859,"0"
1860,"0"
1861,"4"
1862,"3"
1863,"2"
1864,"1"
1865,"2"
1866,"1"
1867,"1"
1868,"3"
1869,"2"
1870,"1"
1871,"1"
1872,"2"
1873,"1"
1874,"0"
1875,"1"
1876,"0"
1877,"1"
1878,"0"
1879,"0"
1880,"0"
1881,"1"
1882,"0"
1883,"1"
1884,"4"
1885,"0"
1886,"1"
1887,"1"
1888,"1"
1889,"1"
1890,"1"
1891,"1"
1892,"0"
1893,"3"
1894,"2"
1895,"0"
1896,"2"
1897,"2"
1898,"0"
1899,"3"
1900,"0"
1901,"2"
1902,"0"
1903,"2"
1904,"1"
1905,"1"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"2"
1911,"1"
1912,"1"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"3"
1918,"1"
1919,"2"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"2"
1927,"0"
1928,"0"
1929,"1"
1930,"2"
1931,"1"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"1"
1938,"0"
1939,"2"
1940,"0"
1941,"1"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"3"
1952,"1"
1953,"0"
1954,"0"
1955,"1"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"1"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"1"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"1"
1979,"0"
1980,"1"
1981,"1"
1982,"0"
1983,"1"
1984,"0"
1985,"1"
1986,"1"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"1"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"1"
2012,"0"
2013,"1"
2014,"1"
2015,"0"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"3"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


