Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"3phi"
221,"2588"
222,"3106"
223,"3537"
224,"3564"
225,"3304"
226,"2706"
227,"2091"
228,"1502"
229,"1077"
230,"757"
231,"549"
232,"464"
233,"434"
234,"384"
235,"355"
236,"410"
237,"404"
238,"457"
239,"531"
240,"601"
241,"638"
242,"699"
243,"842"
244,"908"
245,"932"
246,"849"
247,"766"
248,"673"
249,"585"
250,"519"
251,"494"
252,"421"
253,"427"
254,"402"
255,"429"
256,"395"
257,"397"
258,"427"
259,"453"
260,"463"
261,"446"
262,"467"
263,"461"
264,"431"
265,"497"
266,"503"
267,"491"
268,"504"
269,"513"
270,"540"
271,"477"
272,"492"
273,"512"
274,"471"
275,"484"
276,"495"
277,"518"
278,"460"
279,"520"
280,"537"
281,"516"
282,"529"
283,"482"
284,"540"
285,"555"
286,"573"
287,"583"
288,"648"
289,"740"
290,"800"
291,"854"
292,"915"
293,"915"
294,"873"
295,"847"
296,"762"
297,"712"
298,"655"
299,"660"
300,"662"
301,"623"
302,"649"
303,"687"
304,"604"
305,"748"
306,"746"
307,"938"
308,"1283"
309,"1838"
310,"3126"
311,"4994"
312,"7833"
313,"11726"
314,"16216"
315,"20849"
316,"24367"
317,"26527"
318,"26297"
319,"23872"
320,"20099"
321,"15335"
322,"10880"
323,"7012"
324,"4368"
325,"2624"
326,"1652"
327,"1047"
328,"827"
329,"725"
330,"653"
331,"616"
332,"618"
333,"655"
334,"623"
335,"605"
336,"627"
337,"692"
338,"695"
339,"784"
340,"763"
341,"868"
342,"1027"
343,"1231"
344,"1609"
345,"2142"
346,"2772"
347,"3291"
348,"3943"
349,"4463"
350,"4493"
351,"4295"
352,"3840"
353,"3297"
354,"2624"
355,"2040"
356,"1562"
357,"1275"
358,"1074"
359,"1018"
360,"928"
361,"979"
362,"1022"
363,"1103"
364,"1117"
365,"1162"
366,"1330"
367,"1456"
368,"1656"
369,"1718"
370,"1735"
371,"1668"
372,"1562"
373,"1410"
374,"1297"
375,"1047"
376,"882"
377,"784"
378,"682"
379,"615"
380,"598"
381,"542"
382,"553"
383,"540"
384,"559"
385,"558"
386,"618"
387,"550"
388,"544"
389,"600"
390,"606"
391,"597"
392,"644"
393,"616"
394,"679"
395,"738"
396,"804"
397,"811"
398,"815"
399,"860"
400,"828"
401,"825"
402,"827"
403,"704"
404,"756"
405,"749"
406,"737"
407,"720"
408,"708"
409,"726"
410,"773"
411,"743"
412,"687"
413,"652"
414,"675"
415,"622"
416,"650"
417,"602"
418,"579"
419,"631"
420,"572"
421,"610"
422,"608"
423,"633"
424,"710"
425,"721"
426,"684"
427,"734"
428,"804"
429,"745"
430,"759"
431,"689"
432,"694"
433,"684"
434,"631"
435,"692"
436,"645"
437,"634"
438,"679"
439,"683"
440,"645"
441,"633"
442,"633"
443,"666"
444,"650"
445,"623"
446,"677"
447,"702"
448,"640"
449,"639"
450,"672"
451,"640"
452,"660"
453,"631"
454,"651"
455,"643"
456,"719"
457,"711"
458,"694"
459,"709"
460,"754"
461,"710"
462,"703"
463,"715"
464,"663"
465,"659"
466,"679"
467,"616"
468,"724"
469,"663"
470,"753"
471,"665"
472,"728"
473,"708"
474,"698"
475,"673"
476,"659"
477,"725"
478,"742"
479,"689"
480,"713"
481,"645"
482,"670"
483,"699"
484,"680"
485,"666"
486,"678"
487,"671"
488,"659"
489,"706"
490,"645"
491,"677"
492,"713"
493,"688"
494,"698"
495,"650"
496,"648"
497,"713"
498,"650"
499,"662"
500,"702"
501,"648"
502,"693"
503,"672"
504,"691"
505,"661"
506,"704"
507,"701"
508,"672"
509,"654"
510,"648"
511,"690"
512,"679"
513,"716"
514,"655"
515,"699"
516,"687"
517,"683"
518,"697"
519,"722"
520,"715"
521,"757"
522,"758"
523,"727"
524,"763"
525,"763"
526,"733"
527,"703"
528,"758"
529,"710"
530,"700"
531,"726"
532,"716"
533,"709"
534,"676"
535,"638"
536,"669"
537,"680"
538,"684"
539,"652"
540,"703"
541,"615"
542,"686"
543,"663"
544,"688"
545,"702"
546,"636"
547,"689"
548,"639"
549,"667"
550,"660"
551,"698"
552,"634"
553,"667"
554,"652"
555,"672"
556,"697"
557,"695"
558,"616"
559,"669"
560,"677"
561,"626"
562,"660"
563,"672"
564,"638"
565,"623"
566,"623"
567,"675"
568,"639"
569,"652"
570,"658"
571,"651"
572,"691"
573,"653"
574,"645"
575,"686"
576,"638"
577,"633"
578,"616"
579,"693"
580,"678"
581,"611"
582,"634"
583,"618"
584,"673"
585,"670"
586,"660"
587,"597"
588,"644"
589,"674"
590,"686"
591,"665"
592,"635"
593,"690"
594,"629"
595,"612"
596,"622"
597,"648"
598,"654"
599,"655"
600,"616"
601,"652"
602,"624"
603,"642"
604,"609"
605,"661"
606,"650"
607,"673"
608,"649"
609,"703"
610,"640"
611,"625"
612,"627"
613,"641"
614,"652"
615,"640"
616,"676"
617,"628"
618,"616"
619,"632"
620,"693"
621,"660"
622,"690"
623,"671"
624,"728"
625,"712"
626,"751"
627,"751"
628,"696"
629,"714"
630,"736"
631,"634"
632,"697"
633,"680"
634,"610"
635,"613"
636,"675"
637,"683"
638,"638"
639,"629"
640,"639"
641,"679"
642,"706"
643,"653"
644,"657"
645,"656"
646,"638"
647,"671"
648,"688"
649,"686"
650,"648"
651,"680"
652,"757"
653,"711"
654,"779"
655,"798"
656,"856"
657,"1005"
658,"1102"
659,"1236"
660,"1377"
661,"1528"
662,"1703"
663,"1696"
664,"1624"
665,"1618"
666,"1557"
667,"1328"
668,"1281"
669,"1188"
670,"1019"
671,"867"
672,"760"
673,"784"
674,"687"
675,"702"
676,"633"
677,"695"
678,"623"
679,"636"
680,"632"
681,"629"
682,"643"
683,"707"
684,"628"
685,"623"
686,"641"
687,"659"
688,"645"
689,"590"
690,"653"
691,"675"
692,"646"
693,"734"
694,"725"
695,"756"
696,"798"
697,"866"
698,"905"
699,"957"
700,"1011"
701,"987"
702,"1023"
703,"985"
704,"1035"
705,"987"
706,"862"
707,"827"
708,"789"
709,"726"
710,"663"
711,"648"
712,"628"
713,"604"
714,"596"
715,"618"
716,"644"
717,"618"
718,"585"
719,"614"
720,"596"
721,"623"
722,"618"
723,"635"
724,"572"
725,"656"
726,"594"
727,"628"
728,"641"
729,"633"
730,"624"
731,"626"
732,"637"
733,"643"
734,"659"
735,"631"
736,"718"
737,"733"
738,"778"
739,"746"
740,"770"
741,"778"
742,"773"
743,"792"
744,"831"
745,"781"
746,"750"
747,"720"
748,"661"
749,"668"
750,"633"
751,"643"
752,"599"
753,"643"
754,"607"
755,"592"
756,"638"
757,"622"
758,"596"
759,"600"
760,"585"
761,"632"
762,"590"
763,"572"
764,"564"
765,"592"
766,"590"
767,"616"
768,"648"
769,"623"
770,"681"
771,"742"
772,"768"
773,"862"
774,"922"
775,"1061"
776,"1162"
777,"1279"
778,"1420"
779,"1486"
780,"1593"
781,"1513"
782,"1639"
783,"1547"
784,"1497"
785,"1382"
786,"1298"
787,"1107"
788,"1095"
789,"897"
790,"858"
791,"726"
792,"684"
793,"612"
794,"616"
795,"569"
796,"604"
797,"558"
798,"567"
799,"587"
800,"507"
801,"521"
802,"560"
803,"575"
804,"530"
805,"568"
806,"528"
807,"509"
808,"565"
809,"521"
810,"544"
811,"512"
812,"539"
813,"535"
814,"552"
815,"586"
816,"590"
817,"574"
818,"572"
819,"584"
820,"592"
821,"586"
822,"579"
823,"630"
824,"615"
825,"677"
826,"642"
827,"603"
828,"569"
829,"536"
830,"578"
831,"579"
832,"561"
833,"523"
834,"547"
835,"531"
836,"547"
837,"513"
838,"552"
839,"557"
840,"508"
841,"511"
842,"529"
843,"570"
844,"525"
845,"538"
846,"474"
847,"548"
848,"537"
849,"514"
850,"515"
851,"547"
852,"508"
853,"513"
854,"533"
855,"554"
856,"566"
857,"542"
858,"552"
859,"513"
860,"580"
861,"535"
862,"533"
863,"548"
864,"541"
865,"555"
866,"535"
867,"506"
868,"551"
869,"593"
870,"595"
871,"605"
872,"605"
873,"665"
874,"697"
875,"695"
876,"733"
877,"709"
878,"717"
879,"718"
880,"660"
881,"680"
882,"601"
883,"638"
884,"592"
885,"630"
886,"606"
887,"643"
888,"604"
889,"572"
890,"631"
891,"646"
892,"589"
893,"607"
894,"576"
895,"633"
896,"637"
897,"645"
898,"652"
899,"649"
900,"604"
901,"646"
902,"667"
903,"680"
904,"678"
905,"663"
906,"647"
907,"686"
908,"682"
909,"685"
910,"752"
911,"726"
912,"752"
913,"785"
914,"817"
915,"824"
916,"834"
917,"832"
918,"871"
919,"909"
920,"988"
921,"1013"
922,"1056"
923,"1091"
924,"1043"
925,"1124"
926,"1230"
927,"1285"
928,"1279"
929,"1401"
930,"1438"
931,"1435"
932,"1550"
933,"1580"
934,"1611"
935,"1600"
936,"1621"
937,"1762"
938,"1729"
939,"1873"
940,"1824"
941,"1789"
942,"1873"
943,"1823"
944,"1811"
945,"1873"
946,"1774"
947,"1747"
948,"1739"
949,"1674"
950,"1661"
951,"1659"
952,"1536"
953,"1546"
954,"1496"
955,"1437"
956,"1330"
957,"1303"
958,"1204"
959,"1197"
960,"1065"
961,"1063"
962,"1061"
963,"954"
964,"936"
965,"923"
966,"886"
967,"819"
968,"836"
969,"806"
970,"791"
971,"706"
972,"700"
973,"648"
974,"683"
975,"688"
976,"657"
977,"599"
978,"592"
979,"591"
980,"572"
981,"550"
982,"558"
983,"517"
984,"577"
985,"557"
986,"539"
987,"591"
988,"661"
989,"623"
990,"701"
991,"789"
992,"805"
993,"849"
994,"941"
995,"959"
996,"1084"
997,"1111"
998,"1186"
999,"1197"
1000,"1302"
1001,"1284"
1002,"1253"
1003,"1220"
1004,"1136"
1005,"1070"
1006,"1101"
1007,"886"
1008,"829"
1009,"729"
1010,"661"
1011,"623"
1012,"560"
1013,"495"
1014,"519"
1015,"483"
1016,"470"
1017,"473"
1018,"440"
1019,"409"
1020,"486"
1021,"448"
1022,"435"
1023,"428"
1024,"444"
1025,"441"
1026,"443"
1027,"434"
1028,"490"
1029,"448"
1030,"458"
1031,"454"
1032,"466"
1033,"500"
1034,"461"
1035,"573"
1036,"516"
1037,"598"
1038,"583"
1039,"613"
1040,"657"
1041,"693"
1042,"700"
1043,"695"
1044,"763"
1045,"738"
1046,"792"
1047,"839"
1048,"886"
1049,"823"
1050,"823"
1051,"825"
1052,"804"
1053,"797"
1054,"765"
1055,"783"
1056,"704"
1057,"665"
1058,"655"
1059,"651"
1060,"596"
1061,"617"
1062,"557"
1063,"527"
1064,"551"
1065,"557"
1066,"513"
1067,"520"
1068,"507"
1069,"509"
1070,"492"
1071,"472"
1072,"484"
1073,"438"
1074,"405"
1075,"469"
1076,"451"
1077,"420"
1078,"386"
1079,"444"
1080,"398"
1081,"395"
1082,"430"
1083,"410"
1084,"406"
1085,"390"
1086,"354"
1087,"370"
1088,"379"
1089,"386"
1090,"371"
1091,"363"
1092,"352"
1093,"383"
1094,"343"
1095,"355"
1096,"351"
1097,"347"
1098,"349"
1099,"348"
1100,"324"
1101,"349"
1102,"326"
1103,"330"
1104,"305"
1105,"326"
1106,"320"
1107,"336"
1108,"338"
1109,"338"
1110,"347"
1111,"331"
1112,"308"
1113,"315"
1114,"341"
1115,"295"
1116,"369"
1117,"317"
1118,"339"
1119,"339"
1120,"405"
1121,"389"
1122,"365"
1123,"405"
1124,"433"
1125,"420"
1126,"440"
1127,"410"
1128,"426"
1129,"411"
1130,"380"
1131,"385"
1132,"377"
1133,"353"
1134,"355"
1135,"330"
1136,"310"
1137,"278"
1138,"279"
1139,"285"
1140,"301"
1141,"294"
1142,"292"
1143,"282"
1144,"309"
1145,"320"
1146,"295"
1147,"290"
1148,"282"
1149,"319"
1150,"300"
1151,"301"
1152,"309"
1153,"264"
1154,"296"
1155,"279"
1156,"250"
1157,"286"
1158,"309"
1159,"267"
1160,"299"
1161,"246"
1162,"274"
1163,"251"
1164,"262"
1165,"258"
1166,"267"
1167,"258"
1168,"272"
1169,"270"
1170,"274"
1171,"260"
1172,"262"
1173,"279"
1174,"263"
1175,"268"
1176,"297"
1177,"272"
1178,"313"
1179,"302"
1180,"308"
1181,"300"
1182,"307"
1183,"282"
1184,"322"
1185,"275"
1186,"267"
1187,"277"
1188,"252"
1189,"255"
1190,"266"
1191,"266"
1192,"256"
1193,"264"
1194,"230"
1195,"245"
1196,"264"
1197,"263"
1198,"249"
1199,"240"
1200,"263"
1201,"259"
1202,"247"
1203,"224"
1204,"243"
1205,"241"
1206,"239"
1207,"235"
1208,"241"
1209,"230"
1210,"230"
1211,"220"
1212,"232"
1213,"230"
1214,"225"
1215,"235"
1216,"222"
1217,"243"
1218,"238"
1219,"216"
1220,"272"
1221,"225"
1222,"247"
1223,"189"
1224,"221"
1225,"207"
1226,"246"
1227,"223"
1228,"243"
1229,"248"
1230,"217"
1231,"216"
1232,"204"
1233,"218"
1234,"234"
1235,"237"
1236,"192"
1237,"206"
1238,"227"
1239,"227"
1240,"221"
1241,"243"
1242,"224"
1243,"223"
1244,"246"
1245,"237"
1246,"211"
1247,"230"
1248,"230"
1249,"228"
1250,"240"
1251,"221"
1252,"237"
1253,"218"
1254,"224"
1255,"198"
1256,"209"
1257,"213"
1258,"214"
1259,"216"
1260,"241"
1261,"219"
1262,"208"
1263,"202"
1264,"200"
1265,"206"
1266,"195"
1267,"183"
1268,"200"
1269,"228"
1270,"201"
1271,"207"
1272,"193"
1273,"172"
1274,"188"
1275,"200"
1276,"208"
1277,"171"
1278,"162"
1279,"183"
1280,"184"
1281,"193"
1282,"206"
1283,"196"
1284,"187"
1285,"187"
1286,"195"
1287,"191"
1288,"200"
1289,"209"
1290,"179"
1291,"216"
1292,"199"
1293,"201"
1294,"198"
1295,"187"
1296,"171"
1297,"207"
1298,"189"
1299,"178"
1300,"174"
1301,"181"
1302,"175"
1303,"175"
1304,"194"
1305,"194"
1306,"194"
1307,"178"
1308,"174"
1309,"194"
1310,"179"
1311,"181"
1312,"150"
1313,"160"
1314,"195"
1315,"190"
1316,"167"
1317,"193"
1318,"186"
1319,"160"
1320,"153"
1321,"165"
1322,"187"
1323,"188"
1324,"190"
1325,"180"
1326,"155"
1327,"186"
1328,"177"
1329,"173"
1330,"167"
1331,"154"
1332,"178"
1333,"187"
1334,"168"
1335,"164"
1336,"175"
1337,"185"
1338,"146"
1339,"186"
1340,"178"
1341,"174"
1342,"180"
1343,"175"
1344,"176"
1345,"163"
1346,"167"
1347,"174"
1348,"185"
1349,"165"
1350,"168"
1351,"160"
1352,"164"
1353,"160"
1354,"160"
1355,"189"
1356,"157"
1357,"168"
1358,"188"
1359,"160"
1360,"147"
1361,"148"
1362,"139"
1363,"197"
1364,"156"
1365,"149"
1366,"159"
1367,"159"
1368,"142"
1369,"136"
1370,"164"
1371,"145"
1372,"136"
1373,"142"
1374,"171"
1375,"127"
1376,"152"
1377,"168"
1378,"145"
1379,"161"
1380,"123"
1381,"135"
1382,"139"
1383,"133"
1384,"166"
1385,"147"
1386,"140"
1387,"128"
1388,"157"
1389,"148"
1390,"156"
1391,"146"
1392,"153"
1393,"159"
1394,"131"
1395,"138"
1396,"135"
1397,"136"
1398,"135"
1399,"142"
1400,"144"
1401,"154"
1402,"141"
1403,"149"
1404,"130"
1405,"149"
1406,"144"
1407,"159"
1408,"129"
1409,"140"
1410,"133"
1411,"142"
1412,"135"
1413,"137"
1414,"129"
1415,"136"
1416,"127"
1417,"136"
1418,"151"
1419,"144"
1420,"119"
1421,"136"
1422,"142"
1423,"130"
1424,"132"
1425,"133"
1426,"136"
1427,"148"
1428,"129"
1429,"130"
1430,"125"
1431,"141"
1432,"132"
1433,"141"
1434,"118"
1435,"139"
1436,"119"
1437,"129"
1438,"124"
1439,"106"
1440,"112"
1441,"139"
1442,"117"
1443,"128"
1444,"136"
1445,"118"
1446,"118"
1447,"127"
1448,"121"
1449,"102"
1450,"132"
1451,"123"
1452,"123"
1453,"114"
1454,"107"
1455,"121"
1456,"100"
1457,"133"
1458,"129"
1459,"113"
1460,"120"
1461,"128"
1462,"107"
1463,"96"
1464,"116"
1465,"96"
1466,"93"
1467,"111"
1468,"114"
1469,"128"
1470,"113"
1471,"119"
1472,"126"
1473,"97"
1474,"120"
1475,"102"
1476,"123"
1477,"95"
1478,"111"
1479,"93"
1480,"92"
1481,"112"
1482,"95"
1483,"95"
1484,"115"
1485,"100"
1486,"102"
1487,"91"
1488,"102"
1489,"90"
1490,"97"
1491,"105"
1492,"112"
1493,"96"
1494,"111"
1495,"106"
1496,"88"
1497,"69"
1498,"86"
1499,"104"
1500,"104"
1501,"77"
1502,"99"
1503,"93"
1504,"99"
1505,"85"
1506,"86"
1507,"83"
1508,"100"
1509,"96"
1510,"80"
1511,"101"
1512,"91"
1513,"98"
1514,"76"
1515,"87"
1516,"76"
1517,"64"
1518,"81"
1519,"90"
1520,"82"
1521,"82"
1522,"86"
1523,"90"
1524,"86"
1525,"82"
1526,"75"
1527,"75"
1528,"94"
1529,"72"
1530,"72"
1531,"90"
1532,"79"
1533,"69"
1534,"68"
1535,"84"
1536,"91"
1537,"67"
1538,"75"
1539,"89"
1540,"88"
1541,"82"
1542,"80"
1543,"72"
1544,"67"
1545,"68"
1546,"75"
1547,"79"
1548,"70"
1549,"65"
1550,"72"
1551,"81"
1552,"62"
1553,"76"
1554,"62"
1555,"53"
1556,"70"
1557,"65"
1558,"65"
1559,"63"
1560,"65"
1561,"63"
1562,"75"
1563,"63"
1564,"69"
1565,"55"
1566,"60"
1567,"72"
1568,"73"
1569,"79"
1570,"68"
1571,"76"
1572,"58"
1573,"79"
1574,"54"
1575,"72"
1576,"68"
1577,"66"
1578,"65"
1579,"49"
1580,"59"
1581,"56"
1582,"57"
1583,"58"
1584,"67"
1585,"55"
1586,"44"
1587,"50"
1588,"58"
1589,"66"
1590,"58"
1591,"61"
1592,"59"
1593,"49"
1594,"56"
1595,"57"
1596,"48"
1597,"59"
1598,"64"
1599,"59"
1600,"57"
1601,"59"
1602,"51"
1603,"46"
1604,"50"
1605,"59"
1606,"45"
1607,"36"
1608,"59"
1609,"51"
1610,"41"
1611,"53"
1612,"41"
1613,"42"
1614,"44"
1615,"49"
1616,"36"
1617,"49"
1618,"47"
1619,"36"
1620,"47"
1621,"52"
1622,"36"
1623,"59"
1624,"36"
1625,"45"
1626,"34"
1627,"47"
1628,"35"
1629,"41"
1630,"48"
1631,"34"
1632,"30"
1633,"41"
1634,"47"
1635,"43"
1636,"38"
1637,"52"
1638,"44"
1639,"32"
1640,"37"
1641,"39"
1642,"27"
1643,"32"
1644,"34"
1645,"46"
1646,"42"
1647,"40"
1648,"29"
1649,"33"
1650,"34"
1651,"31"
1652,"35"
1653,"30"
1654,"31"
1655,"34"
1656,"25"
1657,"34"
1658,"34"
1659,"30"
1660,"37"
1661,"24"
1662,"45"
1663,"18"
1664,"36"
1665,"33"
1666,"31"
1667,"25"
1668,"31"
1669,"27"
1670,"29"
1671,"26"
1672,"25"
1673,"27"
1674,"30"
1675,"21"
1676,"26"
1677,"29"
1678,"20"
1679,"28"
1680,"25"
1681,"18"
1682,"19"
1683,"18"
1684,"27"
1685,"15"
1686,"15"
1687,"17"
1688,"22"
1689,"24"
1690,"21"
1691,"20"
1692,"27"
1693,"21"
1694,"21"
1695,"30"
1696,"9"
1697,"15"
1698,"15"
1699,"15"
1700,"12"
1701,"19"
1702,"23"
1703,"19"
1704,"11"
1705,"11"
1706,"16"
1707,"19"
1708,"18"
1709,"20"
1710,"11"
1711,"16"
1712,"11"
1713,"6"
1714,"10"
1715,"11"
1716,"15"
1717,"10"
1718,"10"
1719,"17"
1720,"17"
1721,"13"
1722,"14"
1723,"10"
1724,"11"
1725,"12"
1726,"9"
1727,"11"
1728,"7"
1729,"10"
1730,"11"
1731,"13"
1732,"9"
1733,"3"
1734,"13"
1735,"5"
1736,"11"
1737,"6"
1738,"11"
1739,"9"
1740,"11"
1741,"9"
1742,"4"
1743,"11"
1744,"10"
1745,"8"
1746,"15"
1747,"9"
1748,"5"
1749,"4"
1750,"4"
1751,"6"
1752,"2"
1753,"8"
1754,"10"
1755,"7"
1756,"2"
1757,"11"
1758,"4"
1759,"3"
1760,"7"
1761,"3"
1762,"3"
1763,"8"
1764,"9"
1765,"4"
1766,"2"
1767,"5"
1768,"4"
1769,"3"
1770,"4"
1771,"4"
1772,"4"
1773,"3"
1774,"1"
1775,"6"
1776,"0"
1777,"3"
1778,"3"
1779,"4"
1780,"5"
1781,"5"
1782,"7"
1783,"9"
1784,"2"
1785,"1"
1786,"6"
1787,"3"
1788,"6"
1789,"4"
1790,"3"
1791,"6"
1792,"3"
1793,"3"
1794,"4"
1795,"3"
1796,"2"
1797,"4"
1798,"4"
1799,"1"
1800,"0"
1801,"1"
1802,"3"
1803,"2"
1804,"3"
1805,"5"
1806,"3"
1807,"0"
1808,"2"
1809,"6"
1810,"3"
1811,"4"
1812,"3"
1813,"3"
1814,"0"
1815,"3"
1816,"3"
1817,"4"
1818,"7"
1819,"1"
1820,"2"
1821,"0"
1822,"1"
1823,"2"
1824,"3"
1825,"2"
1826,"2"
1827,"0"
1828,"3"
1829,"2"
1830,"3"
1831,"1"
1832,"2"
1833,"3"
1834,"0"
1835,"2"
1836,"1"
1837,"1"
1838,"0"
1839,"0"
1840,"2"
1841,"1"
1842,"1"
1843,"3"
1844,"2"
1845,"1"
1846,"3"
1847,"1"
1848,"1"
1849,"3"
1850,"2"
1851,"1"
1852,"1"
1853,"0"
1854,"1"
1855,"2"
1856,"3"
1857,"0"
1858,"2"
1859,"0"
1860,"1"
1861,"3"
1862,"0"
1863,"1"
1864,"1"
1865,"0"
1866,"1"
1867,"0"
1868,"3"
1869,"2"
1870,"0"
1871,"1"
1872,"1"
1873,"0"
1874,"1"
1875,"0"
1876,"2"
1877,"0"
1878,"0"
1879,"2"
1880,"1"
1881,"1"
1882,"1"
1883,"0"
1884,"1"
1885,"4"
1886,"2"
1887,"1"
1888,"1"
1889,"2"
1890,"1"
1891,"1"
1892,"1"
1893,"2"
1894,"0"
1895,"1"
1896,"1"
1897,"1"
1898,"0"
1899,"3"
1900,"1"
1901,"0"
1902,"1"
1903,"2"
1904,"0"
1905,"1"
1906,"0"
1907,"1"
1908,"1"
1909,"0"
1910,"0"
1911,"2"
1912,"0"
1913,"1"
1914,"0"
1915,"3"
1916,"0"
1917,"0"
1918,"1"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"1"
1929,"0"
1930,"1"
1931,"1"
1932,"0"
1933,"3"
1934,"0"
1935,"1"
1936,"0"
1937,"0"
1938,"1"
1939,"1"
1940,"0"
1941,"1"
1942,"2"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"2"
1948,"1"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"1"
1976,"0"
1977,"0"
1978,"0"
1979,"1"
1980,"0"
1981,"0"
1982,"1"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"1"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"1"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"1"
2033,"2"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


